"NetC","Provincia di TARANTO","","","","","",""
"Stat","Massafra (TA) Via Frappietro","","","","","",""
,SO2,NO2,NOX,O3,BENZENE
20/03/2012 9.00,"38,314499","49,008937","70,800539","41,291532","3,485666"
20/03/2012 10.00,"42,543287","49,094594","78,961738","43,038873","3,438426"
20/03/2012 11.00,"42,39342","52,14653","90,369932","43,861012","3,863634"
20/03/2012 12.00,"35,440853","40,348228","63,346187","60,546953","3,431561"
20/03/2012 13.00,"26,458749","32,687552","47,820074","80,600834","3,122698"
20/03/2012 14.00,"29,295396","41,110081","55,652525","81,837831","3,155191"
20/03/2012 15.00,"38,9871","52,127063","67,63656","85,922298","3,500361"
20/03/2012 16.00,"34,52358","41,598084","51,576772","100,609944","3,875482"
20/03/2012 17.00,"25,329329","30,128129","34,443722","112,240493","2,603164"
20/03/2012 18.00,"22,865545","31,366969","33,640912","103,536812","2,29242"
20/03/2012 19.00,"22,443043","35,465628","37,915743","89,739749","2,784953"
20/03/2012 20.00,"24,374164","66,611343","98,89753","32,434831","4,287774"
20/03/2012 21.00,"24,310062","42,116579","57,843753","43,418263","4,206617"
20/03/2012 22.00,"23,116531","18,959314","21,264537","72,137883","2,373932"
20/03/2012 23.00,"6,074131","11,598429","12,779091","86,42757","1,673677"
21/03/2012 0.00,"3,345827","8,582828","9,594369","90,244184","1,42263"
21/03/2012 1.00,"3,159847","8,266796","9,230568","87,671332","1,322659"
21/03/2012 2.00,"3,268185","7,439403","8,209849","81,261578","1,390544"
21/03/2012 3.00,"3,975992","5,955287","6,654777","81,123846","1,186178"
21/03/2012 4.00,"4,45358","4,923478","5,532894","84,623612","0,892062"
21/03/2012 5.00,"4,615183","6,628233","7,509483","73,907192","1,093885"
21/03/2012 6.00,"4,889639","10,170775","13,024219","70,757242","1,076444"
21/03/2012 7.00,"4,733452","12,227253","14,050775","65,69182","1,720713"
21/03/2012 8.00,"5,158677","13,70682","16,321129","70,550241","1,399239"
21/03/2012 9.00,"6,289903","14,099431","17,786709","81,578441","1,320218"
21/03/2012 10.00,"7,269456","10,946893","13,576731","94,779837","1,427766"
21/03/2012 11.00,"7,401267","15,724362","21,645846","99,14482","1,622979"
21/03/2012 12.00,"7,608011","20,005389","28,663785","96,991913","1,739934"
21/03/2012 13.00,"9,527391","28,002214","37,324953","107,385527","2,079358"
21/03/2012 14.00,"10,33992","26,95224","34,524161","115,0331","2,227942"
21/03/2012 15.00,"11,133495","22,233824","27,063957","125,062598","1,638133"
21/03/2012 16.00,"10,732644","22,11507","26,281243","132,175295","1,601724"
21/03/2012 17.00,"12,46785","32,536999","37,680988","125,75965","1,928893"
21/03/2012 18.00,"10,710077","38,878398","44,198289","111,856918","2,097054"
21/03/2012 19.00,"9,505725","55,856497","69,691633","80,49945","2,594926"
21/03/2012 20.00,"10,357971","67,404978","110,196129","35,369313","4,298757"
21/03/2012 21.00,"10,384159","52,252322","74,242691","43,412338","5,0581"
21/03/2012 22.00,"8,885492","20,125443","22,523895","73,823539","2,725509"
21/03/2012 23.00,"2,705733","13,853485","15,014427","100,060722","1,577316"
22/03/2012 0.00,"1,496865","7,780744","8,421257","113,858637","1,217501"
22/03/2012 1.00,"1,358734","12,156519","12,856909","100,202685","1,330134"
22/03/2012 2.00,,"4,874158","5,505009","108,740765","1,222688"
22/03/2012 3.00,"1,177269",,,"113,235862","0,932131"
22/03/2012 4.00,"1,157407","3,288158","3,584189",,"0,857026"
22/03/2012 5.00,"1,176366","4,198616","4,721636","112,485599","0,786294"
22/03/2012 6.00,"1,179075","20,490139","25,098402","99,006244","0,832872"
22/03/2012 7.00,"1,401167","16,831455","18,60575","95,314675","1,582655"
22/03/2012 8.00,"1,200742","10,292121","11,646183","104,29136","1,054324"
22/03/2012 9.00,"2,402387","13,318762","15,707011","103,76067","1,244808"
22/03/2012 10.00,"2,410513","36,611013","52,562486","86,557707","1,650133"
22/03/2012 11.00,"2,64073","38,468273","57,62523","97,01218","1,46092"
22/03/2012 12.00,"2,26877","27,09956","36,182344","105,118549","1,766987"
22/03/2012 13.00,"2,613646","27,432457","36,520173","111,628806","1,815498"
22/03/2012 14.00,"2,227241","28,069708","37,723798","113,075307","1,743494"
22/03/2012 15.00,"1,784862","22,443438","28,146283","122,066407","1,228841"
22/03/2012 16.00,"4,908598","33,636937","40,726287","117,272186","1,34844"
22/03/2012 17.00,"9,74136","43,736328","52,049535","91,425405","2,394628"
22/03/2012 18.00,"5,555012","57,231607","70,764209","86,166468","2,213806"
22/03/2012 19.00,"4,91221","68,197329","88,50036","62,034885","2,706949"
22/03/2012 20.00,"6,105729","96,686912","164,544537","14,619211","5,290129"
22/03/2012 21.00,"5,196595","89,903573","152,205141","16,104615","4,169649"
22/03/2012 22.00,"3,558892","57,668978","74,19149","41,547551","3,380966"
22/03/2012 23.00,"3,160751","49,052414","61,745708","45,451189","2,468462"
23/03/2012 0.00,"2,667815","43,253532","53,126658","45,341342","1,883535"
23/03/2012 1.00,"2,966646","37,445543","44,55107","58,580762","1,534399"
23/03/2012 2.00,"2,737331","11,418022","12,696085","90,860141","1,195636"
23/03/2012 3.00,"2,105362","8,462125","9,687752","93,828425","1,005965"
23/03/2012 4.00,"1,995219","7,644466","8,505558","88,038036","1,141837"
23/03/2012 5.00,"1,700901","7,176585","7,997795","89,787907","1,13487"
23/03/2012 6.00,"1,811044","25,467476","31,85304","84,220562","1,007644"
23/03/2012 7.00,"3,245615","38,258011","46,093156","61,611565","2,894178"
23/03/2012 8.00,"3,966061","68,579541","113,533238","33,971796","2,454682"
23/03/2012 9.00,"5,909818","76,811941","128,078818","23,320413","4,80863"
23/03/2012 10.00,"6,220386","57,500263","77,908608","48,157545","2,98403"
23/03/2012 11.00,"21,946483","50,199079","69,666339","66,393118","3,217686"
23/03/2012 12.00,"36,212754","54,343189","77,29124","73,890289","4,811376"
23/03/2012 13.00,"8,862922","38,431276","51,947069","97,872329","2,481785"
23/03/2012 14.00,"2,322037","30,005493","39,797667","109,050893","1,982692"
23/03/2012 15.00,"0,706","22,45187","30,095644","114,0656","1,087224"
23/03/2012 16.00,"0,650026","27,230646","34,119506","102,085128","1,354898"
23/03/2012 17.00,"1,330748","27,811434","32,502832","109,040718","1,561959"
23/03/2012 18.00,"0,945246","19,904149","21,57581","120,261551","1,308065"
23/03/2012 19.00,"1,756876","80,434971","113,102006","46,698323","2,310675"
23/03/2012 20.00,"3,205891","83,375951","134,502103","17,139678","4,518938"
23/03/2012 21.00,"4,371424","90,574593","179,680235","14,069999","5,223719"
23/03/2012 22.00,"5,337435","80,840544","155,033215","9,346764","5,842512"
23/03/2012 23.00,"1,73611","22,728326","25,643132","72,530781","2,880398"
24/03/2012 0.00,"0,667179","27,140437","32,648739","72,077039","1,228129"
24/03/2012 1.00,"0,650026","21,956739","25,303962","65,039516","1,301353"
24/03/2012 2.00,,"17,837296","21,06611","66,113439","0,809888"
24/03/2012 3.00,"0,650026",,,"60,857896","0,925114"
24/03/2012 4.00,"0,650026","8,994902","10,026911",,"0,834957"
24/03/2012 5.00,"0,650026","12,809348","14,459322","70,936373","1,446886"
24/03/2012 6.00,"0,650026","50,826618","77,129772","42,676401","1,259707"
24/03/2012 7.00,"0,901911","49,288625","73,946983","27,857761","4,241398"
24/03/2012 8.00,"1,600689","73,904723","135,442407","23,998912","2,703491"
24/03/2012 9.00,"5,22368","87,852307","170,419219","20,790672","5,759067"
24/03/2012 10.00,"4,122247","53,530072","79,463027","55,566854","3,410509"
24/03/2012 11.00,"3,952519","34,016563","45,292946","92,579609","2,526431"
24/03/2012 12.00,"7,491548","30,269597","39,739945","94,600705","2,416494"
24/03/2012 13.00,"7,553843","37,374149","52,186357","90,923504","1,845753"
24/03/2012 14.00,"0,650026","24,109248","33,221995","101,138876","1,585655"
24/03/2012 15.00,"0,650026","16,084527","20,891659","112,157784","1,111428"
24/03/2012 16.00,"0,650026","18,878193","23,94669","112,40359","1,096733"
24/03/2012 17.00,"0,650026","13,712667","15,923606","116,635065","1,285539"
24/03/2012 18.00,"0,650026","10,917699","11,996368","113,910129","1,296268"
24/03/2012 19.00,"0,650026","14,349923","15,726465","105,458989","1,25213"
24/03/2012 20.00,"0,650026","25,684239","28,263662","92,773946","1,764953"
24/03/2012 21.00,"0,650026","18,49792","20,127737","86,110707","1,820227"
24/03/2012 22.00,"0,650026","13,151986","14,461266","96,486618","1,374933"
24/03/2012 23.00,"2,160433","12,79247","14,058557","100,01847","1,493973"
25/03/2012 0.00,"2,341899","11,046832","12,231119","99,248739","1,16116"
25/03/2012 1.00,"2,189323","16,803544","18,118087","87,320672","0,966608"
25/03/2012 2.00,"1,710832","13,998191","14,972275","85,027499","1,064596"
25/03/2012 3.00,"2,876365","10,722369","11,433481","110,011559","0,855805"
25/03/2012 4.00,"2,285021","7,390733","8,057454","106,488133","0,851381"
25/03/2012 5.00,"1,866116","8,123382","9,11384","95,957686","1,086817"
25/03/2012 6.00,"2,267868","13,887227","15,518301","96,08022","1,309489"
25/03/2012 7.00,"2,387942","20,485606","22,383821","80,272997",
25/03/2012 8.00,"2,527878","14,593915","16,500113","93,583395",
25/03/2012 9.00,"3,418956","8,441359","9,873868","120,385782",
25/03/2012 10.00,"3,082206","7,157117","8,681948","130,494662",
25/03/2012 11.00,"3,473124","9,460189","12,593623","133,10138",
25/03/2012 12.00,"3,333188","8,034478","10,11316","133,296524",
25/03/2012 13.00,"2,3744","9,017615","10,607955","132,78616",
25/03/2012 14.00,"2,28773","6,351138","7,266299","138,8867",
25/03/2012 15.00,"1,743333","10,922889","12,1105","127,709802",
25/03/2012 16.00,"1,817364","8,628253","9,535358","128,781183",
25/03/2012 17.00,"2,573019","7,48483","8,126195","138,808147",
25/03/2012 18.00,"2,517044","10,209709","10,907557","133,007575",
25/03/2012 19.00,"3,147208","16,611459","17,767904","125,227331",
25/03/2012 20.00,"2,9522","32,015905","37,684868","107,842557",
25/03/2012 21.00,"2,635313","12,089029","13,078043","118,456816",
25/03/2012 22.00,"2,311203","10,057209","10,751272","127,604194",
25/03/2012 23.00,"3,778275","7,767766","8,634609","134,972864",
26/03/2012 0.00,"4,122247","5,347233","5,880484","136,734593",
26/03/2012 1.00,"3,732232","4,641841","4,967412","136,526709",
26/03/2012 2.00,,"4,30634","4,790376","131,334583",
26/03/2012 3.00,"4,062662",,,"126,916396",
26/03/2012 4.00,"3,438818","4,252477","4,772218",,
26/03/2012 5.00,"3,520973","4,839765","5,309815","123,840746",
26/03/2012 6.00,"3,940781","6,658733","7,18459","119,723341",
26/03/2012 7.00,"4,23519","9,213937","10,057495","114,294625","1,732561"
26/03/2012 8.00,"4,7488","10,87032","12,566387","108,857378","1,343152"
26/03/2012 9.00,"5,144232","9,537413","11,094968","110,813413","1,320829"
26/03/2012 10.00,"6,166217","9,016317","10,714955","116,97896","1,351847"
26/03/2012 11.00,"6,446089","10,112371","11,997016","120,074862","1,322202"
26/03/2012 12.00,"4,830053","8,834616","10,51976","122,680651","1,228689"
26/03/2012 13.00,"4,175513","8,619818","10,587853","123,700556","1,00983"
26/03/2012 14.00,"3,383746","6,239521","7,414156","126,284359","0,817617"
26/03/2012 15.00,"2,183907","6,296627","7,624914","125,797702","0,778717"
26/03/2012 16.00,"1,779446","8,10067","9,475047","129,779003","0,831092"
26/03/2012 17.00,"1,87063","7,832011","8,915403","125,587307","0,932233"
26/03/2012 18.00,"2,136057","10,517305","11,840731","120,93756","1,120734"
26/03/2012 19.00,"2,515239","14,075415","15,393793","112,90132","1,178652"
26/03/2012 20.00,"2,108973","14,708775","15,954734","108,048804","1,003779"
26/03/2012 21.00,"1,387624","10,228527","11,165005","112,644426","1,029407"
26/03/2012 22.00,"1,609717","7,410851","8,017897","114,462707","0,933657"
26/03/2012 23.00,"3,092136","8,332339","9,248078","107,386341","0,898774"
27/03/2012 0.00,"2,936853","5,099988","5,674911","109,829041","0,805972"
27/03/2012 1.00,"2,661495","4,587328","5,132777","110,249846","0,797074"
27/03/2012 2.00,"2,481835","4,654169","5,148341","103,94828","0,801243"
27/03/2012 3.00,"2,297661","4,585381","5,040691","95,22259","0,842279"
27/03/2012 4.00,"2,125224","5,32517","5,663241","91,605389","0,851992"
27/03/2012 5.00,"1,866116","5,801488","6,390842","89,640899","0,893434"
27/03/2012 6.00,"1,735208","9,752213","10,826495","82,954836","1,015322"
27/03/2012 7.00,"1,602494","15,393411","17,370381","73,776218","1,138989"
27/03/2012 8.00,"2,807751","15,785363","20,088829","73,369819","1,311065"
27/03/2012 9.00,"2,787889","10,880054","13,949612","84,75712","1,416783"
27/03/2012 10.00,"4,124956","12,235035","17,103204","93,278381","1,308574"
27/03/2012 11.00,"3,836958","11,515368","15,620113","99,797123","1,364356"
27/03/2012 12.00,"3,136375","6,95919","9,078174","108,429845","1,032357"
27/03/2012 13.00,"3,564308","7,079893","9,131999","110,564137","0,934521"
27/03/2012 14.00,"3,164362","5,382924","6,852566","113,527368","0,793718"
27/03/2012 15.00,"3,612157","5,590584","6,807171","117,257841","0,809583"
27/03/2012 16.00,"3,835153","5,883255","7,255275","121,513837","0,876044"
27/03/2012 17.00,"3,796332","7,482233","8,512044","121,880532","0,943522"
27/03/2012 18.00,"2,334676","11,169483","12,471708","119,184294","1,133599"
27/03/2012 19.00,"2,070151","12,284357","13,362728","112,06815","1,389069"
27/03/2012 20.00,"1,71354","11,662023","12,808921","112,946107","1,309845"
27/03/2012 21.00,"1,191715","15,706846","16,819167","105,163313","1,470073"
27/03/2012 22.00,"1,656663","11,895642","12,829025","102,937751","1,520517"
27/03/2012 23.00,"2,749068","12,0423","12,814109","96,045562","1,27008"
28/03/2012 0.00,"1,597077","5,451712","5,967381","103,649148","1,02895"
28/03/2012 1.00,"1,168241","6,157754","6,82922","95,996544","0,863077"
28/03/2012 2.00,,"4,102575","4,360429","108,453544","0,718968"
28/03/2012 3.00,"0,757461",,,"111,246029","0,629676"
28/03/2012 4.00,"1,21609","4,551638","4,863005",,"0,60242"
28/03/2012 5.00,"0,991289","5,138924","5,661294","112,24305","0,664304"
28/03/2012 6.00,"1,231437","11,859948","12,482732","103,756477","0,837449"
28/03/2012 7.00,"1,662983","37,795977","56,495563","78,277236","1,656337"
28/03/2012 8.00,"2,443917","26,971703","36,288018","85,474461","2,101732"
28/03/2012 9.00,"2,173073","10,971561","13,427578","102,55244","1,663964"
28/03/2012 10.00,"2,169461","10,261615","12,316071","111,234241","1,437326"
28/03/2012 11.00,"1,913965","9,593221","11,423104","116,434023","1,356169"
28/03/2012 12.00,"1,839934","8,933254","10,876429","121,869543","1,108835"
28/03/2012 13.00,"1,480615","7,830062","9,430303","124,352821","1,212671"
28/03/2012 14.00,"1,153796","5,697659","6,641158","125,942199","0,873603"
28/03/2012 15.00,"1,167338","6,009148","7,117148","127,261113","0,878281"
28/03/2012 16.00,"1,130322","6,667169","7,747478","126,616466","0,863484"
28/03/2012 17.00,"0,950663","7,192806","8,219577","123,411577","0,866687"
28/03/2012 18.00,"0,832394","11,196733","12,38935","118,401877","0,991219"
28/03/2012 19.00,"0,764683","19,798377","21,570628","103,246958","1,219637"
28/03/2012 20.00,"0,706","21,102094","22,592631","95,913752","1,41124"
28/03/2012 21.00,"0,657248","11,392063","12,449659","109,283267","1,352661"
28/03/2012 22.00,"0,650026","9,052008","9,799292","113,678653","1,134769"
28/03/2012 23.00,"2,793305","9,239553","9,99254","107,778379","1,084936"
29/03/2012 0.00,"2,997341","5,341392","5,832495","109,185193","0,897452"
29/03/2012 1.00,"2,953103","4,920882","5,57764","108,88616","0,754512"
29/03/2012 2.00,"2,659689","5,257033","5,713172","100,019345","0,779886"
29/03/2012 3.00,"2,572116","5,420564","5,798124","100,838094","0,717087"
29/03/2012 4.00,"2,608229","8,913138","9,676727","95,106837","0,809176"
29/03/2012 5.00,"2,610035","7,924806","8,626827","102,085128","0,762292"
29/03/2012 6.00,"2,816779","20,572565","24,791011","102,290554","0,752732"
29/03/2012 7.00,"3,967866","68,175266","98,376147","39,399694","2,061866"
29/03/2012 8.00,"6,186079","68,722308","112,247935","34,102751","4,707133"
29/03/2012 9.00,"4,978115","40,783017","59,709463","60,549488","2,771783"
29/03/2012 10.00,"4,886028","33,139204","45,605481","83,190581","2,372407"
29/03/2012 11.00,"4,338923","28,218977","41,049244","88,777363","1,803243"
29/03/2012 12.00,"4,192667","25,782861","35,813326","98,759525","1,966115"
29/03/2012 13.00,"3,577851","24,328594","33,821847","107,173397","1,805531"
29/03/2012 14.00,"3,117415","18,665988","25,285166","116,920665","1,427563"
29/03/2012 15.00,"2,913379","20,529717","27,836309","114,245592","1,354085"
29/03/2012 16.00,"2,667815","18,262359","23,322843","116,961266","1,264995"
29/03/2012 17.00,"2,602812","24,046305","29,317459","120,688284","1,604724"
29/03/2012 18.00,"5,955862","45,44627","55,133742","99,508981","2,12253"
29/03/2012 19.00,"15,425469","69,874173","82,184088","63,575222","3,101748"
29/03/2012 20.00,"5,852942","59,410083","72,329678","57,32856","2,65437"
29/03/2012 21.00,"5,408757","63,511994","82,913611","53,678406","3,017439"
29/03/2012 22.00,"3,963351","47,770113","58,255559","60,97957","2,560857"
29/03/2012 23.00,"1,940147","45,073792","52,043051","58,086479","2,187364"
30/03/2012 0.00,"1,597981","27,53888","31,587808","62,274005","1,987218"
30/03/2012 1.00,"1,427348","14,872308","17,167405","80,174139","1,528703"
30/03/2012 2.00,,"8,837212","10,133911","78,529046","1,24969"
30/03/2012 3.00,"0,858576",,,"106,264313","0,975456"
30/03/2012 4.00,"0,671693","7,45887","8,359002",,"0,867501"
30/03/2012 5.00,"0,724959","36,974407","51,003516","66,297624","1,258944"
30/03/2012 6.00,"3,402705","71,374516","96,079222","39,656569","4,7859"
30/03/2012 7.00,"1,248591","47,080934","54,15128","71,268442","2,227993"
30/03/2012 8.00,"0,790865","34,803083","41,16792","90,986883","1,733375"
30/03/2012 9.00,"0,650026","17,430414","21,74183","111,581485","1,193449"
30/03/2012 10.00,"0,650026","22,073542","28,985423","113,014478","1,417037"
30/03/2012 11.00,"0,664471","23,151432","31,42374","114,376543","1,574265"
30/03/2012 12.00,"0,650026","27,554463","37,862572","111,799543","1,97537"
30/03/2012 13.00,"0,650026","26,235163","35,907378","122,911312","1,56501"
30/03/2012 14.00,"0,650026","17,776946","23,215197","132,593558","1,058951"
30/03/2012 15.00,"0,650026","19,690004","25,268303","129,816233","1,149973"
30/03/2012 16.00,"0,650026","21,269508","25,962187","126,838672","1,175804"
30/03/2012 17.00,"8,775349","41,733718","50,234413","110,121468","2,007558"
30/03/2012 18.00,"0,805309","43,272346","51,030762","103,295991","3,18321"
30/03/2012 19.00,"0,650026","44,297654","51,214928","91,313883","2,788716"
30/03/2012 20.00,"0,650026","40,265821","45,872033","86,57881","1,910943"
30/03/2012 21.00,"0,650026","35,602567","39,558361","87,24125","2,045136"
