"NetC","ENEL Brindisi","","","","","","","","","","","","","","",""
"Stat","Terminale Passeggeri","","","","","","","","","","","","","","",""
,SO2,NO2,NOX,CO,O3,PM10,BENZENE,PM2.5
25/10/2012 12.00,"0,379274","6,366857","10,366382","0,505476","91,922382","38,200001","0,464057","27,6"
25/10/2012 13.00,"0,415397","4,954879","7,31897","0,460985","97,830692","38,200001","0,434106","27,6"
25/10/2012 14.00,"0,352183","4,349282","7,260678","0,418108","100,326117","38,200001","0,436852","27,6"
25/10/2012 15.00,"0,343152","9,407791","15,275922","0,424668","96,240836","38,200001","0,431259","27,6"
25/10/2012 16.00,"0,424425","23,181048","35,584443","0,414305","83,571028","38,200001","0,422258","27,6"
25/10/2012 17.00,"0,474094","30,027195","45,329006","0,458417","77,43128","38,200001","0,408275","27,6"
25/10/2012 18.00,"0,390563","15,227343","20,353851","0,424858","88,582189","38,200001","0,411682","27,6"
25/10/2012 19.00,"0,399591","23,323531","27,789409","0,431989","68,682866","38,200001","0,422919","27,6"
25/10/2012 20.00,"0,435713","46,077095","52,751619","0,611571","21,428335","38,200001","0,652253","27,6"
25/10/2012 21.00,"0,460547","62,10113","100,477149","0,760258","5,137869","38,200001","0,970523","27,6"
25/10/2012 22.00,"0,433456","60,805729","90,434598","0,7344","7,417047","38,200001","1,301251","27,6"
25/10/2012 23.00,"0,824019","32,297368","35,892102","0,561281","40,560584","38,200001","1,185619","27,6"
26/10/2012 0.00,"0,480864","24,683709","27,018644","0,526961","37,894505","38,200001","0,695119","27,6"
26/10/2012 1.00,"2,020538","10,074919","12,406625",,"57,501546",35,"0,883824",21
26/10/2012 2.00,,"7,490609","9,828794","0,457181","59,373514",35,"0,736359",21
26/10/2012 3.00,"2,365951",,,"0,481994","52,645815",35,"0,66644",21
26/10/2012 4.00,"1,406476","6,366857","8,698563","0,480378",,35,"0,772157",21
26/10/2012 5.00,"0,392821","11,208386","15,719594","0,477335","46,909871",35,"0,696492",21
26/10/2012 6.00,"0,437972","42,171511","102,12554","0,533711","6,004599",35,"0,659219",21
26/10/2012 7.00,"0,469578","42,65081","79,822081","0,540461","9,430971",35,"0,862772",21
26/10/2012 8.00,"0,535047","43,839329","99,790586","0,603395","7,964457",35,"0,871925",21
26/10/2012 9.00,"0,460547","51,806002","124,655666","0,6438","15,212551",35,"0,950692",21
26/10/2012 10.00,"0,354441","38,732243","66,165428","0,476195","44,421189",35,"0,651846",21
26/10/2012 11.00,"0,42894","22,478293","29,463709","0,480378","60,659251",35,"0,549434",21
26/10/2012 12.00,"0,453773","13,857467","18,209986","0,463741","73,095924",35,"0,533162",21
26/10/2012 13.00,"0,483123","8,096205","11,036748","0,416492","79,391128",35,"0,355391",21
26/10/2012 14.00,"0,408622","6,396003","8,81515","0,408412","81,496272",35,"0,286947",21
26/10/2012 15.00,,,,,,35,,21
26/10/2012 16.00,,,,,,35,,21
26/10/2012 17.00,,,,,,35,,21
26/10/2012 18.00,,,,,,35,,21
26/10/2012 19.00,,,,,,35,,21
26/10/2012 20.00,,,,,,35,,21
26/10/2012 21.00,,,,,,35,,21
26/10/2012 22.00,,,,,,35,,21
26/10/2012 23.00,,,,,,35,,21
27/10/2012 0.00,,,,,,35,,21
27/10/2012 1.00,,,,,,22,,7
27/10/2012 2.00,,,,,,22,,7
27/10/2012 3.00,,,,,,22,,7
27/10/2012 4.00,,,,,,22,,7
27/10/2012 5.00,,,,,,22,,7
27/10/2012 6.00,,,,,,22,,7
27/10/2012 7.00,,,,,,22,,7
27/10/2012 8.00,,,,,,22,,7
27/10/2012 9.00,,,,,,22,,7
27/10/2012 10.00,,,,,,22,,7
27/10/2012 11.00,,,,,,22,,7
27/10/2012 12.00,,,,,,22,,7
27/10/2012 13.00,,,,,,22,,7
27/10/2012 14.00,,,,,,22,,7
27/10/2012 15.00,,,,,,22,,7
27/10/2012 16.00,,,,,,22,,7
27/10/2012 17.00,,,,,,22,,7
27/10/2012 18.00,,,,,,22,,7
27/10/2012 19.00,,,,,,22,,7
27/10/2012 20.00,,,,,,22,,7
27/10/2012 21.00,,,,,,22,,7
27/10/2012 22.00,,,,,,22,,7
27/10/2012 23.00,,,,,,22,,7
28/10/2012 0.00,,,,,,22,,7
28/10/2012 1.00,,,,,,14,,6
28/10/2012 2.00,,,,,,14,,6
28/10/2012 3.00,,,,,,14,,6
28/10/2012 4.00,,,,,,14,,6
28/10/2012 5.00,,,,,,14,,6
28/10/2012 6.00,,,,,,14,,6
28/10/2012 7.00,,,,,,14,,6
28/10/2012 8.00,,,,,,14,,6
28/10/2012 9.00,,,,,,14,,6
28/10/2012 10.00,,,,,,14,,6
28/10/2012 11.00,,,,,,14,,6
28/10/2012 12.00,,,,,,14,,6
28/10/2012 13.00,,,,,,14,,6
28/10/2012 14.00,,,,,,14,,6
28/10/2012 15.00,,,,,,14,,6
28/10/2012 16.00,,,,,,14,,6
28/10/2012 17.00,,,,,,14,,6
28/10/2012 18.00,,,,,,14,,6
28/10/2012 19.00,,,,,,14,,6
28/10/2012 20.00,,,,,,14,,6
28/10/2012 21.00,,,,,,14,,6
28/10/2012 22.00,,,,,,14,,6
28/10/2012 23.00,,,,,,14,,6
29/10/2012 0.00,,,,,,14,,6
29/10/2012 1.00,,,,,,"10,6",,"6,9"
29/10/2012 2.00,,,,,,"10,6",,"6,9"
29/10/2012 3.00,,,,,,"10,6",,"6,9"
29/10/2012 4.00,,,,,,"10,6",,"6,9"
29/10/2012 5.00,,,,,,"10,6",,"6,9"
29/10/2012 6.00,,,,,,"10,6",,"6,9"
29/10/2012 7.00,,,,,,"10,6",,"6,9"
29/10/2012 8.00,,,,,,"10,6",,"6,9"
29/10/2012 9.00,,,,,,"10,6",,"6,9"
29/10/2012 10.00,,,,,,"10,6",,"6,9"
29/10/2012 11.00,"0,366952","22,381259","35,915274","0,562929","51,593913","10,6","4,737288","6,9"
29/10/2012 12.00,"0,42217","17,021463","24,641606","0,565748","60,326425","10,6","0,719527","6,9"
29/10/2012 13.00,"0,460547","10,262751","14,82901","0,60834","69,880723","10,6","0,540332","6,9"
29/10/2012 14.00,"0,379274","13,834796","19,997627","0,56014","69,370519","10,6","0,488516","6,9"
29/10/2012 15.00,"0,408622","13,614579","21,726972","0,562897","70,338613","10,6","0,523145","6,9"
29/10/2012 16.00,"0,343152","12,597696","19,728819","0,539796","73,628129","10,6","0,477685","6,9"
29/10/2012 17.00,"0,41088","16,710569","29,246734","0,512511","65,28861","10,6","0,433445","6,9"
29/10/2012 18.00,"0,413138","36,970508","92,905551","0,548351","36,683102","10,6","0,5145","6,9"
29/10/2012 19.00,"0,386047","21,587723","26,176637","0,564608","48,008059","10,6","0,529094","6,9"
29/10/2012 20.00,"0,939157","22,957593","38,346841","0,611667","35,377095","10,6","0,447022","6,9"
29/10/2012 21.00,"0,431198","16,548645","24,997831","0,575636","48,913649","10,6","0,510636","6,9"
29/10/2012 22.00,"0,447003","30,564792","105,299248","0,588471","30,616008","10,6","0,534078","6,9"
29/10/2012 23.00,"0,343152","33,560379","107,90299","0,547972","31,619592","10,6","0,531027","6,9"
30/10/2012 0.00,"0,349925","28,822482","71,110587","0,541507","44,49722","10,6","0,47738","6,9"
30/10/2012 1.00,"3,262211","26,25761","48,823359","0,537894","47,708989","8,9","0,441276","6,2"
30/10/2012 2.00,"0,96399","11,985622","20,473676","0,50538","55,637996","8,9","0,455413","6,2"
30/10/2012 3.00,"1,246186","5,715922","8,465393","0,492166","56,612855","8,9","0,415444","6,2"
30/10/2012 4.00,"1,368097","3,620622","5,955568","0,486082",,"8,9","0,436191","6,2"
30/10/2012 5.00,"0,474094","2,613455","4,945162","0,505951","54,262704","8,9","0,452412","6,2"
30/10/2012 6.00,"0,374758","3,452223","5,78393","0,526867","49,709415","8,9","0,483787","6,2"
30/10/2012 7.00,"0,729199","6,402479","10,152641","0,527532","45,348724","8,9","0,489431","6,2"
30/10/2012 8.00,"0,548593","27,867131","65,268376","0,585713","29,779685","8,9","0,500364","6,2"
30/10/2012 9.00,"16,171083","30,996807","115,299678","0,616991","31,879781","8,9","0,602216","6,2"
30/10/2012 10.00,"32,646931","23,715166","147,312526","0,625832","33,935947","8,9","0,579893","6,2"
30/10/2012 11.00,"0,650184","13,145","19,563661","0,610526","56,590888","8,9","0,454141","6,2"
30/10/2012 12.00,"2,878422","5,090895","7,717304","0,609005","68,219945","8,9","0,4337","6,2"
30/10/2012 13.00,"11,73267","5,92966","9,634486","0,614899","73,107735","8,9","0,432072","6,2"
30/10/2012 14.00,"16,446507","5,168618","8,067058","0,614614","77,497155","8,9","0,42892","6,2"
30/10/2012 15.00,"19,501014","4,99374","7,837127","0,633817","81,589217","8,9","0,460854","6,2"
30/10/2012 16.00,"18,749238","3,847317","6,580597","0,614044","82,900293","8,9","0,448192","6,2"
30/10/2012 17.00,"18,410607","6,612981","10,210934","0,615945","74,945947","8,9","0,444276","6,2"
30/10/2012 18.00,"16,435218","14,880826","19,262482","0,621459","66,614868","8,9","0,444683","6,2"
30/10/2012 19.00,"14,186661","22,241893","27,912465","0,623931","58,011788","8,9","0,45526","6,2"
30/10/2012 20.00,"9,339631","35,140763","44,467594","0,654163","38,110764","8,9","0,514093","6,2"
30/10/2012 21.00,"10,461645","40,830758","58,862639","0,703693","26,79259","8,9","0,740834","6,2"
30/10/2012 22.00,"13,306204","49,535826","83,326143","0,774328","20,303094","8,9","0,956743","6,2"
30/10/2012 23.00,"11,906496","52,949187","86,030268","0,754459","11,664533","8,9","0,716171","6,2"
31/10/2012 0.00,"11,206648","41,536766","113,421368","0,767102","24,023451","8,9","0,676661","6,2"
31/10/2012 1.00,"6,352846","20,340907","23,190762","0,690953","54,369157","14,3","0,588741","7,6"
31/10/2012 2.00,"8,639779","13,047845","15,386029","0,689148","55,142937","14,3","0,535654","7,6"
31/10/2012 3.00,"8,90166","17,53962","20,988596","0,686675","46,436798","14,3","0,587216","7,6"
31/10/2012 4.00,"2,397555","16,26042","18,592127","0,683348","41,459431","14,3","0,574198","7,6"
31/10/2012 5.00,"0,352183","11,600243","13,935189","0,681162","51,569594","14,3","0,661457","7,6"
31/10/2012 6.00,"0,372501","16,441774","18,857683","0,681732","46,125916","14,3","0,674576","7,6"
31/10/2012 7.00,"0,379274","31,873134","39,98552","0,698558","29,987504","14,3","0,596013","7,6"
31/10/2012 8.00,"0,320577","36,763247","47,463161","0,641899","23,334118","14,3","0,623828","7,6"
31/10/2012 9.00,"1,171687","35,849999","44,231154","0,612618","30,594042","14,3","0,556858","7,6"
31/10/2012 10.00,"9,468313","23,951814","31,131529","0,59427","54,203572","14,3","0,459582","7,6"
31/10/2012 11.00,"5,689115","21,153755","29,917082","0,607864","61,568255","14,3","1,07924","7,6"
31/10/2012 12.00,"1,767688","10,450582","14,378863","0,606628","67,704635","14,3","1,457869","7,6"
31/10/2012 13.00,"0,930125","13,106138","17,610867","0,610431","65,178785","14,3","2,612317","7,6"
31/10/2012 14.00,"2,607512","8,543116","10,984931","0,59465","72,918527","14,3","0,390884","7,6"
31/10/2012 15.00,"3,390893","7,244486","9,783455","0,630585","74,275227","14,3","0,387121","7,6"
31/10/2012 16.00,"1,564507","10,959025","15,201436","0,677263","62,813433","14,3","0,439852","7,6"
31/10/2012 17.00,"0,722428","22,26132","27,990188","0,698558","49,378267","14,3","0,450734","7,6"
31/10/2012 18.00,"2,65492","10,991409","13,349025","0,695706","58,719692","14,3","0,38885","7,6"
31/10/2012 19.00,"5,603326","5,770976","8,105922","0,724417","65,523441","14,3","0,344865","7,6"
31/10/2012 20.00,"7,418426","8,36176","10,842439","0,77718","60,650834","14,3","0,353001","7,6"
31/10/2012 21.00,"4,305216","8,954405","11,286111","0,789729","67,50695","14,3","0,328389","7,6"
31/10/2012 22.00,"0,781123","2,898441","5,23015","0,82614","76,703064","14,3","0,291625","7,6"
31/10/2012 23.00,"4,551292","7,302778","9,637722","0,8674","69,530998","14,3","0,289082","7,6"
01/11/2012 0.00,"6,775013","10,217412","12,565312","0,873389","68,953185","14,3","0,274539","7,6"
01/11/2012 1.00,"8,292112","6,156355","8,559308",,"66,366528","13,5","0,255165","4,7"
01/11/2012 2.00,,"2,765664","5,107088","0,814637","63,746036","13,5","0,25725","4,7"
01/11/2012 3.00,"12,683108",,,"0,840685","62,338663","13,5","0,246216","4,7"
01/11/2012 4.00,"6,881121","1,823266","4,187358","0,861315",,"13,5","0,229486","4,7"
01/11/2012 5.00,"2,783602","1,411978","3,857034","0,878523","59,643878","13,5","0,233605","4,7"
01/11/2012 6.00,"3,278014","5,842223","8,627317","0,877096","58,775453","13,5","0,227655","4,7"
01/11/2012 7.00,"0,993338","4,7379","7,247722","0,884512","56,330702","13,5","0,211892","4,7"
01/11/2012 8.00,"0,408622","5,094132","7,655772","0,711203","51,539191","13,5","0,188552","4,7"
01/11/2012 9.00,"0,431198","3,640054","5,987953","0,613188","53,036118","13,5","0,159974","4,7"
01/11/2012 10.00,"0,498927","2,94378","5,285204","0,615469","62,014277","13,5","0,192416","4,7"
01/11/2012 11.00,"0,458289","4,151734","6,499633","0,583622","72,8425","13,5","0,176449","4,7"
01/11/2012 12.00,"0,444745","4,265081","6,745759","0,547211","76,343187","13,5","0,226435","4,7"
01/11/2012 13.00,"0,451518","4,686084","7,260678","0,536088","78,296292","13,5","0,221757","4,7"
01/11/2012 14.00,"0,465063","4,728184","7,098753","0,515933","77,95331","13,5","0,195213","4,7"
01/11/2012 15.00,"0,363472","8,384431","10,852154","0,489124","72,698878","13,5","0,256284","4,7"
01/11/2012 16.00,"0,374758","4,358996","6,70042","0,478477","69,725313","13,5","0,268132","4,7"
01/11/2012 17.00,"0,352183","5,411505","7,743212","0,495684","63,730853","13,5","0,247487","4,7"
01/11/2012 18.00,"0,42894","10,032818","12,367764","0,5108","55,391315","13,5","0,365967","4,7"
01/11/2012 19.00,"0,469578","16,19565","18,533834","0,517265","46,402981","13,5","0,395715","4,7"
01/11/2012 20.00,"0,465063","25,188917","27,818547","0,554245","34,949646","13,5","0,493804","4,7"
01/11/2012 21.00,"0,42894","19,93933","22,287227","0,515649","40,759966","13,5","0,420377","4,7"
01/11/2012 22.00,"0,891745","22,112355","27,41374","0,503385","39,556999","13,5","0,533823","4,7"
01/11/2012 23.00,"0,73823","20,256703","23,135716","0,476385","40,7701","13,5","0,453226","4,7"
02/11/2012 0.00,"1,259732","24,949267","29,586765","0,434555","34,596554","13,5","0,418902","4,7"
02/11/2012 1.00,"2,761027","30,21503","56,297769","0,398334","30,54335","15,7","0,409393",6
02/11/2012 2.00,"0,670504","12,403388","14,74481","0,384265","50,331136","15,7","0,383307",6
02/11/2012 3.00,"1,361324","13,724689","16,06611","0,501484","50,831264","15,7","0,49477",6
02/11/2012 4.00,"1,264248","14,058253","16,38996","0,481423","49,467821","15,7","0,386714",6
02/11/2012 5.00,"2,686527","10,771193","13,106138","0,413071","44,079904","15,7","0,627845",6
02/11/2012 6.00,"2,34563","10,7129","13,047845","0,380271","42,358259","15,7","0,327728",6
02/11/2012 7.00,"2,709103","27,258293","38,638326","0,394342","16,01339","15,7","0,450429",6
02/11/2012 8.00,"0,458289","30,849777","61,013008","0,485036","11,578365","15,7","0,540383",6
02/11/2012 9.00,"0,413138","19,800079","27,805603","0,609956","35,735298","15,7","0,498737",6
02/11/2012 10.00,"0,415397","18,129024","26,866448","0,606343","46,208709","15,7","0,626828",6
02/11/2012 11.00,"0,483123","9,035366","14,330284","0,520972","62,034566","15,7","1,063884",6
02/11/2012 12.00,"0,492154","26,429251","52,129838","0,573545","48,427068","15,7","0,365306",6
02/11/2012 13.00,"0,519245","15,505854","23,443357","0,493118","67,280558","15,7","0,279421",6
02/11/2012 14.00,"0,404107","10,651367","16,921071","0,481994","73,822405","15,7","0,218045",6
02/11/2012 15.00,"0,489896","8,439486","12,380718","0,488363","77,993888","15,7","0,231978",6
02/11/2012 16.00,"0,361214","5,88756","8,228984","0,485226","82,324153","15,7","0,234978",6
02/11/2012 17.00,"0,363472","11,655298","16,231273","0,501768","69,522558","15,7","0,211434",6
02/11/2012 18.00,"0,367987","11,130664","13,468848","0,538655","62,690103","15,7","0,276319",6
02/11/2012 19.00,"0,419912","23,252289","33,53124","0,613948","50,635275","15,7","0,492075",6
02/11/2012 20.00,"0,510214","22,115586","25,111175","0,624025","41,770313","15,7","5,395337",6
02/11/2012 21.00,"0,487638","28,531016","33,019551","0,693711","32,112937","15,7","2,2703",6
02/11/2012 22.00,"0,550851","16,869254","20,803993","0,591512","51,897371","15,7","0,534688",6
02/11/2012 23.00,"0,586974","11,20191","13,546572","0,541412","54,075174","15,7","0,449005",6
03/11/2012 0.00,"0,356698","12,620366","14,952072","0,547115","47,045034","15,7","0,42414",6
03/11/2012 1.00,"3,162876","8,798957","11,133903","0,523824","52,850263","16,4","0,471024","8,4"
03/11/2012 2.00,"1,6074","7,338401","9,676586","0,49597","50,111529","16,4","0,465227","8,4"
03/11/2012 3.00,"0,559883","5,638197","7,969906","0,470111","50,998504","16,4","0,383256","8,4"
03/11/2012 4.00,"1,257475","4,789715","7,121424","0,445298",,"16,4","0,379951","8,4"
03/11/2012 5.00,"5,962282","8,008767","10,343713","0,453094","38,631162","16,4","0,387375","8,4"
03/11/2012 6.00,"3,264469","15,479947","17,81813","0,477526","30,614313","16,4","0,605522","8,4"
03/11/2012 7.00,"1,318431","27,747306","32,167832","0,463931","17,125102","16,4","0,622709","8,4"
03/11/2012 8.00,"0,489896","25,40264","33,59925","0,559379","22,898231","16,4","0,618031","8,4"
03/11/2012 9.00,"0,426682","23,313819","57,078246","0,649504","27,365356","16,4","0,499957","8,4"
03/11/2012 10.00,"0,390563","36,173836","93,375156","0,711393","27,659318","16,4","0,631862","8,4"
03/11/2012 11.00,"0,442488","15,654824","23,708913","0,574875","57,067336","16,4","0,38824","8,4"
03/11/2012 12.00,"0,42894","17,215775","30,224743","0,584383","61,612185","16,4","0,345221","8,4"
03/11/2012 13.00,"0,471836","12,134594","19,090854","0,61528","71,122529","16,4","0,340746","8,4"
03/11/2012 14.00,"0,449261","5,65439","8,04439","0,617656","78,570005","16,4","0,318524","8,4"
03/11/2012 15.00,"0,447003","5,168618","7,785312","0,557478","77,608654","16,4","0,293455","8,4"
03/11/2012 16.00,"0,435713","5,18481","7,63634","0,544264","75,049029","16,4","0,331389","8,4"
03/11/2012 17.00,"0,347668","7,63634","10,916923","0,550253","69,277575","16,4","0,320914","8,4"
03/11/2012 18.00,"0,426682","28,641127","32,232611","0,563753","31,761517","16,4","0,39302","8,4"
03/11/2012 19.00,"0,42894","30,623088","36,131733","0,60216","31,72096","16,4","0,611878","8,4"
03/11/2012 20.00,"0,763063","28,27194","33,537702","0,625832","29,502618","16,4","0,657846","8,4"
03/11/2012 21.00,"1,930236","25,370269","29,065362","0,639902","33,621695","16,4","0,680678","8,4"
03/11/2012 22.00,"1,826385","14,420963","17,546097","0,634388","44,610416","16,4","0,624946","8,4"
03/11/2012 23.00,"1,492265","11,260203","13,601625","0,649408","43,622033","16,4","0,584419","8,4"
04/11/2012 0.00,"3,386377","25,817181","38,359823","0,682873","26,211407","16,4","0,524569","8,4"
04/11/2012 1.00,"2,605254","23,181048","28,764185",,"23,195585",,"0,712154",
04/11/2012 2.00,,"21,046893","26,354758","0,691714","22,616078",,"0,675593",
04/11/2012 3.00,"10,382634",,,"0,702838","21,190111",,"0,699137",
04/11/2012 4.00,"3,77694","15,696925","18,39134","0,693995","26,523965",,"0,671932",
04/11/2012 5.00,"1,70222","13,821844","16,34462","0,685345","26,409072",,"0,626726",
04/11/2012 6.00,"0,878201","17,163956","20,24374","0,686865","23,070559",,"0,600132",
04/11/2012 7.00,"1,293597","24,259455","33,087561","0,708066","17,936077",,"0,536925",
04/11/2012 8.00,"3,52409","26,286748","46,867306","0,655113","19,661091",,"0,522331",
04/11/2012 9.00,"0,413138","36,866858","128,836546","0,665475","12,098744",,"0,643507",
04/11/2012 10.00,"0,426682","19,751495","30,18264","0,611857","46,933512",,"0,4995",
04/11/2012 11.00,"0,395079","7,824174","10,210934","0,58904","62,875936",,"0,348628",
04/11/2012 12.00,"0,417654","4,206788","6,564404","0,603491","66,165456",,"0,356458",
04/11/2012 13.00,"0,480864","2,888726","5,249579","0,559665","71,921705",,"0,263149",
04/11/2012 14.00,"0,451518","2,334946","4,689321","0,505951","75,648806",,"0,243114",
04/11/2012 15.00,"0,392821","2,079105","4,410814","0,476956","75,785662",,"0,198773",
04/11/2012 16.00,"0,392821","2,011097","4,342806","0,467449","74,643543",,"0,191501",
04/11/2012 17.00,"0,356698","11,690922","14,022629","0,475815","64,595888",,"0,263556",
04/11/2012 18.00,"0,431198","13,452656","15,787602","0,509184","61,897709",,"0,327321",
04/11/2012 19.00,"0,41088","13,899567","16,250705","0,541222","53,929878",,"0,38529",
04/11/2012 20.00,"0,431198","12,911829","15,330975","0,587424","52,019006",,"0,456023",
04/11/2012 21.00,,,,,,,,
04/11/2012 22.00,,,,,,,,
04/11/2012 23.00,,,,,,,,
05/11/2012 0.00,,,,,,,,
05/11/2012 1.00,,,,,,"19,79999",,"8,2"
05/11/2012 2.00,,,,,,"19,79999",,"8,2"
05/11/2012 3.00,,,,,,"19,79999",,"8,2"
05/11/2012 4.00,,,,,,"19,79999",,"8,2"
05/11/2012 5.00,,,,,,"19,79999",,"8,2"
05/11/2012 6.00,,,,,,"19,79999",,"8,2"
05/11/2012 7.00,,,,,,"19,79999",,"8,2"
05/11/2012 8.00,,,,,,"19,79999",,"8,2"
05/11/2012 9.00,,,,,,"19,79999",,"8,2"
05/11/2012 10.00,,,,,,"19,79999",,"8,2"
05/11/2012 11.00,,,,,,"19,79999","0,533823","8,2"
05/11/2012 12.00,"0,311548","7,720543","10,602791","0,574591","58,631835","19,79999","0,302405","8,2"
05/11/2012 13.00,"0,377016","7,714065","10,466775","0,579438","59,148838","19,79999","0,279624","8,2"
05/11/2012 14.00,"0,415397","10,73557","14,016153","0,55339","52,272411","19,79999","0,302202","8,2"
05/11/2012 15.00,"0,361214","8,015243","10,502398","0,548922","54,622581","19,79999","0,275912","8,2"
05/11/2012 16.00,"0,397334","30,752606","112,750982","0,581435","24,03191","19,79999","0,30749","8,2"
05/11/2012 17.00,"0,392821","38,85853","115,727162","0,578583","20,36899","19,79999","0,371968","8,2"
05/11/2012 18.00,"0,417654","15,217629","18,84473","0,561852","46,747638","19,79999","0,354577","8,2"
05/11/2012 19.00,"0,374758","10,376096","12,889158","0,537894","49,347841","19,79999","0,280539","8,2"
05/11/2012 20.00,"0,372501","7,506802","10,586598","0,517265","49,476261","19,79999","0,192213","8,2"
05/11/2012 21.00,"0,381532","12,442248","17,491042","0,532095","45,95696","19,79999","0,217435","8,2"
05/11/2012 22.00,"0,383789","12,740191","15,564145","0,532191","40,737999","19,79999","0,297981","8,2"
05/11/2012 23.00,"0,383789","6,37981","8,714756","0,510135","47,038249","19,79999","0,186721","8,2"
06/11/2012 0.00,"0,343152","10,087872","15,324498","0,493212","44,666154","19,79999","0,253538","8,2"
06/11/2012 1.00,"1,733826","3,125135","5,456842","0,480854","46,805115","19,1","0,23569","7,7"
06/11/2012 2.00,"1,876053","10,978455","24,508819","0,488554","35,426113","19,1","0,280997","7,7"
06/11/2012 3.00,"3,13353","8,698563","14,139215","0,447105","46,838889","19,1","0,270573","7,7"
06/11/2012 4.00,"9,648922","7,510039","12,824389","0,409077","54,31168","19,1","0,263708","7,7"
06/11/2012 5.00,"2,995817","4,371951","6,70042","0,372286","55,016236","19,1","0,227096","7,7"
06/11/2012 6.00,"4,901219","3,280583","5,618767","0,314389","60,747131","19,1","0,234215","7,7"
06/11/2012 7.00,"6,15192","7,62015","11,234296","0,271609","60,040901","19,1","0,234673","7,7"
06/11/2012 8.00,"9,65795","16,746191","19,906941","0,441305","48,207419","19,1","0,281811","7,7"
06/11/2012 9.00,"4,070426","21,791733","34,282561","0,547591","43,848425","19,1","0,353102","7,7"
06/11/2012 10.00,"0,408622","11,600243","16,794769","0,532191","56,274941","19,1","0,365713","7,7"
06/11/2012 11.00,"0,399591","7,872752","11,418888","0,48922","63,26622","19,1","0,310744","7,7"
06/11/2012 12.00,"0,456031","7,228293","10,023101","0,481423","66,165456","19,1","0,298032","7,7"
06/11/2012 13.00,"0,451518","14,284946","24,120203","0,561091","59,667497","19,1","0,470464","7,7"
06/11/2012 14.00,"0,399591","20,531972","36,403773","0,476101","63,833916","19,1","0,427293","7,7"
06/11/2012 15.00,"0,397334","9,608576","15,761693","0,443967","76,143827","19,1","0,327982","7,7"
06/11/2012 16.00,"0,383789","11,367072","21,759362","0,479237","69,470192","19,1","0,322186","7,7"
06/11/2012 17.00,"1,654812","14,897019","28,741527","0,494544","65,026708","19,1","0,352797","7,7"
06/11/2012 18.00,"4,542261","25,930524","39,503009","0,493593","51,554392","19,1","0,33444","7,7"
06/11/2012 19.00,"6,78856","53,580683","96,853296","0,593414","11,781112","19,1","0,325033","7,7"
06/11/2012 20.00,"7,89252","54,131223","93,47877","0,640758","8,481454","19,1","0,768293","7,7"
06/11/2012 21.00,"5,953255","32,13221","36,951082","0,60815","35,586611","19,1","0,683475","7,7"
06/11/2012 22.00,"8,743629","32,02535","34,363535","0,681351","27,48699","19,1","0,624743","7,7"
06/11/2012 23.00,"8,90166","34,340837","36,698468","0,680686","19,287704","19,1","0,740071","7,7"
07/11/2012 0.00,"9,113872","20,314999","22,646703","0,627068","36,406037","19,1","0,643303","7,7"
07/11/2012 1.00,"5,69363","10,541261","12,872968",,"46,871009","12,8","0,475447","6,9"
07/11/2012 2.00,,"13,507712","15,842657","0,53856","38,098934","12,8","0,451345","6,9"
07/11/2012 3.00,"1,070095",,,"0,530098","40,079071","12,8","0,50311","6,9"
07/11/2012 4.00,"0,383789","10,275703","14,271991","0,479903",,"12,8","0,478702","6,9"
07/11/2012 5.00,"0,417654","5,278726","7,623389","0,46954","48,067191","12,8","0,46421","6,9"
07/11/2012 6.00,"0,415397","4,511205","6,846151","0,452523","50,559225","12,8","0,381731","6,9"
07/11/2012 7.00,"0,42217","7,678443","10,482968","0,446249","51,333065","12,8","0,311405","6,9"
07/11/2012 8.00,"0,948185","12,251178","15,081613","0,540746","56,168507","12,8","0,304744","6,9"
07/11/2012 9.00,"0,735972","9,579431","12,940976","0,60815","62,933394","12,8","0,283133","6,9"
07/11/2012 10.00,"1,973129","5,754783","12,024486","0,606818","69,710107","12,8","0,266912","6,9"
07/11/2012 11.00,"1,043005","11,363836","24,055444","0,634959","63,634556","12,8","0,273827","6,9"
07/11/2012 12.00,"0,442488","9,161667","14,090636","0,670419","66,283735","12,8","0,263454","6,9"
07/11/2012 13.00,"0,347668","4,472344","7,44527","0,679831","70,233857","12,8","0,25303","6,9"
07/11/2012 14.00,"0,377016","3,118659","5,456842","0,685535","73,242917","12,8","0,537129","6,9"
07/11/2012 15.00,"0,503442","5,550759","7,89542","0,68658","75,248389","12,8","0,297422","6,9"
07/11/2012 16.00,"0,456031","4,316896","7,710826","0,664715","77,933059","12,8","0,293964","6,9"
07/11/2012 17.00,"6,280604","21,522944","96,603931","0,662337","51,620286","12,8","0,338152","6,9"
07/11/2012 18.00,"0,395079","12,494065","19,848644","0,645036","70,977256","12,8","0,298184","6,9"
07/11/2012 19.00,"0,458289","15,761693","23,925906","0,666141","64,812127","12,8","0,398105","6,9"
07/11/2012 20.00,"0,374758","14,119783","24,272419","0,624692","64,421862","12,8","0,375426","6,9"
07/11/2012 21.00,"0,404107","30,42554","107,371877","0,651405","37,16296","12,8","0,371256","6,9"
07/11/2012 22.00,"0,496669","20,716558","48,515678","0,642278","52,39746","12,8","0,415953","6,9"
07/11/2012 23.00,"0,370243","8,471869","14,550501","0,63011","66,278651","12,8","0,379392","6,9"
