"NetC","ENEL Brindisi"
28/06/2012 11.00,
28/06/2012 12.00,"52,66246"
28/06/2012 13.00,
28/06/2012 14.00,"72,8907"
28/06/2012 15.00,
28/06/2012 16.00,"82,06899"
28/06/2012 17.00,
28/06/2012 18.00,
28/06/2012 19.00,
28/06/2012 20.00,"73,90387"
28/06/2012 21.00,
28/06/2012 22.00,"106,074"
28/06/2012 23.00,
29/06/2012 0.00,"103,5384"
29/06/2012 1.00,
29/06/2012 2.00,"95,2079"
29/06/2012 3.00,
29/06/2012 4.00,"86,43569"
29/06/2012 5.00,
29/06/2012 6.00,"89,16734"
29/06/2012 7.00,
29/06/2012 8.00,"92,11007"
29/06/2012 9.00,
29/06/2012 10.00,"92,68505"
29/06/2012 11.00,
29/06/2012 12.00,"87,64389"
29/06/2012 13.00,
29/06/2012 14.00,"65,96208"
29/06/2012 15.00,
29/06/2012 16.00,"47,51596"
29/06/2012 17.00,
29/06/2012 18.00,"39,52074"
29/06/2012 19.00,
29/06/2012 20.00,"27,95787"
29/06/2012 21.00,
29/06/2012 22.00,"32,22832"
29/06/2012 23.00,
30/06/2012 0.00,"36,80131"
30/06/2012 1.00,
30/06/2012 2.00,"34,93793"
30/06/2012 3.00,
30/06/2012 4.00,"35,48331"
30/06/2012 5.00,
30/06/2012 6.00,"41,83998"
30/06/2012 7.00,
30/06/2012 8.00,"38,77594"
30/06/2012 9.00,
30/06/2012 10.00,"34,42137"
30/06/2012 11.00,
30/06/2012 12.00,"36,8688"
30/06/2012 13.00,
30/06/2012 14.00,"29,1938"
30/06/2012 15.00,
30/06/2012 16.00,"28,39336"
30/06/2012 17.00,
30/06/2012 18.00,"31,16809"
30/06/2012 19.00,
30/06/2012 20.00,"26,57712"
30/06/2012 21.00,
30/06/2012 22.00,"29,12393"
30/06/2012 23.00,
01/07/2012 0.00,"38,05588"
01/07/2012 1.00,
01/07/2012 2.00,"41,59577"
01/07/2012 3.00,
01/07/2012 4.00,"29,05983"
01/07/2012 5.00,
01/07/2012 6.00,"33,41336"
01/07/2012 7.00,
01/07/2012 8.00,"39,80532"
01/07/2012 9.00,
01/07/2012 10.00,"39,52957"
01/07/2012 11.00,
01/07/2012 12.00,"39,24705"
01/07/2012 13.00,
01/07/2012 14.00,"32,75098"
01/07/2012 15.00,
01/07/2012 16.00,"24,74732"
01/07/2012 17.00,
01/07/2012 18.00,"21,68973"
01/07/2012 19.00,
01/07/2012 20.00,"28,11591"
01/07/2012 21.00,
01/07/2012 22.00,"44,44512"
01/07/2012 23.00,
02/07/2012 0.00,"44,5419"
02/07/2012 1.00,
02/07/2012 2.00,"44,58145"
02/07/2012 3.00,
02/07/2012 4.00,"43,95806"
02/07/2012 5.00,
02/07/2012 6.00,"46,06938"
02/07/2012 7.00,
02/07/2012 8.00,"73,46865"
02/07/2012 9.00,
02/07/2012 10.00,"99,70391"
02/07/2012 11.00,
02/07/2012 12.00,"78,89601"
02/07/2012 13.00,
02/07/2012 14.00,"73,72943"
02/07/2012 15.00,
02/07/2012 16.00,"77,17443"
02/07/2012 17.00,
02/07/2012 18.00,"69,87381"
02/07/2012 19.00,
02/07/2012 20.00,"54,96303"
02/07/2012 21.00,
02/07/2012 22.00,"51,54999"
02/07/2012 23.00,
03/07/2012 0.00,"55,7421"
03/07/2012 1.00,
03/07/2012 2.00,"53,34994"
03/07/2012 3.00,
03/07/2012 4.00,"39,96698"
03/07/2012 5.00,
03/07/2012 6.00,"35,01755"
03/07/2012 7.00,
03/07/2012 8.00,"55,02053"
03/07/2012 9.00,
03/07/2012 10.00,"69,63111"
03/07/2012 11.00,
03/07/2012 12.00,"67,13781"
03/07/2012 13.00,
03/07/2012 14.00,"73,3615"
03/07/2012 15.00,
03/07/2012 16.00,"80,64173"
03/07/2012 17.00,
03/07/2012 18.00,"77,55155"
03/07/2012 19.00,
03/07/2012 20.00,"66,68293"
03/07/2012 21.00,
03/07/2012 22.00,"52,73436"
03/07/2012 23.00,
04/07/2012 0.00,"55,1879"
04/07/2012 1.00,
04/07/2012 2.00,"55,89065"
04/07/2012 3.00,
04/07/2012 4.00,"45,98494"
04/07/2012 5.00,
04/07/2012 6.00,"40,89268"
04/07/2012 7.00,
04/07/2012 8.00,"54,264"
04/07/2012 9.00,
04/07/2012 10.00,"63,24208"
04/07/2012 11.00,
04/07/2012 12.00,"53,19461"
04/07/2012 13.00,
04/07/2012 14.00,"43,55242"
04/07/2012 15.00,
04/07/2012 16.00,"26,10263"
04/07/2012 17.00,
04/07/2012 18.00,"23,86989"
04/07/2012 19.00,
04/07/2012 20.00,"33,98283"
04/07/2012 21.00,
04/07/2012 22.00,"47,20661"
04/07/2012 23.00,
05/07/2012 0.00,"62,43249"
05/07/2012 1.00,
05/07/2012 2.00,"64,96878"
05/07/2012 3.00,
05/07/2012 4.00,"61,20472"
05/07/2012 5.00,
05/07/2012 6.00,"55,23796"
05/07/2012 7.00,
05/07/2012 8.00,"55,12463"
05/07/2012 9.00,
05/07/2012 10.00,"67,17021"
05/07/2012 11.00,
05/07/2012 12.00,"66,98201"
05/07/2012 13.00,
05/07/2012 14.00,"58,44088"
05/07/2012 15.00,
05/07/2012 16.00,"51,72528"
05/07/2012 17.00,
05/07/2012 18.00,"35,5759"
05/07/2012 19.00,
05/07/2012 20.00,"36,09618"
05/07/2012 21.00,
05/07/2012 22.00,"46,76332"
05/07/2012 23.00,
06/07/2012 0.00,"65,44735"
06/07/2012 1.00,
06/07/2012 2.00,"70,67594"
06/07/2012 3.00,
06/07/2012 4.00,"58,54735"
06/07/2012 5.00,
06/07/2012 6.00,"51,4886"
06/07/2012 7.00,
06/07/2012 8.00,"53,32774"
06/07/2012 9.00,
06/07/2012 10.00,"46,31755"
06/07/2012 11.00,
06/07/2012 12.00,"49,59188"
06/07/2012 13.00,
06/07/2012 14.00,"49,88063"
06/07/2012 15.00,
06/07/2012 16.00,"42,72948"
06/07/2012 17.00,
06/07/2012 18.00,"49,88196"
06/07/2012 19.00,
06/07/2012 20.00,"63,71387"
06/07/2012 21.00,
06/07/2012 22.00,"76,99768"
06/07/2012 23.00,
07/07/2012 0.00,"78,25668"
07/07/2012 1.00,
07/07/2012 2.00,"68,06996"
07/07/2012 3.00,
07/07/2012 4.00,"48,6585"
07/07/2012 5.00,
07/07/2012 6.00,"51,05085"
07/07/2012 7.00,
07/07/2012 8.00,"35,88377"
07/07/2012 9.00,
07/07/2012 10.00,"20,21047"
07/07/2012 11.00,
07/07/2012 12.00,"17,66152"
07/07/2012 13.00,
07/07/2012 14.00,"36,48191"
07/07/2012 15.00,
07/07/2012 16.00,"65,95845"
07/07/2012 17.00,
07/07/2012 18.00,"80,34934"
07/07/2012 19.00,
07/07/2012 20.00,"74,54585"
07/07/2012 21.00,
07/07/2012 22.00,"75,25267"
07/07/2012 23.00,
08/07/2012 0.00,"75,05934"
08/07/2012 1.00,
08/07/2012 2.00,"64,86636"
08/07/2012 3.00,
08/07/2012 4.00,"48,79935"
08/07/2012 5.00,
08/07/2012 6.00,"25,22621"
08/07/2012 7.00,
08/07/2012 8.00,"14,48243"
08/07/2012 9.00,
08/07/2012 10.00,"13,91161"
08/07/2012 11.00,
08/07/2012 12.00,"21,94749"
08/07/2012 13.00,
08/07/2012 14.00,"33,08861"
08/07/2012 15.00,
08/07/2012 16.00,"39,53793"
08/07/2012 17.00,
08/07/2012 18.00,"42,10181"
08/07/2012 19.00,
08/07/2012 20.00,"40,12244"
08/07/2012 21.00,
08/07/2012 22.00,"39,37525"
08/07/2012 23.00,
09/07/2012 0.00,"48,2733"
09/07/2012 1.00,
09/07/2012 2.00,"26,58391"
09/07/2012 3.00,
09/07/2012 4.00,"16,34547"
09/07/2012 5.00,
09/07/2012 6.00,"12,61769"
09/07/2012 7.00,
09/07/2012 8.00,
09/07/2012 9.00,
09/07/2012 10.00,
09/07/2012 11.00,
09/07/2012 12.00,
09/07/2012 13.00,
09/07/2012 14.00,
09/07/2012 15.00,
09/07/2012 16.00,
09/07/2012 17.00,
09/07/2012 18.00,
09/07/2012 19.00,
09/07/2012 20.00,
09/07/2012 21.00,
09/07/2012 22.00,
09/07/2012 23.00,
10/07/2012 0.00,
10/07/2012 1.00,
10/07/2012 2.00,
10/07/2012 3.00,
10/07/2012 4.00,
10/07/2012 5.00,
10/07/2012 6.00,
10/07/2012 7.00,
10/07/2012 8.00,
10/07/2012 9.00,
10/07/2012 10.00,
10/07/2012 11.00,
10/07/2012 12.00,
10/07/2012 13.00,
10/07/2012 14.00,"51,74216"
10/07/2012 15.00,
10/07/2012 16.00,"51,3123"
10/07/2012 17.00,
10/07/2012 18.00,"51,44892"
10/07/2012 19.00,
10/07/2012 20.00,"57,75165"
10/07/2012 21.00,
10/07/2012 22.00,"71,99159"
10/07/2012 23.00,
11/07/2012 0.00,"68,31027"
11/07/2012 1.00,
11/07/2012 2.00,"51,89593"
11/07/2012 3.00,
11/07/2012 4.00,"49,82973"
11/07/2012 5.00,
11/07/2012 6.00,"29,33997"
11/07/2012 7.00,
11/07/2012 8.00,"17,57358"
11/07/2012 9.00,
11/07/2012 10.00,"11,51505"
11/07/2012 11.00,
11/07/2012 12.00,"9,073396"
11/07/2012 13.00,
11/07/2012 14.00,"9,065256"
11/07/2012 15.00,
11/07/2012 16.00,"13,05793"
11/07/2012 17.00,
11/07/2012 18.00,"20,11496"
11/07/2012 19.00,
11/07/2012 20.00,"25,01729"
11/07/2012 21.00,
11/07/2012 22.00,"22,09096"
11/07/2012 23.00,
12/07/2012 0.00,"29,44444"
12/07/2012 1.00,
12/07/2012 2.00,"41,87694"
12/07/2012 3.00,
12/07/2012 4.00,"45,09178"
12/07/2012 5.00,
12/07/2012 6.00,"66,05374"
12/07/2012 7.00,
12/07/2012 8.00,"83,87538"
12/07/2012 9.00,
12/07/2012 10.00,"45,59859"
12/07/2012 11.00,
12/07/2012 12.00,"26,33913"
12/07/2012 13.00,
12/07/2012 14.00,"16,97277"
12/07/2012 15.00,
12/07/2012 16.00,"36,87458"
12/07/2012 17.00,
12/07/2012 18.00,"66,58425"
12/07/2012 19.00,
12/07/2012 20.00,"57,4905"
12/07/2012 21.00,
12/07/2012 22.00,"60,26102"
12/07/2012 23.00,
13/07/2012 0.00,"55,08322"
13/07/2012 1.00,
13/07/2012 2.00,"44,7774"
13/07/2012 3.00,
13/07/2012 4.00,"49,22452"
13/07/2012 5.00,
13/07/2012 6.00,"70,48922"
13/07/2012 7.00,
13/07/2012 8.00,"71,33367"
13/07/2012 9.00,
13/07/2012 10.00,"48,05651"
13/07/2012 11.00,
13/07/2012 12.00,"42,82923"
13/07/2012 13.00,
13/07/2012 14.00,"33,3731"
13/07/2012 15.00,
13/07/2012 16.00,"27,15156"
13/07/2012 17.00,
13/07/2012 18.00,"24,08765"
13/07/2012 19.00,
13/07/2012 20.00,"25,58676"
13/07/2012 21.00,
13/07/2012 22.00,"27,29582"
13/07/2012 23.00,
14/07/2012 0.00,"37,77981"
14/07/2012 1.00,
14/07/2012 2.00,"40,12379"
14/07/2012 3.00,
14/07/2012 4.00,"45,69261"
14/07/2012 5.00,
14/07/2012 6.00,"51,01094"
14/07/2012 7.00,
14/07/2012 8.00,"48,99942"
14/07/2012 9.00,
14/07/2012 10.00,"41,92446"
14/07/2012 11.00,
14/07/2012 12.00,"50,37649"
14/07/2012 13.00,
14/07/2012 14.00,"54,70016"
14/07/2012 15.00,
14/07/2012 16.00,"50,68198"
14/07/2012 17.00,
14/07/2012 18.00,"43,23123"
14/07/2012 19.00,
14/07/2012 20.00,"41,08329"
14/07/2012 21.00,
14/07/2012 22.00,"40,78144"
14/07/2012 23.00,
15/07/2012 0.00,"34,53126"
15/07/2012 1.00,
15/07/2012 2.00,"32,32421"
15/07/2012 3.00,
15/07/2012 4.00,"43,95603"
15/07/2012 5.00,
15/07/2012 6.00,"47,60297"
15/07/2012 7.00,
15/07/2012 8.00,"46,20875"
15/07/2012 9.00,
15/07/2012 10.00,"26,80046"
15/07/2012 11.00,
15/07/2012 12.00,"23,0278"
15/07/2012 13.00,
15/07/2012 14.00,"26,35417"
15/07/2012 15.00,
15/07/2012 16.00,"22,10766"
15/07/2012 17.00,
15/07/2012 18.00,"13,51071"
15/07/2012 19.00,
15/07/2012 20.00,"10,58981"
15/07/2012 21.00,
15/07/2012 22.00,"20,25505"
15/07/2012 23.00,
16/07/2012 0.00,"37,5139"
16/07/2012 1.00,
16/07/2012 2.00,"27,28869"
16/07/2012 3.00,
16/07/2012 4.00,"18,33876"
16/07/2012 5.00,
16/07/2012 6.00,"15,33238"
16/07/2012 7.00,
16/07/2012 8.00,"12,27513"
16/07/2012 9.00,
16/07/2012 10.00,"34,29772"
16/07/2012 11.00,
16/07/2012 12.00,"84,44907"
16/07/2012 13.00,
16/07/2012 14.00,"101,8434"
16/07/2012 15.00,
16/07/2012 16.00,"101,5308"
16/07/2012 17.00,
16/07/2012 18.00,"97,84085"
16/07/2012 19.00,
16/07/2012 20.00,"78,63044"
16/07/2012 21.00,
16/07/2012 22.00,"70,77108"
16/07/2012 23.00,
17/07/2012 0.00,"56,17216"
17/07/2012 1.00,
17/07/2012 2.00,"49,15733"
17/07/2012 3.00,
17/07/2012 4.00,"38,33429"
17/07/2012 5.00,
17/07/2012 6.00,"28,539"
17/07/2012 7.00,
17/07/2012 8.00,"39,01012"
17/07/2012 9.00,
17/07/2012 10.00,"40,02389"
17/07/2012 11.00,
17/07/2012 12.00,"33,14939"
17/07/2012 13.00,
17/07/2012 14.00,"43,54729"
17/07/2012 15.00,
17/07/2012 16.00,"51,47818"
17/07/2012 17.00,
17/07/2012 18.00,"44,96947"
17/07/2012 19.00,
17/07/2012 20.00,"36,59001"
17/07/2012 21.00,
17/07/2012 22.00,"30,64068"
17/07/2012 23.00,
18/07/2012 0.00,"36,57848"
18/07/2012 1.00,
18/07/2012 2.00,"39,70492"
18/07/2012 3.00,
18/07/2012 4.00,"39,14596"
18/07/2012 5.00,
18/07/2012 6.00,"42,97652"
18/07/2012 7.00,
18/07/2012 8.00,"25,72411"
18/07/2012 9.00,
18/07/2012 10.00,"19,98541"
18/07/2012 11.00,
18/07/2012 12.00,"20,65259"
18/07/2012 13.00,
18/07/2012 14.00,"19,10059"
18/07/2012 15.00,
18/07/2012 16.00,"19,45381"
18/07/2012 17.00,
18/07/2012 18.00,"12,92294"
18/07/2012 19.00,
18/07/2012 20.00,"13,66368"
18/07/2012 21.00,
18/07/2012 22.00,"24,2833"
18/07/2012 23.00,
19/07/2012 0.00,"27,69908"
19/07/2012 1.00,
19/07/2012 2.00,"29,71068"
19/07/2012 3.00,
19/07/2012 4.00,"40,13023"
19/07/2012 5.00,
19/07/2012 6.00,"42,9676"
19/07/2012 7.00,
19/07/2012 8.00,"39,07238"
19/07/2012 9.00,
19/07/2012 10.00,"36,04837"
19/07/2012 11.00,
19/07/2012 12.00,"20,54643"
19/07/2012 13.00,
19/07/2012 14.00,"10,91554"
19/07/2012 15.00,
19/07/2012 16.00,"15,09371"
19/07/2012 17.00,
19/07/2012 18.00,"26,32782"
19/07/2012 19.00,
19/07/2012 20.00,"25,97071"
19/07/2012 21.00,
19/07/2012 22.00,"30,59917"
19/07/2012 23.00,
20/07/2012 0.00,"33,73339"
20/07/2012 1.00,
20/07/2012 2.00,"32,41471"
20/07/2012 3.00,
20/07/2012 4.00,"36,37656"
20/07/2012 5.00,
20/07/2012 6.00,"46,77246"
20/07/2012 7.00,
20/07/2012 8.00,"57,03154"
20/07/2012 9.00,
20/07/2012 10.00,"62,29196"
20/07/2012 11.00,
20/07/2012 12.00,"54,53712"
20/07/2012 13.00,
20/07/2012 14.00,"43,46031"
20/07/2012 15.00,
20/07/2012 16.00,"47,36262"
20/07/2012 17.00,
20/07/2012 18.00,"46,61647"
20/07/2012 19.00,
20/07/2012 20.00,"40,85842"
20/07/2012 21.00,
20/07/2012 22.00,"29,98228"
20/07/2012 23.00,
21/07/2012 0.00,"26,98718"
21/07/2012 1.00,
21/07/2012 2.00,"37,27999"
21/07/2012 3.00,
21/07/2012 4.00,"41,59611"
21/07/2012 5.00,
21/07/2012 6.00,"50,62059"
21/07/2012 7.00,
21/07/2012 8.00,"52,67364"
21/07/2012 9.00,
21/07/2012 10.00,"45,10786"
21/07/2012 11.00,
21/07/2012 12.00,"43,12921"
21/07/2012 13.00,
21/07/2012 14.00,"55,98934"
21/07/2012 15.00,
21/07/2012 16.00,"63,53992"
21/07/2012 17.00,
21/07/2012 18.00,"37,6421"
21/07/2012 19.00,
21/07/2012 20.00,"24,36101"
21/07/2012 21.00,
21/07/2012 22.00,"20,39567"
21/07/2012 23.00,
22/07/2012 0.00,"31,71512"
22/07/2012 1.00,
22/07/2012 2.00,"53,28463"
22/07/2012 3.00,
22/07/2012 4.00,"60,98078"
22/07/2012 5.00,
22/07/2012 6.00,"42,39769"
22/07/2012 7.00,
22/07/2012 8.00,"52,91923"
22/07/2012 9.00,
22/07/2012 10.00,"53,94738"
22/07/2012 11.00,
22/07/2012 12.00,"30,18349"
22/07/2012 13.00,
22/07/2012 14.00,"29,23914"
22/07/2012 15.00,
22/07/2012 16.00,"40,70259"
22/07/2012 17.00,
22/07/2012 18.00,"38,23735"
22/07/2012 19.00,
22/07/2012 20.00,"42,6143"
22/07/2012 21.00,
22/07/2012 22.00,"46,53408"
22/07/2012 23.00,
23/07/2012 0.00,"36,49195"
23/07/2012 1.00,
23/07/2012 2.00,"35,88686"
23/07/2012 3.00,
23/07/2012 4.00,"41,38729"
23/07/2012 5.00,
23/07/2012 6.00,"43,68727"
23/07/2012 7.00,
23/07/2012 8.00,"34,99721"
23/07/2012 9.00,
23/07/2012 10.00,"24,56682"
23/07/2012 11.00,
23/07/2012 12.00,"17,58896"
23/07/2012 13.00,
23/07/2012 14.00,"17,93906"
23/07/2012 15.00,
23/07/2012 16.00,"20,2966"
23/07/2012 17.00,
23/07/2012 18.00,"32,15005"
23/07/2012 19.00,
23/07/2012 20.00,"38,62208"
23/07/2012 21.00,
23/07/2012 22.00,"41,373"
23/07/2012 23.00,
24/07/2012 0.00,
24/07/2012 1.00,
24/07/2012 2.00,
24/07/2012 3.00,
24/07/2012 4.00,
24/07/2012 5.00,
24/07/2012 6.00,
24/07/2012 7.00,
24/07/2012 8.00,
24/07/2012 9.00,
24/07/2012 10.00,
24/07/2012 11.00,
24/07/2012 12.00,
24/07/2012 13.00,
24/07/2012 14.00,
24/07/2012 15.00,
24/07/2012 16.00,
24/07/2012 17.00,
24/07/2012 18.00,
24/07/2012 19.00,
24/07/2012 20.00,
24/07/2012 21.00,
24/07/2012 22.00,
24/07/2012 23.00,
25/07/2012 0.00,
25/07/2012 1.00,
25/07/2012 2.00,
25/07/2012 3.00,
25/07/2012 4.00,
25/07/2012 5.00,
25/07/2012 6.00,
25/07/2012 7.00,
25/07/2012 8.00,
25/07/2012 9.00,
25/07/2012 10.00,
25/07/2012 11.00,
25/07/2012 12.00,
25/07/2012 13.00,
25/07/2012 14.00,
25/07/2012 15.00,
25/07/2012 16.00,
25/07/2012 17.00,
25/07/2012 18.00,
25/07/2012 19.00,
25/07/2012 20.00,
25/07/2012 21.00,
25/07/2012 22.00,
25/07/2012 23.00,
26/07/2012 0.00,
26/07/2012 1.00,
26/07/2012 2.00,"39,31172"
26/07/2012 3.00,
26/07/2012 4.00,"26,41119"
26/07/2012 5.00,
26/07/2012 6.00,"22,26876"
26/07/2012 7.00,
26/07/2012 8.00,"26,59736"
26/07/2012 9.00,
26/07/2012 10.00,"20,33601"
26/07/2012 11.00,
26/07/2012 12.00,"13,31325"
26/07/2012 13.00,
26/07/2012 14.00,"9,635633"
26/07/2012 15.00,
26/07/2012 16.00,"8,127267"
26/07/2012 17.00,
26/07/2012 18.00,"9,706613"
26/07/2012 19.00,
26/07/2012 20.00,"12,54174"
26/07/2012 21.00,
26/07/2012 22.00,"10,5409"
26/07/2012 23.00,
27/07/2012 0.00,"12,37824"
27/07/2012 1.00,
27/07/2012 2.00,"13,40031"
27/07/2012 3.00,
27/07/2012 4.00,"18,26013"
27/07/2012 5.00,
27/07/2012 6.00,"24,21066"
27/07/2012 7.00,
27/07/2012 8.00,"28,38261"
27/07/2012 9.00,
27/07/2012 10.00,"28,80307"
27/07/2012 11.00,
27/07/2012 12.00,"26,54665"
27/07/2012 13.00,
27/07/2012 14.00,"16,36663"
27/07/2012 15.00,
27/07/2012 16.00,"13,25853"
27/07/2012 17.00,
27/07/2012 18.00,"15,68742"
27/07/2012 19.00,
27/07/2012 20.00,"16,1402"
27/07/2012 21.00,
27/07/2012 22.00,"22,90877"
27/07/2012 23.00,
28/07/2012 0.00,"32,49607"
28/07/2012 1.00,
28/07/2012 2.00,"31,24404"
28/07/2012 3.00,
28/07/2012 4.00,"23,0961"
28/07/2012 5.00,
28/07/2012 6.00,"18,83128"
28/07/2012 7.00,
28/07/2012 8.00,"27,93915"
28/07/2012 9.00,
28/07/2012 10.00,"34,91434"
28/07/2012 11.00,
28/07/2012 12.00,"27,06127"
28/07/2012 13.00,
28/07/2012 14.00,"18,63655"
28/07/2012 15.00,
28/07/2012 16.00,"18,80993"
28/07/2012 17.00,
28/07/2012 18.00,"15,81161"
28/07/2012 19.00,
28/07/2012 20.00,"16,88905"
28/07/2012 21.00,
28/07/2012 22.00,"26,78677"
28/07/2012 23.00,
29/07/2012 0.00,"37,04747"
29/07/2012 1.00,
29/07/2012 2.00,"32,37844"
29/07/2012 3.00,
29/07/2012 4.00,"19,02183"
29/07/2012 5.00,
29/07/2012 6.00,"13,8797"
29/07/2012 7.00,
29/07/2012 8.00,"10,49188"
29/07/2012 9.00,
29/07/2012 10.00,"16,32031"
29/07/2012 11.00,
29/07/2012 12.00,"29,14726"
29/07/2012 13.00,
29/07/2012 14.00,"36,49153"
29/07/2012 15.00,
29/07/2012 16.00,"43,42485"
29/07/2012 17.00,
29/07/2012 18.00,"41,62847"
29/07/2012 19.00,
29/07/2012 20.00,"38,361"
29/07/2012 21.00,
29/07/2012 22.00,"23,99345"
29/07/2012 23.00,
30/07/2012 0.00,"20,80718"
30/07/2012 1.00,
30/07/2012 2.00,"34,88435"
30/07/2012 3.00,
30/07/2012 4.00,"44,83704"
30/07/2012 5.00,
30/07/2012 6.00,"55,65327"
30/07/2012 7.00,
30/07/2012 8.00,"65,42372"
30/07/2012 9.00,
30/07/2012 10.00,"44,7186"
30/07/2012 11.00,
30/07/2012 12.00,"25,46344"
30/07/2012 13.00,
30/07/2012 14.00,"15,26861"
30/07/2012 15.00,
30/07/2012 16.00,"17,70976"
30/07/2012 17.00,
30/07/2012 18.00,"21,74369"
30/07/2012 19.00,
30/07/2012 20.00,"21,70321"
30/07/2012 21.00,
30/07/2012 22.00,"25,93399"
30/07/2012 23.00,
31/07/2012 0.00,"22,53889"
31/07/2012 1.00,
31/07/2012 2.00,"23,44564"
31/07/2012 3.00,
31/07/2012 4.00,"24,20023"
31/07/2012 5.00,
31/07/2012 6.00,"23,83311"
31/07/2012 7.00,
31/07/2012 8.00,"27,21773"
31/07/2012 9.00,
31/07/2012 10.00,"41,78366"
31/07/2012 11.00,
31/07/2012 12.00,"37,39707"
31/07/2012 13.00,
31/07/2012 14.00,"39,09645"
31/07/2012 15.00,
31/07/2012 16.00,"35,40369"
31/07/2012 17.00,
31/07/2012 18.00,"35,10786"
31/07/2012 19.00,
31/07/2012 20.00,"40,02441"
31/07/2012 21.00,
31/07/2012 22.00,"33,2168"
31/07/2012 23.00,
01/08/2012 0.00,"37,92314"
01/08/2012 1.00,
01/08/2012 2.00,"30,07918"
01/08/2012 3.00,
01/08/2012 4.00,"24,07062"
01/08/2012 5.00,
01/08/2012 6.00,"25,37661"
01/08/2012 7.00,
01/08/2012 8.00,"45,47008"
01/08/2012 9.00,
01/08/2012 10.00,"46,46423"
01/08/2012 11.00,
01/08/2012 12.00,"27,39152"
01/08/2012 13.00,
01/08/2012 14.00,"17,76626"
01/08/2012 15.00,
01/08/2012 16.00,"10,8739"
01/08/2012 17.00,
01/08/2012 18.00,"10,69263"
01/08/2012 19.00,
01/08/2012 20.00,"23,24995"
01/08/2012 21.00,
01/08/2012 22.00,"35,47522"
01/08/2012 23.00,
02/08/2012 0.00,"38,02626"
02/08/2012 1.00,
02/08/2012 2.00,"39,19953"
02/08/2012 3.00,
02/08/2012 4.00,"31,5492"
02/08/2012 5.00,
02/08/2012 6.00,"18,58429"
02/08/2012 7.00,
02/08/2012 8.00,"12,04256"
02/08/2012 9.00,
02/08/2012 10.00,"8,372132"
02/08/2012 11.00,
02/08/2012 12.00,"9,644165"
02/08/2012 13.00,
02/08/2012 14.00,"14,16396"
02/08/2012 15.00,
02/08/2012 16.00,"17,42032"
02/08/2012 17.00,
02/08/2012 18.00,"22,71545"
02/08/2012 19.00,
02/08/2012 20.00,"27,89002"
02/08/2012 21.00,
02/08/2012 22.00,"37,4005"
02/08/2012 23.00,
03/08/2012 0.00,"42,12715"
03/08/2012 1.00,
03/08/2012 2.00,"30,05883"
03/08/2012 3.00,
03/08/2012 4.00,"27,27424"
03/08/2012 5.00,
03/08/2012 6.00,"37,13826"
03/08/2012 7.00,
03/08/2012 8.00,"43,32655"
03/08/2012 9.00,
03/08/2012 10.00,"37,32088"
03/08/2012 11.00,
03/08/2012 12.00,"26,13081"
03/08/2012 13.00,
03/08/2012 14.00,"15,6943"
03/08/2012 15.00,
03/08/2012 16.00,"18,8934"
03/08/2012 17.00,
03/08/2012 18.00,"27,56868"
03/08/2012 19.00,
03/08/2012 20.00,"26,06941"
03/08/2012 21.00,
03/08/2012 22.00,"26,00054"
03/08/2012 23.00,
04/08/2012 0.00,"37,6146"
04/08/2012 1.00,
04/08/2012 2.00,"47,71157"
04/08/2012 3.00,
04/08/2012 4.00,"50,31779"
04/08/2012 5.00,
04/08/2012 6.00,"46,69805"
04/08/2012 7.00,
04/08/2012 8.00,"31,14093"
04/08/2012 9.00,
04/08/2012 10.00,"20,09059"
04/08/2012 11.00,
04/08/2012 12.00,"21,85817"
04/08/2012 13.00,
04/08/2012 14.00,"22,4382"
04/08/2012 15.00,
04/08/2012 16.00,"25,20903"
04/08/2012 17.00,
04/08/2012 18.00,"37,07814"
04/08/2012 19.00,
04/08/2012 20.00,"33,95903"
04/08/2012 21.00,
04/08/2012 22.00,"40,60591"
04/08/2012 23.00,
05/08/2012 0.00,"55,69783"
05/08/2012 1.00,
05/08/2012 2.00,"63,01551"
05/08/2012 3.00,
05/08/2012 4.00,"45,92392"
05/08/2012 5.00,
05/08/2012 6.00,"37,54761"
05/08/2012 7.00,
05/08/2012 8.00,"33,2374"
05/08/2012 9.00,
05/08/2012 10.00,"19,07338"
05/08/2012 11.00,
05/08/2012 12.00,"12,90673"
05/08/2012 13.00,
05/08/2012 14.00,"11,52241"
05/08/2012 15.00,
05/08/2012 16.00,"8,735018"
05/08/2012 17.00,
05/08/2012 18.00,"6,037154"
05/08/2012 19.00,
05/08/2012 20.00,"4,846568"
05/08/2012 21.00,
05/08/2012 22.00,"5,494678"
05/08/2012 23.00,
06/08/2012 0.00,"23,41346"
06/08/2012 1.00,
06/08/2012 2.00,"51,48624"
06/08/2012 3.00,
06/08/2012 4.00,"51,23328"
06/08/2012 5.00,
06/08/2012 6.00,"49,29579"
06/08/2012 7.00,
06/08/2012 8.00,"58,88922"
06/08/2012 9.00,
06/08/2012 10.00,"117,3135"
06/08/2012 11.00,
06/08/2012 12.00,"180,5186"
06/08/2012 13.00,
06/08/2012 14.00,"162,2245"
06/08/2012 15.00,
06/08/2012 16.00,"164,5171"
06/08/2012 17.00,
06/08/2012 18.00,"134,8381"
06/08/2012 19.00,
06/08/2012 20.00,"128,5709"
06/08/2012 21.00,
06/08/2012 22.00,"93,92198"
06/08/2012 23.00,
