,,,ARPA Puglia,,,,
,,,De Santis,,,,
Field,,,Aver,Aver,Aver,Aver,Aver



14/01/2008 18.00,,,"58,60261143","1,05887975","2,763322","26,37360954","3,63506198"
14/01/2008 19.00,,,"71,43859305","1,3678537",,,"5,34657097"
14/01/2008 20.00,,,"82,41804648","1,471724",,"27,8388195","7,29676485"
14/01/2008 21.00,,,"108,51383664","1,8088212",,,"7,29979801"
14/01/2008 22.00,,,"129,80115126","1,6991135",,"46,88644028","8,1668148"
14/01/2008 23.00,,,"109,93621122","1,4610382",,,"7,12154198"
15/01/2008 0.00,,,"99,46626426","1,49004005",,"46,39804077","5,88458586"
15/01/2008 1.00,,,"105,09446079","1,90326495",,,"6,18456602"
15/01/2008 2.00,,,"100,04849019","2,1146292",,"66,42247009","9,32233238"
15/01/2008 3.00,,,"63,79292997","1,45718455",,,"8,81767368"
15/01/2008 4.00,,,"33,66741708","0,9099053",,"71,79486084","5,69095278"
15/01/2008 5.00,,,"15,44325077","0,61859765","7,7383242",,"2,86897707"
15/01/2008 6.00,,,"18,3301569","0,57078525","9,11696078","50,79365158","1,730353"
15/01/2008 7.00,,,"22,4262225","0,5518574","12,99294083",,"1,99762702"
15/01/2008 8.00,,,"90,21691701","0,89967835","0,24340768","38,58362961","1,48213899"
15/01/2008 9.00,,,"133,61248989","1,55933675","0,0082247",,"5,8135438"
15/01/2008 10.00,,,"52,6589712","0,9669913","9,84957746","45,90964127","9,22270012"
15/01/2008 11.00,,,,"0,54231815","31,44185442",,"5,32491207"
15/01/2008 12.00,,,"14,90569671","0,4981685","45,1106964","3,90720391","2,51766396"
15/01/2008 13.00,,,"11,17480657","0,48790245","50,76932022",,"1,57137406"
15/01/2008 14.00,,,"15,08318034","0,8623965","48,37903524","7,81440783","1,61231005"
15/01/2008 15.00,,,"12,77722482","0,5218263","48,23679024",,"7,28593493"
15/01/2008 16.00,,,"14,08725104","0,4935892","42,64204914","14,16361046","1,13515794"
15/01/2008 17.00,,,"17,71472003","0,62535275","33,80508342",,"1,94196296"
15/01/2008 18.00,,,"20,19943827","0,5517056","28,7821476","14,16361046","1,62292302"
15/01/2008 19.00,,,"23,64813891","0,59948005","23,49071208",,"1,23955595"
15/01/2008 20.00,,,"32,62041486","0,71510335","11,63796008","24,42000961","1,67533898"
15/01/2008 21.00,,,"39,57913674","0,8844144","5,01363202",,"2,3541379"
15/01/2008 22.00,,,"42,24899052","0,9598176",,"33,69963074","3,54604292"
15/01/2008 23.00,,,"37,67921388","0,94642355",,,"3,59932399"
16/01/2008 0.00,,,"29,24193195","0,97946995","3,22147058","37,11843109","3,85338712"
16/01/2008 1.00,,,"27,35604135","0,9175758","6,23891475",,"3,84883809"
16/01/2008 2.00,,,,"0,6927416","19,24711405","46,88644028","2,75743198"
16/01/2008 3.00,,,"24,7755915",,"25,4760795",,"1,72732103"
16/01/2008 4.00,,,"13,37222839","0,32065795","25,77504906","37,6068306","1,384022"
16/01/2008 5.00,,,"9,32979198","0,2808806",,,"1,02924502"
16/01/2008 6.00,,,"11,0586172","0,4868364","9,25989052","31,25761986","0,87091601"
16/01/2008 7.00,,,"18,68000785","0,30145065","12,1897922",,"1,11588204"
16/01/2008 8.00,,,"40,06688004","0,4363813","0,07314728","28,32722092","0,77345002"
16/01/2008 9.00,,,"52,77262122","0,7895831","1,80758079",,"3,02557302"
16/01/2008 10.00,,,"36,66287196","0,46254725","15,7518189","38,0952301","4,93309689"
16/01/2008 11.00,,,"21,38687595","0,35394585","32,50804446",,"3,01430988"
16/01/2008 12.00,,,"18,70044116","0,38509705","40,59285786","33,69963074","2,42561293"
16/01/2008 13.00,,,"15,12787102","0,3223841","48,9687732",,"1,823704"
16/01/2008 14.00,,,"19,00942362","0,545698","43,78950522","29,30401993","1,68638504"
16/01/2008 15.00,,,"19,09625058","0,3678528","44,06461686",,"6,67319679"
16/01/2008 16.00,,,"17,42360895","0,33706385","47,86538364","29,30401993","1,25796604"
16/01/2008 17.00,,,"46,66172247","0,7315886","16,95929845",,"1,71887302"
16/01/2008 18.00,,,"77,06428785","1,48083085",,"31,25761986","5,34223986"
16/01/2008 19.00,,,"65,86139043","1,3306765",,,
16/01/2008 20.00,,,"58,97418417","1,1948224",,"49,81684113","6,23091698"
16/01/2008 21.00,,,"53,74173123","1,142318",,,"6,22506905"
16/01/2008 22.00,,,"46,5876675","0,97207085",,"76,19046021","6,374084"
16/01/2008 23.00,,,"36,78799608","0,8961168","0,71073058",,"6,09208107"
17/01/2008 0.00,,,"21,6486171","0,6499915","8,47455685","77,16725922","4,96883488"
17/01/2008 1.00,,,"8,5419878","0,2916998","27,79021926",,"2,52199602"
17/01/2008 2.00,,,,"0,2174512","25,42765734","35,16482162","0,534549"
17/01/2008 3.00,,,,"0,16199245","22,84384068",,"0,24258301"
17/01/2008 4.00,,,,"0,1481706","28,38849192","23,44322014","0,087503"
17/01/2008 5.00,,,,"0,11903995","31,95344592",,"0,004332"
17/01/2008 6.00,,,,"0,1333011","37,73245806","24,90842056",0
17/01/2008 7.00,,,"6,55268734","0,21125615","34,72359372",,0
17/01/2008 8.00,,,"13,17815245","0,2288339","37,49081814","22,95482063","0,294348"
17/01/2008 9.00,,,"27,9983088","0,4594112","22,35910896",,"0,570503"
17/01/2008 10.00,,,"16,20168314","0,2834635","38,3511159","28,32722092","1,99047995"
17/01/2008 11.00,,,"13,80251466","0,2327991","41,15183166",,"0,79142702"
17/01/2008 12.00,,,"10,2171857","0,218891","47,16957996","18,55920982","0,84384203"
17/01/2008 13.00,,,"13,20751298","0,39135995","44,8288551",,"0,61512101"
17/01/2008 14.00,,,"13,24581954","0,54784275","43,83753498","17,58241081","1,07126403"
17/01/2008 15.00,,,"11,28333274","0,26424585","43,95254742",,"7,59219599"
17/01/2008 16.00,,,"12,69934202","0,3508282","38,97705276","23,44322014","0,79424298"
17/01/2008 17.00,,,"14,47412947","0,47196575","33,9389703",,"1,01451695"
17/01/2008 18.00,,,"14,53797249","0,35106625","34,86623112","29,7924099","2,20793796"
17/01/2008 19.00,,,"16,00121744","0,474329","32,7584349",,"1,43383801"
17/01/2008 20.00,,,"12,13881342","0,3082575","37,12253112","29,30401993","1,52307403"
17/01/2008 21.00,,,"14,47157696","0,3359196","35,24326866",,"0,92398101"
17/01/2008 22.00,,,"8,06190017","0,31166955","41,69479554","20,51280975","1,19082201"
17/01/2008 23.00,,,"3,64407071","0,2292341","45,95262984",,"0,62291801"
18/01/2008 0.00,,,"1,66498596","0,1965856","47,57424246","18,55920982","0,17262401"
18/01/2008 1.00,,,"1,43387878","0,19278255","44,98024302",,"0,008664"
18/01/2008 2.00,,,,"0,15513845","43,44013188","20,51280975","0,036171"
18/01/2008 3.00,,,"15,44707108",,"43,43577624",,0
18/01/2008 4.00,,,"7,83845618","0,0842812","46,2728871","20,51280975",0
18/01/2008 5.00,,,"5,51207111","0,0958778",,,0
18/01/2008 6.00,,,"5,2247841","0,10133915","37,0184274","20,51280975",0
18/01/2008 7.00,,,"11,52721192","0,19367035","32,4739449",,0
18/01/2008 8.00,,,"30,55579164","0,27541005","16,54732357","22,95482063","0,244316"
18/01/2008 9.00,,,"44,28680949","0,53749505","8,25635106",,"1,06324995"
18/01/2008 10.00,,,"41,4547947","0,52060845","14,61166342","23,93161964","3,09553194"
18/01/2008 11.00,,,"27,80294814","0,28180405","31,70280042",,"3,89540601"
18/01/2008 12.00,,,"20,20069854","0,28380735","39,14235126","14,16361046","1,82695305"
18/01/2008 13.00,,,"27,21560589","0,43535665","27,98445726",,"2,00954008"
18/01/2008 14.00,,,"44,71582797","1,43066325","16,31062593","22,95482063","3,93634105"
18/01/2008 15.00,,,"45,08866098","0,6869916","98,11114416",,
18/01/2008 16.00,,,"86,62518513","1,0178512","0,7511929","27,35042","4,87808323"
18/01/2008 17.00,,,"88,61575338","0,98747165","1,87325089",,"5,15532112"
18/01/2008 18.00,,,"52,62195312","1,24114325",,"34,67642975","5,96624088"
18/01/2008 19.00,,,"23,32893321","1,276592",,,"6,46396923"
18/01/2008 20.00,,,"26,65762605","2,1730377",,"46,39804077","8,82698727"
18/01/2008 21.00,,,"25,1726706","1,95832235",,,
18/01/2008 22.00,,,"24,85474398","1,9449444",,"62,51525116",
18/01/2008 23.00,,,"23,77326303","1,69405465",,,"9,84388638"
19/01/2008 0.00,,,"22,59220194","2,56801095",,"62,02685165","9,76006508"
19/01/2008 1.00,,,"17,12738343","2,1638147",,,
19/01/2008 2.00,,,"9,78434315","0,8374783",,"71,79486084","8,96408939"
19/01/2008 3.00,,,"1,64455642","0,3890657","5,33762689",,"3,70935297"
19/01/2008 4.00,,,,"0,2931465","14,74602707","52,2588501","1,60234702"
19/01/2008 5.00,,,,"0,1932552","18,68717887",,"0,82846397"
19/01/2008 6.00,,,,"0,19108055","20,45518416","46,88644028","0,74464297"
19/01/2008 7.00,,,"1,16191439","0,20899065","14,94134809",,"0,593678"
19/01/2008 8.00,,,"4,16246302","0,2744797","8,74605449","35,16482162","0,82088298"
19/01/2008 9.00,,,"7,23962102","0,59341265","3,22757829",,"1,62508905"
19/01/2008 10.00,,,"4,63744373","0,4334718","9,70819182","36,63003159","3,12498808"
19/01/2008 11.00,,,"3,58278208","0,34096005","14,73155732",,"2,58415794"
19/01/2008 12.00,,,"3,36572221","0,3107829","21,23935632","28,81562042","4,46439314"
19/01/2008 13.00,,,"3,42062483","0,3494988","26,42478498",,"1,65064704"
19/01/2008 14.00,,,"4,81875332","0,4923633","26,79950736","28,32722092","1,78385103"
19/01/2008 15.00,,,,"0,24489595","38,10933864",,"3,27010489"
19/01/2008 16.00,,,,"0,2548975","40,89157236","24,42000961","0,85943699"
19/01/2008 17.00,,,"2,40171535","0,2838407","34,43727906",,"1,27312696"
19/01/2008 18.00,,,"4,02584223","0,33289625","34,3779678","27,35042","1,26273096"
19/01/2008 19.00,,,"7,934216","0,4176524","29,27356974",,"1,56769204"
19/01/2008 20.00,,,"11,84769482","0,4875609","19,58131328","26,37360954","2,363235"
19/01/2008 21.00,,,"15,73180934","0,7492756","8,30843627",,"2,66624594"
19/01/2008 22.00,,,"15,59901638","0,8595491","8,74817345","27,35042","5,19690704"
19/01/2008 23.00,,,"5,28862712","0,47265575","29,93042772",,"3,11827397"
20/01/2008 0.00,,,"3,83559601","0,5207614","31,48866774","19,53602028","2,22158289"
20/01/2008 1.00,,,"4,44975003","0,4298884","23,62950396",,"2,9122951"
20/01/2008 2.00,,,,"0,35906105","20,53476288","25,39682007","2,15920496"
20/01/2008 3.00,,,"9,14209827",,"19,52343625",,"1,59043396"
20/01/2008 4.00,,,"4,57870951","0,3561711","22,94082234","20,02441978","1,63591897"
20/01/2008 5.00,,,"1,05849137","0,28601075",,,"1,14512098"
20/01/2008 6.00,,,"1,12233251","0,30600465","9,88197597","29,7924099","0,76825202"
20/01/2008 7.00,,,"1,41855615","0,3041106","13,27525497",,"0,77626503"
20/01/2008 8.00,,,"3,23676273","0,3544231","11,64100315","32,72283173","0,953004"
20/01/2008 9.00,,,"2,27913998","0,3653665","14,30840493",,"0,85987002"
20/01/2008 10.00,,,"2,94947572","0,379937","18,03846712","25,39682007","1,087291"
20/01/2008 11.00,,,"0,96911377","0,3823911","32,8943034",,"1,24063802"
20/01/2008 12.00,,,"3,2239945","0,4529183","35,08267896","25,39682007","1,48018897"
20/01/2008 13.00,,,"3,60831854","0,54392815","38,2290795",,"2,49362302"
20/01/2008 14.00,,,"0,63969048","0,3827108","44,33003622","20,51280975","2,04852605"
20/01/2008 15.00,,,"0,00510692","0,33120575","46,27555542",,"1,353266"
20/01/2008 16.00,,,"0,91931618","0,4228228","43,38274338","27,35042","0,950405"
20/01/2008 17.00,,,"2,10676703","0,4643562","40,63617882",,"1,175228"
20/01/2008 18.00,,,"6,71101487","0,4878783","25,27316946","29,7924099","1,397668"
20/01/2008 19.00,,,"12,87426373","0,65252955","17,47090368",,"2,78797102"
20/01/2008 20.00,,,"17,53213325","0,8750948","7,20509969","29,30401993","3,4442451"
20/01/2008 21.00,,,"25,11904329","1,284389",,,"6,16095686"
20/01/2008 22.00,,,"23,53067046","1,30088115",,"52,7472496","6,77434492"
20/01/2008 23.00,,,"15,26448617","0,9564895",,,"5,3524189"
21/01/2008 0.00,,,"7,68778996","0,79183825","5,76414999","48,84004974","3,93157601"
21/01/2008 1.00,,,"8,0299796","0,6380154","5,0761021",,"3,11220908"
21/01/2008 2.00,,,"5,10220874","0,5559353","12,76816234","48,84004974","2,47954392"
21/01/2008 3.00,,,,"0,46629395","26,59612644",,"1,53238797"
21/01/2008 4.00,,,,"0,3834928","20,16109998","37,11843109","0,97054797"
21/01/2008 5.00,,,,"0,384974","15,31606066",,"0,741611"
21/01/2008 6.00,,,,"0,4017709","13,63618841","33,69963074","0,93719298"
21/01/2008 7.00,,,"5,2273385","0,48449615","1,21920053",,"0,932428"
21/01/2008 8.00,,,"12,02262405","0,96648415",0,"26,86202049","1,56877506"
21/01/2008 9.00,,,"19,97853363","1,4098632",0,,"4,18087387"
21/01/2008 10.00,,,"18,18332416","1,01930365","1,32466196","50,79365158","7,24110079"
21/01/2008 11.00,,,"6,35860952","0,5677527","24,05217762",,"4,93656301"
21/01/2008 12.00,,,"2,83200727","0,4778457","40,17730626","40,04883957","2,36215091"
21/01/2008 13.00,,,"6,39053009","0,5388348","33,3022032",,"1,84059799"
21/01/2008 14.00,,,"9,81498652","0,69889065","28,91332692","36,63003159","2,17371702"
21/01/2008 15.00,,,"4,95792663","0,54001355","40,21219062",,"3,60408902"
21/01/2008 16.00,,,"2,88691178","0,45398205","46,86994332","35,16482162","1,41391206"
21/01/2008 17.00,,,"6,37010055","0,60624665","35,26516458",,"1,51592696"
21/01/2008 18.00,,,"17,53341421","0,7315311","18,79520659","40,53723145","2,50206995"
21/01/2008 19.00,,,"48,51183645","1,0666135","8,28932051",,"3,92486191"
21/01/2008 20.00,,,"67,20589161","0,9698272","4,22337373","45,42124176","4,67145395"
21/01/2008 21.00,,,"75,77597214","1,1951283","1,27886495",,"3,92832804"
21/01/2008 22.00,,,"80,32148388","1,2191817","0,06458315","50,30524063","5,81051111"
21/01/2008 23.00,,,"53,19652338","0,82147605","8,52037151",,"4,778018"
22/01/2008 0.00,,,"19,46396727","0,50809415","32,2448814","58,6080513","2,58762407"
22/01/2008 1.00,,,"17,76452327","0,4810749","29,95720902",,"1,15226901"
22/01/2008 2.00,,,,"0,49923915","30,04308576","49,81684113","1,15205204"
22/01/2008 3.00,,,"34,77188385",,"20,02423086",,"1,15291905"
22/01/2008 4.00,,,"21,07788408","0,343528","23,38800138","45,90964127","1,14555502"
22/01/2008 5.00,,,"19,60570062","0,36164625",,,"1,144472"
22/01/2008 6.00,,,"22,02146892","0,40095325","7,10678583","45,90964127","1,29825199"
22/01/2008 7.00,,,"26,8172289","0,4442404","5,31022952",,"1,38012397"
22/01/2008 8.00,,,"64,05213177","0,6456652","0,00123998","47,86323166","1,48625398"
22/01/2008 9.00,,,"60,24333249","1,2917835","0,30622307",,"3,48929596"
22/01/2008 10.00,,,"42,04341603","0,7188581","11,33557468","54,21244049","5,91815805"
22/01/2008 11.00,,,"21,98826927","0,44666575","30,19984956",,"2,80464911"
22/01/2008 12.00,,,"19,55591055","0,4362801","35,22009744","37,6068306","2,49037409"
22/01/2008 13.00,,,"16,89245217","0,52944965","40,47837516",,"2,10029197"
22/01/2008 14.00,,,"19,55972898","0,52891835","39,91184766","29,7924099","6,47956419"
22/01/2008 15.00,,,"16,74050687","0,34618335","45,45604764",,"4,14903498"
22/01/2008 16.00,,,"22,30363773","0,45549775","40,596723","32,72283173","1,13494205"
22/01/2008 17.00,,,"26,72402535","0,4726684","34,08704244",,"1,41001296"
22/01/2008 18.00,,,"45,83816424","0,81994885","10,38463252","34,67642975","2,00715709"
22/01/2008 19.00,,,"39,80513889","0,7259835","8,38478554",,"3,58394599"
22/01/2008 20.00,,,"44,57025738","0,78465995","5,34879459","48,35165024","3,31558895"
22/01/2008 21.00,,,"54,26267418","0,9271438","0,58496245",,"3,68162894"
22/01/2008 22.00,,,"53,22204855","0,93138845","0,64790734","59,58485031","6,30325794"
22/01/2008 23.00,,,"45,75261636","0,81790185","0,08635154",,"4,44338322"
23/01/2008 0.00,,,"39,61745271","0,87354575","0,01702231","64,95726013","3,49492693"
23/01/2008 1.00,,,"37,59110784","0,79561485","0,51359274",,"3,57290006"
23/01/2008 2.00,,,"21,22983126","0,57303925","5,91575962","65,93405151","3,36410594"
23/01/2008 3.00,,,"11,5042261","0,3105529","13,22016201",,"1,699597"
23/01/2008 4.00,,,"3,05545126","0,2738288","34,8703317","46,39804077","0,45181099"
23/01/2008 5.00,,,"1,51814946","0,2214532","35,57516058",,"0,072775"
23/01/2008 6.00,,,"2,69155676","0,2560889","33,35031144","29,30401993","0,082738"
23/01/2008 7.00,,,"8,34408026","0,278944","33,24257802",,"0,205329"
23/01/2008 8.00,,,,"0,3127885","36,46686996","6,83760691","0,34091601"
23/01/2008 9.00,,,,"0,4175949","29,86711398",,"0,585015"
23/01/2008 10.00,,,,"0,37442045","33,07306122","18,55920982","0,58436501"
23/01/2008 11.00,,,"7,8933588","0,3413292","36,03397428",,"0,84557498"
23/01/2008 12.00,,,"6,65994196","0,3275706","39,52087992","19,04759979","0,80507201"
23/01/2008 13.00,,,"7,28431169","0,3547497","40,76563158",,"0,79121"
23/01/2008 14.00,,,"12,10816253","0,63850185","41,14463112","25,39682007",
23/01/2008 15.00,,,"3,43211774","0,36638655","47,1237084",,
23/01/2008 16.00,,,"4,52252968","0,3438684","47,60510472","22,95482063",
23/01/2008 17.00,,,"7,50392409","0,4023942","44,51450346",,
23/01/2008 18.00,,,"8,59944482","0,41088465","44,7592041","27,8388195",
23/01/2008 19.00,,,"14,1894025","0,4282439","42,37209756",,
23/01/2008 20.00,,,"17,62534808","0,48934685","39,05276634","28,32722092",
23/01/2008 21.00,,,"11,92430606","0,48786795","39,57405012",,
23/01/2008 22.00,,,"7,62649945","0,43021615","41,25234492","41,5140419",
23/01/2008 23.00,,,"3,56107722","0,4161528","43,26310062",,
24/01/2008 0.00,,,"5,65507602","0,40591895","41,57815464","25,39682007",
24/01/2008 1.00,,,"2,68517264","0,40732195","42,91202034",,
24/01/2008 2.00,,,,"0,38973385","43,43332374","34,18803024",
24/01/2008 3.00,,,"16,79795637",,"44,13150144",,
24/01/2008 4.00,,,"8,37089204","0,2169176","43,95729546","27,35042",
24/01/2008 5.00,,,"5,38566603","0,2418864",,,
24/01/2008 6.00,,,"5,30394975","0,26485995","31,09379562","24,90842056",
24/01/2008 7.00,,,"1,07509119","0,2655626","29,13626898",,
24/01/2008 8.00,,,"5,45589129","0,4200536","20,357712","32,72283173",
24/01/2008 9.00,,,"8,05296165","0,80091175","17,12371993",,
24/01/2008 10.00,,,,"1,58123505","27,79392744","32,72283173",
24/01/2008 11.00,,,,"0,31563705","32,1911226",,
24/01/2008 12.00,,,,"0,3238354","36,73715508","32,72283173",
24/01/2008 13.00,,,,"0,3089452","38,5221042",,
24/01/2008 14.00,,,,"0,4513911","39,92899554","20,51280975",
24/01/2008 15.00,,,,"0,32016115","43,80847776",,
24/01/2008 16.00,,,,"0,35017845","44,27876916","25,88521957",
24/01/2008 17.00,,,"4,59403214","0,51673985","34,62682788",,
24/01/2008 18.00,,,"9,24551942","0,55495435","25,48600722","20,51280975",
24/01/2008 19.00,,,"14,35538759","0,75651255","18,13804843",,
24/01/2008 20.00,,,"9,67070442","0,6158779","19,54888339","20,51280975",
24/01/2008 21.00,,,"15,98589482","0,9592012","7,42145924",,
24/01/2008 22.00,,,"16,84903117","0,97644085","3,65579656","33,69963074",
24/01/2008 23.00,,,"13,5241718","0,6126326","5,83040869",,
25/01/2008 0.00,,,,"0,5204371","18,24606437","36,63003159",
25/01/2008 1.00,,,,"0,3868577","40,62058092",,
25/01/2008 2.00,,,,"0,31694345","40,8471723","23,93161964",
25/01/2008 3.00,,,,"0,3376055","24,11600148",,
25/01/2008 4.00,,,,"0,3426448","18,43048845","21,0012207",
25/01/2008 5.00,,,,"0,35301895","11,08252573",,
25/01/2008 6.00,,,,"0,39398655","7,82481897","23,44322014",
25/01/2008 7.00,,,"3,02863948","0,4030405","12,09027172",,
25/01/2008 8.00,,,"8,81267498","0,4787519","4,90987165","29,30401993",
25/01/2008 9.00,,,"9,47279688","0,75055095","6,22165111",,
25/01/2008 10.00,,,"7,27537318","0,59218675","13,37727897","23,93161964",
25/01/2008 11.00,,,"6,72633562","0,5554063","15,86172818",,
25/01/2008 12.00,,,"6,34201158","0,61123765","17,53998766","17,58241081",
25/01/2008 13.00,,,"7,1898253","0,59694085","20,93073372",,
25/01/2008 14.00,,,"6,53991911","0,6497155","27,49489902","34,18803024",
25/01/2008 15.00,,,"4,65659608","0,58411375","30,53788254",,
25/01/2008 16.00,,,"2,48598603","0,547032","36,82279638","28,81562042",
25/01/2008 17.00,,,"5,61549602","0,54605105","28,55137716",,
25/01/2008 18.00,,,"7,50264877","0,5510685","22,76575308","34,67642975",
25/01/2008 19.00,,,"8,85225686","0,68547705","15,00547606",,
25/01/2008 20.00,,,"7,004686","0,6469624","14,26382829","44,93283081",
25/01/2008 21.00,,,"8,43601037","0,72780395","10,82564696",,
25/01/2008 22.00,,,"8,65562653","0,60916305","7,56135769","42,49084091",
25/01/2008 23.00,,,"6,74804236","0,5316404","9,50175607",,
26/01/2008 0.00,,,"6,40329832","0,6080694","8,06588599","43,46763992",
26/01/2008 1.00,,,"6,52332117","0,50349875","6,68534431",,
26/01/2008 2.00,,,,"0,48535405","6,28470587","46,39804077",
26/01/2008 3.00,,,"11,35356176",,"10,25657474",,
26/01/2008 4.00,,,"5,53888477","0,31914915","12,1218815","32,23442078",
26/01/2008 5.00,,,"3,57001385","0,2985423",,,
26/01/2008 6.00,,,"2,92266206","0,2937698","5,70496037","33,69963074",
26/01/2008 7.00,,,"5,08561079","0,33718","5,4532652",,
26/01/2008 8.00,,,"7,51924859","0,3927894","0,839065","38,0952301",
26/01/2008 9.00,,,"11,21311501","0,8151039","1,42643678",,
26/01/2008 10.00,,,"8,09765233","0,54500915","9,70536262","33,21123123",
26/01/2008 11.00,,,"6,39053009","0,4886718","15,19185233",,
26/01/2008 12.00,,,"4,72682133","0,41608035","28,21734666","25,88521957",
26/01/2008 13.00,,,"4,16629462","0,46033235","34,52800194",,
26/01/2008 14.00,,,"2,68517264","0,4672542","45,06796404","33,69963074",
