,,,ARPA Puglia,,
,,,Viale Pitagora,,
Parm,NO2,CO,O3,PM2.5,Benzene



18/01/2008 16.00,,"0,31850975","49,83168042","16,77709961",
18/01/2008 17.00,,"0,7770757","27,34847496","16,77709961",
18/01/2008 18.00,,"2,6830006","9,88453049","16,77709961",
18/01/2008 19.00,,"3,16878705","9,07002581","16,77709961",
18/01/2008 20.00,,"2,76849735","9,410733","16,77709961",
18/01/2008 21.00,,"3,50042635","7,49557967","16,77709961",
18/01/2008 22.00,,"4,39189255","8,66942662","16,77709961",
18/01/2008 23.00,,"3,2200368","7,14023204","16,77709961",
19/01/2008 0.00,,"2,72243985","8,21426027","16,77709961",
19/01/2008 1.00,"66,76771266","1,09932065","8,52302806","10,25504971",
19/01/2008 2.00,"26,4950136","0,43873765","23,3451513","10,25504971",
19/01/2008 3.00,"16,40611774","0,29279575","33,9111099","10,25504971",
19/01/2008 4.00,"12,36519554","0,23536245","38,19123252","10,25504971",
19/01/2008 5.00,"12,87174695","0,2283463","38,22185934","10,25504971",
19/01/2008 6.00,"18,86740812","0,24384485","39,00709098","10,25504971",
19/01/2008 7.00,"27,32694228","0,28173735","31,87883106","10,25504971",
19/01/2008 8.00,"39,4394913","0,56145185","21,43532088","10,25504971",
19/01/2008 9.00,"34,08434073","0,6374358","25,59303432","10,25504971",
19/01/2008 10.00,"31,58859231","0,5700136","30,32168976","10,25504971",
19/01/2008 11.00,"25,48318608","0,47615405","38,73025278","10,25504971",
19/01/2008 12.00,"28,98438543","0,4511036","39,96533178","10,25504971",
19/01/2008 13.00,"35,11146078","0,5056435","44,10171828","10,25504971",
19/01/2008 14.00,"40,96806714","0,4698923","43,39634004","10,25504971",
19/01/2008 15.00,"20,89360251","0,3076595","57,00073032","10,25504971",
19/01/2008 16.00,"17,64251033","0,3037748","59,10087474","10,25504971",
19/01/2008 17.00,"26,42355441","0,4409169","51,93137358","10,25504971",
19/01/2008 18.00,"28,70622315","0,55447595","55,93336308","10,25504971",
19/01/2008 19.00,"40,29692634","0,5246691","46,74090258","10,25504971",
19/01/2008 20.00,"52,92242406","0,6493268","32,89563756","10,25504971",
19/01/2008 21.00,"59,79975507","0,7606261","24,46176474","10,25504971",
19/01/2008 22.00,"25,58143071","0,37405015","51,20070516","10,25504971",
19/01/2008 23.00,"15,18886433","0,25728145","60,29467326","10,25504971",
20/01/2008 0.00,"12,71097788","0,2288224","61,21965816","10,25504971",
20/01/2008 1.00,"14,36970764","0,2373048","60,09239106","9,52733707",
20/01/2008 2.00,"14,38246646","0,25018595","52,2359937","9,52733707",
20/01/2008 3.00,"15,76431678",,"45,85982724","9,52733707",
20/01/2008 4.00,,"0,3438707","53,87447952","9,52733707",
20/01/2008 5.00,"17,17551446","0,3915589","43,06230954","9,52733707",
20/01/2008 6.00,"19,23871752","0,41503385","36,19489752","9,52733707",
20/01/2008 7.00,"23,48249805","0,3944316","35,60400198","9,52733707",
20/01/2008 8.00,"21,8837421","0,41737295","37,433979","9,52733707",
20/01/2008 9.00,"25,97952555","0,52752225","36,73391778","9,52733707",
20/01/2008 10.00,"20,50190307","0,5106552","49,6914759","9,52733707",
20/01/2008 11.00,"18,85593402","0,4824618","57,40133148","9,52733707",
20/01/2008 12.00,"19,39692843","0,4915307","64,12500738","9,52733707",
20/01/2008 13.00,"18,59436592","0,5096294","64,51893774","9,52733707",
20/01/2008 14.00,"15,42874262","0,4161413","70,83269298","9,52733707",
20/01/2008 15.00,"14,23445621","0,39196945","70,0514442","9,52733707",
20/01/2008 16.00,"15,36366942","0,42336445","69,55637274","9,52733707",
20/01/2008 17.00,"24,30167355","0,5429127","61,1317998","9,52733707",
20/01/2008 18.00,"37,51791813","0,7871796","48,69731088","9,52733707",
20/01/2008 19.00,"42,99428034","0,8215301","43,42694724","9,52733707",
20/01/2008 20.00,"51,00974802","0,89921835","34,23450636","9,52733707",
20/01/2008 21.00,"54,71637138","0,9113244","26,7761988","9,52733707",
20/01/2008 22.00,"52,7667525","0,84447145","25,2802719","9,52733707",
20/01/2008 23.00,"46,7481168","0,76637265","27,67320558","9,52733707",
21/01/2008 0.00,"39,98558322","0,74806925","28,51965162","9,52733707",
21/01/2008 1.00,"31,3295598","0,61001175","39,64723272","15,15235043",
21/01/2008 2.00,"12,81177691","0,40497825","56,8543455","15,15235043",
21/01/2008 3.00,"11,06628227","0,4103545","52,83238284","15,15235043",
21/01/2008 4.00,"15,0446838","0,4371541","45,99157554","15,15235043",
21/01/2008 5.00,"16,41760124","0,41815265","44,2707642","15,15235043",
21/01/2008 6.00,"29,67211665","0,47211985","34,6510782","15,15235043",
21/01/2008 7.00,"57,76462593","0,8390952","7,90150178","15,15235043",
21/01/2008 8.00,"75,10345821","1,3669866","8,16235753","15,15235043",
21/01/2008 9.00,"78,74501778","1,85482465","10,8893531","15,15235043",
21/01/2008 10.00,"52,25892012","0,97509995","30,60649368","15,15235043",
21/01/2008 11.00,"28,60416009","0,7039104","55,35176742","15,15235043",
21/01/2008 12.00,"33,49997046","0,67239235","59,3417691","15,15235043",
21/01/2008 13.00,"52,01010144","0,7296014","49,06597068","15,15235043",
21/01/2008 14.00,"52,39416402","0,7397789","52,29736506","15,15235043",
21/01/2008 15.00,"34,50668166","0,55559375","62,92186974","15,15235043",
21/01/2008 16.00,"33,42849246","0,64600445","64,38718944","15,15235043",
21/01/2008 17.00,"47,62596069","0,82194065","50,3090154","15,15235043",
21/01/2008 18.00,"61,15352958","0,8770153","38,47340736","15,15235043",
21/01/2008 19.00,"66,76899174","1,04355485","32,64942618","15,15235043",
21/01/2008 20.00,"86,61122811","1,30698765","18,3356905","15,15235043",
21/01/2008 21.00,"84,42424584","1,29824535","19,45630053","15,15235043",
21/01/2008 22.00,"73,12573719","1,04396425","24,82911","15,15235043",
21/01/2008 23.00,"35,63462331","0,6169888","49,2709212","15,15235043",
22/01/2008 0.00,"22,42857375","0,49378815","63,16007616","15,15235043",
22/01/2008 1.00,"17,76755356","0,4630084","61,73071992","15,24839973",
22/01/2008 2.00,"15,84980635","0,4376463","60,11191296","15,24839973",
22/01/2008 3.00,"28,78533801",,"44,93753028","15,24839973",
22/01/2008 4.00,,"0,53454185","48,6533817","15,24839973",
22/01/2008 5.00,"27,16617321","0,5544725","43,441623","15,24839973",
22/01/2008 6.00,"39,67299864","0,68951585","29,82393036","15,24839973",
22/01/2008 7.00,"68,10107832","1,1488914","9,6037114","15,24839973",
22/01/2008 8.00,"82,93394835","1,47733485","8,2515265","15,24839973",
22/01/2008 9.00,"63,1784637","1,06254825","26,6377797","15,24839973",
22/01/2008 10.00,"56,5231095","1,0717126","33,76203714","15,24839973",
22/01/2008 11.00,"39,98302506","0,84642185","49,89108978","15,24839973",
22/01/2008 12.00,"36,29301093","0,7927502","54,46537506","15,24839973",
22/01/2008 13.00,"47,83266378","0,99465685","48,23679024","15,24839973",
22/01/2008 14.00,"61,45082163","1,18957725","40,20222366","15,24839973",
22/01/2008 15.00,"43,26478695","0,74585895","55,74171492","15,24839973",
22/01/2008 16.00,"52,14280599","0,9106965","49,67550522","15,24839973",
22/01/2008 17.00,"77,67320517","1,39690845","29,33017344","15,24839973",
22/01/2008 18.00,"65,49813171","1,17922035","24,52433292","15,24839973",
22/01/2008 19.00,"81,69500889","1,41569025","14,80749653","15,24839973",
22/01/2008 20.00,"80,76483558","1,5938011","15,91479832","15,24839973",
22/01/2008 21.00,"80,82608094","1,54510205","12,78454307","15,24839973",
22/01/2008 22.00,"71,64307656","1,0598354","12,75260171","15,24839973",
22/01/2008 23.00,"66,36831993","1,24123525","14,58789968","15,24839973",
23/01/2008 0.00,"54,60283422","1,20700205","14,00896253","15,24839973",
23/01/2008 1.00,"44,13753333","1,0339857","15,8908423","4,56301689",
23/01/2008 2.00,"19,81033461","0,58081555","33,66089604","4,56301689",
23/01/2008 3.00,"12,26056867","0,37225155","48,74388876","4,56301689",
23/01/2008 4.00,"5,91018288","0,3316899","64,6094448","4,56301689",
23/01/2008 5.00,"6,63364558","0,3441007","63,04029606","4,56301689",
23/01/2008 6.00,"25,16802453","0,43582815","49,5903348","4,56301689",
23/01/2008 7.00,"21,48054975","0,41860805","55,18140696","4,56301689",
23/01/2008 8.00,"20,6001477","0,59544585","54,98707086","4,56301689",
23/01/2008 9.00,"25,50999033","0,67677615","54,85797126","4,56301689",
23/01/2008 10.00,"16,31680222","0,57280235","57,03667416","4,56301689",
23/01/2008 11.00,"18,58288242","0,5949525","58,01753682","4,56301689",
23/01/2008 12.00,"23,75428374","0,5571037","57,63690882","4,56301689",
23/01/2008 13.00,"26,83823967","0,6526112","57,97761012","4,56301689",
23/01/2008 14.00,"24,97791186","0,6189944","61,64686404","4,56301689",
23/01/2008 15.00,"10,32240508","0,47618395","70,02350532","4,56301689",
23/01/2008 16.00,"11,94030585","0,53129425","69,5603556","4,56301689",
23/01/2008 17.00,"16,48394976","0,5760488","66,67764786","4,56301689",
23/01/2008 18.00,"17,6284743","0,6162413","64,88626338","4,56301689",
23/01/2008 19.00,"17,71141136","0,59330915","63,97195176","4,56301689",
23/01/2008 20.00,"16,68937753","0,59367945","61,75332216","4,56301689",
23/01/2008 21.00,"12,76839541","0,5486374","62,71825338","4,56301689",
23/01/2008 22.00,"8,1354341","0,467061","64,54422792","4,56301689",
23/01/2008 23.00,"5,88849307","0,44080075","65,1337893","4,56301689",
24/01/2008 0.00,"7,00111774","0,43200555","64,28867742","4,56301689",
24/01/2008 1.00,"4,68144597","0,41404715","64,56949848","6,34472895",
24/01/2008 2.00,"2,4957503","0,38507405","65,48280948","6,34472895",
24/01/2008 3.00,"1,61917609",,"65,5024491","6,34472895",
24/01/2008 4.00,,"0,32155035","64,62674964","6,34472895",
24/01/2008 5.00,"5,2990046","0,3219862","62,73422406","6,34472895",
24/01/2008 6.00,"10,33516391","0,3556122","56,16491832","6,34472895",
24/01/2008 7.00,"24,85032363","0,43214355","46,52396424","6,34472895",
24/01/2008 8.00,"45,82559916","0,6833875","40,8117582","6,34472895",
24/01/2008 9.00,"33,391512","0,8203502","43,17677262","6,34472895",
24/01/2008 10.00,"20,70095049","0,5976573","52,97345064","6,34472895",
24/01/2008 11.00,"18,42466398","0,59646705","56,47903452","6,34472895",
24/01/2008 12.00,"17,51236394","0,53710635","59,47353702","6,34472895",
24/01/2008 13.00,"19,53345141","0,5655378","60,12964944","6,34472895",
24/01/2008 14.00,"20,67542532","0,52560635","63,1534446","6,34472895",
24/01/2008 15.00,"11,0586266","0,42575875","70,54121826","6,34472895",
24/01/2008 16.00,"15,62651472","0,48238475","68,18687712","6,34472895",
24/01/2008 17.00,"27,89600121","0,66399735","56,29270338","6,34472895",
24/01/2008 18.00,"32,75609139","0,78517745","52,48367658","6,34472895",
24/01/2008 19.00,"38,81938203","0,7555569","46,38554514","6,34472895",
24/01/2008 20.00,"47,21511267","0,9065174","40,57486632","6,34472895",
24/01/2008 21.00,"49,49906049","0,92007935","36,3679263","6,34472895",
24/01/2008 22.00,"34,91243217","0,63370175","44,2800837","6,34472895",
24/01/2008 23.00,"34,03712763","0,57981275","43,005078","6,34472895",
25/01/2008 0.00,"9,86689272","0,3994295","63,04694724","6,34472895",
25/01/2008 1.00,"3,02526873","0,35006115","69,49380456","8,85890675",
25/01/2008 2.00,"1,073071","0,3007319","73,5503769","8,85890675",
25/01/2008 3.00,"2,50978632","0,29855035","70,1166807","8,85890675",
25/01/2008 4.00,"11,27043284","0,37428935","45,49516992","8,85890675",
25/01/2008 5.00,"16,41122089","0,39126105","32,56688484","8,85890675",
25/01/2008 6.00,"20,47765698","0,39050665","32,99677866","8,85890675",
25/01/2008 7.00,"38,28984291","0,46660215","25,1085969","8,85890675",
25/01/2008 8.00,"49,16730852","0,79568615","21,49255242","8,85890675",
25/01/2008 9.00,"36,96798897","0,7714177","32,6334555","8,85890675",
25/01/2008 10.00,"29,80863963","0,6212898","38,5665435","8,85890675",
25/01/2008 11.00,"30,08042532","0,6640767","40,344606","8,85890675",
25/01/2008 12.00,"29,4220377","0,64591475","46,93255074","8,85890675",
25/01/2008 13.00,"32,32991322","0,6059051","49,68749304","8,85890675",
25/01/2008 14.00,"29,35185759","0,5152575","54,5598846","8,85890675",
25/01/2008 15.00,"22,89812778","0,41108705","61,0679367","8,85890675",
25/01/2008 16.00,"20,75070294","0,444475","62,6650047","8,85890675",
25/01/2008 17.00,"30,58314138","0,6476593","51,83288118","8,85890675",
25/01/2008 18.00,"36,26110917","0,75468405","44,89093278","8,85890675",
25/01/2008 19.00,"38,16863127","0,62779305","36,28940706","8,85890675",
25/01/2008 20.00,"36,74851389","0,66942995","34,2518112","8,85890675",
25/01/2008 21.00,"38,93421708","0,670381","30,4401357","8,85890675",
25/01/2008 22.00,"37,20273777","0,60368445","28,22021118","8,85890675",
25/01/2008 23.00,"31,57328097","0,48932385","30,03421752","8,85890675",
26/01/2008 0.00,"33,44382261","0,485438","27,10359774","8,85890675",
26/01/2008 1.00,"37,73865348","0,4772684","22,84340904","10,06118011",
26/01/2008 2.00,"29,74485492","0,4593054","30,23192826","10,06118011",
26/01/2008 3.00,"24,7814226",,"30,82874904","10,06118011",
26/01/2008 4.00,,"0,4337662","32,88363012","10,06118011",
26/01/2008 5.00,"21,96923355","0,4186713","37,93705542","10,06118011",
26/01/2008 6.00,"24,37057458","0,4609453","33,80992956","10,06118011",
26/01/2008 7.00,"31,28108643","0,4981731","29,221047","10,06118011",
26/01/2008 8.00,"36,6541065","0,6442806","23,59004814","10,06118011",
26/01/2008 9.00,"36,95265882","0,7587746","30,04220286","10,06118011",
26/01/2008 10.00,"29,38631751","0,6779296","46,02751938","10,06118011",
26/01/2008 11.00,"26,42229414","0,6656821","48,35527542","10,06118011",
26/01/2008 12.00,"24,23531187","0,61026705","57,58230636","10,06118011",
26/01/2008 13.00,"27,0194364","0,670036","64,70258094","10,06118011",
26/01/2008 14.00,"23,78234826","0,5710854","70,07408568","10,06118011",
26/01/2008 15.00,"9,69719266","0,39495025","80,83565568","10,06118011",
26/01/2008 16.00,"13,50206441","0,3972284","83,41760844","10,06118011",
26/01/2008 17.00,"14,00989115","0,464485","82,23177564","10,06118011",
26/01/2008 18.00,"29,58536493","0,7193894","67,25924352","10,06118011",
26/01/2008 19.00,"25,61205339","0,6442806","65,27087424","10,06118011",
26/01/2008 20.00,"55,53044937","0,74164535","27,64793502","10,06118011",
26/01/2008 21.00,"57,81439719","0,78119385","21,0480417","10,06118011",
26/01/2008 22.00,"40,93490511","0,60619835","31,2666282","10,06118011",
26/01/2008 23.00,"35,55422937","0,5065957","31,69381446","10,06118011",
27/01/2008 0.00,"37,62509751","0,61523045","25,92975276","10,06118011",
27/01/2008 1.00,"40,99231323","0,60574985","23,88417156","16,48365021",
27/01/2008 2.00,"43,79940477","0,5712073","23,01510366","16,48365021",
27/01/2008 3.00,"27,97767423","0,46558325","36,40651884","16,48365021",
27/01/2008 4.00,"29,38120119","0,5105425","34,30372572","16,48365021",
27/01/2008 5.00,"21,98454489","0,4918665","43,33514526","16,48365021",
27/01/2008 6.00,"29,28805407","0,44170005","41,61827754","16,48365021",
27/01/2008 7.00,"44,17963011","0,4853575","31,6073295","16,48365021",
27/01/2008 8.00,"44,53049304","0,6269892","34,73091198","16,48365021",
27/01/2008 9.00,"38,3204844","0,7683357","39,22934634","16,48365021",
27/01/2008 10.00,"36,01484865","0,8554068","47,87482086","16,48365021",
27/01/2008 11.00,"31,77360747","0,82720995","59,14346976","16,48365021",
27/01/2008 12.00,"32,03134209","0,75698405","68,05244088","16,48365021",
27/01/2008 13.00,"31,66386993","0,70006365","79,04030796","16,48365021",
27/01/2008 14.00,"30,46576698","0,79995035","78,2976321","16,48365021",
27/01/2008 15.00,"27,50556204","0,6617353","65,77128234","16,48365021",
27/01/2008 16.00,"40,51256418","0,72683565","51,1008786","16,48365021",
27/01/2008 17.00,"61,47506772","0,91493195","36,24681204","16,48365021",
27/01/2008 18.00,"91,85154363","1,42925795","18,02426224","16,48365021",
27/01/2008 19.00,"112,71452346","2,17265245","11,50954915","16,48365021",
27/01/2008 20.00,"118,65660246","2,08029365","9,04340736","16,48365021",
27/01/2008 21.00,"98,44691274","1,6221969","15,82296691","16,48365021",
27/01/2008 22.00,"84,84019137","1,5548598","19,23936611","16,48365021",
27/01/2008 23.00,"61,14205548","1,2266774","21,1092561","16,48365021",
28/01/2008 0.00,"55,41431643","1,05066415","23,27595156","16,48365021",
28/01/2008 1.00,"41,54735871","0,8213921","30,9685023","8,04232788",
28/01/2008 2.00,"27,67526586","0,61441625","45,2532357","8,04232788",
28/01/2008 3.00,"12,74925623",,"52,86430458","8,04232788",
28/01/2008 4.00,,"0,43890095","57,07524708","8,04232788",
28/01/2008 5.00,,"0,42120245","55,03366836","8,04232788",
28/01/2008 6.00,,"0,4364894","51,74771076","8,04232788",
28/01/2008 7.00,,"0,46158585","43,1275068","8,04232788",
28/01/2008 8.00,,"0,65941345","33,17645862","8,04232788",
28/01/2008 9.00,,"0,6936248","40,17295062","8,04232788",
28/01/2008 10.00,,"0,5969995","55,68978078","8,04232788",
28/01/2008 11.00,,"0,51353595","64,52160606","8,04232788",
28/01/2008 12.00,,"0,46653085","76,7631519","8,04232788",
28/01/2008 13.00,,"0,45704795","81,17105958","8,04232788",
28/01/2008 14.00,,"0,48668115","76,7445129","8,04232788",
28/01/2008 15.00,,"0,39978485","81,95495706","8,04232788",
28/01/2008 16.00,,"0,4371426","79,6285548","8,04232788",
28/01/2008 17.00,,"0,5677343","72,51092892","8,04232788",
28/01/2008 18.00,,"0,5662623","71,92401624","8,04232788",
28/01/2008 19.00,,"0,648991","66,27306384","8,04232788",
28/01/2008 20.00,,"0,5409623","71,08290684","8,04232788",
28/01/2008 21.00,,"0,42026175","74,4247422","8,04232788",
28/01/2008 22.00,,"0,3293186","76,66067664","8,04232788",
28/01/2008 23.00,,"0,32314655","77,73602922","8,04232788",
29/01/2008 0.00,,"0,3239228","78,58380942","8,04232788",
29/01/2008 1.00,,"0,3108841","79,83615402","7,65337086",
29/01/2008 2.00,,"0,30528475","80,8808994","7,65337086",
29/01/2008 3.00,,"0,2975602","79,94794878","7,65337086",
29/01/2008 4.00,,"0,3144813","76,6859472","7,65337086",
29/01/2008 5.00,,"0,31186505","75,78226962","7,65337086",
29/01/2008 6.00,,"0,37027355","68,7365118","7,65337086",
29/01/2008 7.00,,"0,4455215","51,1754346","7,65337086",
29/01/2008 8.00,,"0,62438445","49,11786558","7,65337086",
29/01/2008 9.00,,"0,69726225","58,84801218","7,65337086",
29/01/2008 10.00,,"0,57758405","67,9659363","7,65337086",
29/01/2008 11.00,,"0,56401405","68,78709216","7,65337086",
29/01/2008 12.00,,"0,5484419","69,21830052","7,65337086",
29/01/2008 13.00,,"0,62888095","66,07607904","7,65337086",
29/01/2008 14.00,,"0,6305979","61,93035342","7,65337086",
29/01/2008 15.00,,"0,46366965","72,7145649","7,65337086",
29/01/2008 16.00,"26,13647619","0,58637235","69,66416502","7,65337086",
29/01/2008 17.00,"38,82447954","0,76781015","52,19622396","7,65337086",
29/01/2008 18.00,"52,7960961","1,13158505","38,12870358","7,65337086",
29/01/2008 19.00,"66,73453182","1,26013205","31,30522074","7,65337086",
29/01/2008 20.00,"71,71073613","1,2243682","24,10242444","7,65337086",
29/01/2008 21.00,"68,78625138","1,44304185","26,51933376","7,65337086",
29/01/2008 22.00,"60,89067864","1,0118252","30,3389946","7,65337086",
29/01/2008 23.00,"84,81724317","2,10306825","14,22190427","7,65337086",
30/01/2008 0.00,"76,0935978","1,7418682","13,71616738","7,65337086",
30/01/2008 1.00,"51,21393057","0,94119565","21,66291288","30,76407051",
30/01/2008 2.00,"45,23229414","0,88511705","24,9113178","30,76407051",
30/01/2008 3.00,"47,64764862",,"11,30991368","30,76407051",
30/01/2008 4.00,,"1,3000566","7,4516603","30,76407051",
30/01/2008 5.00,"54,8337834","1,1440844","7,01512904","30,76407051",
30/01/2008 6.00,"58,90659984","1,7454838","8,7306469","30,76407051",
30/01/2008 7.00,"81,38494485","2,71965685","9,83395602","30,76407051",
30/01/2008 8.00,"106,78393737","4,2660722","11,74777911","30,76407051",
30/01/2008 9.00,"90,114948","2,4920707","14,47078201","30,76407051",
30/01/2008 10.00,"62,74464867","1,18015185","28,30804992","30,76407051",
30/01/2008 11.00,"29,61598761","0,6783666","60,72990372","30,76407051",
30/01/2008 12.00,"31,61793591","0,75952785","63,25590024","30,76407051",
30/01/2008 13.00,"29,37738276","0,78453115","68,26804506","30,76407051",
30/01/2008 14.00,"42,71229963","0,9742133","63,80025714","30,76407051",
30/01/2008 15.00,"29,61215037","0,6231275","72,8582814","30,76407051",
30/01/2008 16.00,"39,56452137","0,8499558","67,2539265","30,76407051",
30/01/2008 17.00,"58,20611544","1,0943975","44,0218845","30,76407051",
30/01/2008 18.00,"86,12762301","1,34522975","13,0068004","30,76407051",
30/01/2008 19.00,"75,43648926","1,4138491","18,51136798","30,76407051",
30/01/2008 20.00,"59,41443222","1,2131833","21,93973146","30,76407051",
30/01/2008 21.00,"72,51074424","1,8124253","18,43683748","30,76407051",
30/01/2008 22.00,"52,79099859","1,43537825","26,63511138","30,76407051",
30/01/2008 23.00,"40,13613846","1,0836128","34,26778188","30,76407051",
31/01/2008 0.00,"34,18132509","1,00089445","31,60599534","30,76407051",
31/01/2008 1.00,"30,1289175","1,0321687","27,586701","17,58282089",
