NetC,ARPA Puglia,
Stat,Suolo Giuffreda,
Parm,SO2,NO2
PtId,1,4
Unit,ug/m3,ug/m3
Field,Aver,Aver
10/04/2008 12.00,"4,16443491","6,65994196"
10/04/2008 13.00,"3,56951594","6,80933098"
10/04/2008 14.00,"3,85543203","7,17067296"
10/04/2008 15.00,"3,58372307","7,36092106"
10/04/2008 16.00,"2,7828021","8,11169588"
10/04/2008 17.00,"3,51623893","7,93294069"
10/04/2008 18.00,"3,3386519","8,48708329"
10/04/2008 19.00,"3,23209906","9,13826856"
10/04/2008 20.00,"3,44165301","8,96844812"
10/04/2008 21.00,"3,39547992","8,67605607"
10/04/2008 22.00,"2,94618201","8,14617085"
10/04/2008 23.00,"3,16816711","7,63799236"
11/04/2008 0.00,"3,05983901","7,6150103"
11/04/2008 1.00,,"7,39156443"
11/04/2008 2.00,"3,24630594",
11/04/2008 3.00,"3,33332396","8,11808187"
11/04/2008 4.00,"3,05983901","6,59354642"
11/04/2008 5.00,"3,02787304","5,51590271"
11/04/2008 6.00,"3,18414998","6,84380407"
11/04/2008 7.00,"3,51623893","6,93829046"
11/04/2008 8.00,"3,35996199","7,12215445"
11/04/2008 9.00,"3,23565102","15,3244976"
11/04/2008 10.00,"3,26584101","7,30090964"
11/04/2008 11.00,"3,06339002","7,11704565"
11/04/2008 12.00,"3,04207993","6,17091582"
11/04/2008 13.00,"3,46118689","5,12136296"
11/04/2008 14.00,"3,06339002","6,07515411"
11/04/2008 15.00,"3,25163293","6,64972625"
11/04/2008 16.00,"2,99413109","6,24114107"
11/04/2008 17.00,"2,85738802","7,09917051"
11/04/2008 18.00,"3,182374","13,75144927"
11/04/2008 19.00,"3,11311507","13,34285657"
11/04/2008 20.00,"3,41856599","11,91153784"
11/04/2008 21.00,"3,41856599","23,53706586"
11/04/2008 22.00,"3,19480491","17,84751299"
11/04/2008 23.00,"3,17527103","9,7141179"
12/04/2008 0.00,"3,64055109","9,30553272"
12/04/2008 1.00,"3,49670506","8,85736378"
12/04/2008 2.00,"3,25163293","8,81778378"
12/04/2008 3.00,"3,3972559","8,20235067"
12/04/2008 4.00,"3,36706591","7,25622084"
12/04/2008 5.00,"3,02609706","6,29349118"
12/04/2008 6.00,"3,26051307","5,67678276"
12/04/2008 7.00,"3,29780602","5,83255589"
12/04/2008 8.00,"3,21789193","6,447989"
12/04/2008 9.00,"3,13797688","6,16836142"
12/04/2008 10.00,"3,02609706","5,87724469"
12/04/2008 11.00,"3,26406503","5,6959351"
12/04/2008 12.00,"3,2249949","5,45716849"
12/04/2008 13.00,"3,28892708","6,31775044"
12/04/2008 14.00,"3,80748296","5,50441168"
12/04/2008 15.00,"3,18059802","5,94619463"
12/04/2008 16.00,"2,90711308","5,80191252"
12/04/2008 17.00,"3,00833797","6,28966147"
12/04/2008 18.00,"3,37594509","6,18368405"
12/04/2008 19.00,"3,78084493","6,64078962"
12/04/2008 20.00,"3,72579288","6,29221398"
12/04/2008 21.00,"3,3386519","5,52356214"
12/04/2008 22.00,"3,51979089","4,89919429"
12/04/2008 23.00,"3,32622099","4,63361214"
13/04/2008 0.00,"3,03852797","4,56849568"
13/04/2008 1.00,,"4,22502884"
13/04/2008 2.00,"3,08292508",
13/04/2008 3.00,"2,78457689","5,80446692"
13/04/2008 4.00,"3,16106391","4,44847283"
13/04/2008 5.00,"3,22144389","4,01690372"
13/04/2008 6.00,"2,86449194","3,94157155"
13/04/2008 7.00,"3,182374","5,97173108"
13/04/2008 8.00,"2,80411196","4,36675655"
13/04/2008 9.00,"3,50025702","5,67039865"
13/04/2008 10.00,"3,88562202","4,79704658"
13/04/2008 11.00,"4,09872818","6,49778283"
13/04/2008 12.00,"3,86963892","6,31264352"
13/04/2008 13.00,"4,16621113","4,70128487"
13/04/2008 14.00,"4,02058887","4,50720706"
13/04/2008 15.00,"3,828794","4,63872093"
13/04/2008 16.00,"4,43081713","6,22326593"
13/04/2008 17.00,"3,99395108","8,58923099"
13/04/2008 18.00,"4,01703691","8,75138824"
13/04/2008 19.00,"5,05237389","7,67246733"
13/04/2008 20.00,"3,52511907","7,99295211"
13/04/2008 21.00,"4,23191786","8,06317736"
13/04/2008 22.00,"3,92469096","9,44215351"
13/04/2008 23.00,"3,7240169","13,42330318"
14/04/2008 0.00,"3,94600201","12,47716958"
14/04/2008 1.00,"3,53044701","6,85784949"
14/04/2008 2.00,"3,23920202","6,87444932"
14/04/2008 3.00,"2,87337089","6,12367262"
14/04/2008 4.00,"3,81458712","6,28710707"
14/04/2008 5.00,"3,8128109","6,80933098"
14/04/2008 6.00,"3,48072195","7,76567464"
14/04/2008 7.00,"3,47361803","4,85322829"
14/04/2008 8.00,"3,33154798","17,55512095"
14/04/2008 9.00,"3,76663804","18,06713291"
14/04/2008 10.00,"4,88188982","10,96795488"
14/04/2008 11.00,"4,82150984","12,81425231"
14/04/2008 12.00,"4,22126293","8,026148"
14/04/2008 13.00,"4,55868006","8,52794237"
14/04/2008 14.00,"4,46633387","10,51340935"
14/04/2008 15.00,"4,15022802","8,8777952"
14/04/2008 16.00,"4,10050297","8,54837191"
14/04/2008 17.00,"3,73289704",
14/04/2008 18.00,"3,93889904",
14/04/2008 19.00,"4,2567811","8,47686946"
14/04/2008 20.00,"4,27986717","8,72329739"
14/04/2008 21.00,"4,39529896","9,20849193"
14/04/2008 22.00,"3,8714149","9,97459125"
14/04/2008 23.00,"3,55886102","5,75083961"
15/04/2008 0.00,"3,56596398","5,43035483"
15/04/2008 1.00,,"4,79449407"
15/04/2008 2.00,"3,83234596",
15/04/2008 3.00,"3,80037999","4,78300304"
15/04/2008 4.00,"3,52867103","3,7347255"
15/04/2008 5.00,"3,38127303","4,34249541"
15/04/2008 6.00,"3,05095911","3,9658308"
15/04/2008 7.00,"2,93375111","3,9722168"
15/04/2008 8.00,"3,18770194","4,75874378"
15/04/2008 9.00,"4,06676197","5,60911002"
15/04/2008 10.00,"3,85365605","4,93111298"
15/04/2008 11.00,"4,53026581","5,75594653"
15/04/2008 12.00,"4,52849007","6,60503745"
15/04/2008 13.00,"4,61728382","14,83547898"
15/04/2008 14.00,"4,15377998","7,62139442"
15/04/2008 15.00,"4,23369503","5,15455885"
15/04/2008 16.00,"3,99395108","6,50161443"
15/04/2008 17.00,"4,46278286","6,00364977"
15/04/2008 18.00,"4,14489985","9,32851478"
15/04/2008 19.00,"3,8714149","7,10172491"
15/04/2008 20.00,"4,05255508","5,26564319"
15/04/2008 21.00,"3,81103492","4,89025578"
15/04/2008 22.00,"3,413239","5,43929334"
15/04/2008 23.00,"3,99927807","4,62850522"
16/04/2008 0.00,"3,89094996","4,4829478"
16/04/2008 1.00,"3,25873709","4,66681179"
16/04/2008 2.00,"3,49492908","5,35119107"
16/04/2008 3.00,"3,47716999","4,13692656"
16/04/2008 4.00,"3,18592596","3,99647606"
16/04/2008 5.00,"3,44165301","3,9722168"
16/04/2008 6.00,"2,94085503","4,73320544"
16/04/2008 7.00,"3,26228905","4,42932049"
16/04/2008 8.00,"3,26584101","6,2539093"
16/04/2008 9.00,"3,01721811","8,18192113"
16/04/2008 10.00,"4,00105381","6,69186065"
16/04/2008 11.00,"4,12536621","6,94339737"
16/04/2008 12.00,"3,87319112","6,9548884"
16/04/2008 13.00,"4,45212698","5,81084915"
16/04/2008 14.00,"4,07386494","5,48398214"
16/04/2008 15.00,"4,46988583","5,71891716"
16/04/2008 16.00,"4,68831921","6,46586226"
16/04/2008 17.00,"4,40595388","11,65233792"
16/04/2008 18.00,"3,76663804","11,10713195"
16/04/2008 19.00,"4,67055988","11,04584897"
16/04/2008 20.00,"4,59419823","12,58442232"
16/04/2008 21.00,"4,74337101","11,22843576"
16/04/2008 22.00,"4,70074987","8,62370596"
16/04/2008 23.00,"4,41660976","7,13109108"
17/04/2008 0.00,"3,92291594","8,24320976"
17/04/2008 1.00,,"6,19134536"
17/04/2008 2.00,"3,44875598",
17/04/2008 3.00,"3,93534708","6,14537936"
17/04/2008 4.00,"4,01348495","4,76640321"
17/04/2008 5.00,"3,92469096","4,37314066"
17/04/2008 6.00,"3,82169104","5,31160918"
17/04/2008 7.00,"3,62989593","4,25184062"
17/04/2008 8.00,"3,82524204","5,57463694"
17/04/2008 9.00,"3,83944893","6,87189492"
17/04/2008 10.00,"3,66186094","7,20387073"
17/04/2008 11.00,"4,61728382","5,58357357"
17/04/2008 12.00,"4,96002913","9,78562035"
17/04/2008 13.00,"5,11808205","9,03739805"
17/04/2008 14.00,"5,10920191","13,00322133"
17/04/2008 15.00,"4,60840511","11,58977586"
17/04/2008 16.00,"4,54980087","19,27372293"
17/04/2008 17.00,"4,9831152","15,85310374"
17/04/2008 18.00,"4,66523314","17,09929257"
17/04/2008 19.00,"4,51783514","14,02340801"
17/04/2008 20.00,"4,73982","13,78719392"
17/04/2008 21.00,"5,19799614","14,81632475"
17/04/2008 22.00,"5,02040911","14,09874018"
17/04/2008 23.00,"4,66700888","10,61427985"
18/04/2008 0.00,"4,05077887","10,62831964"
18/04/2008 1.00,"3,84832907","8,28279164"
18/04/2008 2.00,"3,7240169","7,54606037"
18/04/2008 3.00,"3,79505205","6,2590181"
18/04/2008 4.00,,"6,54074111"
18/04/2008 5.00,"3,67784405","5,57718945"
18/04/2008 6.00,"3,66363692","16,85286276"
18/04/2008 7.00,"3,43454909","17,79516664"
18/04/2008 8.00,"3,86075997","14,21110736"
18/04/2008 9.00,"3,26761699","7,53073774"
18/04/2008 10.00,"3,75243092","8,68244018"
18/04/2008 11.00,"3,79327703","8,07594559"
18/04/2008 12.00,"4,5675602","7,46178969"
18/04/2008 13.00,"3,76486206","9,85201401"
18/04/2008 14.00,"3,85543203","10,10481853"
18/04/2008 15.00,"2,94440699","7,58819665"
18/04/2008 16.00,"4,35445404","6,73655133"
18/04/2008 17.00,"3,413239","6,81826761"
18/04/2008 18.00,"3,84300089","6,81188538"
18/04/2008 19.00,"3,79327703","6,86423549"
18/04/2008 20.00,"3,09180498","7,12087537"
18/04/2008 21.00,"3,81813908","7,69544939"
18/04/2008 22.00,"3,37772107","7,54095345"
18/04/2008 23.00,"3,86075997","7,1898253"
19/04/2008 0.00,"3,6689651","7,76822904"
19/04/2008 1.00,,"6,57694848"
19/04/2008 2.00,"4,0720892",
19/04/2008 3.00,"3,56596398","6,99574748"
19/04/2008 4.00,"3,69382691","6,83359024"
19/04/2008 5.00,"3,43987703","5,46993671"
19/04/2008 6.00,"3,60503292","5,1826497"
19/04/2008 7.00,"3,41856599","4,84556698"
19/04/2008 8.00,"3,4043591","5,4175866"
19/04/2008 9.00,"3,57306695","6,022804"
19/04/2008 10.00,"3,89805293","13,15771915"
19/04/2008 11.00,"3,89450097","11,20544806"
19/04/2008 12.00,"3,89627695","11,74171928"
19/04/2008 13.00,"3,90870905","13,79613055"
19/04/2008 14.00,"3,67251706","16,70091746"
19/04/2008 15.00,"3,53577399","7,35325975"
19/04/2008 16.00,"3,59970593","11,94601092"
19/04/2008 17.00,"3,16994309","16,70220031"
19/04/2008 18.00,"3,32799602","9,01569131"
19/04/2008 19.00,"3,43454909","8,16149347"
19/04/2008 20.00,"3,81103492","9,51237877"
19/04/2008 21.00,"3,68849993","10,14440605"
19/04/2008 22.00,"3,99572706","10,2376096"
19/04/2008 23.00,"4,08807182","9,87116635"
20/04/2008 0.00,"3,88207006","11,91025688"
20/04/2008 1.00,"3,3457551","8,58284688"
20/04/2008 2.00,"3,42389393","8,16787759"
20/04/2008 3.00,"3,354635","6,55141014"
20/04/2008 4.00,"3,2835989","6,99957908"
20/04/2008 5.00,"3,33509994","7,02639274"
20/04/2008 6.00,"3,24808192","8,60965865"
20/04/2008 7.00,"3,02609706","12,20137736"
20/04/2008 8.00,"3,14330506","15,48793016"
20/04/2008 9.00,"4,36333323","10,90283842"
20/04/2008 10.00,"3,73822403","11,58594238"
20/04/2008 11.00,"4,14667606","15,91184361"
20/04/2008 12.00,"3,57306695","14,24430137"
20/04/2008 13.00,"4,09695101","11,0994744"
20/04/2008 14.00,"3,93179488","11,97793337"
20/04/2008 15.00,"4,19107294","9,70390219"
20/04/2008 16.00,"3,61924005","9,08847096"
20/04/2008 17.00,"3,51979089","8,28406884"
20/04/2008 18.00,"3,37239289","8,78586133"
20/04/2008 19.00,"3,39015198","7,76312213"
20/04/2008 20.00,"3,53222203","9,78689567"
20/04/2008 21.00,"3,64232707","9,1089005"
20/04/2008 22.00,"3,58017111","8,38621466"
20/04/2008 23.00,"3,43099689","5,86319927"
21/04/2008 0.00,"3,3386519","6,912754"
21/04/2008 1.00,,"6,33562558"
21/04/2008 2.00,"3,71691394",
21/04/2008 3.00,"3,652982","8,11680467"
21/04/2008 4.00,"4,0312438","7,54350785"
21/04/2008 5.00,"3,6068089","7,21536176"
21/04/2008 6.00,"3,90870905","7,1923797"
21/04/2008 7.00,"4,24257421","10,77259986"
21/04/2008 8.00,"3,99750304","14,74865014"
21/04/2008 9.00,"3,55353308","13,19347319"
21/04/2008 10.00,"4,49830008","11,86556432"
21/04/2008 11.00,"4,31360912","12,63039396"
21/04/2008 12.00,"3,87674308","12,7848899"
21/04/2008 13.00,"4,93871784","28,36986273"
21/04/2008 14.00,"4,4201622","21,59754795"
21/04/2008 15.00,"3,1912539","7,58691945"
21/04/2008 16.00,"3,42922091","5,62187825"
21/04/2008 17.00,"3,39015198","6,87955623"
21/04/2008 18.00,"3,74177599","5,48908906"
21/04/2008 19.00,"3,74177599","5,12391548"
21/04/2008 20.00,"3,89982891","5,2733045"
21/04/2008 21.00,"3,97441602","5,20563364"
21/04/2008 22.00,"3,92291594","4,7191619"
21/04/2008 23.00,"3,73822403","4,37314066"
22/04/2008 0.00,"3,73467302","4,4803934"
22/04/2008 1.00,"3,299582","4,26844044"
22/04/2008 2.00,"3,90160489","3,84836235"
22/04/2008 3.00,"3,26761699","3,94157155"
22/04/2008 4.00,"3,41856599","3,88538984"
22/04/2008 5.00,"3,6654129","3,98115343"
22/04/2008 6.00,"3,54465294","3,40147249"
22/04/2008 7.00,"3,88384604","3,6479023"
22/04/2008 8.00,"3,43277311","4,24162679"
22/04/2008 9.00,"3,19835711","5,60783471"
22/04/2008 10.00,"3,3972559","4,49699323"
22/04/2008 11.00,"3,96731305","5,96917669"
22/04/2008 12.00,"4,13602114","6,33179587"
22/04/2008 13.00,"4,40950584","5,08050388"
22/04/2008 14.00,"4,00993299","6,00237446"
22/04/2008 15.00,"4,18574619","6,0202496"
22/04/2008 16.00,"4,36333418","5,75083961"
22/04/2008 17.00,"3,85898399","5,52867094"
22/04/2008 18.00,"3,97264004","5,07284257"
22/04/2008 19.00,"4,47876501","5,71763996"
22/04/2008 20.00,"3,76841402","6,17857713"
22/04/2008 21.00,"3,6103611","4,63872093"
22/04/2008 22.00,"4,20350504","4,50082294"
22/04/2008 23.00,"3,73644805","3,9658308"
23/04/2008 0.00,"3,87319112","3,71812756"
23/04/2008 1.00,,"3,60576602"
23/04/2008 2.00,"3,45941091",
23/04/2008 3.00,"4,08807182","5,02559937"
23/04/2008 4.00,"3,42566991","4,2058765"
23/04/2008 5.00,"3,57129192","3,57129105"
23/04/2008 6.00,"3,240978","3,5470318"
23/04/2008 7.00,"3,08470106","3,47808374"
23/04/2008 8.00,"4,13602114","3,92880332"
23/04/2008 9.00,"3,84300089","7,80525841"
23/04/2008 10.00,"4,56578398","6,14921096"
23/04/2008 11.00,"3,85543203","7,004686"
23/04/2008 12.00,"4,57466316","6,6803715"
23/04/2008 13.00,"4,01348495","5,05369022"
23/04/2008 14.00,"4,06853819","4,69617796"
23/04/2008 15.00,"4,47166204","5,76360784"
23/04/2008 16.00,"4,26743603","4,81236921"
23/04/2008 17.00,"3,73644805","4,59020054"
23/04/2008 18.00,"3,94600201","5,91938097"
23/04/2008 19.00,"4,38109207","6,34839569"
23/04/2008 20.00,"4,59774923","7,7937655"
23/04/2008 21.00,"4,07564116","7,76695184"
23/04/2008 22.00,"4,19107294","6,33945718"
23/04/2008 23.00,"3,75065494","5,66529173"
24/04/2008 0.00,"3,67606902","5,56059151"
24/04/2008 1.00,"3,47539401","5,23499981"
24/04/2008 2.00,"3,77374196","5,48781186"
24/04/2008 3.00,"3,15928793","5,41375501"
24/04/2008 4.00,"3,37772107","5,59378928"
24/04/2008 5.00,"3,51623893","6,04578605"
24/04/2008 6.00,"3,2498579","7,40688518"
24/04/2008 7.00,"2,96571708","6,88594035"
24/04/2008 8.00,"3,25340891","7,34943003"
24/04/2008 9.00,"4,14134884","13,69015689"
24/04/2008 10.00,"4,35978222","14,66565101"
24/04/2008 11.00,"3,8749671","10,16739187"
24/04/2008 12.00,"4,19284916","10,27464461"
24/04/2008 13.00,"3,74177599","6,00109726"
24/04/2008 14.00,"3,87851906","6,34073438"
24/04/2008 15.00,"4,61906004","5,75466933"
24/04/2008 16.00,"3,80925894","5,75850092"
24/04/2008 17.00,"4,14134884","5,3179933"
24/04/2008 18.00,"3,91936398","6,64972625"
24/04/2008 19.00,"5,24239302","7,69289499"
24/04/2008 20.00,"4,54980087","6,02791091"
24/04/2008 21.00,"4,82328606","4,96686515"
24/04/2008 22.00,"3,97264004","5,1864813"
24/04/2008 23.00,"4,70607805","6,09686085"
25/04/2008 0.00,"4,21415901","5,65763042"
25/04/2008 1.00,,"4,8047079"
25/04/2008 2.00,"4,00105381",
25/04/2008 3.00,"3,75598311","6,92169063"
25/04/2008 4.00,"4,06498623","6,10452028"
25/04/2008 5.00,"3,54642892","6,31264352"
25/04/2008 6.00,"3,33509994","5,92065817"
25/04/2008 7.00,"3,73289704","4,41399786"
25/04/2008 8.00,"4,04367495","5,60272591"
25/04/2008 9.00,"4,4929719","8,64541082"
25/04/2008 10.00,"4,75580311","6,80294687"
25/04/2008 11.00,"4,62616301","5,70104202"
25/04/2008 12.00,"4,32959223","6,45181871"
25/04/2008 13.00,"4,57288694","5,17498839"
25/04/2008 14.00,"4,60485315","5,29756376"
25/04/2008 15.00,"4,28519487","4,60552316"
25/04/2008 16.00,"4,46811008","5,14689942"
25/04/2008 17.00,"4,14489985","4,28120867"
25/04/2008 18.00,"4,61728382","8,17425982"
25/04/2008 19.00,"4,79664803","5,89767423"
25/04/2008 20.00,"4,76290607","7,50647849"
25/04/2008 21.00,"4,68831921","6,72761282"
25/04/2008 22.00,"4,90675211","6,88083343"
25/04/2008 23.00,"4,67944002","7,13619987"
26/04/2008 0.00,"5,07013321","6,06749279"
26/04/2008 1.00,"4,5213871","4,98091057"
26/04/2008 2.00,"4,58709383","7,18854998"
26/04/2008 3.00,"4,40950584","8,08105251"
26/04/2008 4.00,"3,9300189","5,20307924"
26/04/2008 5.00,"4,67411184","4,87621035"
26/04/2008 6.00,"3,97086406","7,29197113"
26/04/2008 7.00,"3,92646694","8,09765233"
26/04/2008 8.00,"3,71513796","7,45795997"
26/04/2008 9.00,"4,24967718","6,58588511"
26/04/2008 10.00,"3,64587903","7,40816238"
26/04/2008 11.00,"4,7859931","7,80398121"
26/04/2008 12.00,"4,78244114","8,57773808"
26/04/2008 13.00,"5,22463512","7,01617703"
26/04/2008 14.00,"4,53381777","7,11704565"
26/04/2008 15.00,"5,08789206","6,21560462"
26/04/2008 16.00,"4,8250618","6,09047673"
26/04/2008 17.00,"4,19107294","7,0021316"
26/04/2008 18.00,"4,40595388","7,02000674"
26/04/2008 19.00,"4,75402689","7,48477363"
26/04/2008 20.00,"3,96553707","6,61653036"
26/04/2008 21.00,"4,18574619","5,7853127"
26/04/2008 22.00,"4,20527983","6,18113153"
26/04/2008 23.00,"4,46455908","6,23858667"
27/04/2008 0.00,"4,23014307","5,9730064"
27/04/2008 1.00,,"4,72937573"
27/04/2008 2.00,"3,828794",
27/04/2008 3.00,"4,44857502","8,78075441"
27/04/2008 4.00,"3,73822403","8,12191159"
27/04/2008 5.00,"4,244349","7,19876381"
27/04/2008 6.00,"4,43969584","7,97890668"
27/04/2008 7.00,"4,17153788","6,1236745"
27/04/2008 8.00,"4,40595388","4,93877617"
27/04/2008 9.00,"5,68813896","6,59226922"
27/04/2008 10.00,"5,20865202","7,45668277"
27/04/2008 11.00,"6,00779676","7,08257068"
27/04/2008 12.00,"6,36652422","7,4681738"
27/04/2008 13.00,"5,59756899","6,41096151"
27/04/2008 14.00,"5,82488203","5,97045389"
27/04/2008 15.00,"5,38268805","5,24010861"
27/04/2008 16.00,"5,67925882","5,93470172"
27/04/2008 17.00,"5,38801479","6,21815901"
27/04/2008 18.00,"5,14294386","7,00851571"
27/04/2008 19.00,"5,59756899","7,72864716"
27/04/2008 20.00,"5,11808205","7,03916096"
27/04/2008 21.00,"5,28146315","5,56314403"
27/04/2008 22.00,"4,78066492","6,13771805"
27/04/2008 23.00,"4,73093987","6,01769708"
28/04/2008 0.00,"5,03639078","6,68803281"
28/04/2008 1.00,"5,04704714","6,22071153"
28/04/2008 2.00,"4,56578398","6,71101487"
28/04/2008 3.00,"4,64747381","6,912754"
28/04/2008 4.00,"5,07368517","5,16477456"
28/04/2008 5.00,"4,3118329","6,2117749"
28/04/2008 6.00,"4,5675602","7,58053534"
28/04/2008 7.00,"4,50007582","5,66784613"
28/04/2008 8.00,"4,53381777","4,78300304"
28/04/2008 9.00,"5,07723713","5,15455885"
28/04/2008 10.00,"5,28323793","6,3011525"
28/04/2008 11.00,"4,83038902","6,1223973"
28/04/2008 12.00,"5,38268805","5,85043104"
28/04/2008 13.00,"5,19977188","5,3192705"
28/04/2008 14.00,"5,37913609","6,18496124"
28/04/2008 15.00,"5,38091183","5,6972123"
28/04/2008 16.00,"5,27613497","6,00237446"
28/04/2008 17.00,"5,37558413","5,81978767"
28/04/2008 18.00,"5,2175312","6,07770662"
28/04/2008 19.00,"4,46811008","5,77254447"
28/04/2008 20.00,"5,26725578","6,27178444"
28/04/2008 21.00,"5,11985779","6,63185111"
28/04/2008 22.00,"5,49989605","7,16812044"
28/04/2008 23.00,"4,9831152","5,67550556"
29/04/2008 0.00,"4,84282112","6,912754"
29/04/2008 1.00,,"5,87469218"
29/04/2008 2.00,"4,77888918",
29/04/2008 3.00,"4,95292521","5,90278115"
29/04/2008 4.00,"4,40773106","5,40609557"
29/04/2008 5.00,"4,71140623","5,11370165"
29/04/2008 6.00,"4,48054123","5,66656893"
29/04/2008 7.00,"4,14312506","5,26309067"
29/04/2008 8.00,"4,40773106","5,15711325"
29/04/2008 9.00,"4,81085491","6,73527413"
29/04/2008 10.00,"4,82328606","6,2104977"
29/04/2008 11.00,"4,80019999","5,12391548"
29/04/2008 12.00,"4,64036989","5,35246826"
29/04/2008 13.00,"5,19266891","5,20563364"
29/04/2008 14.00,"4,96180391","5,459721"
29/04/2008 15.00,"5,03639078","4,91834663"
29/04/2008 16.00,"5,18556499","5,45333689"
29/04/2008 17.00,"4,65457821","5,17371307"
29/04/2008 18.00,"4,97956324","4,75618938"
29/04/2008 19.00,"4,75225115","6,07132251"
29/04/2008 20.00,"5,30099678","7,05192731"
29/04/2008 21.00,"5,42708492","6,2079433"
29/04/2008 22.00,"4,60485315","9,07187114"
29/04/2008 23.00,"5,32941198","8,34280306"
30/04/2008 0.00,"5,06480598","8,89311595"
30/04/2008 1.00,"5,10920191","8,74500413"
30/04/2008 2.00,"4,54624891","9,12677565"
30/04/2008 3.00,"4,59064579","7,66608134"
30/04/2008 4.00,"3,85543203","8,01848857"
30/04/2008 5.00,"4,6776638","6,50033723"
30/04/2008 6.00,"4,08096886","6,9574428"
30/04/2008 7.00,"4,38641977","5,86319927"
30/04/2008 8.00,"4,5604558","12,77850578"
30/04/2008 9.00,"4,84637308","22,04571501"
30/04/2008 10.00,"6,24931622","19,16264988"
30/04/2008 11.00,"8,28980064","24,00182334"
30/04/2008 12.00,"6,43933487","14,92229841"
30/04/2008 13.00,"5,52298212","11,70724619"
30/04/2008 14.00,"5,41287804","11,47103397"
30/04/2008 15.00,"5,23529005","11,74171928"
30/04/2008 16.00,"4,94049406","12,13114835"
30/04/2008 17.00,"4,80197477","11,20289742"
30/04/2008 18.00,"5,11808205","12,03156068"
30/04/2008 19.00,"4,96180391","9,81115493"
30/04/2008 20.00,"5,18556499","11,49145599"
30/04/2008 21.00,"5,11097813","9,76135921"
30/04/2008 22.00,"5,2015481","12,28692713"
30/04/2008 23.00,"5,0221839","9,43704472"
01/05/2008 0.00,"5,17313385","10,5415002"
01/05/2008 1.00,,"7,75929241"
01/05/2008 2.00,"5,03994322",
01/05/2008 3.00,"4,64747381","6,94467457"
01/05/2008 4.00,"4,48586893","6,60248493"
01/05/2008 5.00,"4,26921177","6,07132251"
01/05/2008 6.00,"3,75065494","6,39180729"
01/05/2008 7.00,"4,0934","5,43418643"
01/05/2008 8.00,"4,358006","5,4635526"
01/05/2008 9.00,"4,87123489","6,52715088"
01/05/2008 10.00,"6,67019987","24,45510672"
01/05/2008 11.00,"6,71637201","17,30486706"
01/05/2008 12.00,"4,69364691","10,01416561"
01/05/2008 13.00,"4,89787292","10,55426843"
01/05/2008 14.00,"4,85169983","15,80969402"
01/05/2008 15.00,"4,36155701","14,41029398"
01/05/2008 16.00,"5,33473921","14,56222987"
