NetC,Provincia di TARANTO,,,,,,
Stat,SS7 Wind,,,,,,
Parm,SO2,NOX,NO,NO2,PM10,CO,BENZENE
PtId,1,2,3,4,5,6,7
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,mg/m3 293K,ug/m3 293K
Field,Aver,Aver,Aver,Aver,Aver,Aver,Aver
,,,,,,,,,,,,,,,
,,,,,,,,,,,,
14/01/2007 10.00,"1,399466","73,734291","6,383907","63,990279","53,235641","0,32403",
14/01/2007 11.00,"1,131341","63,704781","8,329446","50,968718",,"0,648413",
14/01/2007 12.00,"3,033823","60,567418","6,604683","50,475536","57,142841","0,321919",
14/01/2007 13.00,"4,681161","64,930429","7,313537","53,753949",,"0,386554",
14/01/2007 14.00,"3,355429","53,594869","3,503662","48,256183","54,21244","0,323562",
14/01/2007 15.00,"4,682948","67,044509","4,731891","59,83059",,"0,291283",
14/01/2007 16.00,"3,541067","58,762012","2,728831","54,615743","47,863232","0,215278",
14/01/2007 17.00,"2,153872","86,180073","2,935227","81,736087",,"0,226806",
14/01/2007 18.00,"1,198461","69,857616","2,733907","65,711249","36,630032","0,151777",
14/01/2007 19.00,"2,177635","74,258256","1,820348","71,516634",,"0,236457",
14/01/2007 20.00,"1,836493","68,668313","1,249375","66,798871","21,001221","0,337941",
14/01/2007 21.00,"0,062237","55,968331","6,301011","46,339212",,"0,373229",
14/01/2007 22.00,"0,051933","55,061757","4,476432","48,231519","25,39682","0,335597",
14/01/2007 23.00,"0,034543","50,124169","5,220812","42,148394",,"0,386476",
15/01/2007 0.00,"0,113099","60,894234","5,988032","51,748757","35,164822","0,369595",
15/01/2007 1.00,"0,109227","47,500388","1,443083","45,319083",,"0,287883",
15/01/2007 2.00,"0,039724","43,636696","1,97007","40,644149","34,18803","0,278427",
15/01/2007 3.00,"0,31041","52,797241","1,77467","50,110822",,"0,268384",
15/01/2007 4.00,"0,032816","42,426609","1,660475","39,908258","28,327221","0,239817",
15/01/2007 5.00,"0,029362","45,963467","5,170059","38,062682",,"0,234738",
15/01/2007 6.00,"0,247637","62,931795","14,270955","41,078937","31,746031","0,256544",
15/01/2007 7.00,"1,039445","104,054957","36,289384","48,446961",,"0,342162",
15/01/2007 8.00,"2,347371","156,319153","66,616111","54,216001","31,25762","0,387336",
15/01/2007 9.00,"0,051874","85,397969","18,826046","56,571644",,"0,32364",
15/01/2007 10.00,"0,039724","46,27734","5,060941","38,545477","28,327221","0,281006",
15/01/2007 11.00,"0,01209","26,952411","0,908482","25,577148",,"0,255645",
15/01/2007 12.00,"0,037997","29,06131","1,425318","26,894477","18,55921","0,096644",
15/01/2007 13.00,"0,044966","30,449057","1,587729","28,034031",,"0,023473",
15/01/2007 14.00,"0,058723","35,1921","1,897323","32,305322","20,51281","0,019156",
15/01/2007 15.00,"0,03627","24,442778","0,850963","23,154032",,"0,015441",
15/01/2007 16.00,"0,010422","24,848733","0,55321","24,017109","23,44322","0,031149",
15/01/2007 17.00,"0,146152","42,657483","1,449849","40,462451",,"0,040026",
15/01/2007 18.00,"0,114646","35,822429","1,19693","34,010732","28,327221","0,065415",
15/01/2007 19.00,"0,018999","49,558696","3,39116","44,391112",,"0,084916",
15/01/2007 20.00,"0,043179","58,177071","5,691973","49,483954","24,908421","0,105509",
15/01/2007 21.00,"0,022453","45,321453","2,206918","41,966679",,"0,054027",
15/01/2007 22.00,"0,036329","37,970216","1,552203","35,614901","21,48962","0,054161",
15/01/2007 23.00,"0,045025","37,377497","1,365262","35,308598",,"0,051348",
16/01/2007 0.00,"0,02418","42,005109","1,634253","39,526681","22,954821","0,035508",
16/01/2007 1.00,,"40,443561","1,380486","38,3547",,"0,023039",
16/01/2007 2.00,"0,951261",,,,"24,908421","0,030426",
16/01/2007 3.00,"0,388952","47,576906","1,263755","45,670814",,,
16/01/2007 4.00,"0,662688","43,979077","1,155481","42,236652","21,48962","0,26934",
16/01/2007 5.00,"1,668264","59,481842","1,371183","57,419136",,"0,263555",
16/01/2007 6.00,"1,595404","54,452171","1,227381","52,606631","21,48962","0,264616",
16/01/2007 7.00,"2,117633","61,697066","2,630707","57,703393",,"0,31436",
16/01/2007 8.00,"2,91623","75,578569","5,509261","67,177852","22,46641","0,493893",
16/01/2007 9.00,,"140,261297","39,354022","79,976168",,"0,96126",
16/01/2007 10.00,,"211,893186","92,257477","70,486129","46,398041","0,959176",
16/01/2007 11.00,"5,31026","129,313525","42,131064","64,759917",,"0,564258",
16/01/2007 12.00,"3,661755","84,813051","17,639264","57,807215","48,84005","0,463158",
16/01/2007 13.00,,"68,354421","10,526206","52,25102",,"0,288071",
16/01/2007 14.00,"4,82564","62,599778","8,242319","49,996621","40,537231","0,309794",
16/01/2007 15.00,"5,384996","66,477715","6,958265","55,847416",,"0,319162","1,193424"
16/01/2007 16.00,"3,867259","72,771924","6,559006","62,758606","39,56044","0,330889","1,089553"
16/01/2007 17.00,"5,030318","126,561378","30,698907","79,546561",,"0,406133","1,217191"
16/01/2007 18.00,"5,275173","134,392508","37,663938","76,696453","63,980461","0,362136","1,385983"
16/01/2007 19.00,"6,371617","192,774339","66,842817","90,348766",,"0,485431","1,548172"
16/01/2007 20.00,"4,729651","135,675193","32,259565","86,272134","61,05006","0,419476","1,619034"
16/01/2007 21.00,"3,004868","67,095083","3,490129","61,786487",,"0,281933","1,399627"
16/01/2007 22.00,"3,134497","72,189587","5,300326","64,10708","63,003651","0,339823","1,358914"
16/01/2007 23.00,"3,957279","100,813812","18,919933","71,854085",,"0,365481","1,676031"
17/01/2007 0.00,"2,898644","48,401762","1,683315","45,852511","46,398041","0,283506","1,80389"
17/01/2007 1.00,"3,319937","57,059089","2,672156","52,998591",,"0,319908","1,394786"
17/01/2007 2.00,"3,771838","90,252555","2,774509","86,057991","44,932831","0,348244","0,981059"
17/01/2007 3.00,"3,46577","68,783721","1,992064","65,774843",,"0,35639","0,868385"
17/01/2007 4.00,"3,669635","77,219273","1,823733","74,474485","41,514042","0,302671","0,927583"
17/01/2007 5.00,"3,78084","71,111812","2,165469","67,838465",,"0,26257","0,806986"
17/01/2007 6.00,"4,580217","81,975276","2,553732","78,113728","30,28083","0,275007","0,85166"
17/01/2007 7.00,"4,0509","73,397089","2,918309","68,970214",,"0,290433","0,881589"
17/01/2007 8.00,"3,41716","89,076197","22,883773","54,026503","24,908421","0,353163","1,060724"
17/01/2007 9.00,"4,544209","92,664946","2,843025","88,366899",,"0,389408","1,184182"
17/01/2007 10.00,"3,987886","101,774881","26,712248","60,8598","36,141621","0,529902","1,564897"
17/01/2007 11.00,"3,622404","98,156323","19,867329","67,741123",,"0,533483","2,078754"
17/01/2007 12.00,"2,686197","72,490496","6,18597","63,049326","38,58363","0,344583","1,773081"
17/01/2007 13.00,"2,059958","62,770962","7,321149","51,581323",,"0,319712","1,250422"
17/01/2007 14.00,"2,29773","58,017555","5,089701","50,24841","31,25762","0,276344","0,953771"
17/01/2007 15.00,"3,987886","80,919528","8,397963","68,090258",,"0,280594","0,671424"
17/01/2007 16.00,"4,789064","101,490849","11,122564","84,495352","38,09523","0,299603","0,673406"
17/01/2007 17.00,"4,095909","109,742184","13,181439","89,593394",,"0,341082","1,013849"
17/01/2007 18.00,"3,310936","77,46569","3,258356","72,519883","42,97924","0,256549","0,752409"
17/01/2007 19.00,"3,517982","77,859966","2,896316","73,469938",,"0,267056","0,672525"
17/01/2007 20.00,"4,576617","96,605135","5,149758","88,77054","58,119652","0,527187","1,495796"
17/01/2007 21.00,"4,335363","83,322838","3,095945","78,630268",,"0,592593","2,169862"
17/01/2007 22.00,"4,427184","84,147712","3,024891","79,564744","63,980461","0,661462","2,385088"
17/01/2007 23.00,"4,373172","80,850792","2,230604","77,48426",,"0,580236","2,050586"
18/01/2007 0.00,"5,215758","96,402807","2,60787","92,468177","56,16605","0,477955","1,844163"
18/01/2007 1.00,,"98,018851","1,80766","95,313121",,"0,588657","1,243819"
18/01/2007 2.00,"3,171818",,,,"53,235641","0,654969","1,386423"
18/01/2007 3.00,"3,132726","102,493391","2,031821","99,446848",,,"1,381581"
18/01/2007 4.00,"2,339505","82,709351","1,949769","79,774985","43,46764","0,614273","1,478411"
18/01/2007 5.00,"2,994126","91,722024","2,669619","87,689424",,"0,619385","1,540911"
18/01/2007 6.00,"2,651179","84,375947","2,636629","80,388889","30,28083","0,470573","1,487434"
18/01/2007 7.00,"3,958999","108,159889","6,625831","98,068506",,"0,358286","1,217851"
18/01/2007 8.00,"2,334588","82,168523","6,202887","72,708082","17,582411","0,361905","0,987881"
18/01/2007 9.00,"1,785991","86,503009","20,122788","55,687782",,"0,329429","0,957952"
18/01/2007 10.00,"4,341039","179,672489","64,965781","80,117636","31,746031","0,60932","1,411951"
18/01/2007 11.00,"1,838707","79,036323","10,924618","62,329",,"0,355496","1,434177"
18/01/2007 12.00,"1,468513","67,431002","9,255694","53,27635","31,25762","0,28921","1,065565"
18/01/2007 13.00,"1,259428","66,056198","9,190559","52,000528",,"0,301436","1,201566"
18/01/2007 14.00,"0,461113","62,830631","7,607906","51,201044","21,97802","0,225714","0,997125"
18/01/2007 15.00,"1,002484","89,427681","16,42289","64,291377",,"0,225596","0,821291"
18/01/2007 16.00,"0,47367","72,718753","9,238776","58,593735","42,97924","0,224966","0,733703"
18/01/2007 17.00,"1,720482","99,69843","5,494034","91,337726",,"0,234205","0,788721"
18/01/2007 18.00,"2,766679","106,04969","6,262945","96,51365","60,561661","0,276666","1,232156"
18/01/2007 19.00,"2,183017","90,847874","5,87553","81,895702",,"0,299431","1,145449"
18/01/2007 20.00,"2,832425","89,534045","2,371866","85,956747","57,142841","0,323453","1,439899"
18/01/2007 21.00,"2,167913","75,454058","2,83795","71,151942",,"0,36965","1,216751"
18/01/2007 22.00,"3,191365","93,196672","2,278819","89,764708","52,74725","0,605231","2,25965"
18/01/2007 23.00,"2,809325","85,383725","4,924753","77,886581",,"0,636684","2,709247"
19/01/2007 0.00,"2,18438","79,44876","5,637835","70,853425","56,16605","0,558052","2,488079"
19/01/2007 1.00,"3,440136","99,314518","6,422818","89,528502",,"0,483391","2,036061"
19/01/2007 2.00,"3,637374","89,137173","1,551357","86,818542","51,770451","0,46385","1,643021"
19/01/2007 3.00,"3,182481","85,269578","2,036896","82,203299",,"0,420721","1,483032"
19/01/2007 4.00,"3,496997","91,710361","4,171067","85,37401","41,514042","0,480285","1,399186"
19/01/2007 5.00,"3,180704","80,798919","2,075806","77,669834",,"0,415453","1,453984"
19/01/2007 6.00,"3,504105","85,65869","5,543096","77,213","33,699631","0,39497","1,281891"
19/01/2007 7.00,"2,827095","81,618614","3,686375","76,018941",,"0,335523","1,117061"
19/01/2007 8.00,"3,196696","90,443219","7,512319","78,979403","30,28083","0,335327","0,881809"
19/01/2007 9.00,"4,275292","121,128352","16,660581","95,649266",,"0,301908","0,989202"
19/01/2007 10.00,"3,752875","125,659964","32,409294","76,020254","52,25885","0,311895","0,906017"
19/01/2007 11.00,"2,901311","89,511981","16,730787","63,903323",,"0,274033","0,389959"
19/01/2007 12.00,"4,0745","87,527613","17,066603","61,402313","53,235641","0,26271","0,431332"
19/01/2007 13.00,"3,063012","59,602468","8,810757","46,125066",,"0,233105","0,317997"
19/01/2007 14.00,"2,435756","62,106921","7,640895","50,426227","44,444431","0,235857","0,317337"
19/01/2007 15.00,"2,336662","56,422276","5,55071","47,94468",,"0,234914","0,317557"
19/01/2007 16.00,"1,565474","46,818186","3,308262","41,774599","41,514042","0,229685","0,317117"
19/01/2007 17.00,"2,988795","97,109676","4,179526","90,764091",,"0,249146","0,304793"
19/01/2007 18.00,"3,735106","102,215843","3,120477","97,49873","58,119652","0,226382","0,315136"
19/01/2007 19.00,"4,492077","109,200073","3,343791","104,145086",,"0,415767","0,741847"
19/01/2007 20.00,"4,573817","111,333597","3,66438","105,78824","56,16605","0,644822","2,237203"
19/01/2007 21.00,"4,179339","95,967009","2,171391","92,701809",,"0,487558","2,231041"
19/01/2007 22.00,"1,74909","53,000849","2,157857","49,726662","50,305241","0,341224","1,392145"
19/01/2007 23.00,"0,959897","40,024622","2,168007","36,725867",,"0,234717","0,963234"
20/01/2007 0.00,"0,993659","56,387248","8,537535","43,326856","35,164822","0,238176","0,650739"
20/01/2007 1.00,,"46,515975","7,270396","35,392954",,"0,241637","0,477326"
20/01/2007 2.00,"1,035126",,,,"35,653221","0,231649","0,390179"
20/01/2007 3.00,"0,690172","49,231858","1,388946","47,134813",,,"0,317117"
20/01/2007 4.00,"1,080957","52,795939","2,145169","49,541067","32,234421","0,134016","0,317117"
20/01/2007 5.00,"0,681492","51,314789","8,225402","38,729796",,"0,127174","0,317777"
20/01/2007 6.00,"0,971964","60,357308","5,23773","52,362642","21,48962","0,132285","0,316897"
20/01/2007 7.00,"0,751632","59,689351","11,998048","41,321646",,"0,128118","0,317117"
20/01/2007 8.00,"1,77154","89,556072","19,498528","59,700802","24,42001","0,157179","0,470944"
20/01/2007 9.00,"1,6395","96,095436","25,739489","56,668982",,"0,223086","0,967195"
20/01/2007 10.00,"1,465878","72,183103","10,634483","55,91621","30,28083","0,197525","1,008568"
20/01/2007 11.00,"1,678439","80,867655","10,355345","65,035072",,"0,287341","0,998664"
20/01/2007 12.00,"1,621143","65,925203","6,22319","56,422393","34,67643","0,227294","1,026173"
20/01/2007 13.00,"1,036299","51,069652","5,199667","43,126975",,"0,164256","0,848359"
20/01/2007 14.00,"0,423744","43,564058","2,863326","39,200911","35,653221","0,14955","0,317117"
20/01/2007 15.00,"0,885785","48,112534","2,690767","44,017317",,"0,160324","0,434853"
20/01/2007 16.00,"3,603193","53,107213","3,393698","47,936898","30,76923","0,2339","0,736565"
20/01/2007 17.00,"3,88997","114,90026","20,547417","83,453177",,"0,233035","1,170317"
20/01/2007 18.00,"3,406143","94,839942","2,65101","90,838064","50,305241","0,467877","0,936385"
20/01/2007 19.00,"3,193259","98,091489","4,824938","90,756287",,"0,251045","0,739646"
20/01/2007 20.00,"2,429193","72,397115","2,09357","69,234989","49,816841","0,219743","0,8532"
20/01/2007 21.00,"3,627824","89,191642","1,824578","86,453849",,"0,458086","1,362876"
20/01/2007 22.00,"3,034916","86,566544","1,944694","83,642653","60,073261","0,76218","1,619694"
20/01/2007 23.00,"3,696439","98,869654","2,111333","95,698601",,"0,384118","1,285413"
21/01/2007 0.00,"3,993773","97,471502","1,782283","94,804356","61,05006","0,222928","0,878948"
21/01/2007 1.00,"3,627824","93,210953","1,81781","90,486318",,"0,193317","0,825471"
21/01/2007 2.00,"4,039517","94,144794","1,857567","91,359811","49,816841","0,210502","0,723581"
21/01/2007 3.00,"4,006089","95,564973","1,822886","92,834175",,"0,192767","0,578117"
21/01/2007 4.00,"3,52754","84,264441","1,619873","81,837309","37,118431","0,196384","0,433532"
21/01/2007 5.00,"3,112328","78,810649","1,81781","76,076051",,"0,212467","0,435073"
21/01/2007 6.00,"3,020342","73,078033","1,484531","70,850821","33,699631","0,368782","0,746248"
21/01/2007 7.00,"0,876988","45,063373","1,834728","42,279462",,"0,497568","1,01583"
21/01/2007 8.00,"0,646891","47,543198","3,671149","41,943313","25,88522","0,3514","1,038497"
21/01/2007 9.00,"1,394272","57,708881","11,009215","40,857012",,"0,366933","1,099896"
21/01/2007 10.00,"1,690755","63,418154","6,962493","52,779248","38,09523","0,241568","1,399627"
21/01/2007 11.00,"1,619383","59,859269","3,084949","55,167337",,"0,187497","0,573935"
21/01/2007 12.00,"1,667385","54,930765","2,360023","51,347695","28,81562","0,164649","0,317997"
21/01/2007 13.00,"0,704627","42,203538","2,474219","38,436458",,"0,179711","0,318877"
21/01/2007 14.00,"1,293871","48,261708","2,874323","43,884929","21,48962","0,187261","0,320858"
21/01/2007 15.00,"2,76925","46,251393","4,149076","39,917339",,"0,173301","0,318877"
21/01/2007 16.00,"2,077847","57,963082","3,845401","52,103071","26,37361","0,322103","0,542685"
21/01/2007 17.00,"3,821355","124,697619","4,173605","118,38018",,"0,369804","1,240299"
21/01/2007 18.00,"3,719311","94,845143","3,675378","89,271523","43,46764","0,383214","1,621234"
21/01/2007 19.00,"3,714033","96,771154","2,88109","92,417566",,"0,426981","1,479952"
21/01/2007 20.00,"4,007848","96,694636","1,756907","94,065869","46,88644","0,421043","1,897859"
21/01/2007 21.00,"3,775611","89,962046","1,613105","87,549232",,"0,466069","1,342409"
21/01/2007 22.00,"2,507104","68,966625","2,973292","64,452313","51,282051","0,413847","1,381802"
21/01/2007 23.00,"2,010229","58,117398","1,462538","55,913628",,"0,495327","1,621455"
22/01/2007 0.00,"3,455406","87,527613","1,939617","84,612175","48,35165","0,453171","1,777482"
22/01/2007 1.00,,"81,829986","2,070731","78,709449",,"0,365439","1,287833"
22/01/2007 2.00,"3,478091",,,,"45,421242","0,342513","1,060503"
22/01/2007 3.00,"2,901933","92,318641","1,884636","89,490873",,,"0,829873"
22/01/2007 4.00,"2,091435","58,594691","1,490453","56,348398","38,58363","0,254514","0,59264"
22/01/2007 5.00,"2,14958","75,581188","1,51583","73,307705",,"0,314864","0,672745"
22/01/2007 6.00,"2,993555","91,855615","1,913396","88,983407","38,58363","0,320128","0,78806"
22/01/2007 7.00,"2,762739","71,49832","1,441391","69,336211",,"0,235185","0,317557"
22/01/2007 8.00,"2,279964","73,062454","4,06787","66,871546","33,699631","0,473395","0,515397"
22/01/2007 9.00,"3,00765","70,17409","11,732448","52,221174",,"0,239703","1,591526"
22/01/2007 10.00,"2,124912","67,560691","11,014286","50,707844","31,25762","0,194167","0,733703"
22/01/2007 11.00,"1,55404","69,727942","10,634483","53,459327",,"0,210079","0,511216"
22/01/2007 12.00,"4,124727","80,629019","14,291243","58,757249","31,746031","0,214362","0,513417"
22/01/2007 13.00,"9,456392","47,49909","6,631751","37,356637",,"0,185759","0,514957"
22/01/2007 14.00,"7,710298","47,592471","5,422134","39,306053","34,18803","0,194678","0,318658"
22/01/2007 15.00,"1,96105","37,160885","2,407393","33,492886",,"0,191573","0,317337"
22/01/2007 16.00,"3,197941","47,243588","4,042493","41,073755","37,118431","0,228113","0,319758"
22/01/2007 17.00,"2,050558","55,768604","2,24583","52,361341",,"0,636602","0,398981"
22/01/2007 18.00,"2,433254","32,795273","0,778217","31,623945","50,793652","0,680174","2,218057"
22/01/2007 19.00,"1,448676","28,443944","0,374728","27,914625",,"0,281192","1,024853"
22/01/2007 20.00,"1,019112","25,891501","0,551518","25,064484","41,514042","0,258091","0,437493"
22/01/2007 21.00,"0,851374","26,119755","0,591275","25,230616",,"0,423498","0,488329"
22/01/2007 22.00,"1,90643","29,447802","0,599733","28,675162","44,444431","0,203439","0,541365"
22/01/2007 23.00,"3,571474","39,482473","1,289131","37,53185",,"0,196014","0,319758"
23/01/2007 0.00,"17,34288","42,060862","1,66978","39,527979","37,606831","0,204265","0,436833"
23/01/2007 1.00,"13,366156","37,337305","1,057359","35,740787",,"0,194716","0,319097"
23/01/2007 2.00,"16,417847","42,115335","1,470996","39,887493","42,97924","0,189688","0,320418"
23/01/2007 3.00,"16,12009","33,707048","1,227381","31,847168",,"0,173226","0,319758"
23/01/2007 4.00,"6,744749","22,156218","0,743535","21,030699","38,58363","0,170828","0,314476"
23/01/2007 5.00,"4,549357","25,789037","1,034519","24,219589",,"0,168433","0,470504"
23/01/2007 6.00,"3,011174","33,17142","2,926769","28,703727","37,118431","0,170122","0,59088"
23/01/2007 7.00,"11,102049","40,744451","5,312169","32,622007",,"0,191378","0,762093"
23/01/2007 8.00,"7,743776","43,146439","6,638519","32,990584","32,234421","0,184738","0,789601"
23/01/2007 9.00,"5,557194","41,138705","6,361069","31,407198",,"0,18902","0,854961"
23/01/2007 10.00,"4,889413","38,985736","6,366143","29,244938","32,722832","0,186113","0,878729"
23/01/2007 11.00,"11,530207","41,15819","7,337222","29,928918",,"0,181319","0,945408"
23/01/2007 12.00,"4,982797","44,893473","8,114592","32,474036","32,722832","0,17193","0,817329"
23/01/2007 13.00,"4,094775","40,211366","6,486259","30,287131",,"0,160143","0,752849"
23/01/2007 14.00,"3,895673","40,049267","6,250257","30,486992","38,58363","0,164543","0,889512"
23/01/2007 15.00,"4,322066","35,863937","4,385077","29,160581",,"0,139829","1,012089"
23/01/2007 16.00,"4,810126","35,41129","4,16007","29,052859","42,490841","0,144781","1,154693"
23/01/2007 17.00,"3,597904","31,875734","2,726292","27,714745",,"0,133387","1,236997"
23/01/2007 18.00,"2,938934","26,722857","2,008981","23,658897","38,58363","0,132719","1,464326"
23/01/2007 19.00,"5,433857","29,106701","1,867718","26,261129",,"0,125214","1,195405"
23/01/2007 20.00,"3,15213","24,947298","1,766211","22,254608","31,25762","0,117042","1,091973"
23/01/2007 21.00,"2,801502","17,079858","0,688552","16,053381",,"0,114017","0,593741"
23/01/2007 22.00,"2,785644","21,741179","1,227381","19,873003","36,630032","0,097908","0,513637"
23/01/2007 23.00,"2,79093","21,940908","0,669097","20,932077",,"0,09618","0,395901"
24/01/2007 0.00,"2,843788","30,415349","1,46","28,196263","34,18803","0,110835","0,318877"
24/01/2007 1.00,,"31,806998","1,509062","29,513593",,"0,101405","0,317997"
24/01/2007 2.00,"0,148993",,,,"36,141621","0,095236","0,317777"
24/01/2007 3.00,"0,005079","24,398668","0,543905","23,63425",,,"0,318217"
24/01/2007 4.00,"0,003387","24,888943","1,33058","22,864595","24,42001","0,127775","0,318658"
24/01/2007 5.00,0,"29,687737","1,950615","26,715381",,"0,128284","0,317557"
24/01/2007 6.00,0,"33,17142","2,868402","28,793285","12,21001","0,135031","0,317557"
24/01/2007 7.00,"0,001693","27,127513","3,345481","22,013199",,"0,146213","0,317777"
24/01/2007 8.00,"0,001693","44,58608","5,495726","36,184656","6,837607","0,153627","0,317777"
