,,,Provincia di Lecce,,,
,,,Galatina,,,
Parm,SO2,NO2,NOX,CO,O3,PM2.5
,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,,
,,,,,,
05/07/2009 14.00,"5,1","5,8","8,8","0,2","138,6","23,8"
05/07/2009 15.00,"4,8","5,2","8,3","0,2","133,1","23,8"
05/07/2009 16.00,"3,1","5,3","8,3","0,2","125,2","23,8"
05/07/2009 17.00,"1,7","7,1","10,1","0,2","114,6","23,8"
05/07/2009 18.00,"1,9","7,7","10,8","0,2","108,9","23,8"
05/07/2009 19.00,"1,2","5,4","7,9","0,2","108,9","23,8"
05/07/2009 20.00,"0,9","7,1","9,5","0,2","99,2","23,8"
05/07/2009 21.00,"1,4","8,9","11,4","0,2","92,8","23,8"
05/07/2009 22.00,"1,1","8,7","11,4","0,2","81,1","23,8"
05/07/2009 23.00,"1,3","9,5","12,4","0,2","59,1","23,8"
06/07/2009 0.00,"1,5","12,1","15,1","0,3","50,5","23,8"
06/07/2009 1.00,"1,7","13,5","18,1","0,3","38,0","19,2"
06/07/2009 2.00,"2,0","11,2","16,5","0,2","41,6","19,2"
06/07/2009 3.00,"1,7","8,3","14,5","0,2","35,5","19,2"
06/07/2009 4.00,"1,7","9,1","15,0","0,2","26,2","19,2"
06/07/2009 5.00,"2,0","8,2","16,8","0,2","28,1","19,2"
06/07/2009 6.00,"1,8","8,2","14,2","0,3","38,0","19,2"
06/07/2009 7.00,"1,6","9,8","13,9","0,2","67,3","19,2"
06/07/2009 8.00,"2,0","10,6","15,4","0,2","79,6","19,2"
06/07/2009 9.00,"6,2","8,7","13,8","0,2","89,2","19,2"
06/07/2009 10.00,"7,3","8,0","12,8","0,2","100,4","19,2"
06/07/2009 11.00,"6,3","8,0","12,6","0,2","108,1","19,2"
06/07/2009 12.00,"4,0","6,5","10,6","0,2","112,8","19,2"
06/07/2009 13.00,"3,7","6,1","10,4","0,2","110,3","19,2"
06/07/2009 14.00,"3,3","19,1","28,1","0,2","104,2","19,2"
06/07/2009 15.00,"2,3","14,0","20,3","0,2","97,9","19,2"
06/07/2009 16.00,"1,3","9,8","12,8","0,2","83,0","19,2"
06/07/2009 17.00,"1,7","12,0","16,1","0,2","79,7","19,2"
06/07/2009 18.00,"2,2","10,9","14,3","0,2","88,2","19,2"
06/07/2009 19.00,"1,6","20,7","24,0","0,3","71,8","19,2"
06/07/2009 20.00,"2,0","30,1","33,7","0,4","41,1","19,2"
06/07/2009 21.00,"1,6","20,4","22,8","0,3","43,6","19,2"
06/07/2009 22.00,"1,8","10,9","13,1","0,3","46,5","19,2"
06/07/2009 23.00,"1,7","8,9","12,1","0,3","44,8","19,2"
07/07/2009 0.00,"1,6","8,8","12,0","0,3","28,8","19,2"
07/07/2009 1.00,"1,4","8,2","12,1","0,2","21,0","18,0"
07/07/2009 2.00,"1,6",,,"0,2","19,9","18,0"
07/07/2009 3.00,"1,7","6,9","11,9",,"23,1","18,0"
07/07/2009 4.00,,"9,3","15,0","0,3","19,6","18,0"
07/07/2009 5.00,"1,4","9,3","15,7","0,3",,"18,0"
07/07/2009 6.00,"1,3","11,3","18,7","0,3","18,3","18,0"
07/07/2009 7.00,"1,5","9,9","18,0","0,2","47,3","18,0"
07/07/2009 8.00,"1,4","9,1","15,2","0,2","74,7","18,0"
07/07/2009 9.00,"1,5","8,0","15,4","0,2","84,1","18,0"
07/07/2009 10.00,"1,5","9,0","17,2","0,2","92,9","18,0"
07/07/2009 11.00,"1,3","7,9","13,9","0,2","101,5","18,0"
07/07/2009 12.00,"1,1","5,5","10,4","0,2","94,4","18,0"
07/07/2009 13.00,"1,2","4,9","10,1","0,2","91,4","18,0"
07/07/2009 14.00,"1,5","8,3","14,5","0,2","90,4","18,0"
07/07/2009 15.00,"1,2","7,8","13,7","0,2","89,0","18,0"
07/07/2009 16.00,"1,5","6,6","11,7","0,1","90,7","18,0"
07/07/2009 17.00,"1,5","5,8","10,5","0,2","94,7","18,0"
07/07/2009 18.00,"1,6","7,2","12,7","0,2","87,5","18,0"
07/07/2009 19.00,"1,5","7,0","12,5","0,2","81,4","18,0"
07/07/2009 20.00,"0,8","6,2","8,8","0,2","72,8","18,0"
07/07/2009 21.00,"0,7","5,5","7,6","0,2","67,8","18,0"
07/07/2009 22.00,"0,9","4,0","7,4","0,2","71,6","18,0"
07/07/2009 23.00,"0,6","4,1","7,9","0,2","58,8","18,0"
08/07/2009 0.00,"0,8","3,2","7,2","0,2","60,4","18,0"
08/07/2009 1.00,"0,8","3,6","6,3","0,2","52,1","16,7"
08/07/2009 2.00,"0,8","3,9","7,9","0,2","41,0","16,7"
08/07/2009 3.00,"0,7","4,0","8,5","0,2","34,7","16,7"
08/07/2009 4.00,"0,7","4,3","10,2","0,1","30,0","16,7"
08/07/2009 5.00,"0,9","5,2","9,5","0,2","29,1","16,7"
08/07/2009 6.00,"0,9","9,2","14,3","0,2","23,5","16,7"
08/07/2009 7.00,"1,3","6,6","10,7","0,2","48,5","16,7"
08/07/2009 8.00,"1,1","7,8","12,6","0,2","75,9","16,7"
08/07/2009 9.00,"1,6","4,9","8,9","0,2","88,3","16,7"
08/07/2009 10.00,"2,1","4,4","8,8","0,1","93,6","16,7"
08/07/2009 11.00,"1,6","3,9","7,6","0,1","96,1","16,7"
08/07/2009 12.00,"1,6","5,3","10,7","0,1","93,7","16,7"
08/07/2009 13.00,"1,5","5,1","9,8","0,1","97,0","16,7"
08/07/2009 14.00,"1,5","4,7","8,9","0,1","96,4","16,7"
08/07/2009 15.00,"1,6","5,4","9,7","0,1","95,2","16,7"
08/07/2009 16.00,"1,8","6,3","10,6","0,1","93,5","16,7"
08/07/2009 17.00,"1,8","8,9","13,8","0,1","92,3","16,7"
08/07/2009 18.00,"1,5","10,7","15,2","0,2","89,5","16,7"
08/07/2009 19.00,"1,7","7,5","10,8","0,2","87,8","16,7"
08/07/2009 20.00,"1,4","8,1","11,0","0,2","90,9","16,7"
08/07/2009 21.00,"1,4","7,5","10,0","0,2","80,2","16,7"
08/07/2009 22.00,"1,5","7,3","9,6","0,2","68,5","16,7"
08/07/2009 23.00,"1,4","4,4","6,6","0,1","71,6","16,7"
09/07/2009 0.00,"1,2","2,9","5,1","0,1","77,3","16,7"
09/07/2009 1.00,"1,2","2,2","4,6","0,1","73,0","12,9"
09/07/2009 2.00,"1,0",,,"0,1","69,7","12,9"
09/07/2009 3.00,"0,9","2,6","4,7",,"65,6","12,9"
09/07/2009 4.00,,"3,3","6,1","0,1","49,1","12,9"
09/07/2009 5.00,"0,9","3,8","7,5","0,1",,"12,9"
09/07/2009 6.00,"1,5","10,6","14,3","0,2","54,5","12,9"
09/07/2009 7.00,"4,4","14,7","20,4","0,2","57,9","12,9"
09/07/2009 8.00,"5,3","13,0","21,0","0,2","70,2","12,9"
09/07/2009 9.00,"4,1","9,0","14,7","0,2","85,2","12,9"
09/07/2009 10.00,"3,7","8,4","13,6","0,2","97,4","12,9"
09/07/2009 11.00,"3,0","6,2","10,5","0,2","107,5","12,9"
09/07/2009 12.00,"3,1","6,0","10,1","0,2","110,5","12,9"
09/07/2009 13.00,"2,3","6,3","10,6","0,2","104,0","12,9"
09/07/2009 14.00,"2,9","4,7","8,1","0,2","116,1","12,9"
09/07/2009 15.00,"2,1","4,3","7,3","0,1","106,7","12,9"
09/07/2009 16.00,"1,9","5,6","8,9","0,1","99,2","12,9"
09/07/2009 17.00,"1,9","5,9","9,2","0,1","92,6","12,9"
09/07/2009 18.00,"1,5","7,3","11,3","0,1","91,0","12,9"
09/07/2009 19.00,"1,7","3,7","6,1","0,2","85,2","12,9"
09/07/2009 20.00,"1,0","5,4","7,7","0,2","84,7","12,9"
09/07/2009 21.00,"1,4","5,3","7,6","0,1","79,6","12,9"
09/07/2009 22.00,"1,3","9,6","12,7","0,2","69,5","12,9"
09/07/2009 23.00,"1,1","4,5","7,4","0,1","74,7","12,9"
10/07/2009 0.00,"1,5","2,7","5,1","0,1","71,5","12,9"
10/07/2009 1.00,"1,2","3,1","6,0","0,1","73,8","14,4"
10/07/2009 2.00,"1,3","4,6","7,6","0,1","69,5","14,4"
10/07/2009 3.00,"1,5","6,0","10,2","0,1","62,8","14,4"
10/07/2009 4.00,"1,4","5,6","9,8","0,1","64,8","14,4"
10/07/2009 5.00,"1,5","7,3","12,1","0,1","64,7","14,4"
10/07/2009 6.00,"2,7","12,7","19,3","0,2","57,0","14,4"
10/07/2009 7.00,"7,3","15,3","23,5","0,2","58,3","14,4"
10/07/2009 8.00,"3,9","8,9","14,6","0,1","71,4","14,4"
10/07/2009 9.00,"3,8","9,1","14,5","0,2","78,6","14,4"
10/07/2009 10.00,"4,2","6,9","11,4","0,2","89,0","14,4"
10/07/2009 11.00,"3,9","8,1","12,7","0,1","92,0","14,4"
10/07/2009 12.00,"2,6","11,1","16,8","0,2","98,8","14,4"
10/07/2009 13.00,"3,1","11,3","16,2","0,2","105,5","14,4"
10/07/2009 14.00,"2,6","8,4","12,4","0,2","104,4","14,4"
10/07/2009 15.00,"3,0","8,2","12,1","0,2","101,3","14,4"
10/07/2009 16.00,"2,2","12,3","17,4","0,2","88,9","14,4"
10/07/2009 17.00,"2,3","5,5","8,3","0,2","100,1","14,4"
10/07/2009 18.00,"2,5","4,2","6,8","0,2","101,4","14,4"
10/07/2009 19.00,"2,4","3,9","6,4","0,1","99,3","14,4"
10/07/2009 20.00,"1,8","6,1","8,9","0,2","75,8","14,4"
10/07/2009 21.00,"1,3","11,8","14,6","0,2","62,0","14,4"
10/07/2009 22.00,"1,5","6,6","9,8","0,2","60,8","14,4"
10/07/2009 23.00,"1,6","6,5","10,9","0,2","57,5","14,4"
11/07/2009 0.00,"1,2","4,0","6,7","0,1","61,0","14,4"
11/07/2009 1.00,"1,4","2,0","4,4","0,1","69,7","8,0"
11/07/2009 2.00,"1,4",,,"0,1","67,5","8,0"
11/07/2009 3.00,"1,4","3,7","7,0",,"58,3","8,0"
11/07/2009 4.00,,"6,1","10,6","0,1","55,1","8,0"
11/07/2009 5.00,"1,1","8,1","13,2","0,1",,"8,0"
11/07/2009 6.00,"1,0","9,2","14,3","0,1","66,6","8,0"
11/07/2009 7.00,"1,2","12,6","19,0","0,2","66,2","8,0"
11/07/2009 8.00,"1,3","12,4","18,4","0,1","81,7","8,0"
11/07/2009 9.00,"2,9","14,2","21,0","0,2","85,8","8,0"
11/07/2009 10.00,"3,3","16,6","24,0","0,2","89,7","8,0"
11/07/2009 11.00,"2,4","15,6","21,8","0,1","92,2","8,0"
11/07/2009 12.00,"2,4","13,3","18,8","0,1","95,5","8,0"
11/07/2009 13.00,"2,4","12,1","17,4","0,1","97,4","8,0"
11/07/2009 14.00,"1,6","9,9","14,5","0,1","97,9","8,0"
11/07/2009 15.00,"2,0","9,6","14,3","0,1","97,5","8,0"
11/07/2009 16.00,"2,1","11,1","16,1","0,1","95,9","8,0"
11/07/2009 17.00,"1,6","11,7","16,6","0,1","91,0","8,0"
11/07/2009 18.00,"1,1","11,7","16,1","0,1","86,7","8,0"
11/07/2009 19.00,"1,0","12,5","16,7","0,1","79,8","8,0"
11/07/2009 20.00,"1,0","13,7","17,3","0,1","76,5","8,0"
11/07/2009 21.00,"1,2","12,3","15,5","0,2","74,8","8,0"
11/07/2009 22.00,"1,2","10,3","13,3","0,2","73,7","8,0"
11/07/2009 23.00,"0,8","8,6","11,5","0,1","68,6","8,0"
12/07/2009 0.00,"1,0","9,1","12,7","0,1","66,5","8,0"
12/07/2009 1.00,"1,2","8,8","12,6","0,1","71,2","7,3"
12/07/2009 2.00,"0,8","6,3","9,7","0,1","74,4","7,3"
12/07/2009 3.00,"0,6","7,0","10,5","0,1","66,4","7,3"
12/07/2009 4.00,"0,9","7,5","11,7","0,1","67,5","7,3"
12/07/2009 5.00,"0,3","7,3","11,2","0,1","67,5","7,3"
12/07/2009 6.00,"0,5","9,4","14,1","0,1","64,8","7,3"
12/07/2009 7.00,"1,4","10,6","15,9","0,1","67,0","7,3"
12/07/2009 8.00,"1,5","9,1","13,8","0,1","74,5","7,3"
12/07/2009 9.00,"2,4","10,7","15,7","0,1","82,1","7,3"
12/07/2009 10.00,"1,9","10,1","14,5","0,1","84,2","7,3"
12/07/2009 11.00,"2,5","11,3","16,0","0,1","88,1","7,3"
12/07/2009 12.00,"1,9","10,7","15,3","0,1","90,1","7,3"
12/07/2009 13.00,"2,2","10,1","14,3","0,1","94,4","7,3"
12/07/2009 14.00,"2,9","10,7","14,9","0,1","94,8","7,3"
12/07/2009 15.00,"2,3","9,4","13,2","0,1","90,7","7,3"
12/07/2009 16.00,"2,4","9,0","12,8","0,1","88,7","7,3"
12/07/2009 17.00,"3,5","10,7","14,6","0,1","88,2","7,3"
12/07/2009 18.00,"3,6","12,5","16,7","0,1","85,1","7,3"
12/07/2009 19.00,"4,4","14,3","18,1","0,1","82,5","7,3"
12/07/2009 20.00,"2,4","12,9","16,2","0,1","82,5","7,3"
12/07/2009 21.00,"1,8","15,1","18,4","0,2","75,7","7,3"
12/07/2009 22.00,"3,2","16,7","20,2","0,2","69,1","7,3"
12/07/2009 23.00,"2,3","17,3","21,0","0,2","65,9","7,3"
13/07/2009 0.00,"1,7","16,4","20,1","0,2","66,3","7,3"
13/07/2009 1.00,"1,3","11,1","14,9","0,1","72,9","12,5"
13/07/2009 2.00,"1,2",,,"0,1","72,1","12,5"
13/07/2009 3.00,"1,2","10,4","14,9",,"68,6","12,5"
13/07/2009 4.00,,"8,5","12,7","0,1","70,2","12,5"
13/07/2009 5.00,,"10,2","15,0","0,2",,"12,5"
13/07/2009 6.00,,"17,9","25,1","0,2","55,9","12,5"
13/07/2009 7.00,,"20,9","30,7","0,2","53,4","12,5"
13/07/2009 8.00,,"19,0","28,2","0,2","66,7","12,5"
13/07/2009 9.00,,"15,9","23,8","0,2","79,1","12,5"
13/07/2009 10.00,,"14,4","21,1","0,2","85,2","12,5"
13/07/2009 11.00,,"14,9","21,7","0,2","88,9","12,5"
13/07/2009 12.00,,"13,1","19,4","0,2","91,5","12,5"
13/07/2009 13.00,,"11,9","17,8","0,2","91,6","12,5"
13/07/2009 14.00,,"11,4","16,7","0,1","93,1","12,5"
13/07/2009 15.00,,"11,9","16,7","0,1","90,4","12,5"
13/07/2009 16.00,,"10,0","14,7","0,1","84,9","12,5"
13/07/2009 17.00,,"12,6","17,4","0,2","81,7","12,5"
13/07/2009 18.00,,"12,6","17,1","0,2","79,3","12,5"
13/07/2009 19.00,,"12,6","16,8","0,2","76,2","12,5"
13/07/2009 20.00,,"15,4","18,6","0,2","65,2","12,5"
13/07/2009 21.00,,"16,6","19,7","0,2","61,4","12,5"
13/07/2009 22.00,,"20,2","23,1","0,2","58,3","12,5"
13/07/2009 23.00,,"20,4","23,3","0,2","49,4","12,5"
14/07/2009 0.00,,"21,2","25,0","0,2","38,4","12,5"
14/07/2009 1.00,,"18,4","22,7","0,2","44,8","21,7"
14/07/2009 2.00,,"13,3","17,4","0,2","58,2","21,7"
14/07/2009 3.00,,"13,4","19,6","0,2","53,2","21,7"
14/07/2009 4.00,,"14,2","19,8","0,2","51,5","21,7"
14/07/2009 5.00,,"16,4","21,2","0,2","49,7","21,7"
14/07/2009 6.00,,"24,3","33,6","0,2","41,9","21,7"
14/07/2009 7.00,,"20,2","28,6","0,2","59,8","21,7"
14/07/2009 8.00,,"14,5","21,7","0,8","75,0","21,7"
14/07/2009 9.00,,"18,4","27,8","0,3","77,7","21,7"
14/07/2009 10.00,,"16,1","25,5","0,2","86,0","21,7"
14/07/2009 11.00,,"14,9","23,5","0,2","89,9","21,7"
14/07/2009 12.00,,"10,7","17,2","0,2","91,2","21,7"
14/07/2009 13.00,,"10,8","17,2","0,2","87,6","21,7"
14/07/2009 14.00,,"8,8","14,3","0,1","82,3","21,7"
14/07/2009 15.00,,"10,8","16,9","0,1","80,1","21,7"
14/07/2009 16.00,,"10,2","16,2","0,1","76,1","21,7"
14/07/2009 17.00,,"9,5","15,1","0,1","77,2","21,7"
14/07/2009 18.00,,"9,9","15,5","0,1","76,2","21,7"
14/07/2009 19.00,,"8,4","12,0","0,2","72,2","21,7"
14/07/2009 20.00,,"13,9","16,8","0,2","60,4","21,7"
14/07/2009 21.00,,"23,9","26,8","0,3","38,6","21,7"
14/07/2009 22.00,,"25,2","29,2","0,5","29,9","21,7"
14/07/2009 23.00,,"17,9","21,1","0,5","31,2","21,7"
15/07/2009 0.00,,"20,4","25,3","0,3","24,9","21,7"
15/07/2009 1.00,,"20,6","29,1","0,5","13,5","24,4"
15/07/2009 2.00,,,,"0,4","16,1","24,4"
15/07/2009 3.00,,"17,2","25,6",,"11,5","24,4"
15/07/2009 4.00,,"17,9","30,8","0,3","7,3","24,4"
15/07/2009 5.00,,"14,1","24,3","0,3",,"24,4"
15/07/2009 6.00,,"14,2","23,3","0,3","28,0","24,4"
15/07/2009 7.00,,"27,5","41,0","0,3","29,7","24,4"
15/07/2009 8.00,,"19,5","26,7","0,2","68,3","24,4"
15/07/2009 9.00,,"16,2","22,5","0,2","72,4","24,4"
15/07/2009 10.00,,"7,7","11,5","0,2","88,9","24,4"
15/07/2009 11.00,,"9,5","13,8","0,2","99,8","24,4"
15/07/2009 12.00,,"6,2","9,6","0,2","110,6","24,4"
15/07/2009 13.00,,"7,7","11,7","0,2","122,1","24,4"
15/07/2009 14.00,,"9,3","13,0","0,2","126,9","24,4"
15/07/2009 15.00,,"6,0","8,8","0,1","123,9","24,4"
15/07/2009 16.00,,"5,9","9,1","0,1","104,6","24,4"
15/07/2009 17.00,,"6,5","9,7","0,1","109,5","24,4"
15/07/2009 18.00,,"5,8","8,7","0,2","110,0","24,4"
15/07/2009 19.00,,"13,2","16,4","0,2","90,0","24,4"
15/07/2009 20.00,,"26,3","29,7","0,3","60,5","24,4"
15/07/2009 21.00,,"27,1","30,0","0,3","55,9","24,4"
15/07/2009 22.00,,"22,0","24,7","0,3","56,1","24,4"
15/07/2009 23.00,,"14,1","16,5","0,2","71,5","24,4"
16/07/2009 0.00,,"12,5","14,8","0,2","65,7","24,4"
16/07/2009 1.00,,"22,2","24,8","0,2","39,5","22,5"
16/07/2009 2.00,,"22,2","24,7","0,2","48,9","22,5"
16/07/2009 3.00,,"16,7","19,1","0,1","54,0","22,5"
16/07/2009 4.00,,"14,2","16,8","0,1","49,8","22,5"
16/07/2009 5.00,,"14,8","18,0","0,2","48,9","22,5"
16/07/2009 6.00,,"26,4","33,4","0,2","44,1","22,5"
16/07/2009 7.00,,"32,0","44,1","0,2","42,2","22,5"
16/07/2009 8.00,,"20,8","30,1","0,2","71,6","22,5"
16/07/2009 9.00,,"18,0","26,7","0,2","89,7","22,5"
16/07/2009 10.00,,"16,7","24,5","0,2","97,5","22,5"
16/07/2009 11.00,,"17,8","24,5","0,2","111,5","22,5"
16/07/2009 12.00,,"17,5","23,5","0,2","114,2","22,5"
16/07/2009 13.00,,"18,6","24,6","0,2","110,3","22,5"
16/07/2009 14.00,,"15,3","20,2","0,2","116,8","22,5"
16/07/2009 15.00,,"13,0","17,1","0,2","117,0","22,5"
16/07/2009 16.00,,"12,8","16,5","0,2","117,4","22,5"
16/07/2009 17.00,,"15,3","19,3","0,2","115,2","22,5"
16/07/2009 18.00,,"16,7","20,8","0,2","111,0","22,5"
16/07/2009 19.00,,"15,3","18,6","0,2","109,2","22,5"
16/07/2009 20.00,,"17,0","19,9","0,2","99,6","22,5"
16/07/2009 21.00,,"20,8","23,8","0,2","92,0","22,5"
16/07/2009 22.00,,"15,1","17,8","0,2","90,5","22,5"
16/07/2009 23.00,,"14,7","17,1","0,2","91,6","22,5"
17/07/2009 0.00,,"8,2","10,5","0,2","98,6","22,5"
17/07/2009 1.00,,"9,2","12,9","0,2","104,3","23,9"
17/07/2009 2.00,,,,"0,1","106,8","23,9"
17/07/2009 3.00,,"4,7","7,3",,"100,4","23,9"
17/07/2009 4.00,,"5,0","7,5","0,2","97,7","23,9"
17/07/2009 5.00,,"9,5","13,0","0,2",,"23,9"
17/07/2009 6.00,,"16,0","21,0","0,2","75,4","23,9"
17/07/2009 7.00,,"18,1","25,1","0,2","74,1","23,9"
17/07/2009 8.00,,"21,7","30,0","0,2","87,9","23,9"
17/07/2009 9.00,,"20,0","27,4","0,3","95,7","23,9"
17/07/2009 10.00,,"22,5","30,5","0,2","98,7","23,9"
17/07/2009 11.00,,"17,0","22,6","0,2","113,0","23,9"
17/07/2009 12.00,,"13,8","18,3","0,2","134,9","23,9"
17/07/2009 13.00,,"13,4","17,5","0,3","142,0","23,9"
17/07/2009 14.00,,"9,4","12,5","0,2","142,5","23,9"
17/07/2009 15.00,,"8,2","11,2","0,2","131,0","23,9"
17/07/2009 16.00,,"9,2","12,7","0,2","125,3","23,9"
17/07/2009 17.00,,"6,0","8,9","0,2","119,1","23,9"
17/07/2009 18.00,,"6,3","9,4","0,2","105,3","23,9"
17/07/2009 19.00,,"8,7","11,2","0,2","94,6","23,9"
17/07/2009 20.00,,"10,9","14,9","0,3","107,7","23,9"
17/07/2009 21.00,,"6,8","10,0","0,3","107,0","23,9"
17/07/2009 22.00,,"5,8","8,0","0,2","106,2","23,9"
17/07/2009 23.00,,"3,5","5,8","0,2","105,6","23,9"
18/07/2009 0.00,,"2,8","5,1","0,2","105,2","23,9"
18/07/2009 1.00,,"3,8","6,4","0,2","96,1","19,7"
18/07/2009 2.00,,"3,8","6,0","0,2","89,4","19,7"
18/07/2009 3.00,,"3,0","5,6","0,2","84,6","19,7"
18/07/2009 4.00,,"4,2","6,5","0,2","68,2","19,7"
18/07/2009 5.00,,"7,1","9,7","0,2","50,2","19,7"
18/07/2009 6.00,,"8,3","13,6","0,2","47,9","19,7"
18/07/2009 7.00,,"9,0","15,1","0,2","59,0","19,7"
18/07/2009 8.00,,"11,1","20,3","0,2","74,5","19,7"
18/07/2009 9.00,,"11,5","20,5","0,3","84,9","19,7"
18/07/2009 10.00,,"9,2","15,7","0,2","92,8","19,7"
18/07/2009 11.00,,"7,4","12,7","0,2","99,3","19,7"
18/07/2009 12.00,,"8,6","13,7","0,2","98,4","19,7"
18/07/2009 13.00,,"6,4","10,0","0,2","101,6","19,7"
18/07/2009 14.00,,"5,7","9,2","0,2","96,6","19,7"
18/07/2009 15.00,,"3,9","6,9","0,1","86,5","19,7"
18/07/2009 16.00,,"4,5","7,6","0,1","81,5","19,7"
18/07/2009 17.00,,"3,6","6,7","0,1","79,5","19,7"
18/07/2009 18.00,,"4,7","7,5","0,1","89,5","19,7"
18/07/2009 19.00,,"6,1","8,8","0,1","85,6","19,7"
18/07/2009 20.00,,"4,5","7,3","0,1","81,2","19,7"
18/07/2009 21.00,,"3,7","5,9","0,1","73,6","19,7"
18/07/2009 22.00,,"4,4","7,1","0,1","65,9","19,7"
18/07/2009 23.00,,"10,1","14,2","0,1","69,6","19,7"
19/07/2009 0.00,,"7,4","10,2","0,1","73,2","19,7"
19/07/2009 1.00,,"8,4","12,6","0,1","66,7","6,7"
19/07/2009 2.00,,,,"0,1","64,4","6,7"
19/07/2009 3.00,,,,,"66,1","6,7"
19/07/2009 4.00,,,,"0,1","73,9","6,7"
19/07/2009 5.00,,,,"0,1",,"6,7"
19/07/2009 6.00,,,,"0,1","73,2","6,7"
19/07/2009 7.00,,,,"0,1","74,6","6,7"
19/07/2009 8.00,,,,"0,1","74,2","6,7"
19/07/2009 9.00,,,,"0,1","75,9","6,7"
19/07/2009 10.00,,,,"0,1","81,3","6,7"
19/07/2009 11.00,,,,"0,1","82,5","6,7"
19/07/2009 12.00,,,,"0,1","81,3","6,7"
19/07/2009 13.00,,,,"0,1","79,9","6,7"
19/07/2009 14.00,,,,"0,1","78,6","6,7"
19/07/2009 15.00,,,,"0,1","76,5","6,7"
19/07/2009 16.00,,,,"0,1","75,5","6,7"
19/07/2009 17.00,,,,"0,1","74,3","6,7"
19/07/2009 18.00,,,,"0,1","71,8","6,7"
19/07/2009 19.00,,,,"0,1","70,6","6,7"
19/07/2009 20.00,,,,"0,2","66,9","6,7"
19/07/2009 21.00,,,,"0,1","60,4","6,7"
19/07/2009 22.00,,,,"0,1","59,7","6,7"
19/07/2009 23.00,,,,"0,1","55,9","6,7"
20/07/2009 0.00,,,,"0,1","52,6","6,7"
20/07/2009 1.00,,,,"0,1","53,0","9,5"
20/07/2009 2.00,,,,"0,1","53,6","9,5"
20/07/2009 3.00,,,,"0,1","59,4","9,5"
20/07/2009 4.00,,,,"0,1","58,1","9,5"
20/07/2009 5.00,,,,"0,1","50,4","9,5"
20/07/2009 6.00,,,,"0,1","48,2","9,5"
20/07/2009 7.00,,,,"0,1","52,7","9,5"
20/07/2009 8.00,,,,"0,1","61,9","9,5"
20/07/2009 9.00,,,,"0,1","66,9","9,5"
20/07/2009 10.00,,,,"0,1","73,1","9,5"
20/07/2009 11.00,,,,"0,1","73,9","9,5"
20/07/2009 12.00,,,,"0,2","74,5","9,5"
20/07/2009 13.00,,,,"0,1","77,1","9,5"
20/07/2009 14.00,,,,"0,1","78,4","9,5"
20/07/2009 15.00,,,,"0,1","77,9","9,5"
20/07/2009 16.00,,,,"0,1","72,3","9,5"
20/07/2009 17.00,,,,"0,1","69,8","9,5"
20/07/2009 18.00,,,,"0,1","68,7","9,5"
20/07/2009 19.00,,,,"0,1","68,2","9,5"
20/07/2009 20.00,,,,"0,2","56,5","9,5"
20/07/2009 21.00,,,,"0,2","48,5","9,5"
20/07/2009 22.00,,,,"0,1","46,8","9,5"
20/07/2009 23.00,,,,"0,1","52,2","9,5"
21/07/2009 0.00,,,,"0,1","52,9","9,5"
21/07/2009 1.00,,,,"0,1","53,7","10,9"
21/07/2009 2.00,,,,"0,1","56,9","10,9"
21/07/2009 3.00,,,,,"55,4","10,9"
21/07/2009 4.00,,,,"0,1","53,7","10,9"
21/07/2009 5.00,,,,"0,1",,"10,9"
21/07/2009 6.00,,,,"0,2","51,9","10,9"
21/07/2009 7.00,,,,"0,2","56,9","10,9"
21/07/2009 8.00,,,,"0,2","63,9","10,9"
21/07/2009 9.00,,,,"0,2","72,9","10,9"
21/07/2009 10.00,,,,"0,2","80,8","10,9"
21/07/2009 11.00,,,,"0,2","84,1","10,9"
21/07/2009 12.00,,,,"0,2","83,1","10,9"
21/07/2009 13.00,,,,"0,2","83,6","10,9"
21/07/2009 14.00,,,,"0,2","84,6","10,9"
21/07/2009 15.00,,,,"0,2","85,3","10,9"
21/07/2009 16.00,,,,"0,1","82,8","10,9"
21/07/2009 17.00,,,,"0,2","83,3","10,9"
21/07/2009 18.00,,,,"0,2","78,4","10,9"
21/07/2009 19.00,,,,"0,2","80,7","10,9"
21/07/2009 20.00,,,,"0,3","71,1","10,9"
21/07/2009 21.00,,,,"0,2","69,6","10,9"
21/07/2009 22.00,,,,"0,2","69,6","10,9"
21/07/2009 23.00,,,,"0,2","71,2","10,9"
22/07/2009 0.00,,,,"0,2","71,3","10,9"
22/07/2009 1.00,,,,"0,2","71,4","15,1"
22/07/2009 2.00,,,,"0,1","65,5","15,1"
22/07/2009 3.00,,,,"0,1","71,2","15,1"
22/07/2009 4.00,,,,"0,1","80,2","15,1"
22/07/2009 5.00,,,,"0,1","83,5","15,1"
22/07/2009 6.00,,,,"0,2","76,5","15,1"
22/07/2009 7.00,,,,"0,2","70,8","15,1"
22/07/2009 8.00,,,,"0,2","76,9","15,1"
22/07/2009 9.00,,,,"0,2","86,2","15,1"
22/07/2009 10.00,,,,"0,2","98,7","15,1"
22/07/2009 11.00,,,,"0,2","74,4","15,1"
22/07/2009 12.00,,,,"0,3","95,7","15,1"
22/07/2009 13.00,"2,3","12,3","17,2","0,2","98,2","15,1"
22/07/2009 14.00,"2,5","10,1","14,2","0,2","98,5","15,1"
