Stat,BR-Via Crati-Rione_PERRINO,,,,,,  ,
,,,,,,,,,,,
Parm,SO2,NO2,NOX,CO,PM10,,,
04/05/2014 17.00,,,,,,,,
04/05/2014 18.00,,,,,,,,
04/05/2014 19.00,,,,,,,,
04/05/2014 20.00,,,,,,,,
04/05/2014 21.00,,,,,,,,
04/05/2014 22.00,,,,,,,,
04/05/2014 23.00,,,,,,,,
05/05/2014 0.00,,,,,,,,
05/05/2014 1.00,,,,,,,,
05/05/2014 2.00,,,,,,,,
05/05/2014 3.00,,,,,,,,
05/05/2014 4.00,,,,,,,,
05/05/2014 5.00,,,,,,,,
05/05/2014 6.00,,,,,,,,
05/05/2014 7.00,,,,,,,,
05/05/2014 8.00,,,,,,,,
05/05/2014 9.00,,,,,,,,
05/05/2014 10.00,,,,,,,,
05/05/2014 11.00,,,,,,,,
05/05/2014 12.00,,,,,,,,
05/05/2014 13.00,,,,,,,,
05/05/2014 14.00,,,,,,,,
05/05/2014 15.00,,,,,,,,
05/05/2014 16.00,,,,,,,,
05/05/2014 17.00,,,,,,,,
05/05/2014 18.00,,,,,,,,
05/05/2014 19.00,,,,,,,,
05/05/2014 20.00,,,,,,,,
05/05/2014 21.00,,,,,,,,
05/05/2014 22.00,,,,,,,,
05/05/2014 23.00,,,,,,,,
06/05/2014 0.00,,,,,,,,
06/05/2014 1.00,,,,,,,,
06/05/2014 2.00,,,,,,,,
06/05/2014 3.00,,,,,,,,
06/05/2014 4.00,,,,,,,,
06/05/2014 5.00,,,,,,,,
06/05/2014 6.00,,,,,,,,
06/05/2014 7.00,,,,,,,,
06/05/2014 8.00,,,,,,,,
06/05/2014 9.00,,,,,,,,
06/05/2014 10.00,,,,,,,,
06/05/2014 11.00,,,,,,,,
06/05/2014 12.00,,,,,,,,
06/05/2014 13.00,,,,,,,,
06/05/2014 14.00,,,,,"1,7",,,
06/05/2014 15.00,,"10,2","14,2",,,,,
06/05/2014 16.00,,"11,4","15,3",,"1,7",,,
06/05/2014 17.00,,"14,9","18,4",,,,,
06/05/2014 18.00,,"14,5","18,0",,"1,2",,,
06/05/2014 19.00,,"14,3","18,5",,,,,
06/05/2014 20.00,,"15,8","19,7",,"1,0",,,
06/05/2014 21.00,,"14,6","18,3",,,,,
06/05/2014 22.00,,"21,2","24,9",,"2,9",,,
06/05/2014 23.00,,"21,9","25,6",,,,,
07/05/2014 0.00,,"19,7","23,0",,"7,6",,,
07/05/2014 1.00,,"15,1","18,4",,,,,
07/05/2014 2.00,,"14,4","18,1",,"18,1",,,
07/05/2014 3.00,,"12,5","15,8",,,,,
07/05/2014 4.00,,"11,1","14,2",,"9,3",,,
07/05/2014 5.00,,"11,5","14,3",,,,,
07/05/2014 6.00,,"15,1","18,0",,"5,6",,,
07/05/2014 7.00,,"20,2","23,4",,,,,
07/05/2014 8.00,,"18,3","21,7",,"13,2",,,
07/05/2014 9.00,,"15,0","17,7",,,,,
07/05/2014 10.00,,"13,1","16,0",,"14,4",,,
07/05/2014 11.00,,"12,0","14,7",,,,,
07/05/2014 12.00,,"11,2","13,9",,"8,3",,,
07/05/2014 13.00,,"11,1","13,6",,,,,
07/05/2014 14.00,,"9,7","12,5",,"4,4",,,
07/05/2014 15.00,,"9,8","12,4",,,,,
07/05/2014 16.00,,"9,1","11,7",,"6,3",,,
07/05/2014 17.00,,"7,9","10,6",,,,,
07/05/2014 18.00,,"7,6","11,0",,"3,7",,,
07/05/2014 19.00,,"10,0","13,3",,,,,
07/05/2014 20.00,,"10,6","14,0",,"2,9",,,
07/05/2014 21.00,,"10,4","13,9",,,,,
07/05/2014 22.00,,"10,2","13,2",,"3,9",,,
07/05/2014 23.00,,"9,0","12,2",,,,,
08/05/2014 0.00,,"7,9","11,0",,"12,9",,,
08/05/2014 1.00,,"7,5","10,5","0,7",,,,
08/05/2014 2.00,,"6,8","10,0","0,7","10,7",,,
08/05/2014 3.00,,"6,9","10,0","0,7",,,,
08/05/2014 4.00,,"7,3","10,4","0,7","6,6",,,
08/05/2014 5.00,,"7,9","11,0","0,7",,,,
08/05/2014 6.00,,"16,4","22,9","0,7","8,5",,,
08/05/2014 7.00,,"20,3","23,8","0,7",,,,
08/05/2014 8.00,,"9,7","14,2","0,6","9,0",,,
08/05/2014 9.00,,"11,6","16,3","0,6",,,,
08/05/2014 10.00,,"35,4","48,8","0,7","21,5",,,
08/05/2014 11.00,,"22,7","30,7","0,7",,,,
08/05/2014 12.00,,"18,2","26,6","0,6","14,7",,,
08/05/2014 13.00,,"12,8","17,9","0,6",,,,
08/05/2014 14.00,,"13,3","18,6","0,6","10,7",,,
08/05/2014 15.00,,"16,6","27,2",,,,,
08/05/2014 16.00,,,,,,,,
08/05/2014 17.00,"2,3","10,8","13,5","0,5",,,,
08/05/2014 18.00,"2,2","14,6","17,4","0,5",,,,
08/05/2014 19.00,"2,3","11,4","14,0","0,4",,,,
08/05/2014 20.00,"2,1","11,9","14,4","0,4","14,4",,,
08/05/2014 21.00,"2,3","16,4","19,0","0,4",,,,
08/05/2014 22.00,"2,1","11,1","13,4","0,4","10,0",,,
08/05/2014 23.00,"2,3","8,7","10,9","0,4",,,,
09/05/2014 0.00,"2,1","7,0","9,2","0,4","7,3",,,
09/05/2014 1.00,"1,9","4,6","6,9","0,4",,,,
09/05/2014 2.00,"2,3","5,9","8,4","0,3","3,4",,,
09/05/2014 3.00,"1,8","5,3","7,7","0,3",,,,
09/05/2014 4.00,"1,8","6,1","9,3","0,3","4,6",,,
09/05/2014 5.00,"1,9","8,0","10,5","0,4",,,,
09/05/2014 6.00,"2,0","13,0","19,3","0,4","10,3",,,
09/05/2014 7.00,"2,4","14,8","21,0","0,4",,,,
09/05/2014 8.00,"2,4","12,6","17,9","0,4","13,2",,,
09/05/2014 9.00,"2,0","10,5","15,5","0,4",,,,
09/05/2014 10.00,"2,4","10,7","16,2","0,4","17,1",,,
09/05/2014 11.00,"2,3","11,5","17,2","0,4",,,,
09/05/2014 12.00,"2,5","8,5","12,7","0,4","25,4",,,
09/05/2014 13.00,"1,8","10,6","15,4","0,4",,,,
09/05/2014 14.00,"2,4","13,0","18,5","0,4","24,4",,,
09/05/2014 15.00,"2,3","9,1","12,9","0,3",,,,
09/05/2014 16.00,"2,2","10,5","14,2","0,3","15,1",,,
09/05/2014 17.00,"2,4","14,7","18,6","0,3",,,,
09/05/2014 18.00,"2,0","12,1","14,8","0,3","8,1",,,
09/05/2014 19.00,"2,4","11,2","13,7","0,3",,,,
09/05/2014 20.00,"2,1","8,8","11,3","0,3","5,1",,,
09/05/2014 21.00,"2,2","10,0","12,4","0,3",,,,
09/05/2014 22.00,"2,0","11,6","13,9","0,3","3,7",,,
09/05/2014 23.00,"2,5","9,2","11,6","0,3",,,,
10/05/2014 0.00,"2,2","8,4","10,8","0,3","17,1",,,
10/05/2014 1.00,,"6,2","8,4","0,3",,,,
10/05/2014 2.00,"2,2",,,"0,2","12,5",,,
10/05/2014 3.00,"2,1","6,3","8,6","0,2",,,,
10/05/2014 4.00,"2,5","6,7","9,0","0,2","6,3",,,
10/05/2014 5.00,"2,4","19,6","23,5","0,3",,,,
10/05/2014 6.00,"2,3","26,0","36,4","0,3","7,6",,,
10/05/2014 7.00,"2,4","17,5","24,3","0,2",,,,
10/05/2014 8.00,"2,2","19,6","26,7","0,3","8,5",,,
10/05/2014 9.00,"2,5","17,1","23,4","0,3",,,,
10/05/2014 10.00,"2,8","20,1","28,9","0,3","11,5",,,
10/05/2014 11.00,"3,0","20,1","28,4","0,3",,,,
10/05/2014 12.00,"2,7","10,9","15,6","0,2","10,7",,,
10/05/2014 13.00,"2,6","4,8","7,6","0,3",,,,
10/05/2014 14.00,"3,0","4,2","6,8","0,2","11,0",,,
10/05/2014 15.00,"3,0","5,0","7,8","0,2",,,,
10/05/2014 16.00,"3,2","4,8","7,3","0,3","5,9",,,
10/05/2014 17.00,"2,9","4,5","7,0","0,3",,,,
10/05/2014 18.00,"2,8","7,8","10,1","0,3","3,2",,,
10/05/2014 19.00,"2,8","14,0","16,3","0,3",,,,
10/05/2014 20.00,"2,9","12,5","14,7","0,3","2,0",,,
10/05/2014 21.00,"2,9","18,9","21,4","0,3",,,,
10/05/2014 22.00,"2,6","23,2","25,3","0,3","18,3",,,
10/05/2014 23.00,"2,5","25,4","27,3","0,3",,,,
11/05/2014 0.00,"2,5","24,1","26,3","0,3","11,0",,,
11/05/2014 1.00,"2,7","14,9","16,9","0,3",,,,
11/05/2014 2.00,"3,1","15,5","17,4","0,2","13,7",,,
11/05/2014 3.00,"3,1","11,6","13,8","0,2",,,,
11/05/2014 4.00,"2,8","9,0","11,0","0,2","14,2",,,
11/05/2014 5.00,"2,9","12,5","14,8","0,2",,,,
11/05/2014 6.00,"3,1","14,0","16,6","0,3","7,8",,,
11/05/2014 7.00,"2,9","9,6","12,8","0,3",,,,
11/05/2014 8.00,"2,9","9,1","11,9","0,2","9,0",,,
11/05/2014 9.00,"3,3","5,7","8,2","0,2",,,,
11/05/2014 10.00,"3,3","4,2","6,7","0,2","16,1",,,
11/05/2014 11.00,"2,9","3,8","6,3","0,3",,,,
11/05/2014 12.00,"3,2","3,6","6,2","0,3","11,0",,,
11/05/2014 13.00,"3,0","2,6","5,1","0,2",,,,
11/05/2014 14.00,"3,2","2,8","5,1","0,2","11,0",,,
11/05/2014 15.00,"3,1","2,4","4,8","0,2",,,,
11/05/2014 16.00,"3,0","2,7","5,1","0,2","7,8",,,
11/05/2014 17.00,"2,9","3,6","6,1","0,2",,,,
11/05/2014 18.00,"2,8","5,3","7,8","0,2","5,1",,,
11/05/2014 19.00,"3,1","7,3","9,6","0,2",,,,
11/05/2014 20.00,"2,7","7,6","10,2","0,2","4,4",,,
11/05/2014 21.00,"2,8","8,4","10,8","0,3",,,,
11/05/2014 22.00,"2,8","8,4","10,6","0,2","3,2",,,
11/05/2014 23.00,"2,8","6,2","8,6","0,2",,,,
12/05/2014 0.00,"2,7","4,1","6,4","0,2","6,8",,,
12/05/2014 1.00,,"3,6","5,9","0,2",,,,
12/05/2014 2.00,"2,6",,,"0,2","22,0",,,
12/05/2014 3.00,"2,4","4,6","7,1","0,2",,,,
12/05/2014 4.00,"2,8","9,3","11,8","0,2","12,0",,,
12/05/2014 5.00,"2,7","9,6","12,2","0,2",,,,
12/05/2014 6.00,"2,6","11,2","14,1","0,3","17,1",,,
12/05/2014 7.00,"2,5","11,3","15,2","0,3",,,,
12/05/2014 8.00,"2,7","8,9","12,8","0,3","16,6",,,
12/05/2014 9.00,"3,0","11,1","15,3","0,3",,,,
12/05/2014 10.00,"2,9","17,8","28,0","0,2","19,8",,,
12/05/2014 11.00,"3,0","19,2","27,6","0,2",,,,
12/05/2014 12.00,"3,2","17,1","25,9","0,2","24,2",,,
12/05/2014 13.00,"3,0","6,3","9,1","0,2",,,,
12/05/2014 14.00,"2,8","9,1","12,5","0,2","16,4",,,
12/05/2014 15.00,"2,8","4,4","7,0","0,3",,,,
12/05/2014 16.00,"2,8","8,4","11,3","0,3","16,6",,,
12/05/2014 17.00,"2,7","5,5","8,1","0,2",,,,
12/05/2014 18.00,"2,9","6,5","9,1","0,2","12,5",,,
12/05/2014 19.00,"3,0","8,3","11,0","0,2",,,,
12/05/2014 20.00,"2,9","14,4","17,1","0,3","7,6",,,
12/05/2014 21.00,"2,7","13,2","15,8","0,3",,,,
12/05/2014 22.00,"3,0","7,9","10,3","0,3","10,3",,,
12/05/2014 23.00,"2,7","5,1","7,5","0,2",,,,
13/05/2014 0.00,"2,8","3,4","5,9","0,2","21,7",,,
13/05/2014 1.00,"2,4","4,5","6,8","0,2",,,,
13/05/2014 2.00,"2,8","4,2","6,3","0,2","15,4",,,
13/05/2014 3.00,"2,6","5,0","7,5","0,2",,,,
13/05/2014 4.00,"2,8","8,2","10,6","0,2","15,4",,,
13/05/2014 5.00,"2,9","17,9","21,0","0,2",,,,
13/05/2014 6.00,"3,0","16,0","19,9","0,2","13,9",,,
13/05/2014 7.00,"3,0","22,2","30,3","0,3",,,,
13/05/2014 8.00,"2,5","15,5","21,3","0,2","19,5",,,
13/05/2014 9.00,"2,8","8,7","12,5","0,3",,,,
13/05/2014 10.00,"2,8","5,5","8,4","0,2","20,5",,,
13/05/2014 11.00,"3,0","5,6","8,2","0,2",,,,
13/05/2014 12.00,"2,8","4,3","6,9","0,2","16,4",,,
13/05/2014 13.00,"2,8","5,3","7,8","0,2",,,,
13/05/2014 14.00,"2,9","7,0","9,7","0,2","10,3",,,
13/05/2014 15.00,"3,1","7,6","10,2","0,2",,,,
13/05/2014 16.00,"3,1","13,0","15,6","0,2","5,9",,,
13/05/2014 17.00,"3,1","5,6","8,2","0,2",,,,
13/05/2014 18.00,"2,8","4,3","6,7","0,2","13,9",,,
13/05/2014 19.00,"2,9","4,6","6,9","0,2",,,,
13/05/2014 20.00,"2,8","3,9","6,2","0,2","20,0",,,
13/05/2014 21.00,"2,7","3,7","6,0","0,2",,,,
13/05/2014 22.00,"3,0","1,7","4,0","0,2","15,4",,,
13/05/2014 23.00,"2,6","2,4","4,7","0,2",,,,
14/05/2014 0.00,"2,9","2,4","4,3","0,2","18,6",,,
14/05/2014 1.00,,"2,5","4,7","0,2",,,,
14/05/2014 2.00,"2,9",,,"0,2","16,6",,,
14/05/2014 3.00,"2,9","3,9","6,0","0,2",,,,
14/05/2014 4.00,"3,2","4,3","6,5","0,2","20,0",,,
14/05/2014 5.00,"2,7","6,1","8,7","0,2",,,,
14/05/2014 6.00,"3,1","12,2","16,6","0,2","9,8",,,
14/05/2014 7.00,"3,3","11,3","16,0","0,2",,,,
14/05/2014 8.00,"3,1","12,7","17,8","0,2","5,1",,,
14/05/2014 9.00,"3,1","10,5","14,3","0,2",,,,
14/05/2014 10.00,"3,0","10,7","14,6","0,2","3,7",,,
14/05/2014 11.00,"3,1","8,4","11,8","0,2",,,,
14/05/2014 12.00,"2,9","8,2","12,0","0,2","11,5",,,
14/05/2014 13.00,"3,1","6,7","10,0","0,2",,,,
14/05/2014 14.00,"3,2","5,9","8,6","0,2","6,6",,,
14/05/2014 15.00,"3,1","5,0","7,9","0,2",,,,
14/05/2014 16.00,"3,4","7,4","10,7","0,2","4,2",,,
14/05/2014 17.00,"3,3","8,1","11,3","0,2",,,,
14/05/2014 18.00,"3,6","5,5","8,2","0,2","2,4",,,
14/05/2014 19.00,"3,5","6,1","8,7","0,2",,,,
14/05/2014 20.00,"3,3","5,9","8,4","0,1","2,0",,,
14/05/2014 21.00,"3,4","4,5","6,9","0,2",,,,
14/05/2014 22.00,"3,4","4,2","6,6","0,1","7,8",,,
14/05/2014 23.00,"3,0","4,3","6,7","0,1",,,,
15/05/2014 0.00,"3,5","4,9","7,2","0,2","9,0",,,
15/05/2014 1.00,"3,5","4,6","7,1","0,1",,,,
15/05/2014 2.00,"3,3","4,4","7,0","0,1","18,6",,,
15/05/2014 3.00,"3,6","4,5","6,9","0,1",,,,
15/05/2014 4.00,"3,6","4,5","7,1","0,1","9,0",,,
15/05/2014 5.00,"3,5","6,6","9,2","0,1",,,,
15/05/2014 6.00,"3,6","7,9","11,8","0,1","4,9",,,
15/05/2014 7.00,"3,7","10,9","16,7","0,1",,,,
15/05/2014 8.00,"3,8","7,9","11,9","0,1","12,0",,,
15/05/2014 9.00,"4,0","9,4","15,0","0,1",,,,
15/05/2014 10.00,"3,9","8,3","13,2","0,1","23,9",,,
15/05/2014 11.00,"3,1","7,6","11,7","0,1",,,,
15/05/2014 12.00,"1,8","6,5","10,5","0,1","18,8",,,
15/05/2014 13.00,"1,4","5,8","9,0","0,1",,,,
15/05/2014 14.00,"1,5","6,3","9,6","0,1","23,4",,,
15/05/2014 15.00,"1,5","7,4","10,8","0,1",,,,
15/05/2014 16.00,"1,4","8,2","11,6","0,1","13,2",,,
15/05/2014 17.00,"1,8","8,0","10,7","0,1",,,,
15/05/2014 18.00,"1,8","8,0","10,8","0,1","12,5",,,
15/05/2014 19.00,"1,6","7,1","9,6","0,1",,,,
15/05/2014 20.00,"1,6","4,5","6,9","0,1","6,6",,,
15/05/2014 21.00,"1,6","4,5","6,9","0,1",,,,
15/05/2014 22.00,"1,7","5,8","8,0","0,2","7,6",,,
15/05/2014 23.00,"1,7","6,0","8,2","0,1",,,,
16/05/2014 0.00,"1,8","3,7","6,0","0,2","8,3",,,
16/05/2014 1.00,,"4,0","6,0","0,1",,,,
16/05/2014 2.00,"0,1",,,"0,1","7,8",,,
16/05/2014 3.00,"0,1","3,8","5,6","0,1",,,,
16/05/2014 4.00,"0,1","4,4","6,4","0,2","4,6",,,
16/05/2014 5.00,"0,2","11,2","13,5","0,2",,,,
16/05/2014 6.00,"0,1","17,2","20,8","0,2","10,3",,,
16/05/2014 7.00,"0,2","21,3","28,4","0,2",,,,
16/05/2014 8.00,"0,2","16,1","21,4","0,2","8,5",,,
16/05/2014 9.00,"0,2","11,5","16,0","0,2",,,,
16/05/2014 10.00,"0,3","10,1","14,2","0,2","3,9",,,
16/05/2014 11.00,"0,2","10,7","14,7","0,2",,,,
16/05/2014 12.00,"0,1","11,6","16,4","0,2","18,6",,,
16/05/2014 13.00,"0,2","8,7","12,1","0,2",,,,
16/05/2014 14.00,"0,2","8,6","11,9","0,2","10,0",,,
16/05/2014 15.00,"0,2","11,2","15,2","0,2",,,,
16/05/2014 16.00,"0,1","11,0","14,1","0,2","5,4",,,
16/05/2014 17.00,"0,2","11,5","14,2","0,2",,,,
16/05/2014 18.00,"0,1","13,2","15,9","0,2","4,2",,,
16/05/2014 19.00,"0,2","17,8","20,2","0,2",,,,
16/05/2014 20.00,"0,2","19,7","22,2","0,2","2,2",,,
16/05/2014 21.00,"0,1","14,5","16,9","0,2",,,,
16/05/2014 22.00,"0,2","12,7","14,8","0,2","2,2",,,
16/05/2014 23.00,"0,3","8,3","10,4","0,2",,,,
17/05/2014 0.00,"0,1","7,4","9,4","0,2","2,0",,,
17/05/2014 1.00,"0,1","5,7","7,6","0,2",,,,
17/05/2014 2.00,"0,1","5,5","7,4","0,2","3,7",,,
17/05/2014 3.00,"0,2","5,9","7,9","0,2",,,,
17/05/2014 4.00,"0,2","7,8","9,7","0,2","4,4",,,
17/05/2014 5.00,"0,1","9,8","12,3","0,2",,,,
17/05/2014 6.00,"0,1","13,2","18,1","0,2","6,6",,,
17/05/2014 7.00,"0,1","13,4","23,0","0,2",,,,
17/05/2014 8.00,"0,2","8,1","12,0","0,2","8,5",,,
17/05/2014 9.00,"0,1","7,9","11,6","0,2",,,,
17/05/2014 10.00,"0,1","14,8","21,8","0,2","15,6",,,
17/05/2014 11.00,"0,1","19,0","25,0","0,2",,,,
17/05/2014 12.00,"0,3","11,2","16,1","0,2","8,5",,,
17/05/2014 13.00,"0,2","8,1","10,7","0,2",,,,
17/05/2014 14.00,"0,1","6,9","9,3","0,2","6,8",,,
17/05/2014 15.00,"0,2","6,9","9,3","0,2",,,,
17/05/2014 16.00,"0,1","7,9","10,1","0,2","3,2",,,
17/05/2014 17.00,"0,2","18,3","21,6","0,3",,,,
17/05/2014 18.00,"0,3","24,9","28,6","0,4","1,2",,,
17/05/2014 19.00,,"27,3","29,6","0,4",,,,
17/05/2014 20.00,"0,2","28,0","30,3","0,4","2,0",,,
17/05/2014 21.00,"0,2","12,4","14,7","0,3",,,,
17/05/2014 22.00,"0,1","10,5","12,4","0,3","4,2",,,
17/05/2014 23.00,"0,1","12,1","14,3","0,3",,,,
18/05/2014 0.00,"0,1","11,4","13,5","0,3","4,6",,,
18/05/2014 1.00,,"13,8","15,8","0,3",,,,
18/05/2014 2.00,"0,3",,,"0,3","6,8",,,
18/05/2014 3.00,"0,4","10,0","12,0","0,3",,,,
18/05/2014 4.00,"0,4","8,5","10,4","0,2","7,6",,,
18/05/2014 5.00,"0,4","11,1","13,5","0,3",,,,
18/05/2014 6.00,"0,4","11,2","14,7","0,2","5,9",,,
18/05/2014 7.00,"0,3","7,1","9,9","0,2",,,,
18/05/2014 8.00,"0,3","3,5","5,9","0,2","20,0",,,
18/05/2014 9.00,"0,5","3,3","5,7","0,2",,,,
18/05/2014 10.00,"0,4","3,1","5,6","0,2","11,5",,,
18/05/2014 11.00,"0,4","2,9","5,2","0,2",,,,
18/05/2014 12.00,"0,6","2,5","4,8","0,2","8,3",,,
18/05/2014 13.00,"0,5","2,4","4,7","0,2",,,,
18/05/2014 14.00,"0,5","1,1","3,2","0,2","9,3",,,
18/05/2014 15.00,"0,6","2,6","4,9","0,2",,,,
18/05/2014 16.00,"0,5","2,7","5,0","0,2","5,1",,,
18/05/2014 17.00,"0,4","2,3","4,5","0,2",,,,
18/05/2014 18.00,"0,4","2,6","4,6","0,2","2,7",,,
18/05/2014 19.00,"0,5","4,6","6,6","0,2",,,,
18/05/2014 20.00,"0,4","6,7","8,8","0,2","2,7",,,
18/05/2014 21.00,"0,5","8,6","10,6","0,2",,,,
18/05/2014 22.00,"0,6","14,5","16,6","0,2","2,7",,,
18/05/2014 23.00,"0,3","23,9","25,7","0,2",,,,
19/05/2014 0.00,"0,4","15,2","17,2","0,2","2,4",,,
19/05/2014 1.00,"0,6","19,2","21,2","0,2",,,,
19/05/2014 2.00,"0,6","14,6","16,5","0,2","2,4",,,
19/05/2014 3.00,"0,5","13,4","15,0","0,2",,,,
19/05/2014 4.00,"0,5","12,5","14,2","0,2","2,7",,,
19/05/2014 5.00,"0,4","30,4","33,3","0,3",,,,
19/05/2014 6.00,"0,4","38,7","52,2","0,3","2,2",,,
19/05/2014 7.00,"0,6","37,6","47,4","0,3",,,,
19/05/2014 8.00,"0,4","11,1","14,1","0,2","16,1",,,
19/05/2014 9.00,"0,5","6,5","9,0","0,2",,,,
19/05/2014 10.00,"0,7","8,2","11,0","0,2","20,0",,,
19/05/2014 11.00,"0,6","10,1","13,2","0,2",,,,
19/05/2014 12.00,"0,7","11,3","14,7","0,2","17,3",,,
19/05/2014 13.00,"0,7","12,2","15,1","0,4",,,,
19/05/2014 14.00,"0,8","12,4","15,0","0,3","9,5",,,
19/05/2014 15.00,"0,4","8,6","11,2","0,2",,,,
19/05/2014 16.00,"0,6","8,0","10,3","0,2","5,4",,,
19/05/2014 17.00,"0,6","7,4","9,7","0,2",,,,
19/05/2014 18.00,"0,6","7,0","8,8","0,2","3,9",,,
19/05/2014 19.00,"0,8","16,5","18,3","0,2",,,,
19/05/2014 20.00,"0,5","14,7","16,5","0,2","7,6",,,
19/05/2014 21.00,"0,5","9,0","10,7","0,2",,,,
19/05/2014 22.00,"0,4","6,7","8,1","0,2","9,8",,,
19/05/2014 23.00,"0,4","6,8","8,1","0,2",,,,
20/05/2014 0.00,"0,4","5,4","7,0","0,2","5,4",,,
20/05/2014 1.00,,"5,0","6,5","0,2",,,,
20/05/2014 2.00,"0,6",,,"0,2","4,2",,,
20/05/2014 3.00,"0,7","4,3","5,5","0,2",,,,
20/05/2014 4.00,"0,5","8,9","10,6","0,2","2,7",,,
20/05/2014 5.00,"0,5","20,8","23,0","0,3",,,,
20/05/2014 6.00,"0,7","27,3","32,8","0,3","8,3",,,
20/05/2014 7.00,"0,8","21,9","26,0","0,3",,,,
20/05/2014 8.00,"0,6","21,6","28,2","0,3","9,3",,,
20/05/2014 9.00,"0,9","20,0","26,9","0,2",,,,
20/05/2014 10.00,"0,9","23,1","31,9","0,2","13,4",,,
20/05/2014 11.00,"1,0","19,2","26,0","0,3",,,,
20/05/2014 12.00,"1,1","23,8","33,6","0,2","19,8",,,
20/05/2014 13.00,"1,1","21,9","31,6","0,2",,,,
20/05/2014 14.00,"1,1","11,2","15,7","0,2","17,8",,,
20/05/2014 15.00,"0,7","6,9","9,9","0,2",,,,
20/05/2014 16.00,"0,9","13,2","17,9","0,2","13,2",,,
20/05/2014 17.00,"0,9","9,8","13,6","0,2",,,,
20/05/2014 18.00,"0,6","9,5","12,3","0,2","7,6",,,
20/05/2014 19.00,"0,9","6,6","8,9","0,2",,,,
20/05/2014 20.00,"0,7","9,4","11,6","0,2","4,6",,,
20/05/2014 21.00,"0,6","21,3","23,4","0,2",,,,
20/05/2014 22.00,"0,8","16,7","18,7","0,2","3,4",,,
20/05/2014 23.00,"0,8","16,6","18,3","0,3",,,,
21/05/2014 0.00,"0,9","7,8","9,3","0,2","2,2",,,
21/05/2014 1.00,"0,8","8,2","9,9","0,2",,,,
21/05/2014 2.00,"0,6","6,8","8,4","0,2","2,0",,,
21/05/2014 3.00,"0,5","7,6","9,1","0,2",,,,
21/05/2014 4.00,"1,0","16,4","19,4","0,2","1,2",,,
21/05/2014 5.00,"1,1","31,2","35,2","0,3",,,,
21/05/2014 6.00,"1,0","45,5","69,8","0,3","2,0",,,
21/05/2014 7.00,"1,2","31,4","49,6","0,3",,,,
21/05/2014 8.00,"0,9","21,4","31,1","0,2","5,4",,,
21/05/2014 9.00,"1,1","19,1","26,8","0,2",,,,
21/05/2014 10.00,"1,1","15,8","22,0","0,2","15,9",,,
21/05/2014 11.00,"1,4","19,3","27,5","0,2",,,,
21/05/2014 12.00,"1,1","14,1","20,0","0,2","29,5",,,
21/05/2014 13.00,"1,1","13,4","18,3","0,2",,,,
21/05/2014 14.00,"1,2","7,5","10,4","0,2","16,1",,,
21/05/2014 15.00,"0,9","7,5","10,5","0,2",,,,
21/05/2014 16.00,"1,0","13,1","17,0","0,2","17,3",,,
21/05/2014 17.00,"1,2","12,2","15,7","0,2",,,,
21/05/2014 18.00,"1,3","11,5","14,1","0,2","10,0",,,
21/05/2014 19.00,"1,1","13,7","16,0","0,2",,,,
21/05/2014 20.00,"0,9","14,2","16,3","0,2","5,4",,,
21/05/2014 21.00,"1,0","13,5","15,8","0,3",,,,
21/05/2014 22.00,"0,9","11,5","13,7","0,3","3,2",,,
21/05/2014 23.00,"0,9","12,2","14,2","0,2",,,,
22/05/2014 0.00,"0,8","7,8","10,0","0,2","2,2",,,
22/05/2014 1.00,,"8,3","10,2","0,2",,,,
22/05/2014 2.00,"0,5",,,"0,2","3,7",,,
22/05/2014 3.00,"0,3","16,4","18,3","0,2",,,,
22/05/2014 4.00,"0,7","10,0","11,5","0,2","5,6",,,
22/05/2014 5.00,"0,7","21,0","23,6","0,3",,,,
22/05/2014 6.00,"0,6","29,1","39,3","0,3","3,2",,,
22/05/2014 7.00,"0,5","33,5","47,4","0,3",,,,
22/05/2014 8.00,"0,8","25,7","36,8","0,3","7,8",,,
22/05/2014 9.00,"0,7","24,1","33,5","0,2",,,,
22/05/2014 10.00,"0,9","23,8","33,6","0,2","23,0",,,
22/05/2014 11.00,"0,6","18,8","26,7","0,2",,,,
22/05/2014 12.00,"1,0","22,8","33,5","0,2","26,4",,,
22/05/2014 13.00,"1,0","12,5","16,6","0,2",,,,
22/05/2014 14.00,"1,0","15,0","20,3","0,2","17,3",,,
22/05/2014 15.00,"0,9","19,1","25,6","0,2",,,,
22/05/2014 16.00,"1,4","29,9","37,8","0,2","11,0",,,
22/05/2014 17.00,"0,9","27,6","33,6","0,2",,,,
22/05/2014 18.00,"0,5","24,2","28,2","0,2","6,6",,,
22/05/2014 19.00,"0,7","20,0","22,4","0,2",,,,
22/05/2014 20.00,"0,9","41,3","43,6","0,2","3,4",,,
22/05/2014 21.00,"0,9","33,8","36,1","0,2",,,,
22/05/2014 22.00,"0,7","12,6","14,9","0,2","2,2",,,
22/05/2014 23.00,"0,8","13,9","16,1","0,2",,,,
23/05/2014 0.00,"0,7","13,2","15,2","0,2","2,2",,,
23/05/2014 1.00,"0,7","9,3","11,5","0,2",,,,
23/05/2014 2.00,"0,9","8,2","10,1","0,2","1,5",,,
23/05/2014 3.00,"0,7","6,8","8,6","0,2",,,,
23/05/2014 4.00,"0,6","7,3","9,2","0,2","12,2",,,
23/05/2014 5.00,"0,8","16,9","19,3","0,3",,,,
