Stat,BR-Via Crati-Rione_PERRINO,,,,,,  ,
,,,,,,,,,,,
Parm,SO2,NO2,NOX,CO,PM10,,,
15/07/2014 14.00,"2,1","5,5","8,1","0,4","10,0",,,
15/07/2014 15.00,"2,1","4,9","7,1","0,4",,,,
15/07/2014 16.00,"2,1","7,6","10,6","0,4","7,8",,,
15/07/2014 17.00,"2,1","11,5","15,7","0,4",,,,
15/07/2014 18.00,"2,1","8,4","11,0","0,4","18,8",,,
15/07/2014 19.00,"2,3","6,3","8,6","0,4",,,,
15/07/2014 20.00,"2,1","5,9","8,2","0,4","13,9",,,
15/07/2014 21.00,"2,1","4,7","6,9","0,4",,,,
15/07/2014 22.00,"2,2","3,8","5,9","0,4","35,9",,,
15/07/2014 23.00,"2,3","3,1","5,1","0,4",,,,
16/07/2014 0.00,"2,1","3,8","5,8","0,4","38,3",,,
16/07/2014 1.00,"1,8","5,5","7,7","0,4",,,,
16/07/2014 2.00,"2,1","3,6","5,8","0,4","35,7",,,
16/07/2014 3.00,"2,0","3,3","5,3","0,4",,,,
16/07/2014 4.00,"2,5","3,6","6,1","0,4","35,4",,,
16/07/2014 5.00,"2,5","4,6","7,3","0,4",,,,
16/07/2014 6.00,"2,3","9,7","13,8","0,4","24,7",,,
16/07/2014 7.00,"2,5","10,9","15,8","0,4",,,,
16/07/2014 8.00,"2,8","15,9","25,5","0,4","40,8",,,
16/07/2014 9.00,"2,3","10,8","15,8","0,4",,,,
16/07/2014 10.00,"2,5","13,9","20,8","0,4","21,5",,,
16/07/2014 11.00,"2,5","12,9","19,0","0,4",,,,
16/07/2014 12.00,"2,5","10,0","14,7","0,4","11,5",,,
16/07/2014 13.00,"2,6","8,6","12,5","0,4",,,,
16/07/2014 14.00,"3,0","9,4","13,3","0,4","5,4",,,
16/07/2014 15.00,"2,7","7,6","11,1","0,4",,,,
16/07/2014 16.00,"2,9","10,9","14,8","0,4","2,4",,,
16/07/2014 17.00,"2,9","7,2","9,6","0,4",,,,
16/07/2014 18.00,"2,9","4,3","6,6","0,4","1,0",,,
16/07/2014 19.00,"2,8","4,4","6,6","0,4",,,,
16/07/2014 20.00,"2,8","4,1","6,3","0,4","11,0",,,
16/07/2014 21.00,"2,4","4,4","6,6","0,4",,,,
16/07/2014 22.00,"2,7","4,9","7,2","0,4","29,5",,,
16/07/2014 23.00,"2,8","5,1","7,2","0,4",,,,
17/07/2014 0.00,"2,7","4,1","6,3","0,4","32,0",,,
17/07/2014 1.00,,"4,0","6,2","0,4",,,,
17/07/2014 2.00,"2,6",,,"0,4","25,6",,,
17/07/2014 3.00,"2,8","4,9","7,1","0,4",,,,
17/07/2014 4.00,"2,7","4,4","6,8","0,4","17,3",,,
17/07/2014 5.00,"2,4","6,1","9,3","0,4",,,,
17/07/2014 6.00,"2,6","11,3","16,3","0,4","17,6",,,
17/07/2014 7.00,"2,8","12,0","16,3","0,4",,,,
17/07/2014 8.00,"2,9","10,2","13,5","0,4","19,5",,,
17/07/2014 9.00,"2,4","8,4","11,5","0,4",,,,
17/07/2014 10.00,"2,8","11,5","15,9","0,4","21,2",,,
17/07/2014 11.00,"1,6","9,6","13,2","0,4",,,,
17/07/2014 12.00,"1,5","12,1","16,7","0,4","20,0",,,
17/07/2014 13.00,"1,1","11,8","17,0","0,4",,,,
17/07/2014 14.00,"1,3","9,6","12,9","0,4","12,2",,,
17/07/2014 15.00,"1,5","10,3","13,9","0,4",,,,
17/07/2014 16.00,"1,4","10,8","14,1","0,4","7,3",,,
17/07/2014 17.00,"1,2","11,4","14,2","0,4",,,,
17/07/2014 18.00,"1,1","11,4","13,6","0,4","7,3",,,
17/07/2014 19.00,"1,0","7,0","9,2","0,4",,,,
17/07/2014 20.00,"0,9","6,5","8,6","0,4","16,8",,,
17/07/2014 21.00,"1,0","7,9","10,1","0,4",,,,
17/07/2014 22.00,"1,1","6,0","8,2","0,4","39,3",,,
17/07/2014 23.00,"0,9","6,2","8,3","0,4",,,,
18/07/2014 0.00,"1,1","4,7","6,7","0,4","36,9",,,
18/07/2014 1.00,"1,2","4,2","6,1","0,4",,,,
18/07/2014 2.00,"1,0","3,0","5,0","0,4","26,1",,,
18/07/2014 3.00,"1,2","4,4","6,5","0,4",,,,
18/07/2014 4.00,"1,1","3,9","6,1","0,4","23,2",,,
18/07/2014 5.00,"1,0","4,8","7,2","0,4",,,,
18/07/2014 6.00,"1,0","8,1","10,7","0,4","26,6",,,
18/07/2014 7.00,"1,2","12,2","15,6","0,4",,,,
18/07/2014 8.00,"0,9","11,4","15,3","0,4","26,1",,,
18/07/2014 9.00,"1,1","10,5","14,3","0,4",,,,
18/07/2014 10.00,"1,4","12,3","16,5","0,4","23,2",,,
18/07/2014 11.00,"1,1","8,2","11,0","0,4",,,,
18/07/2014 12.00,"1,2","10,1","13,8","0,4","20,3",,,
18/07/2014 13.00,"1,7","10,0","14,3","0,4",,,,
18/07/2014 14.00,"1,3","7,8","10,9","0,4","12,7",,,
18/07/2014 15.00,"1,4","6,7","9,2","0,4",,,,
18/07/2014 16.00,"1,3","8,0","10,6","0,4","6,8",,,
18/07/2014 17.00,"1,4","16,1","20,0","0,4",,,,
18/07/2014 18.00,"1,2","10,2","12,6","0,4","4,2",,,
18/07/2014 19.00,"1,6","6,1","8,3","0,4",,,,
18/07/2014 20.00,"0,9","6,5","8,7","0,4","9,5",,,
18/07/2014 21.00,"1,1","6,1","8,2","0,4",,,,
18/07/2014 22.00,"1,1","5,0","7,1","0,4","40,5",,,
18/07/2014 23.00,"1,2","5,3","7,5","0,4",,,,
19/07/2014 0.00,"1,4","4,5","6,7","0,4","43,5",,,
19/07/2014 1.00,,"4,0","6,2","0,4",,,,
19/07/2014 2.00,"1,3",,,"0,4","25,9",,,
19/07/2014 3.00,"1,6","4,4","6,5","0,4",,,,
19/07/2014 4.00,"1,5","6,0","8,3","0,4","19,8",,,
19/07/2014 5.00,"1,0","6,2","8,4","0,4",,,,
19/07/2014 6.00,"1,5","8,5","11,5","0,4","18,6",,,
19/07/2014 7.00,"1,3","7,3","9,8","0,4",,,,
19/07/2014 8.00,"1,3","7,6","10,2","0,4","22,5",,,
19/07/2014 9.00,"1,1","6,7","9,1","0,4",,,,
19/07/2014 10.00,"1,3","6,4","9,0","0,4","23,2",,,
19/07/2014 11.00,"1,4","6,7","9,6","0,4",,,,
19/07/2014 12.00,"1,3","6,1","8,8","0,4","18,8",,,
19/07/2014 13.00,"1,2","5,3","7,6","0,4",,,,
19/07/2014 14.00,"1,7","5,0","7,1","0,4","19,0",,,
19/07/2014 15.00,"1,5","6,3","8,4","0,4",,,,
19/07/2014 16.00,"1,7","5,7","7,8","0,4","10,5",,,
19/07/2014 17.00,"1,4","8,6","11,0","0,4",,,,
19/07/2014 18.00,"1,6","5,7","7,9","0,4","11,2",,,
19/07/2014 19.00,"1,2","6,6","8,8","0,4",,,,
19/07/2014 20.00,"1,4","6,4","8,6","0,4","23,2",,,
19/07/2014 21.00,"1,2","9,2","11,3","0,4",,,,
19/07/2014 22.00,"1,4","6,9","9,0","0,4","42,7",,,
19/07/2014 23.00,"1,2","7,8","9,9","0,4",,,,
20/07/2014 0.00,"1,3","8,8","10,9","0,4","31,7",,,
20/07/2014 1.00,"1,3","7,9","10,0","0,4",,,,
20/07/2014 2.00,"1,2","7,4","9,4","0,4","24,7",,,
20/07/2014 3.00,"1,3","6,9","9,0","0,4",,,,
20/07/2014 4.00,"1,4","6,1","8,3","0,4","13,4",,,
20/07/2014 5.00,"1,4","5,3","7,5","0,4",,,,
20/07/2014 6.00,"1,2","5,0","7,2","0,4","7,3",,,
20/07/2014 7.00,"2,3","18,5","25,2","0,4",,,,
20/07/2014 8.00,"2,6","17,6","23,3","0,4","12,5",,,
20/07/2014 9.00,"2,4","19,7","26,1","0,4",,,,
20/07/2014 10.00,"2,6","22,1","29,0","0,4","7,6",,,
20/07/2014 11.00,"2,2","20,7","27,0","0,4",,,,
20/07/2014 12.00,"2,5","16,2","21,4","0,4","9,5",,,
20/07/2014 13.00,"2,4","8,2","11,2","0,4",,,,
20/07/2014 14.00,"2,4","12,6","16,6","0,4","15,1",,,
20/07/2014 15.00,"2,1","8,4","11,2","0,4",,,,
20/07/2014 16.00,"2,2","11,4","15,1","0,4","8,1",,,
20/07/2014 17.00,"2,2","9,2","11,4","0,4",,,,
20/07/2014 18.00,"2,3","13,5","15,6","0,4","12,2",,,
20/07/2014 19.00,"2,2","16,0","18,1","0,4",,,,
20/07/2014 20.00,"2,0","17,1","19,2","0,4","20,3",,,
20/07/2014 21.00,"1,9","18,6","20,8","0,5",,,,
20/07/2014 22.00,"1,9","20,2","22,3","0,5","37,4",,,
20/07/2014 23.00,"1,7","17,3","19,4","0,5",,,,
21/07/2014 0.00,"1,7","25,4","27,6","0,4","31,5",,,
21/07/2014 1.00,,"37,4","40,1","0,5",,,,
21/07/2014 2.00,"1,4",,,"0,5","22,5",,,
21/07/2014 3.00,"1,6","35,1","37,2",,,,,
21/07/2014 4.00,"1,4","29,1","31,2",,"31,5",,,
21/07/2014 5.00,"1,2","30,0","32,3",,,,,
21/07/2014 6.00,"1,5","28,2","31,8",,,,,
21/07/2014 7.00,"1,6","19,9","24,0",,,,,
21/07/2014 8.00,"2,3","13,7","17,1",,"17,8",,,
21/07/2014 9.00,"2,0","9,8","12,2",,,,,
21/07/2014 10.00,"2,3","18,5","22,7",,"19,8",,,
21/07/2014 11.00,"2,5","14,7","18,4",,,,,
21/07/2014 12.00,"2,0","8,7","12,5",,"10,7",,,
21/07/2014 13.00,"1,6","14,0","19,2",,,,,
21/07/2014 14.00,"1,7","9,8","13,0",,"23,2",,,
21/07/2014 15.00,"1,7","14,7","17,8",,,,,
21/07/2014 16.00,"1,6","5,5","7,7",,"25,2",,,
21/07/2014 17.00,"1,5","7,1","9,4",,,,,
21/07/2014 18.00,"1,5","5,0","7,3",,"43,0",,,
21/07/2014 19.00,"2,0","3,7","6,0",,,,,
21/07/2014 20.00,"2,0","6,9","9,0",,"31,0",,,
21/07/2014 21.00,"1,7","20,1","22,3",,,,,
21/07/2014 22.00,"1,8","9,0","11,2",,"23,4",,,
21/07/2014 23.00,"1,6","3,8","6,0",,,,,
22/07/2014 0.00,"1,4","4,1","6,3",,"32,0",,,
22/07/2014 1.00,"1,3","4,1","6,3",,,,,
22/07/2014 2.00,"1,2","11,0","13,3",,"33,5",,,
22/07/2014 3.00,"1,3","11,3","13,5",,,,,
22/07/2014 4.00,"1,3","16,7","23,9",,"28,8",,,
22/07/2014 5.00,"1,3","13,0","15,1",,,,,
22/07/2014 6.00,"1,1","31,1","34,7",,"29,1",,,
22/07/2014 7.00,"1,2","21,0","24,3",,,,,
22/07/2014 8.00,"1,3","11,4","14,0",,"30,3",,,
22/07/2014 9.00,"1,5","11,9","15,2",,,,,
22/07/2014 10.00,"1,2","6,1","8,7",,"17,8",,,
22/07/2014 11.00,"1,7","14,2","19,3",,,,,
22/07/2014 12.00,"1,6","12,8","19,0",,"8,5",,,
22/07/2014 13.00,"1,9","7,2","9,9",,,,,
22/07/2014 14.00,"1,7","9,5","12,8",,"3,9",,,
22/07/2014 15.00,"1,9","7,9","10,3",,,,,
22/07/2014 16.00,"1,7","7,3","9,7",,"1,7",,,
22/07/2014 17.00,"1,7","10,5","13,1",,,,,
22/07/2014 18.00,"1,4","10,9","13,4",,,,,
22/07/2014 19.00,"1,2","13,3","15,5",,,,,
22/07/2014 20.00,"1,6","6,4","8,5",,"8,8",,,
22/07/2014 21.00,"1,4","7,6","9,7",,,,,
22/07/2014 22.00,"1,3","9,1","11,2",,"20,8",,,
22/07/2014 23.00,"1,6","8,3","10,4",,,,,
23/07/2014 0.00,"1,1","5,5","7,6",,"21,2",,,
23/07/2014 1.00,,"7,2","9,4",,,,,
23/07/2014 2.00,"1,5",,,,"18,3",,,
23/07/2014 3.00,"1,6","4,7","6,8",,,,,
23/07/2014 4.00,"1,4","18,2","24,0",,"12,7",,,
23/07/2014 5.00,"1,3","9,3","13,1",,,,,
23/07/2014 6.00,"1,2","12,2","15,3",,"11,0",,,
23/07/2014 7.00,"1,3","14,2","18,4",,,,,
23/07/2014 8.00,"1,6","10,4","12,7",,"19,0",,,
23/07/2014 9.00,"1,2","17,0","20,9","0,5",,,,
23/07/2014 10.00,"1,3","12,3","16,9","0,4","20,5",,,
23/07/2014 11.00,"1,8","11,9","16,9","0,4",,,,
23/07/2014 12.00,"1,5","16,6","24,6","0,4","13,2",,,
23/07/2014 13.00,"1,3","11,1","15,1","0,4",,,,
23/07/2014 14.00,"1,2","7,5","10,9","0,4","6,3",,,
23/07/2014 15.00,"1,7","8,5","12,4","0,4",,,,
23/07/2014 16.00,"1,9","5,1","7,7","0,4","2,9",,,
23/07/2014 17.00,"1,3","7,9","11,0","0,4",,,,
23/07/2014 18.00,"1,6","6,8","9,3","0,4","1,2",,,
23/07/2014 19.00,"1,8","6,8","9,0","0,4",,,,
23/07/2014 20.00,"1,5","6,5","8,8","0,4","3,4",,,
23/07/2014 21.00,"1,5","7,7","10,0","0,4",,,,
23/07/2014 22.00,"1,4","9,5","11,8","0,5","20,3",,,
23/07/2014 23.00,"1,6","10,5","12,6","0,5",,,,
24/07/2014 0.00,"1,4","7,4","9,6","0,4","19,0",,,
24/07/2014 1.00,"1,2","5,7","7,7","0,4",,,,
24/07/2014 2.00,"1,6","4,1","6,1","0,4","20,3",,,
24/07/2014 3.00,"1,3","3,1","5,3","0,4",,,,
24/07/2014 4.00,"1,1","5,2","7,3","0,4","19,0",,,
24/07/2014 5.00,"1,6","9,8","12,1","0,4",,,,
24/07/2014 6.00,"1,3","14,0","16,8","0,4","11,0",,,
24/07/2014 7.00,"1,1","21,0","29,6","0,5",,,,
24/07/2014 8.00,"1,7","13,5","19,7","0,4","17,1",,,
24/07/2014 9.00,"1,7","12,6","18,7","0,4",,,,
24/07/2014 10.00,"1,6","13,3","18,7","0,4","10,3",,,
24/07/2014 11.00,"1,8","12,4","18,4","0,4",,,,
24/07/2014 12.00,"1,9","16,2","23,0","0,5","6,1",,,
24/07/2014 13.00,"1,8","9,8","13,7","0,4",,,,
24/07/2014 14.00,"1,7","8,4","11,8","0,4","3,7",,,
24/07/2014 15.00,"1,9","6,9","9,6","0,4",,,,
24/07/2014 16.00,"2,0","10,7","14,1","0,4","6,6",,,
24/07/2014 17.00,"2,0","17,2","21,8","0,4",,,,
24/07/2014 18.00,"1,9","11,5","13,9","0,4","3,7",,,
24/07/2014 19.00,"1,8","9,9","12,2","0,5",,,,
24/07/2014 20.00,"1,6","9,7","12,0","0,5","6,1",,,
24/07/2014 21.00,"2,1","13,8","16,0","0,5",,,,
24/07/2014 22.00,"1,7","13,5","15,8","0,5","20,5",,,
24/07/2014 23.00,"1,7","20,4","22,6","0,5",,,,
25/07/2014 0.00,"1,8","20,5","22,7","0,5","24,2",,,
25/07/2014 1.00,,"11,6","13,8","0,5",,,,
25/07/2014 2.00,"1,9",,,"0,5","36,4",,,
25/07/2014 3.00,"1,9","6,5","8,7","0,5",,,,
25/07/2014 4.00,"1,7","9,3","11,9","0,5","22,7",,,
25/07/2014 5.00,"1,7","16,3","19,1","0,5",,,,
25/07/2014 6.00,"1,9","22,3","27,0","0,5","25,2",,,
25/07/2014 7.00,"1,8","22,8","30,7","0,5",,,,
25/07/2014 8.00,"1,8","11,8","15,5","0,5","25,9",,,
25/07/2014 9.00,"2,1","10,3","14,0","0,5",,,,
25/07/2014 10.00,"2,0","12,5","17,7","0,5","20,5",,,
25/07/2014 11.00,"1,8","9,7","14,0","0,4",,,,
25/07/2014 12.00,"2,3","11,7","16,7","0,5","20,0",,,
25/07/2014 13.00,"2,3","8,9","12,9","0,4",,,,
25/07/2014 14.00,"2,0","11,6","16,3","0,5","11,0",,,
25/07/2014 15.00,"2,2","8,7","12,3","0,4",,,,
25/07/2014 16.00,"2,2","7,4","10,0","0,5","5,6",,,
25/07/2014 17.00,"2,4","9,8","12,7","0,5",,,,
25/07/2014 18.00,"2,4","7,0","9,2","0,5","4,2",,,
25/07/2014 19.00,"2,0","6,7","8,9","0,5",,,,
25/07/2014 20.00,"2,0","9,2","11,4","0,5","8,8",,,
25/07/2014 21.00,"2,1","9,2","11,4","0,5",,,,
25/07/2014 22.00,"2,0","12,4","14,5","0,5","30,8",,,
25/07/2014 23.00,"2,1","10,2","12,3","0,5",,,,
26/07/2014 0.00,"2,0","7,0","9,3","0,5","38,3",,,
26/07/2014 1.00,"2,0","5,8","8,0","0,5",,,,
26/07/2014 2.00,"1,8","6,1","8,2","0,5","34,4",,,
26/07/2014 3.00,"1,9","11,1","13,3","0,5",,,,
26/07/2014 4.00,"1,8","18,6","21,1","0,5","17,3",,,
26/07/2014 5.00,"2,0","29,6","35,1","0,7",,,,
26/07/2014 6.00,"2,0","29,0","34,3","0,5","9,0",,,
26/07/2014 7.00,"2,2","27,3","34,7","0,5",,,,
26/07/2014 8.00,"2,7","18,4","24,0","0,5","18,1",,,
26/07/2014 9.00,"2,7","15,4","20,2","0,4",,,,
26/07/2014 10.00,"2,8","13,9","18,4","0,4","15,4",,,
26/07/2014 11.00,"2,8","18,1","25,7","0,5",,,,
26/07/2014 12.00,"2,3","9,2","12,1","0,4","8,8",,,
26/07/2014 13.00,"2,4","9,8","12,5","0,4",,,,
26/07/2014 14.00,"3,0","10,2","12,8","0,4","5,6",,,
26/07/2014 15.00,"2,4","11,0","13,2","0,4",,,,
26/07/2014 16.00,"2,4","5,4","7,6","0,4","3,7",,,
26/07/2014 17.00,"2,9","5,1","7,3","0,4",,,,
26/07/2014 18.00,"2,6","3,8","6,0","0,5","2,2",,,
26/07/2014 19.00,"2,4","4,9","7,0","0,5",,,,
26/07/2014 20.00,"2,5","9,1","11,3","0,5","9,5",,,
26/07/2014 21.00,"2,5","11,7","13,8","0,5",,,,
26/07/2014 22.00,"2,3","9,0","11,2","0,5","23,2",,,
26/07/2014 23.00,"2,3","9,0","11,2","0,5",,,,
27/07/2014 0.00,"2,2","5,1","7,3","0,5","21,5",,,
27/07/2014 1.00,,"6,4","8,6","0,5",,,,
27/07/2014 2.00,"2,2",,,"0,5","25,9",,,
27/07/2014 3.00,"2,4","6,3","8,5","0,5",,,,
27/07/2014 4.00,"1,9","3,0","5,1","0,5","13,7",,,
27/07/2014 5.00,"2,0","2,1","4,2","0,5",,,,
27/07/2014 6.00,"1,9","2,4","4,6","0,5","38,6",,,
27/07/2014 7.00,"1,9","3,3","5,4","0,5",,,,
27/07/2014 8.00,"2,1","3,0","5,1","0,4","35,2",,,
27/07/2014 9.00,"2,2","2,7","4,9","0,4",,,,
27/07/2014 10.00,"2,0","2,3","4,5","0,4","2,2",,,
27/07/2014 11.00,"2,2","2,3","4,4","0,4",,,,
27/07/2014 12.00,"2,2","2,2","4,2","0,4","1,7",,,
27/07/2014 13.00,"2,6","1,8","3,8","0,4",,,,
27/07/2014 14.00,"2,5","1,8","3,6","0,4","1,2",,,
27/07/2014 15.00,"2,5","5,0","7,0","0,5",,,,
27/07/2014 16.00,"2,1","4,8","6,8","0,4","1,2",,,
27/07/2014 17.00,"2,4","5,4","7,5","0,5",,,,
27/07/2014 18.00,"2,2","8,5","10,7","0,5","6,6",,,
27/07/2014 19.00,"2,2","5,6","7,8","0,4",,,,
27/07/2014 20.00,"2,0","4,4","6,6","0,5","23,4",,,
27/07/2014 21.00,"2,2","10,2","12,4","0,5",,,,
27/07/2014 22.00,"2,2","11,2","13,4","0,4","49,8",,,
27/07/2014 23.00,"2,2","6,6","8,9","0,4",,,,
28/07/2014 0.00,"2,2","5,7","7,9","0,4","39,6",,,
28/07/2014 1.00,"2,2","9,1","11,3","0,4",,,,
28/07/2014 2.00,"1,8","7,5","9,7","0,4","23,9",,,
28/07/2014 3.00,"2,1","3,3","5,6","0,4",,,,
28/07/2014 4.00,"2,2","9,4","15,1","0,4","25,6",,,
28/07/2014 5.00,"2,2","12,3","15,4","0,5",,,,
28/07/2014 6.00,"2,1","15,1","18,7","0,5","15,6",,,
28/07/2014 7.00,"2,0","17,9","23,0","0,5",,,,
28/07/2014 8.00,"2,5","14,6","19,0","0,5","23,9",,,
28/07/2014 9.00,"2,7","13,1","17,0","0,4",,,,
28/07/2014 10.00,"2,4","22,9","30,1","0,4","12,7",,,
28/07/2014 11.00,"2,6","19,1","26,1","0,4",,,,
28/07/2014 12.00,"2,0","14,5","19,4","0,4","7,1",,,
28/07/2014 13.00,"2,5","10,3","13,3","0,4",,,,
28/07/2014 14.00,"2,9","9,3","11,7","0,4","3,2",,,
28/07/2014 15.00,"2,4","7,0","9,6","0,4",,,,
28/07/2014 16.00,"2,7","5,9","8,2","0,4","1,2",,,
28/07/2014 17.00,"2,7","7,4","9,7","0,4",,,,
28/07/2014 18.00,"2,1","5,7","7,9","0,4",,,,
28/07/2014 19.00,"2,5","5,7","7,8","0,4",,,,
28/07/2014 20.00,"2,5","5,8","8,0","0,4","6,8",,,
28/07/2014 21.00,"2,1","4,9","7,1","0,4",,,,
28/07/2014 22.00,"2,3","8,4","10,5","0,4","10,5",,,
28/07/2014 23.00,"2,2","7,5","9,6","0,4",,,,
29/07/2014 0.00,"2,8","8,7","10,8","0,5","26,9",,,
29/07/2014 1.00,,"5,0","7,2","0,4",,,,
29/07/2014 2.00,"2,3",,,"0,4","18,1",,,
29/07/2014 3.00,"2,4","11,4","13,6","0,5",,,,
29/07/2014 4.00,"2,4","11,0","13,1","0,5","12,9",,,
29/07/2014 5.00,"2,5","12,9","15,1","0,5",,,,
29/07/2014 6.00,"2,3","19,8","23,0","0,5","22,5",,,
29/07/2014 7.00,"2,4","26,1","32,2","0,5",,,,
29/07/2014 8.00,"2,6","8,0","10,3","0,5","25,4",,,
29/07/2014 9.00,"2,1","5,1","7,4","0,5",,,,
29/07/2014 10.00,"2,2","5,7","8,1","0,5","23,0",,,
29/07/2014 11.00,"2,7","7,1","9,8","0,5",,,,
29/07/2014 12.00,"2,7","5,6","8,0","0,4","12,0",,,
29/07/2014 13.00,"2,7","4,8","7,0","0,4",,,,
29/07/2014 14.00,"2,9","3,9","5,9","0,4","7,1",,,
29/07/2014 15.00,"2,8","4,8","6,8","0,4",,,,
29/07/2014 16.00,"3,0","4,6","6,7","0,4","3,2",,,
29/07/2014 17.00,"2,9","4,5","6,6","0,5",,,,
29/07/2014 18.00,"2,9","5,7","7,8","0,5","1,2",,,
29/07/2014 19.00,"3,0","7,0","9,1","0,5",,,,
29/07/2014 20.00,"2,7","8,1","10,3","0,5","6,1",,,
29/07/2014 21.00,"2,8","6,7","8,8","0,5",,,,
29/07/2014 22.00,"2,7","9,4","11,5","0,5","19,3",,,
29/07/2014 23.00,"2,9","5,4","7,6","0,5",,,,
30/07/2014 0.00,"2,6","4,3","6,4","0,5","30,8",,,
30/07/2014 1.00,"2,3","5,4","7,5","0,5",,,,
30/07/2014 2.00,"2,3","3,7","5,9","0,5","38,8",,,
30/07/2014 3.00,"2,6","2,4","4,6","0,5",,,,
30/07/2014 4.00,"2,4","2,6","4,8","0,5","36,6",,,
30/07/2014 5.00,"2,3","4,0","6,2","0,5",,,,
30/07/2014 6.00,"2,5","9,2","11,4","0,5","30,5",,,
30/07/2014 7.00,"2,6","9,7","12,2","0,5",,,,
30/07/2014 8.00,"2,3","5,4","7,5","0,5","14,7",,,
30/07/2014 9.00,"2,8","5,1","7,3","0,5",,,,
30/07/2014 10.00,"2,8","7,2","9,5","0,5","22,5",,,
30/07/2014 11.00,"3,2","5,6","7,9","0,5",,,,
30/07/2014 12.00,"3,1","4,5","6,6","0,5","20,0",,,
30/07/2014 13.00,"2,7","3,9","5,9","0,5",,,,
30/07/2014 14.00,"3,1","3,0","4,9","0,5","11,2",,,
30/07/2014 15.00,"3,1","2,9","4,8","0,5",,,,
30/07/2014 16.00,"3,0","3,9","5,8","0,5","6,3",,,
30/07/2014 17.00,"3,4","4,0","6,0","0,5",,,,
30/07/2014 18.00,"3,1","4,1","6,1","0,5","4,2",,,
30/07/2014 19.00,"3,0","4,5","6,6","0,5",,,,
30/07/2014 20.00,"3,0","5,5","7,5","0,5","22,5",,,
30/07/2014 21.00,"3,3","7,7","9,9","0,5",,,,
30/07/2014 22.00,"3,1","5,3","7,5","0,4","34,9",,,
30/07/2014 23.00,"2,8","7,1","9,3","0,4",,,,
31/07/2014 0.00,"3,0","6,9","9,1","0,4","18,8",,,
31/07/2014 1.00,,"4,3","6,4","0,4",,,,
31/07/2014 2.00,"2,9",,,"0,4","13,7",,,
31/07/2014 3.00,"2,9","4,3","6,4","0,4",,,,
31/07/2014 4.00,"2,7","7,3","9,5","0,4","10,5",,,
31/07/2014 5.00,"2,6","15,9","18,1","0,4",,,,
31/07/2014 6.00,"2,5","25,8","29,8","0,5","14,7",,,
31/07/2014 7.00,"3,1","23,6","30,2","0,5",,,,
31/07/2014 8.00,"3,1","13,8","18,1","0,5","8,3",,,
31/07/2014 9.00,"2,8","10,2","14,5","0,4",,,,
31/07/2014 10.00,"2,8","13,0","19,6","0,4","5,9",,,
31/07/2014 11.00,"3,2","13,4","18,8","0,4",,,,
31/07/2014 12.00,"3,2","12,7","18,2","0,4","14,9",,,
31/07/2014 13.00,"2,9","11,3","14,6","0,4",,,,
31/07/2014 14.00,"3,0","10,0","12,5","0,4","7,8",,,
31/07/2014 15.00,"2,9","7,8","10,4","0,4",,,,
31/07/2014 16.00,"3,0","8,0","10,6","0,4","13,7",,,
31/07/2014 17.00,"2,8","7,4","10,1","0,4",,,,
31/07/2014 18.00,"2,9","9,5","11,8","0,4","9,8",,,
31/07/2014 19.00,"2,9","9,4","11,5","0,4",,,,
31/07/2014 20.00,"3,2","7,9","10,1","0,4","6,3",,,
31/07/2014 21.00,"3,0","12,8","15,0","0,4",,,,
31/07/2014 22.00,"2,8","9,3","11,5","0,4","17,6",,,
31/07/2014 23.00,"2,7","5,1","7,4","0,4",,,,
01/08/2014 0.00,"2,8","5,0","7,2","0,4","12,0",,,
01/08/2014 1.00,"2,7","3,9","6,0","0,4",,,,
01/08/2014 2.00,"3,1","4,0","6,1","0,4","15,6",,,
01/08/2014 3.00,"2,7","4,0","6,2","0,4",,,,
01/08/2014 4.00,"2,8","4,0","6,2","0,4","13,2",,,
01/08/2014 5.00,"2,8","10,1","12,4","0,4",,,,
01/08/2014 6.00,"2,8","17,6","21,1","0,5","7,6",,,
01/08/2014 7.00,"2,9","20,1","24,7","0,5",,,,
01/08/2014 8.00,"2,6","21,6","25,5","0,5","13,9",,,
01/08/2014 9.00,"2,8","19,9","23,1","0,5",,,,
01/08/2014 10.00,"2,4","15,4","19,1","0,5","15,6",,,
01/08/2014 11.00,"2,0","11,0","14,3","0,5",,,,
01/08/2014 12.00,"2,3","9,5","13,8","0,5","21,5",,,
01/08/2014 13.00,"2,5","10,4","14,6","0,4",,,,
01/08/2014 14.00,"2,4","8,4","11,9","0,5","10,5",,,
01/08/2014 15.00,"2,6","6,5","9,2","0,5",,,,
01/08/2014 16.00,"2,4","8,1","10,9","0,5","4,9",,,
01/08/2014 17.00,"2,7","9,7","12,6","0,5",,,,
01/08/2014 18.00,"2,5","7,3","9,6","0,5","3,9",,,
01/08/2014 19.00,"2,7","8,5","10,8","0,5",,,,
01/08/2014 20.00,"2,6","6,0","8,3","0,5","10,0",,,
01/08/2014 21.00,"2,6","14,4","16,7","0,5",,,,
01/08/2014 22.00,"2,5","12,3","14,5","0,5","24,9",,,
01/08/2014 23.00,"2,4","16,4","18,6","0,5",,,,
02/08/2014 0.00,"2,5","12,2","14,3","0,5","21,2",,,
02/08/2014 1.00,,"10,3","12,4","0,5",,,,
02/08/2014 2.00,"2,2",,,"0,5","21,7",,,
02/08/2014 3.00,"2,6","7,0","9,1","0,5",,,,
