Stat,LECCE Piazza_libertini,,,,,,  ,
,,,,,,
Parm,NO2,NOX,CO,PM10,BENZENE,,,
Unit,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3,ug/m3 293K,,,
Field,Aver,Aver,Aver,Aver,Aver,,,
,,,,,
,,,,,
,,,,,
01/05/2014 15.00,"13,8","27,5","0,6",,,,,
01/05/2014 16.00,"28,5","47,6","0,7","4,4","0,1",,,
01/05/2014 17.00,"30,4","43,4","0,7",,"0,1",,,
01/05/2014 18.00,"39,4","55,7","1,4",,"0,2",,,
01/05/2014 19.00,"46,6","61,7","1,9",,"0,7",,,
01/05/2014 20.00,"55,6","76,5","3,0",,"0,6",,,
01/05/2014 21.00,"50,3","65,4","2,9",,"1,4",,,
01/05/2014 22.00,"70,3","106,9","2,0",,"2,4",,,
01/05/2014 23.00,"93,9","165,9","2,1",,"1,3",,,
02/05/2014 0.00,"55,1","86,2","1,5",,"1,2",,,
02/05/2014 1.00,"32,1","42,5","1,1",,"0,5",,,
02/05/2014 2.00,"28,0","36,7","0,9","7,8","0,4",,,
02/05/2014 3.00,"16,1","23,9",,,"0,2",,,
02/05/2014 4.00,,,"0,7","8,3","0,2",,,
02/05/2014 5.00,"50,5","94,6","0,8",,"0,4",,,
02/05/2014 6.00,"80,4","181,2","0,9","16,1","0,3",,,
02/05/2014 7.00,"59,4","95,5","0,9",,"0,3",,,
02/05/2014 8.00,"30,0","49,8","0,7","12,7","0,3",,,
02/05/2014 9.00,"22,8","40,8","0,7",,"0,1",,,
02/05/2014 10.00,"36,1","59,6","0,8","7,8",,,,
02/05/2014 11.00,"37,3","53,1","0,8",,"0,2",,,
02/05/2014 12.00,"45,3","65,9","0,8","11,7","0,3",,,
02/05/2014 13.00,"21,9","35,3","0,7",,"0,2",,,
02/05/2014 14.00,"21,9","33,8","0,7","8,3",,,,
02/05/2014 15.00,"20,9","34,0","0,7",,"0,2",,,
02/05/2014 16.00,"29,9","49,1","0,7","6,3","0,1",,,
02/05/2014 17.00,"19,4","32,1","0,7",,"0,1",,,
02/05/2014 18.00,"36,4","55,1","0,7","4,4","0,1",,,
02/05/2014 19.00,"64,1","93,7","0,9",,"0,4",,,
02/05/2014 20.00,"74,4","119,1","1,0","5,9","0,4",,,
02/05/2014 21.00,"54,6","86,4","0,8",,"0,6",,,
02/05/2014 22.00,"36,4","54,1","0,8","16,1","0,5",,,
02/05/2014 23.00,"32,8","46,4","0,7",,"0,2",,,
03/05/2014 0.00,"25,0","34,9","0,7","11,7","0,1",,,
03/05/2014 1.00,"16,2","25,0","0,7",,"0,1",,,
03/05/2014 2.00,"11,4","19,4","0,6","8,8","0,2",,,
03/05/2014 3.00,"6,8","13,1","0,6",,"0,1",,,
03/05/2014 4.00,"4,8","10,9","0,6","9,8",,,,
03/05/2014 5.00,"12,1","22,6","0,6",,"0,1",,,
03/05/2014 6.00,"24,3","40,0","0,6","5,9",,,,
03/05/2014 7.00,"29,5","47,0","0,7",,"0,1",,,
03/05/2014 8.00,"37,6","61,0","0,7","7,3","0,2",,,
03/05/2014 9.00,"34,0","56,7","0,7",,"0,2",,,
03/05/2014 10.00,"62,4","107,4","0,8","6,8","0,2",,,
03/05/2014 11.00,"55,5","82,3","0,8",,"0,5",,,
03/05/2014 12.00,"45,4","62,3","0,7","12,2","0,2",,,
03/05/2014 13.00,"32,3","44,2","0,6",,"0,1",,,
03/05/2014 14.00,"25,5","38,7","0,6","7,8","0,1",,,
03/05/2014 15.00,"20,0","35,1","0,7",,"0,1",,,
03/05/2014 16.00,"42,7","76,4","0,8","4,4","0,1",,,
03/05/2014 17.00,"36,7","56,8","0,7",,"0,3",,,
03/05/2014 18.00,"51,2","74,7","0,8","2,9","0,1",,,
03/05/2014 19.00,"64,9","89,4","0,8",,"0,2",,,
03/05/2014 20.00,"58,8","81,8","0,8","7,3","0,5",,,
03/05/2014 21.00,"43,7","60,4","0,7",,"0,3",,,
03/05/2014 22.00,"24,5","35,3","0,7","5,4","0,2",,,
03/05/2014 23.00,"44,0","68,2","0,8",,"0,1",,,
04/05/2014 0.00,"51,3","80,6","0,8","4,4","0,6",,,
04/05/2014 1.00,"48,2","77,2","0,9",,"0,4",,,
04/05/2014 2.00,"38,6","59,5","0,8","4,4","0,2",,,
04/05/2014 3.00,"14,5","23,5",,,"0,1",,,
04/05/2014 4.00,,,"0,6","5,4","0,1",,,
04/05/2014 5.00,"11,6","19,8","0,6",,"0,1",,,
04/05/2014 6.00,"17,2","28,2","0,7","5,4","0,1",,,
04/05/2014 7.00,"39,5","70,1","0,7",,"0,1",,,
04/05/2014 8.00,"9,9","18,9","0,6","4,4","0,2",,,
04/05/2014 9.00,"9,2","18,5","0,6",,"0,1",,,
04/05/2014 10.00,"30,0","55,1","0,8","7,8","0,2",,,
04/05/2014 11.00,"33,6","50,8","0,7",,"0,2",,,
04/05/2014 12.00,"56,5","77,9","0,8","5,4","0,3",,,
04/05/2014 13.00,"22,4","35,2","0,7",,"0,2",,,
04/05/2014 14.00,"18,9","29,2","0,7","6,8","0,1",,,
04/05/2014 15.00,"26,2","39,3","0,6",,,,,
04/05/2014 16.00,"33,4","50,7","0,7","5,4","0,1",,,
04/05/2014 17.00,"36,5","56,4","0,7",,"0,1",,,
04/05/2014 18.00,"26,3","35,7","0,7","3,9","0,1",,,
04/05/2014 19.00,"24,3","31,8","0,7",,"0,1",,,
04/05/2014 20.00,"19,9","27,6","0,7","3,9","0,1",,,
04/05/2014 21.00,"20,4","28,1","0,7",,"0,1",,,
04/05/2014 22.00,"9,9","17,3","0,7","2,4","0,1",,,
04/05/2014 23.00,"7,9","15,2","0,7",,"0,1",,,
05/05/2014 0.00,"7,8","14,9","0,6","3,4","0,1",,,
05/05/2014 1.00,"6,0","12,4","0,6",,"0,1",,,
05/05/2014 2.00,"4,8","11,2","0,6","3,9","0,1",,,
05/05/2014 3.00,"3,9","10,5","0,6",,"0,1",,,
05/05/2014 4.00,"7,3","14,4","0,6","3,4","0,1",,,
05/05/2014 5.00,"10,0","18,7","0,6",,"0,1",,,
05/05/2014 6.00,"29,4","57,9","0,7","3,4","0,1",,,
05/05/2014 7.00,"19,5","36,5","0,7",,"0,2",,,
05/05/2014 8.00,"20,1","38,4","0,7","2,9","0,2",,,
05/05/2014 9.00,"27,3","47,6","0,8",,"0,2",,,
05/05/2014 10.00,"22,1","40,7","0,8","3,4","0,5",,,
05/05/2014 11.00,"18,4","34,9","0,7",,"0,2",,,
05/05/2014 12.00,"24,3","43,0","0,8","3,9","0,2",,,
05/05/2014 13.00,"20,3","35,5","0,7",,"0,3",,,
05/05/2014 14.00,"15,8","28,9","0,7","3,4","0,2",,,
05/05/2014 15.00,"12,6","23,3","0,7",,"0,1",,,
05/05/2014 16.00,"15,9","27,7","0,7","3,9","0,2",,,
05/05/2014 17.00,"20,9","34,5","0,7",,"0,2",,,
05/05/2014 18.00,"22,5","33,8","0,7","2,9","0,1",,,
05/05/2014 19.00,"24,5","33,7","0,7",,"0,1",,,
05/05/2014 20.00,"24,9","33,9","0,7","9,3","0,1",,,
05/05/2014 21.00,"13,8","21,0","0,7",,"0,5",,,
05/05/2014 22.00,"15,3","22,9","0,6","6,8","0,4",,,
05/05/2014 23.00,"12,7","19,6","0,6",,"0,5",,,
06/05/2014 0.00,"12,9","19,7","0,7","18,6","0,6",,,
06/05/2014 1.00,"7,5","13,8","0,6",,"0,2",,,
06/05/2014 2.00,"4,7","11,5","0,6","11,7","0,1",,,
06/05/2014 3.00,"3,9","10,8",,,,,,
06/05/2014 4.00,,,"0,6","7,8",,,,
06/05/2014 5.00,"24,1","41,9","0,7",,"0,1",,,
06/05/2014 6.00,"25,1","36,8","0,7","14,7","0,1",,,
06/05/2014 7.00,"26,5","39,9","0,7",,"0,1",,,
06/05/2014 8.00,"34,2","52,6","0,7","9,8","0,1",,,
06/05/2014 9.00,"23,3","37,7","0,7",,"0,3",,,
06/05/2014 10.00,"24,3","39,4","0,7","12,7","0,3",,,
06/05/2014 11.00,"24,1","38,9","0,7",,"0,1",,,
06/05/2014 12.00,"24,1","38,8","0,8","3,9","0,2",,,
06/05/2014 13.00,"22,5","37,0","0,7",,"0,3",,,
06/05/2014 14.00,"14,2","25,0","0,7","2,9","0,1",,,
06/05/2014 15.00,"15,1","26,1","0,7",,"0,2",,,
06/05/2014 16.00,"18,5","29,4","0,7","7,8","0,2",,,
06/05/2014 17.00,"27,5","40,4","0,7",,"0,1",,,
06/05/2014 18.00,"40,7","55,4","0,8","10,7","0,2",,,
06/05/2014 19.00,"44,1","56,6","0,8",,"0,3",,,
06/05/2014 20.00,"48,3","62,3","0,8","10,7","0,4",,,
06/05/2014 21.00,"47,6","58,1","0,8",,"0,3",,,
06/05/2014 22.00,"48,9","59,6","0,8","16,1","0,2",,,
06/05/2014 23.00,"43,4","55,1","0,8",,"0,2",,,
07/05/2014 0.00,"45,5","56,2","0,8","24,4","0,3",,,
07/05/2014 1.00,"43,1","53,5","0,8",,"0,3",,,
07/05/2014 2.00,"42,0","55,4","0,8","15,1","0,2",,,
07/05/2014 3.00,"22,8","30,3","0,7",,"0,2",,,
07/05/2014 4.00,"20,0","26,8","0,7","17,1","0,2",,,
07/05/2014 5.00,"57,5","90,2","0,8",,"0,1",,,
07/05/2014 6.00,"58,6","80,2","0,8","20,0","0,2",,,
07/05/2014 7.00,"62,6","97,8","0,9",,"0,3",,,
07/05/2014 8.00,"68,6","119,1","1,0","14,2","1,3",,,
07/05/2014 9.00,"32,3","48,7","0,8",,"0,3",,,
07/05/2014 10.00,"27,5","41,6","0,8","12,7","0,2",,,
07/05/2014 11.00,"25,5","40,6","0,8",,"0,1",,,
07/05/2014 12.00,"45,3","75,3","0,9","11,2","0,2",,,
07/05/2014 13.00,"35,0","52,7","0,8",,"0,4",,,
07/05/2014 14.00,"22,1","34,9","0,7","9,8","0,1",,,
07/05/2014 15.00,"16,3","27,1","0,7",,"0,1",,,
07/05/2014 16.00,"21,5","34,5","0,7","9,3","0,1",,,
07/05/2014 17.00,"15,2","25,4","0,7",,"0,1",,,
07/05/2014 18.00,"42,4","61,2","0,9","12,7","0,2",,,
07/05/2014 19.00,"45,5","60,3","0,9",,"0,6",,,
07/05/2014 20.00,"67,7","93,5","1,0","11,7","0,7",,,
07/05/2014 21.00,"63,1","85,0","0,9",,"0,4",,,
07/05/2014 22.00,"47,2","64,4","0,8","10,3","0,3",,,
07/05/2014 23.00,"35,9","49,7","0,8",,"0,5",,,
08/05/2014 0.00,"27,4","38,7","0,7","21,0","0,4",,,
08/05/2014 1.00,"25,4","38,2","0,9",,"0,4",,,
08/05/2014 2.00,"17,8","28,0","0,7","13,7","0,2",,,
08/05/2014 3.00,"12,5","20,1",,,"0,2",,,
08/05/2014 4.00,,,"0,6","14,2","0,1",,,
08/05/2014 5.00,"15,2","25,1","0,6",,"0,1",,,
08/05/2014 6.00,"44,4","63,5","0,7","14,7","0,1",,,
08/05/2014 7.00,"27,6","41,0","0,7",,"0,2",,,
08/05/2014 8.00,"37,0","60,9","0,8","19,0","0,2",,,
08/05/2014 9.00,"24,7","39,8","0,7",,"0,2",,,
08/05/2014 10.00,"17,8","29,1","0,7","11,2","0,1",,,
08/05/2014 11.00,"19,3","29,6","0,7",,"0,1",,,
08/05/2014 12.00,"33,1","50,8","0,8","6,8","0,3",,,
08/05/2014 13.00,"28,4","42,6","0,7",,"0,2",,,
08/05/2014 14.00,"28,3","41,5","0,8","13,2","0,1",,,
08/05/2014 15.00,"29,2","40,0","0,7",,"0,1",,,
08/05/2014 16.00,"21,7","31,5","0,7","20,0","0,1",,,
08/05/2014 17.00,"27,2","37,5","0,8",,"0,1",,,
08/05/2014 18.00,"31,4","41,9","0,8","10,7","0,2",,,
08/05/2014 19.00,"28,7","37,0","0,7",,"0,3",,,
08/05/2014 20.00,"32,7","42,5","0,8","14,7","0,2",,,
08/05/2014 21.00,"21,1","28,8","0,7",,"0,2",,,
08/05/2014 22.00,"12,8","19,4","0,6","8,3","0,1",,,
08/05/2014 23.00,"14,4","21,4","0,6",,"0,1",,,
09/05/2014 0.00,"11,1","17,8","0,6","8,3",,,,
09/05/2014 1.00,"9,0","15,9","0,6",,"0,1",,,
09/05/2014 2.00,"5,5","12,5","0,6","10,3","0,1",,,
09/05/2014 3.00,"3,6","10,1","0,6",,,,,
09/05/2014 4.00,"7,6","14,3","0,6","10,7","0,1",,,
09/05/2014 5.00,"10,8","18,8","0,6",,"0,1",,,
09/05/2014 6.00,"21,4","32,7","0,6","6,3","0,1",,,
09/05/2014 7.00,"22,9","34,8","0,7",,,,,
09/05/2014 8.00,"27,4","43,7","0,7","13,7","0,2",,,
09/05/2014 9.00,"23,9","38,2","0,7",,"0,2",,,
09/05/2014 10.00,"25,8","41,8","0,7","8,3","0,3",,,
09/05/2014 11.00,"24,8","40,4","0,7",,"0,3",,,
09/05/2014 12.00,"20,6","34,1","0,7","6,8","0,1",,,
09/05/2014 13.00,"24,3","38,9","0,7",,"0,2",,,
09/05/2014 14.00,"20,0","31,6","0,7","6,8","0,1",,,
09/05/2014 15.00,"19,9","31,4","0,7",,"0,1",,,
09/05/2014 16.00,"24,1","36,7","0,7","10,7","0,1",,,
09/05/2014 17.00,"21,6","32,0","0,7",,"0,2",,,
09/05/2014 18.00,"25,5","35,7","0,7","6,8",,,,
09/05/2014 19.00,"28,4","36,7","0,7",,"0,1",,,
09/05/2014 20.00,"30,2","39,1","0,7","12,2","0,2",,,
09/05/2014 21.00,"27,0","36,8","0,7",,"0,1",,,
09/05/2014 22.00,"17,2","25,3","0,6","10,3",,,,
09/05/2014 23.00,"13,7","21,7","0,6",,,,,
10/05/2014 0.00,"14,2","21,9","0,6","6,8","0,1",,,
10/05/2014 1.00,"12,1","19,2","0,6",,"0,1",,,
10/05/2014 2.00,"7,4","14,7","0,6","4,9",,,,
10/05/2014 3.00,"7,0","14,2",,,"0,1",,,
10/05/2014 4.00,,,"0,6","6,8","0,1",,,
10/05/2014 5.00,"13,0","21,0","0,6",,"0,1",,,
10/05/2014 6.00,"26,9","37,8","0,7","6,8","0,1",,,
10/05/2014 7.00,"33,9","50,4","0,7",,"0,1",,,
10/05/2014 8.00,"28,4","43,5","0,8","9,8","0,2",,,
10/05/2014 9.00,"27,6","42,4","0,7",,"0,2",,,
10/05/2014 10.00,"25,9","40,7","0,7","6,8","0,3",,,
10/05/2014 11.00,"22,7","36,7","0,7",,"0,1",,,
10/05/2014 12.00,"25,9","40,0","0,7","4,4","0,1",,,
10/05/2014 13.00,"19,6","31,3","0,7",,"0,1",,,
10/05/2014 14.00,"11,9","20,8","0,6","7,8","0,1",,,
10/05/2014 15.00,"12,4","21,4","0,6",,"0,1",,,
10/05/2014 16.00,"19,0","28,8","0,7","5,9","0,2",,,
10/05/2014 17.00,"26,8","38,0","0,7",,"0,1",,,
10/05/2014 18.00,"28,0","36,5","0,7","11,7","0,1",,,
10/05/2014 19.00,"38,2","47,4","0,8",,"0,2",,,
10/05/2014 20.00,"103,8","167,9","1,3","8,3","0,7",,,
10/05/2014 21.00,"81,8","120,8","1,1",,"1,5",,,
10/05/2014 22.00,"84,6","125,8","0,9","15,6","0,8",,,
10/05/2014 23.00,"79,8","104,9","0,9",,"0,6",,,
11/05/2014 0.00,"92,7","137,4","1,0","24,4","0,5",,,
11/05/2014 1.00,"63,2","82,5","1,0",,"1,0",,,
11/05/2014 2.00,"69,5","95,8","1,1","21,5","0,5",,,
11/05/2014 3.00,"66,0","91,5","0,9",,"0,9",,,
11/05/2014 4.00,"58,7","86,7","0,9","12,2","0,4",,,
11/05/2014 5.00,"31,9","41,7","0,7",,"0,3",,,
11/05/2014 6.00,"68,6","103,9","0,9","21,5","0,2",,,
11/05/2014 7.00,"24,4","35,5","0,8",,"0,6",,,
11/05/2014 8.00,"17,9","27,7","0,7","12,2","0,1",,,
11/05/2014 9.00,"27,1","43,1","0,8",,"0,1",,,
11/05/2014 10.00,"35,5","58,7","0,8","7,8","0,3",,,
11/05/2014 11.00,"16,4","28,1","0,7",,"0,2",,,
11/05/2014 12.00,"22,0","35,1","0,8","8,8","0,5",,,
11/05/2014 13.00,"16,6","27,9","0,7",,"0,2",,,
11/05/2014 14.00,"10,8","19,6","0,7","14,2","0,2",,,
11/05/2014 15.00,"12,9","22,6","0,7",,"0,1",,,
11/05/2014 16.00,"28,5","43,8","0,7","8,3","0,2",,,
11/05/2014 17.00,"31,9","48,1","0,8",,"0,3",,,
11/05/2014 18.00,"35,5","49,8","0,8","4,9","0,1",,,
11/05/2014 19.00,"45,5","58,6","1,3",,"0,1",,,
11/05/2014 20.00,"41,5","56,7","1,7","2,4","0,4",,,
11/05/2014 21.00,"33,2","43,4","0,8",,"0,5",,,
11/05/2014 22.00,"25,8","35,6","0,7","12,2","0,1",,,
11/05/2014 23.00,"15,2","23,7","0,7",,"0,1",,,
12/05/2014 0.00,"10,6","17,7","0,7","11,7","0,1",,,
12/05/2014 1.00,"5,3","11,9","0,6",,"0,1",,,
12/05/2014 2.00,"6,4","12,8","0,6","21,5","0,1",,,
12/05/2014 3.00,"1,6","8,2",,,"0,1",,,
12/05/2014 4.00,,,"0,6","19,5",,,,
12/05/2014 5.00,"7,6","14,6","0,6",,"0,1",,,
12/05/2014 6.00,"28,1","46,3","0,7","14,2","0,1",,,
12/05/2014 7.00,"42,2","63,8","0,8",,,,,
12/05/2014 8.00,"58,8","102,7","1,0","16,6","0,3",,,
12/05/2014 9.00,"37,3","63,1","0,8",,"0,2",,,
12/05/2014 10.00,"27,6","48,0","0,8","11,7","0,5",,,
12/05/2014 11.00,"19,1","33,6","0,7",,"0,3",,,
12/05/2014 12.00,"16,0","29,2","0,7","7,8","0,1",,,
12/05/2014 13.00,"11,9","20,9","0,7",,"0,1",,,
12/05/2014 14.00,"10,7","20,4","0,6","4,4",,,,
12/05/2014 15.00,"11,0","20,9","0,6",,"0,1",,,
12/05/2014 16.00,"22,7","36,6","0,7","9,3","0,2",,,
12/05/2014 17.00,"27,6","41,3","0,7",,"0,1",,,
12/05/2014 18.00,"27,7","40,0","0,7","5,4","0,1",,,
12/05/2014 19.00,"30,8","42,5","0,8",,"0,2",,,
12/05/2014 20.00,"29,8","40,2","0,8","12,7","0,2",,,
12/05/2014 21.00,"17,2","24,8","0,7",,"0,1",,,
12/05/2014 22.00,"12,4","20,3","0,7","9,3","0,1",,,
12/05/2014 23.00,"13,7","23,2","0,7",,"0,1",,,
13/05/2014 0.00,"22,3","30,4","0,7","16,1","0,2",,,
13/05/2014 1.00,"6,0","12,7","0,6",,,,,
13/05/2014 2.00,"3,2","9,4","0,6","12,2","0,1",,,
13/05/2014 3.00,"2,5","8,6","0,6",,,,,
13/05/2014 4.00,"3,3","9,3","0,6","17,6","0,1",,,
13/05/2014 5.00,"8,1","15,3","0,6",,,,,
13/05/2014 6.00,"24,2","40,9","0,7","10,7",,,,
13/05/2014 7.00,"44,0","72,3","0,8",,"0,1",,,
13/05/2014 8.00,"37,1","59,4","0,9","12,7","0,1",,,
13/05/2014 9.00,"34,5","53,6","0,8",,"0,3",,,
13/05/2014 10.00,"40,8","71,0","0,8","7,8","0,2",,,
13/05/2014 11.00,"37,6","59,1","0,8",,"0,4",,,
13/05/2014 12.00,"24,8","38,2","0,8","19,5","0,2",,,
13/05/2014 13.00,"20,0","31,0","0,7",,"0,3",,,
13/05/2014 14.00,"18,1","28,8","0,7","11,7","0,1",,,
13/05/2014 15.00,"17,4","27,7","0,7",,,,,
13/05/2014 16.00,"24,0","36,3","0,7","12,2","0,1",,,
13/05/2014 17.00,"22,1","34,0","0,7",,"0,1",,,
13/05/2014 18.00,"15,2","25,0","0,7","6,8",,,,
13/05/2014 19.00,"14,2","23,4","0,7",,"0,1",,,
13/05/2014 20.00,"17,2","25,9","0,7","4,4","0,1",,,
13/05/2014 21.00,"12,0","20,0","0,7",,"0,1",,,
13/05/2014 22.00,"7,0","14,6","0,7","3,9","0,1",,,
13/05/2014 23.00,"6,8","13,8","0,6",,"0,1",,,
14/05/2014 0.00,"4,1","10,7","0,7","14,2",,,,
14/05/2014 1.00,"3,6","11,0","0,6",,"0,1",,,
14/05/2014 2.00,"6,8","14,9","0,6","9,3","0,1",,,
14/05/2014 3.00,"1,6","8,0",,,,,,
14/05/2014 4.00,,,"0,6","9,8","0,1",,,
14/05/2014 5.00,"10,8","20,0","0,6",,"0,1",,,
14/05/2014 6.00,"11,1","18,8","0,6","6,8","0,1",,,
14/05/2014 7.00,"14,1","24,0","0,7",,"0,1",,,
14/05/2014 8.00,"13,8","23,3","0,7","7,8","0,1",,,
14/05/2014 9.00,"11,2","20,4","0,7",,"0,1",,,
14/05/2014 10.00,"8,2","16,7","0,7","9,8","0,1",,,
14/05/2014 11.00,"9,4","18,3","0,7",,"0,1",,,
14/05/2014 12.00,"13,8","25,7","0,7","6,3",,,,
14/05/2014 13.00,"10,6","19,6","0,7",,"0,1",,,
14/05/2014 14.00,"6,7","14,8","0,7","7,8",,,,
14/05/2014 15.00,"9,7","18,3","0,6",,"0,1",,,
14/05/2014 16.00,"8,2","16,2","0,6","8,3","0,2",,,
14/05/2014 17.00,"8,8","17,0","0,7",,"0,1",,,
14/05/2014 18.00,"8,7","16,2","0,6","6,8","0,2",,,
14/05/2014 19.00,"8,9","16,0","0,6",,"0,1",,,
14/05/2014 20.00,"9,5","16,7","0,7","5,4",,,,
14/05/2014 21.00,"6,6","14,1","0,6",,,,,
14/05/2014 22.00,"4,0","11,1","0,6","3,9","0,1",,,
14/05/2014 23.00,"5,1","12,2","0,6",,"0,2",,,
15/05/2014 0.00,"3,5","10,1","0,6","3,9","0,1",,,
15/05/2014 1.00,"2,6","9,6","0,6",,"0,1",,,
15/05/2014 2.00,"1,6","8,4","0,6","2,4","0,3",,,
15/05/2014 3.00,"2,0","9,0","0,6",,"0,1",,,
15/05/2014 4.00,"4,5","11,4","0,6","8,3",,,,
15/05/2014 5.00,"4,7","11,9","0,6",,"0,1",,,
15/05/2014 6.00,"21,1","35,6","0,7","4,4","0,2",,,
15/05/2014 7.00,"15,0","25,7","0,7",,"0,1",,,
15/05/2014 8.00,"11,0","20,7","0,6","6,8","0,1",,,
15/05/2014 9.00,"11,4","22,3","0,7",,"0,1",,,
15/05/2014 10.00,"9,3","18,6","0,7","4,4","0,1",,,
15/05/2014 11.00,"7,9","18,2","0,6",,"0,3",,,
15/05/2014 12.00,"13,2","25,9","0,7","8,3","0,2",,,
15/05/2014 13.00,"7,5","16,8","0,6",,"0,2",,,
15/05/2014 14.00,"8,0","16,6","0,6","17,1","0,4",,,
15/05/2014 15.00,"6,9","15,0","0,6",,"0,1",,,
15/05/2014 16.00,"7,4","15,9","0,6","10,3","0,1",,,
15/05/2014 17.00,"12,1","21,0","0,7",,"0,2",,,
15/05/2014 18.00,"17,3","26,7","0,7","6,8","0,2",,,
15/05/2014 19.00,"20,2","30,7","0,7",,"0,2",,,
15/05/2014 20.00,"12,2","20,2","0,7","9,8",,,,
15/05/2014 21.00,"8,9","16,0","0,6",,"0,1",,,
15/05/2014 22.00,"8,6","16,7","0,7","11,7","0,1",,,
15/05/2014 23.00,"9,0","16,1","0,7",,"0,2",,,
16/05/2014 0.00,"5,4","12,8","0,6","7,3","0,2",,,
16/05/2014 1.00,"5,2","12,8","0,6",,"0,3",,,
16/05/2014 2.00,"4,2","11,2","0,6","4,4","0,1",,,
16/05/2014 3.00,"2,8","9,5",,,,,,
16/05/2014 4.00,,,"0,6","3,9","0,1",,,
16/05/2014 5.00,"10,8","18,6","0,7",,"0,1",,,
16/05/2014 6.00,"20,9","29,8","0,7","5,4","0,1",,,
16/05/2014 7.00,"22,7","33,2","0,7",,,,,
16/05/2014 8.00,"16,1","26,3","0,7","5,9","0,1",,,
16/05/2014 9.00,"13,4","23,1","0,7",,,,,
16/05/2014 10.00,"14,2","24,2","0,7","4,4","0,1",,,
16/05/2014 11.00,"13,7","25,3","0,7",,"0,1",,,
16/05/2014 12.00,"32,0","54,7","0,8","4,4","0,1",,,
16/05/2014 13.00,"41,4","66,0","0,9",,"0,5",,,
16/05/2014 14.00,"21,7","33,6","0,7","6,8","0,2",,,
16/05/2014 15.00,"12,2","21,7","0,7",,"0,1",,,
16/05/2014 16.00,"20,2","34,2","0,7","9,8",,,,
16/05/2014 17.00,"37,3","61,7","0,8",,"0,4",,,
16/05/2014 18.00,"50,1","86,1","0,9","6,3","0,1",,,
16/05/2014 19.00,"50,2","84,4","0,9",,"0,4",,,
16/05/2014 20.00,"56,3","91,7","1,0","4,4","0,3",,,
16/05/2014 21.00,"38,5","59,9","0,9",,"0,2",,,
16/05/2014 22.00,"39,6","64,5","0,8","3,9","0,3",,,
16/05/2014 23.00,"19,8","29,8","0,8",,"0,1",,,
17/05/2014 0.00,"11,2","18,8","0,7","3,4",,,,
17/05/2014 1.00,"9,4","17,0","0,6",,,,,
17/05/2014 2.00,"6,6","13,5","0,6","3,4",,,,
17/05/2014 3.00,"9,2","17,0","0,6",,,,,
17/05/2014 4.00,"10,0","17,8","0,6","2,9",,,,
17/05/2014 5.00,"27,3","39,2","0,7",,,,,
17/05/2014 6.00,"19,6","30,7","0,8","5,9",,,,
17/05/2014 7.00,"35,9","75,6","0,9",,"0,1",,,
17/05/2014 8.00,"21,3","39,3","0,8","4,4","0,2",,,
17/05/2014 9.00,"14,5","27,6","0,7",,"0,1",,,
17/05/2014 10.00,"21,8","40,7","0,8","5,4","0,3",,,
17/05/2014 11.00,"16,1","28,1","0,7",,"0,1",,,
17/05/2014 12.00,"38,4","59,9","0,9","4,9","0,4",,,
17/05/2014 13.00,"29,1","43,2","0,8",,"0,4",,,
17/05/2014 14.00,"23,3","36,5","0,7","4,4","0,1",,,
17/05/2014 15.00,"20,1","30,9","0,7",,"0,1",,,
17/05/2014 16.00,"20,5","29,8","0,7","12,7","0,2",,,
17/05/2014 17.00,"25,8","36,9","0,7",,"0,1",,,
17/05/2014 18.00,"19,2","28,1","0,7","8,3","0,1",,,
17/05/2014 19.00,"31,9","42,2","0,9",,"0,1",,,
17/05/2014 20.00,"52,9","74,8","0,9","5,9","0,2",,,
17/05/2014 21.00,"45,8","64,2","0,8",,"0,3",,,
17/05/2014 22.00,"45,1","63,2","0,8","8,3","0,3",,,
17/05/2014 23.00,"59,6","94,1","1,0",,"0,4",,,
18/05/2014 0.00,"77,4","151,0","1,2","6,3","1,0",,,
18/05/2014 1.00,"87,0","186,7","1,4",,"1,2",,,
18/05/2014 2.00,"67,9","122,0","1,2","8,3","1,1",,,
18/05/2014 3.00,"43,6","67,0",,,"0,5",,,
18/05/2014 4.00,,,"0,7","5,4","0,1",,,
18/05/2014 5.00,"18,4","28,2","0,7",,"0,1",,,
18/05/2014 6.00,"22,9","37,1","0,7","20,5","0,2",,,
18/05/2014 7.00,"28,0","44,2","0,7",,,,,
18/05/2014 8.00,"23,2","36,2","0,7","12,2","0,1",,,
18/05/2014 9.00,"19,6","33,3","0,7",,"0,1",,,
18/05/2014 10.00,"29,8","50,6","0,8","7,8","0,4",,,
18/05/2014 11.00,"31,6","50,6","0,8",,"0,1",,,
18/05/2014 12.00,"15,4","26,9","0,7","4,4","0,1",,,
18/05/2014 13.00,"22,8","36,2","0,7",,"0,1",,,
18/05/2014 14.00,"20,2","29,7","0,7","8,3","0,1",,,
18/05/2014 15.00,"29,0","42,1","0,8",,"0,1",,,
18/05/2014 16.00,"29,4","44,9","0,7","6,8","0,1",,,
18/05/2014 17.00,"56,1","102,4","1,0",,"0,1",,,
18/05/2014 18.00,"86,5","172,0","1,4","4,4","1,0",,,
18/05/2014 19.00,"112,6","248,8","1,9",,"0,8",,,
18/05/2014 20.00,"101,7","192,8","1,6","2,9","1,6",,,
