,SIMAGE Brindisi,,,,,,
23/06/2009 22.00,"0,5","22,9","15,7","0,2","7,0","58,8",
23/06/2009 23.00,"0,4","19,2","12,4","0,2","7,0","60,2",
24/06/2009 0.00,"0,2","18,5","12,0","0,2","7,0","54,6",
24/06/2009 1.00,"0,1","18,2","11,8","0,2","5,8","59,6",
24/06/2009 2.00,"0,1","18,3","12,0","0,2","5,8","56,6",
24/06/2009 3.00,"0,2","16,5","10,0","0,2","5,8","70,1",
24/06/2009 4.00,"0,3","16,6","10,3","0,2","5,8","67,2",
24/06/2009 5.00,"0,1","19,4","12,6","0,2","5,8","60,4",
24/06/2009 6.00,"0,1","19,8","13,3","0,2","5,8","66,1",
24/06/2009 7.00,"0,1","21,9","14,9","0,2","5,8","56,8",
24/06/2009 8.00,"0,1","21,7","14,5","0,2","5,8","72,1",
24/06/2009 9.00,"0,1","26,9","18,6","0,3","5,8","57,1",
24/06/2009 10.00,"0,2","30,8","20,2","0,2","5,8","55,8",
24/06/2009 11.00,"0,1","29,6","19,8","0,2","5,8","70,8",
24/06/2009 12.00,"0,1","26,8","17,4","0,2","5,8","83,4",
24/06/2009 13.00,"0,3","29,6","19,8","0,3","5,8","82,0",
24/06/2009 14.00,"0,1","26,3","17,7","0,3","5,8","91,4",
24/06/2009 15.00,"0,2","23,8","16,9","0,2","5,8","89,6",
24/06/2009 16.00,"0,2","26,3","18,6","0,2","5,8","73,6",
24/06/2009 17.00,"0,1","30,0","21,9","0,3","5,8","73,1",
24/06/2009 18.00,"0,1","31,9","23,8","0,3","5,8","69,3",
24/06/2009 19.00,"0,2","27,8","20,9","0,3","5,8","68,0",
24/06/2009 20.00,"0,4","30,1","22,4","0,2","5,8","57,8",
24/06/2009 21.00,"0,1","24,9","18,4","0,2","5,8","64,3",
24/06/2009 22.00,"0,2","24,5","17,9","0,2","5,8","56,1",
24/06/2009 23.00,"0,1","28,3","20,6","0,2","5,8","45,0",
25/06/2009 0.00,"0,1","25,2","18,0","0,2","5,8","42,2",
25/06/2009 1.00,,"23,2","16,0","0,3","8,5","36,2",
25/06/2009 2.00,"0,2",,,"0,3","8,5","35,0",
25/06/2009 3.00,"0,1","24,5","17,1",,"8,5","37,0",
25/06/2009 4.00,"0,2","23,2","15,5","0,2","8,5",,
25/06/2009 5.00,"0,3","26,0","17,8","0,2","8,5","32,1",
25/06/2009 6.00,"0,4","31,9","22,3","0,3","8,5","25,3",
25/06/2009 7.00,"0,4","36,9","24,6","0,2","8,5","38,5",
25/06/2009 8.00,"0,5","31,3","22,1","0,2","8,5","60,5",
25/06/2009 9.00,"0,1","23,4","16,2","0,3","8,5","71,4",
25/06/2009 10.00,"0,4","27,7","19,3","0,3","8,5","75,5",
25/06/2009 11.00,"0,4","26,8","18,3","0,3","8,5","87,5",
25/06/2009 12.00,"0,2","19,9","14,0","0,2","8,5","95,4",
25/06/2009 13.00,"0,5","24,3","17,4","0,2","8,5","103,2",
25/06/2009 14.00,"0,5","24,9","17,7","0,2","8,5","109,0",
25/06/2009 15.00,"0,3","24,3","17,4","0,2","8,5","108,6",
25/06/2009 16.00,"0,2","24,7","17,7","0,2","8,5","111,0",
25/06/2009 17.00,"0,6","26,0","19,5","0,2","8,5","102,1",
25/06/2009 18.00,"0,4","26,1","19,4","0,1","8,5","81,0",
25/06/2009 19.00,"0,4","27,5","19,9","0,1","8,5","70,2",
25/06/2009 20.00,"0,3","33,3","23,7","0,2","8,5","60,4",
25/06/2009 21.00,"0,3","38,8","29,3","0,2","8,5","37,7",
25/06/2009 22.00,"0,3","45,8","34,1","0,2","8,5","21,1",
25/06/2009 23.00,"0,4","49,6","35,5","0,2","8,5","7,4",
26/06/2009 0.00,"0,3","37,7","23,9","0,1","8,5","9,9",
26/06/2009 1.00,"0,4","25,9","15,0","0,0","7,9","58,6",
26/06/2009 2.00,"0,3","21,8","14,1","0,0","7,9","53,5",
26/06/2009 3.00,"0,1","19,7","12,4","0,0","7,9","42,1",
26/06/2009 4.00,"0,1","19,2","11,7","0,0","7,9","34,6",
26/06/2009 5.00,"0,3","21,6","13,3","0,0","7,9","35,0",
26/06/2009 6.00,"0,2","30,2","21,9","0,1","7,9","40,1",
26/06/2009 7.00,"0,2","25,1","17,5","0,1","7,9","56,9",
26/06/2009 8.00,"0,3","29,6","20,8","0,2","7,9","53,8",
26/06/2009 9.00,,,,"0,1","7,9","70,5",
26/06/2009 10.00,"0,3","21,9","15,0","0,2","7,9","86,8",
26/06/2009 11.00,"0,3","23,4","16,2","0,1","7,9","100,3",
26/06/2009 12.00,"0,2","30,3","21,9","0,1","7,9","105,3",
26/06/2009 13.00,"0,4","28,9","21,2","0,1","7,9","110,3",
26/06/2009 14.00,"0,2","25,6","19,4","0,1","7,9","106,9",
26/06/2009 15.00,"0,3","22,9","16,9","0,1","7,9","100,9",
26/06/2009 16.00,"0,2","20,9","15,5","0,1","7,9","96,9",
26/06/2009 17.00,"0,2","25,5","19,0","0,1","7,9","74,1",
26/06/2009 18.00,"0,5","22,0","15,7","0,1","7,9","80,3",
26/06/2009 19.00,"0,4","28,7","21,9","0,1","7,9","82,2",
26/06/2009 20.00,"0,3","34,7","27,9","0,2","7,9","66,8",
26/06/2009 21.00,"0,3","38,6","30,7","0,1","7,9","39,8",
26/06/2009 22.00,"0,2","32,1","23,3","0,1","7,9","29,4",
26/06/2009 23.00,"1,1","30,0","19,3","0,1","7,9","39,6",
27/06/2009 0.00,"2,0","25,3","16,0","0,0","7,9","38,3",
27/06/2009 1.00,,"23,0","14,7",,"9,6","46,2",
27/06/2009 2.00,,,,,"9,6","31,3",
27/06/2009 3.00,,,,,"9,6",,
27/06/2009 4.00,"0,0","19,9","14,0",,"9,6",,
27/06/2009 5.00,"0,1","19,6","14,0",,"9,6","62,9",
27/06/2009 6.00,"0,0","26,5","19,4",,"9,6","44,4",
27/06/2009 7.00,"0,1","24,4","17,4",,"9,6","47,9",
27/06/2009 8.00,"0,1","25,2","17,3",,"9,6","62,1",
27/06/2009 9.00,"0,1","27,7","18,9",,"9,6","79,0",
27/06/2009 10.00,,,,,"9,6","86,8",
27/06/2009 11.00,"0,0","29,0","19,5",,"9,6","94,1",
27/06/2009 12.00,"0,0","32,7","23,5",,"9,6","89,4",
27/06/2009 13.00,"0,2","29,2","22,2",,"9,6","103,9",
27/06/2009 14.00,"0,1","24,8","18,5",,"9,6","112,1",
27/06/2009 15.00,"0,0","24,2","17,8",,"9,6","105,4",
27/06/2009 16.00,"0,0","27,2","19,9",,"9,6","97,5",
27/06/2009 17.00,"0,1","31,2","24,2",,"9,6","87,1",
27/06/2009 18.00,"0,0","29,5","23,3",,"9,6","89,3",
27/06/2009 19.00,"0,0","26,2","20,4",,"9,6","79,6",
27/06/2009 20.00,"0,0","29,8","23,4",,"9,6","60,5",
27/06/2009 21.00,"0,0","28,4","22,0",,"9,6","59,7",
27/06/2009 22.00,"0,0","25,9","19,7",,"9,6","66,8",
27/06/2009 23.00,,"26,4","20,5",,"9,6","57,8",
28/06/2009 0.00,,"28,0","22,0",,"9,6","49,4",
28/06/2009 1.00,,"23,9","17,8",,"11,8","55,7",
28/06/2009 2.00,,"21,6","15,7",,"11,8","59,3",
28/06/2009 3.00,,"18,3","12,6",,"11,8","68,6",
28/06/2009 4.00,,"17,8","12,3",,"11,8","61,2",
28/06/2009 5.00,,"18,6","12,9",,"11,8","50,3",
28/06/2009 6.00,,"23,1","16,7",,"11,8","37,3",
28/06/2009 7.00,,"22,5","15,5",,"11,8","53,3",
28/06/2009 8.00,,"21,7","14,8",,"11,8","74,2",
28/06/2009 9.00,,"22,7","16,4",,"11,8","87,4",
28/06/2009 10.00,,"21,6","15,2",,"11,8","90,2",
28/06/2009 11.00,,"25,1","18,1",,"11,8","100,5",
28/06/2009 12.00,,"25,1","18,0",,"11,8","112,5",
28/06/2009 13.00,,"25,3","18,2",,"11,8","110,9",
28/06/2009 14.00,,"24,6","17,8",,"11,8","110,5",
28/06/2009 15.00,,"22,1","16,2",,"11,8","103,7",
28/06/2009 16.00,,"21,5","15,6",,"11,8","110,6",
28/06/2009 17.00,,"21,7","16,4",,"11,8","105,2",
28/06/2009 18.00,,"22,1","16,5",,"11,8","111,8",
28/06/2009 19.00,,"22,6","17,4",,"11,8","111,0",
28/06/2009 20.00,,"23,2","17,7",,"11,8","84,5",
28/06/2009 21.00,,"27,6","21,2",,"11,8","63,6",
28/06/2009 22.00,,"29,1","23,0",,"11,8","41,3",
28/06/2009 23.00,,"46,5","38,2",,"11,8","20,6",
29/06/2009 0.00,,"31,1","23,8",,"11,8","39,0",
29/06/2009 1.00,,"30,8","24,1",,"15,0","34,7",
29/06/2009 2.00,,,,,"15,0","33,5",
29/06/2009 3.00,"0,2","20,7","14,4",,"15,0","39,6",
29/06/2009 4.00,"0,7","22,2","16,0","0,2","15,0",,
29/06/2009 5.00,"0,4","24,2","17,9","0,2","15,0","35,9",
29/06/2009 6.00,"0,5","36,6","26,0","0,2","15,0","27,7",
29/06/2009 7.00,"0,6","30,7","21,9","0,2","15,0","50,1",
29/06/2009 8.00,,"23,1","17,0","0,3","15,0","60,6",
29/06/2009 9.00,,"26,3","20,4","0,2","15,0","73,2",
29/06/2009 10.00,,"11,0","6,5",,"15,0","96,9",
29/06/2009 11.00,"0,1","9,5","5,3",,"15,0","103,1",
29/06/2009 12.00,,"13,8","9,4","0,2","15,0","106,5",
29/06/2009 13.00,"0,9","16,5","11,7","0,0","15,0","108,7",
29/06/2009 14.00,"0,7","13,9","9,7","0,0","15,0","110,0",
29/06/2009 15.00,"0,7","14,9","10,4","0,1","15,0","106,7",
29/06/2009 16.00,"0,4","13,3","8,9","0,1","15,0","118,4",
29/06/2009 17.00,"0,8","17,7","13,0","0,1","15,0","115,7",
29/06/2009 18.00,"1,2","14,7","10,3","0,1","15,0","110,6",
29/06/2009 19.00,"1,2","10,9","7,0","0,1","15,0","107,4",
29/06/2009 20.00,"0,9","10,5","6,6","0,0","15,0","96,9",
29/06/2009 21.00,"1,2","17,1","13,1","0,1","15,0","75,1",
29/06/2009 22.00,"1,3","18,8","14,8","0,0","15,0","69,3",
29/06/2009 23.00,"4,6","25,4","21,2","0,1","15,0","50,9",
30/06/2009 0.00,"8,5","22,4","18,1","0,1","15,0","41,2",
30/06/2009 1.00,"8,5","16,8","12,9","0,1","16,7","47,0",
30/06/2009 2.00,"8,8","17,0","13,1","0,0","16,7","44,8",
30/06/2009 3.00,"8,6","14,0","10,3","0,0","16,7","42,9",
30/06/2009 4.00,"9,1","16,0","12,1","0,1","16,7","35,7",
30/06/2009 5.00,"8,0","29,5","24,6","0,1","16,7","22,2",
30/06/2009 6.00,"9,1","36,1","26,6","0,2","16,7","14,7",
30/06/2009 7.00,"8,8","43,6","30,9","0,1","16,7","23,7",
30/06/2009 8.00,"8,6","15,7","10,4","0,1","16,7","78,5",
30/06/2009 9.00,"9,0","8,5","4,7","0,1","16,7","95,3",
30/06/2009 10.00,"8,6","7,3","3,5","0,1","16,7","95,1",
30/06/2009 11.00,,"7,3","3,4","0,1","16,7","100,5",
30/06/2009 12.00,,"7,4","3,7","0,1","16,7","105,9",
30/06/2009 13.00,"1,1","8,3","4,5","0,1","16,7","106,1",
30/06/2009 14.00,"0,8","12,3","8,5","0,1","16,7","101,3",
30/06/2009 15.00,"0,8","11,5","7,4","0,1","16,7","100,2",
30/06/2009 16.00,"0,7","11,5","7,6","0,1","16,7","102,7",
30/06/2009 17.00,"0,7","9,9","6,1","0,1","16,7","107,3",
30/06/2009 18.00,"0,6","9,1","5,0","0,1","16,7","102,1",
30/06/2009 19.00,"0,5","8,9","5,2","0,1","16,7","100,5",
30/06/2009 20.00,"0,6","14,3","10,2","0,1","16,7","83,1",
30/06/2009 21.00,"0,8","25,6","21,2","0,1","16,7","57,8",
30/06/2009 22.00,"1,0","34,2","28,9","0,1","16,7","39,9",
30/06/2009 23.00,"0,6","46,1","39,9","0,2","16,7","20,9",
01/07/2009 0.00,"0,5","31,6","26,7","0,1","16,7","27,8",
01/07/2009 1.00,,"35,4","29,0","0,1","16,2","12,7",
01/07/2009 2.00,"0,0",,,"0,1","16,2","27,4",
01/07/2009 3.00,"0,0","22,5","17,8",,"16,2","39,3",
01/07/2009 4.00,"0,1","19,0","14,7","0,3","16,2",,
01/07/2009 5.00,"0,1","17,6","13,2","0,4","16,2","32,9",
01/07/2009 6.00,"0,2","27,3","19,7","0,3","16,2","32,3",
01/07/2009 7.00,"0,2","22,2","16,1","0,3","16,2","48,4",
01/07/2009 8.00,"0,1","13,1","8,7","0,2","16,2","81,9",
01/07/2009 9.00,"0,0","14,3","8,9","0,2","16,2","88,0",
01/07/2009 10.00,"0,1","8,8","4,9","0,2","16,2","90,6",
01/07/2009 11.00,"0,1","9,9","6,0","0,3","16,2","95,0",
01/07/2009 12.00,"0,3","7,4","3,7","0,3","16,2","101,3",
01/07/2009 13.00,"0,0","6,3",,"0,3","16,2","101,1",
01/07/2009 14.00,"0,0","6,9","3,0","0,2","16,2","106,1",
01/07/2009 15.00,"0,1","6,5","2,8","0,3","16,2","107,8",
01/07/2009 16.00,"0,2","7,1","3,4","0,3","16,2","107,8",
01/07/2009 17.00,"0,2","6,5","3,0","0,3","16,2","115,9",
01/07/2009 18.00,"0,2","8,6","5,0","0,3","16,2","113,8",
01/07/2009 19.00,"0,3","8,4","4,7","0,3","16,2","116,8",
01/07/2009 20.00,"0,1","12,9","8,9","0,3","16,2","99,8",
01/07/2009 21.00,"0,1","17,0","12,7","0,3","16,2","82,9",
01/07/2009 22.00,"0,1","45,0","38,2","0,3","16,2","35,0",
01/07/2009 23.00,"0,1","30,8","25,4","0,3","16,2","40,3",
02/07/2009 0.00,"0,2","21,1","16,2","0,3","16,2","33,8",
02/07/2009 1.00,"0,2","19,0","14,6","0,3","20,2","19,7",
02/07/2009 2.00,"0,1","16,6","12,5","0,3","20,2","31,5",
02/07/2009 3.00,"0,3","15,7","11,2","0,3","20,2","25,7",
02/07/2009 4.00,"0,1","15,4","11,0","0,3","20,2","21,1",
02/07/2009 5.00,"0,5","22,4","17,3","0,4","20,2","22,5",
02/07/2009 6.00,"0,3","35,3","24,1","0,4","20,2","13,4",
02/07/2009 7.00,"0,7","44,6","28,4","0,4","20,2","16,5",
02/07/2009 8.00,"0,4","28,7","19,1","0,3","20,2","46,0",
02/07/2009 9.00,"0,4","19,8","13,9","0,4","20,2","62,7",
02/07/2009 10.00,"0,3","13,9","9,6","0,5","20,2","86,4",
02/07/2009 11.00,"0,6","14,0","9,7","0,5","20,2","110,9",
02/07/2009 12.00,"0,2","29,3","21,7","0,5","20,2","94,5","0,5"
02/07/2009 13.00,"0,3","7,4","3,7","0,5","20,2","101,9","0,2"
02/07/2009 14.00,"0,4","8,0","4,2","0,5","20,2","105,1","0,2"
02/07/2009 15.00,"0,3","7,2","3,6","0,5","20,2","107,7","0,1"
02/07/2009 16.00,"0,3","8,9","5,0","0,5","20,2","110,6","0,2"
02/07/2009 17.00,"0,3","7,8","3,9","0,4","20,2","116,7","0,2"
02/07/2009 18.00,"0,3","12,1","8,3","0,4","20,2","119,6","0,3"
02/07/2009 19.00,"0,3","11,7","8,0","0,4","20,2","121,3","0,3"
02/07/2009 20.00,"0,1","12,9","9,1","0,3","20,2","107,3","0,4"
02/07/2009 21.00,"0,4","20,8","16,1","0,4","20,2","77,0","0,5"
02/07/2009 22.00,"0,3","18,2","13,9","0,3","20,2","84,5","0,6"
02/07/2009 23.00,"0,5","45,6","39,5","0,4","20,2","37,3","0,8"
03/07/2009 0.00,"0,6","46,5","37,9","0,3","20,2","18,5","0,8"
03/07/2009 1.00,,"34,6","29,0","0,5","22,2","31,3","0,7"
03/07/2009 2.00,"1,1",,,"0,3","22,2","14,9","9,5"
03/07/2009 3.00,"0,9","28,9","23,9",,"22,2","28,9","0,9"
03/07/2009 4.00,"0,7","22,2","17,5","0,3","22,2",,"0,6"
03/07/2009 5.00,"1,1","36,8","29,6","0,3","22,2","16,0","0,9"
03/07/2009 6.00,"1,1","58,7","42,3","0,3","22,2","16,0","1,0"
03/07/2009 7.00,"1,0","45,2","34,1","0,3","22,2","43,9","1,4"
03/07/2009 8.00,"0,9","29,7","23,6","0,3","22,2","75,3","1,3"
03/07/2009 9.00,"0,8","26,1","19,8","0,3","22,2","73,1","0,8"
03/07/2009 10.00,"1,2","24,6","18,7","0,6","22,2","85,5","1,0"
03/07/2009 11.00,"1,0","13,5","9,1","0,8","22,2","93,4","1,3"
03/07/2009 12.00,"1,0","13,4","8,6","0,3","22,2","99,4","0,8"
03/07/2009 13.00,"0,8","10,3","6,1","0,3","22,2","109,2","0,4"
03/07/2009 14.00,"0,9","9,6","6,0","0,3","22,2","115,0","0,2"
03/07/2009 15.00,"0,7","14,3","10,3","0,2","22,2","110,1","0,3"
03/07/2009 16.00,"0,8","9,5","5,9","0,2","22,2","112,6","0,4"
03/07/2009 17.00,"0,9","9,5","5,9","0,3","22,2","109,8","0,3"
03/07/2009 18.00,"0,8","14,5","10,6","0,2","22,2","116,0","0,4"
03/07/2009 19.00,"0,7","13,7","9,8","0,2","22,2","113,7","0,4"
03/07/2009 20.00,"0,7","21,0","16,6","0,2","22,2","99,6","0,4"
03/07/2009 21.00,"0,6","17,4","13,2","0,2","22,2","87,4","0,5"
03/07/2009 22.00,"0,9","22,2","18,0","0,2","22,2","67,2","0,5"
03/07/2009 23.00,"0,2","25,5","20,7","0,2","22,2","52,3","0,8"
04/07/2009 0.00,,"17,4","13,3","0,2","22,2","60,1","1,6"
04/07/2009 1.00,,"13,8","9,9","0,1","20,5","55,3","0,4"
04/07/2009 2.00,,"11,3","7,6","0,1","20,5","47,6","0,3"
04/07/2009 3.00,,"11,1","7,4","0,1","20,5","41,8","0,4"
04/07/2009 4.00,,"11,1","7,6","0,2","20,5","40,0","0,4"
04/07/2009 5.00,,"14,6","10,5","0,2","20,5","32,2","0,5"
04/07/2009 6.00,,"34,7","26,5","0,3","20,5","24,7","1,0"
04/07/2009 7.00,,"34,2","22,1","0,3","20,5","38,5","1,4"
04/07/2009 8.00,,"27,2","20,0","0,2","20,5","68,1","0,8"
04/07/2009 9.00,,"25,4","19,5","0,2","20,5","84,0","0,4"
04/07/2009 10.00,,"20,0","14,9","0,3","20,5","97,7","0,5"
04/07/2009 11.00,,"20,6","15,4","0,3","20,5","102,0","0,5"
04/07/2009 12.00,,"19,0","14,0","0,4","20,5","110,4","0,6"
04/07/2009 13.00,,"18,6","14,1","0,3","20,5","110,8","0,5"
04/07/2009 14.00,,"18,0","13,4","0,3","20,5","108,2","0,5"
04/07/2009 15.00,,"12,3","8,6","0,3","20,5","117,3","0,4"
04/07/2009 16.00,,"7,8","4,3","0,3","20,5","114,0","0,4"
04/07/2009 17.00,,"7,6","4,2","0,3","20,5","117,5","0,3"
04/07/2009 18.00,,"15,0","11,0","0,3","20,5","113,6","0,5"
04/07/2009 19.00,,"24,3","19,6","0,3","20,5","95,2","0,7"
04/07/2009 20.00,,"22,6","18,0","0,4","20,5","94,4","0,6"
04/07/2009 21.00,,"24,4","19,8","0,3","20,5","81,4","0,8"
04/07/2009 22.00,,"25,0","20,3","0,3","20,5","78,8","0,5"
04/07/2009 23.00,,"19,9","15,7","0,3","20,5","79,7","0,6"
05/07/2009 0.00,,"17,4","13,6","0,2","20,5","72,4","0,5"
05/07/2009 1.00,,"16,1","12,3","0,2","20,8","67,8","0,6"
05/07/2009 2.00,"0,5",,,"0,2","20,8","66,7","0,6"
05/07/2009 3.00,"0,5","19,3","15,4",,"20,8","62,3","0,5"
05/07/2009 4.00,"0,4","17,1","13,2","0,3","20,8",,"0,6"
05/07/2009 5.00,"0,4","18,5","14,3","0,4","20,8","58,7","0,5"
05/07/2009 6.00,"0,3","17,6","13,4","0,4","20,8","60,5","1,2"
05/07/2009 7.00,"0,5","20,0","14,7","0,4","20,8","71,8","0,8"
05/07/2009 8.00,"0,5","14,0","9,9","0,3","20,8","105,9","0,6"
05/07/2009 9.00,"0,3","13,1","8,7","0,3","20,8","119,8","0,4"
05/07/2009 10.00,"0,6","12,9","8,9","0,4","20,8","125,3","0,4"
05/07/2009 11.00,"0,5","15,1","11,2","0,4","20,8","127,8","0,5"
05/07/2009 12.00,"0,4","12,2","8,6","0,4","20,8","128,2","0,5"
05/07/2009 13.00,"0,3","12,2","8,5","0,4","20,8","127,2","0,4"
05/07/2009 14.00,"0,6","11,6","7,8","0,3","20,8","121,4","0,4"
05/07/2009 15.00,"0,5","10,4","6,6","0,3","20,8","120,4","0,2"
05/07/2009 16.00,"0,2","14,9","11,0","0,3","20,8","122,3","0,2"
05/07/2009 17.00,"0,3","9,5","5,9","0,2","20,8","119,9","0,3"
05/07/2009 18.00,"0,2","12,4","8,6","0,3","20,8","114,6","0,3"
05/07/2009 19.00,"0,2","14,5","10,7","0,3","20,8","101,0","0,4"
05/07/2009 20.00,"0,3","14,5","11,0","0,3","20,8","114,2","0,6"
05/07/2009 21.00,"0,3","19,1","15,2","0,3","20,8","106,5","0,6"
05/07/2009 22.00,"0,4","16,0","12,3","0,2","20,8","101,3","0,4"
05/07/2009 23.00,"0,8","14,4","10,6","0,2","20,8","83,2","0,6"
06/07/2009 0.00,"0,7","26,0","21,2","0,2","20,8","59,9","0,7"
06/07/2009 1.00,"0,7","27,9","23,4","0,3","17,2","42,8","0,8"
06/07/2009 2.00,"1,2","21,4","17,3","0,3","17,2","30,4","3,4"
06/07/2009 3.00,"0,7","19,1","14,8","0,2","17,2","34,8","0,8"
06/07/2009 4.00,"1,0","17,9","13,9","0,2","17,2","44,2","0,7"
06/07/2009 5.00,"1,0","18,9","14,6","0,3","17,2","50,3","0,6"
06/07/2009 6.00,"1,3","34,4","27,7","0,4","17,2","32,8","0,9"
06/07/2009 7.00,"1,2","31,6","23,7","0,3","17,2","43,2","1,2"
06/07/2009 8.00,"1,4","34,5","24,3","0,4","17,2","60,6","0,8"
06/07/2009 9.00,,"18,5","13,8","0,3","17,2","83,8","0,5"
06/07/2009 10.00,,"25,5","18,3","0,4","17,2","84,8","0,5"
06/07/2009 11.00,"0,4","16,1","11,4","0,4","17,2","98,4","0,4"
06/07/2009 12.00,"0,2","13,8","9,6","0,3","17,2","113,9","0,4"
06/07/2009 13.00,"0,4","12,5","8,7","0,3","17,2","123,7","0,3"
06/07/2009 14.00,"0,5","6,9","3,5","0,3","17,2","123,7","0,2"
06/07/2009 15.00,"0,5","7,4","3,9","0,3","17,2","122,4","0,2"
06/07/2009 16.00,"0,9","9,5","5,5","0,2","17,2","118,0","0,2"
06/07/2009 17.00,"0,5","8,5","4,8","0,2","17,2","109,6","0,2"
06/07/2009 18.00,"0,5","7,3","3,8","0,2","17,2","117,3","0,3"
06/07/2009 19.00,"0,3","9,8","6,1","0,2","17,2","120,1","0,3"
06/07/2009 20.00,"0,3","12,6","8,9","0,2","17,2","106,1","0,4"
06/07/2009 21.00,"0,4","18,1","13,4","0,2","17,2","96,0","0,5"
06/07/2009 22.00,"0,4","18,6","14,1","0,2","17,2","84,6","0,4"
06/07/2009 23.00,"0,3","22,1","17,9","0,2","17,2","78,0","0,7"
07/07/2009 0.00,"0,7","30,3","25,1","0,2","17,2","63,9","0,6"
07/07/2009 1.00,,"27,7","22,9","0,3","20,0","48,8","0,7"
07/07/2009 2.00,"0,4",,,"0,3","20,0","33,0","0,7"
07/07/2009 3.00,"0,5","25,1","20,5",,"20,0","24,7","0,9"
07/07/2009 4.00,"0,3","26,2","21,2","0,4","20,0",,"0,8"
07/07/2009 5.00,"0,6","30,8","25,2","0,4","20,0","20,0","1,0"
07/07/2009 6.00,"0,7","49,5","37,1","0,4","20,0","17,4","1,8"
07/07/2009 7.00,"1,0","56,8","41,1","0,3","20,0","27,2","1,6"
07/07/2009 8.00,"0,6","24,1","17,5","0,3","20,0","48,7","0,8"
07/07/2009 9.00,"0,6","17,3","11,6","0,3","20,0","61,4","0,7"
07/07/2009 10.00,"0,6","16,8","11,4","0,4","20,0","75,1","0,5"
07/07/2009 11.00,"0,7","13,6","9,1","0,4","20,0","90,4","0,6"
07/07/2009 12.00,"0,6","9,2","5,3","0,3","20,0","105,4","0,4"
07/07/2009 13.00,"0,7","6,8","3,4","0,3","20,0","100,7","0,2"
07/07/2009 14.00,"0,3","7,1","3,5","0,2","20,0","87,2","0,2"
07/07/2009 15.00,"0,9","8,1","4,5","0,2","20,0","87,9","0,2"
07/07/2009 16.00,"0,5","9,7","6,0","0,3","20,0","95,7","0,3"
07/07/2009 17.00,"0,4","12,1","8,0","0,4","20,0","98,8","0,4"
07/07/2009 18.00,"0,4","13,4","9,3","0,4","20,0","95,5","0,4"
07/07/2009 19.00,"0,4","15,6","11,6","0,4","20,0","84,1","0,6"
07/07/2009 20.00,"0,4","18,1","14,0","0,4","20,0","74,5","0,6"
07/07/2009 21.00,"0,6","31,8","25,8","0,5","20,0","56,6","1,6"
07/07/2009 22.00,"0,7","32,4","26,0","0,5","20,0","54,2","1,8"
07/07/2009 23.00,"0,2","25,7","20,5","0,3","20,0","55,7","1,3"
08/07/2009 0.00,"0,1","21,1","16,4","0,3","20,0","53,0","0,8"
08/07/2009 1.00,"0,0","14,0","10,0","0,2","13,9","55,1","0,6"
08/07/2009 2.00,"0,1","10,8","7,2","0,2","13,9","48,6","0,4"
08/07/2009 3.00,"0,0","10,6","6,7","0,2","13,9","40,7","0,4"
08/07/2009 4.00,"0,0","13,2","9,3","0,2","13,9","33,3","0,5"
08/07/2009 5.00,"0,0","15,0","10,4","0,2","13,9","33,5","0,5"
08/07/2009 6.00,"0,1","23,3","17,0","0,3","13,9","31,9","1,0"
08/07/2009 7.00,"0,1","23,2","16,2","0,2","13,9","40,8","0,8"
08/07/2009 8.00,"0,1","18,9","13,2","0,2","13,9","52,2","0,8"
08/07/2009 9.00,"0,1","14,2","9,5","0,4","13,9","62,0","0,7"
08/07/2009 10.00,"0,1","15,2","10,0","0,4","13,9","71,2","0,6"
08/07/2009 11.00,"0,1","14,1","9,4","0,5","13,9","71,8","0,6"
08/07/2009 12.00,"0,0","13,7","9,3","0,5","13,9","79,2","0,5"
08/07/2009 13.00,"0,0","11,1","7,1","0,5","13,9","90,0","0,3"
08/07/2009 14.00,"0,1","9,3","5,6","0,5","13,9","92,3","0,2"
08/07/2009 15.00,"0,1","8,4","4,7","0,5","13,9","98,4","0,2"
08/07/2009 16.00,"0,1","8,2","4,6","0,6","13,9","100,1","0,2"
08/07/2009 17.00,"0,1","11,5","7,5","0,6","13,9","94,4","0,4"
08/07/2009 18.00,"0,0","11,7","7,8","0,6","13,9","91,9","0,3"
08/07/2009 19.00,"0,2","15,5","11,1","0,5","13,9","86,6","0,4"
08/07/2009 20.00,"0,1","26,3","21,9","0,6","13,9","81,5","0,6"
08/07/2009 21.00,"0,0","25,4","20,7","0,6","13,9","89,4","1,0"
08/07/2009 22.00,"0,0","15,9","12,0","0,4","13,9","83,2","0,9"
08/07/2009 23.00,"0,0","13,7","9,5","0,3","13,9","75,2","0,5"
09/07/2009 0.00,"0,0","10,4","6,7","0,2","13,9","68,7","0,4"
09/07/2009 1.00,,"11,3","7,5","0,4","15,6","58,1","0,3"
09/07/2009 2.00,"1,0",,,"0,2","15,6","49,3","8,2"
09/07/2009 3.00,"0,6","18,2","14,2",,"15,6","38,9","0,6"
09/07/2009 4.00,"0,6","15,1","11,3","0,3","15,6",,"0,8"
09/07/2009 5.00,"0,8","23,0","18,6","0,4","15,6","44,6","0,6"
09/07/2009 6.00,"0,8","34,6","28,4","0,3","15,6","40,1","0,8"
09/07/2009 7.00,"1,1","25,2","19,4","0,4","15,6","48,2","0,6"
09/07/2009 8.00,"1,4","15,9","11,3","0,4","15,6","64,7","0,5"
