Stat,LECCE-Via Garigliano,,,,,,,,  ,
Parm,SO2,NO2,NOX,CO,PM10,BENZENE,PM2.5,,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3,ug/m3 293K,ug/m3,,,
Field,Aver,Aver,Aver,Aver,Aver,Aver,Aver,,,
13/01/2014 23.00,"6,6","50,5","55,4","0,9","35,1","3,1","24,0",,,
14/01/2014 0.00,"6,8","52,4","58,8","0,9","35,1","2,3","24,0",,,
14/01/2014 1.00,"6,4","30,5","33,5","0,8","18,0","2,1","10,1",,,
14/01/2014 2.00,"6,9",,,"0,8","18,0","1,3","10,1",,,
14/01/2014 3.00,,"33,5","35,4","0,8","18,0","1,5","10,1",,,
14/01/2014 4.00,"1,5","27,9","29,6",,"18,0","1,2","10,1",,,
14/01/2014 5.00,"1,9","31,0","33,1","0,8","18,0","1,0","10,1",,,
14/01/2014 6.00,"1,8","39,0","43,0","0,8","18,0","0,9","10,1",,,
14/01/2014 7.00,"1,9","52,3","64,7","0,8","18,0","1,0","10,1",,,
14/01/2014 8.00,"2,4","75,1","127,3","1,1","18,0","1,4","10,1",,,
14/01/2014 9.00,"2,8","67,3","114,7","1,0","18,0","2,7","10,1",,,
14/01/2014 10.00,"2,5","57,1","88,6","1,0","18,0","2,6","10,1",,,
14/01/2014 11.00,"2,2","47,5","65,1","0,9","18,0","2,4","10,1",,,
14/01/2014 12.00,"2,3","36,4","46,6","0,8","18,0","1,7","10,1",,,
14/01/2014 13.00,"2,2","39,6","53,7","0,9","18,0","1,5","10,1",,,
14/01/2014 14.00,"2,0","28,0","35,6","0,8","18,0","1,4","10,1",,,
14/01/2014 15.00,"2,1","31,2","37,4","0,8","18,0","1,0","10,1",,,
14/01/2014 16.00,"2,1","52,3","63,4","0,9","18,0","1,4","10,1",,,
14/01/2014 17.00,"2,2","63,6","80,7","1,1","18,0","1,9","10,1",,,
14/01/2014 18.00,"1,9","65,5","84,9","1,1","18,0","2,9","10,1",,,
14/01/2014 19.00,"1,7","65,3","84,0","1,1","18,0","3,1","10,1",,,
14/01/2014 20.00,"2,4","56,9","71,1","1,1","18,0","3,4","10,1",,,
14/01/2014 21.00,"2,4","38,4","43,1","0,9","18,0","2,9","10,1",,,
14/01/2014 22.00,"2,2","24,1","26,4","0,8","18,0","2,2","10,1",,,
14/01/2014 23.00,"2,4","18,2","19,9","0,8","18,0","1,4","10,1",,,
15/01/2014 0.00,"2,0","13,5","14,9","0,7","18,0","1,0","10,1",,,
15/01/2014 1.00,"2,3","11,4","12,6","0,7","21,3","0,7","12,6",,,
15/01/2014 2.00,"1,8","8,2","9,4","0,7","21,3","0,6","12,6",,,
15/01/2014 3.00,"2,2","8,5","9,3","0,7","21,3","0,5","12,6",,,
15/01/2014 4.00,"2,0","9,3","10,2","0,7","21,3","0,6","12,6",,,
15/01/2014 5.00,"2,3","11,2","12,3","0,7","21,3","0,6","12,6",,,
15/01/2014 6.00,"2,3","26,2","29,2","0,8","21,3","0,4","12,6",,,
15/01/2014 7.00,"2,6","54,8","74,8","0,9","21,3","0,7","12,6",,,
15/01/2014 8.00,"3,0","77,8","144,5","1,2","21,3","1,8","12,6",,,
15/01/2014 9.00,"3,0","62,5","87,2","1,0","21,3","2,6","12,6",,,
15/01/2014 10.00,"2,2","49,6","68,1","0,9","21,3","2,5","12,6",,,
15/01/2014 11.00,"2,6","42,9","61,7","0,9","21,3","2,0","12,6",,,
15/01/2014 12.00,"2,2","33,6","47,6","0,8","21,3","2,0","12,6",,,
15/01/2014 13.00,"3,1","33,6","47,5","0,9","21,3","1,6","12,6",,,
15/01/2014 14.00,"2,5","27,1","35,7","0,8","21,3","1,1","12,6",,,
15/01/2014 15.00,"2,7","26,2","30,6","0,8","21,3","0,9","12,6",,,
15/01/2014 16.00,"2,6","42,8","48,6","0,9","21,3","1,0","12,6",,,
15/01/2014 17.00,"2,6","39,5","44,4","0,9","21,3","1,4","12,6",,,
15/01/2014 18.00,"2,7","59,4","69,5","1,1","21,3","2,3","12,6",,,
15/01/2014 19.00,"2,7","70,4","82,4","1,0","21,3","3,8","12,6",,,
15/01/2014 20.00,"2,7","61,6","71,6","1,1","21,3","3,2","12,6",,,
15/01/2014 21.00,"2,5","58,1","67,1","1,2","21,3","3,6","12,6",,,
15/01/2014 22.00,"2,7","37,8","42,3","1,1","21,3","3,6","12,6",,,
15/01/2014 23.00,"2,2","19,0","21,0","0,9","21,3","3,3","12,6",,,
16/01/2014 0.00,"2,3","15,8","17,4","0,8","21,3","1,8","12,6",,,
16/01/2014 1.00,"2,3","14,1","15,5","0,8","34,4","1,3","19,6",,,
16/01/2014 2.00,"2,3",,,"0,8","34,4","1,1","19,6",,,
16/01/2014 3.00,,"19,3","20,5","0,7","34,4","1,0","19,6",,,
16/01/2014 4.00,"2,4","18,3","19,3",,"34,4","0,9","19,6",,,
16/01/2014 5.00,"2,4","17,3","18,9","0,8","34,4","0,9","19,6",,,
16/01/2014 6.00,"2,1","20,5","22,7","0,8","34,4","1,0","19,6",,,
16/01/2014 7.00,"2,2","24,0","27,9","0,8","34,4","1,0","19,6",,,
16/01/2014 8.00,"2,3","28,2","39,2","0,9","34,4","1,2","19,6",,,
16/01/2014 9.00,"2,4","22,9","32,0","0,8","34,4","1,7","19,6",,,
16/01/2014 10.00,"3,0","17,7","24,1","0,8","34,4","1,5","19,6",,,
16/01/2014 11.00,"2,6","12,0","15,5","0,8","34,4","1,1","19,6",,,
16/01/2014 12.00,"2,4","11,5","14,6","0,8","34,4","0,9","19,6",,,
16/01/2014 13.00,"2,5","13,6","17,7","0,8","34,4","1,0","19,6",,,
16/01/2014 14.00,"2,3","10,0","12,4","0,8","34,4","1,0","19,6",,,
16/01/2014 15.00,"2,3","10,3","11,9","0,8","34,4","1,0","19,6",,,
16/01/2014 16.00,"2,1","15,1","16,7","0,8","34,4","0,9","19,6",,,
16/01/2014 17.00,"2,0","39,0","45,2","1,0","34,4","2,5","19,6",,,
16/01/2014 18.00,"3,1","85,6","152,4","1,6","34,4","4,6","19,6",,,
16/01/2014 19.00,"5,5","109,1","321,6","1,9","34,4","7,0","19,6",,,
16/01/2014 20.00,"5,6","113,3","357,8","2,1","34,4","6,9","19,6",,,
16/01/2014 21.00,"6,1","105,5","325,6","2,2","34,4","8,5","19,6",,,
16/01/2014 22.00,"4,5","88,4","260,9","2,1","34,4","8,4","19,6",,,
16/01/2014 23.00,"3,5","76,1","162,5","1,6","34,4","7,8","19,6",,,
17/01/2014 0.00,"2,4","45,1","55,5","1,1","34,4","4,9","19,6",,,
17/01/2014 1.00,"2,6","31,7","35,8","0,9","19,4","2,7","7,5",,,
17/01/2014 2.00,"2,4","20,8","22,8","0,8","19,4","1,7","7,5",,,
17/01/2014 3.00,"2,2","16,3","17,6","0,9","19,4","1,4","7,5",,,
17/01/2014 4.00,"2,0","14,3","15,6","0,8","19,4","1,5","7,5",,,
17/01/2014 5.00,"2,2","14,1","15,9","0,9","19,4","1,4","7,5",,,
17/01/2014 6.00,"2,1","27,8","32,1","0,9","19,4","1,4","7,5",,,
17/01/2014 7.00,"2,5","44,4","58,2","0,9","19,4","1,3","7,5",,,
17/01/2014 8.00,"2,3","52,6","78,5","1,0","19,4","1,5","7,5",,,
17/01/2014 9.00,"2,9","40,5","58,7","0,9","19,4","1,7","7,5",,,
17/01/2014 10.00,"2,7","26,5","37,4","0,8","19,4","1,5","7,5",,,
17/01/2014 11.00,"2,5","24,1","33,6","0,8","19,4","1,3","7,5",,,
17/01/2014 12.00,"2,4","19,5","27,6","0,8","19,4","1,1","7,5",,,
17/01/2014 13.00,"2,6","22,1","31,8","0,8","19,4","1,0","7,5",,,
17/01/2014 14.00,"2,5","17,0","21,9","0,8","19,4","1,0","7,5",,,
17/01/2014 15.00,"2,6","18,9","23,0","0,7","19,4","0,8","7,5",,,
17/01/2014 16.00,"2,3","21,8","25,9","0,8","19,4","0,8","7,5",,,
17/01/2014 17.00,"2,7","27,2","32,9","0,8","19,4","1,0","7,5",,,
17/01/2014 18.00,"2,4","28,7","33,1","0,8","19,4","1,2","7,5",,,
17/01/2014 19.00,"2,3","27,8","32,0","0,8","19,4","1,2","7,5",,,
17/01/2014 20.00,"2,5","28,5","32,5","0,8","19,4","1,2","7,5",,,
17/01/2014 21.00,"2,8","22,0","25,0","0,7","19,4","1,3","7,5",,,
17/01/2014 22.00,"2,4","14,2","16,1","0,7","19,4","1,0","7,5",,,
17/01/2014 23.00,"2,4","11,1","12,6","0,7","19,4","0,8","7,5",,,
18/01/2014 0.00,"2,3","10,7","12,2","0,7","19,4","0,7","7,5",,,
18/01/2014 1.00,"2,4","8,9","10,3","0,7","17,4","0,6","4,9",,,
18/01/2014 2.00,"2,5",,,"0,7","17,4","0,4","4,9",,,
18/01/2014 3.00,,"13,4","14,6","0,6","17,4","0,4","4,9",,,
18/01/2014 4.00,"1,4","11,1","12,1",,"17,4","0,4","4,9",,,
18/01/2014 5.00,"1,1","11,1","12,4","0,7","17,4","0,3","4,9",,,
18/01/2014 6.00,"1,3","18,2","20,1","0,7","17,4","0,4","4,9",,,
18/01/2014 7.00,"1,5","24,3","29,1","0,7","17,4","0,4","4,9",,,
18/01/2014 8.00,"1,3","33,8","43,3","0,8","17,4","0,6","4,9",,,
18/01/2014 9.00,"1,3","27,0","33,7","0,8","17,4","1,0","4,9",,,
18/01/2014 10.00,"1,4","21,8","27,4","0,8","17,4","0,9","4,9",,,
18/01/2014 11.00,"1,6","22,0","27,1","0,8","17,4","0,9","4,9",,,
18/01/2014 12.00,"1,4","21,8","27,6","0,8","17,4","1,1","4,9",,,
18/01/2014 13.00,"1,4","21,9","28,0","0,8","17,4","0,9","4,9",,,
18/01/2014 14.00,"1,5","15,9","19,4","0,7","17,4","0,9","4,9",,,
18/01/2014 15.00,"1,4","14,2","16,9","0,7","17,4","0,8","4,9",,,
18/01/2014 16.00,"1,3","16,3","19,6","0,7","17,4","0,8","4,9",,,
18/01/2014 17.00,"1,3","18,6","21,8","0,7","17,4","0,8","4,9",,,
18/01/2014 18.00,"1,4","22,4","25,9","0,7","17,4","0,9","4,9",,,
18/01/2014 19.00,"1,5","23,9","27,6","0,8","17,4","1,0","4,9",,,
18/01/2014 20.00,"1,5","22,6","26,5","0,8","17,4","1,0","4,9",,,
18/01/2014 21.00,"1,3","19,0","22,1","0,8","17,4","1,1","4,9",,,
18/01/2014 22.00,"1,5","13,4","15,3","0,7","17,4","0,8","4,9",,,
18/01/2014 23.00,"1,4","12,8","14,8","0,7","17,4","0,7","4,9",,,
19/01/2014 0.00,"1,4","9,8","11,9","0,7","17,4","0,6","4,9",,,
19/01/2014 1.00,"1,4","8,1","10,0","0,7","22,8","0,5","5,7",,,
19/01/2014 2.00,"1,5","5,8","7,3","0,7","22,8","0,4","5,7",,,
19/01/2014 3.00,"1,5","4,5","5,6","0,7","22,8","0,3","5,7",,,
19/01/2014 4.00,"1,2","4,1","5,5","0,6","22,8","0,3","5,7",,,
19/01/2014 5.00,"1,4","3,8","5,1","0,7","22,8","0,3","5,7",,,
19/01/2014 6.00,"1,3","5,7","7,1","0,7","22,8","0,2","5,7",,,
19/01/2014 7.00,"1,7","6,2","7,8","0,7","22,8","0,3","5,7",,,
19/01/2014 8.00,"1,6","5,8","7,7","0,7","22,8","0,3","5,7",,,
19/01/2014 9.00,"1,5","8,0","10,0","0,7","22,8","0,4","5,7",,,
19/01/2014 10.00,"1,6","10,6","13,2","0,7","22,8","0,5","5,7",,,
19/01/2014 11.00,"1,5","11,0","13,9","0,7","22,8","0,6","5,7",,,
19/01/2014 12.00,"1,8","14,4","17,6","0,8","22,8","0,6","5,7",,,
19/01/2014 13.00,"1,9","14,0","16,6","0,8","22,8","0,7","5,7",,,
19/01/2014 14.00,"1,7","9,2","11,1","0,7","22,8","0,8","5,7",,,
19/01/2014 15.00,"1,8","9,0","10,8","0,7","22,8","0,7","5,7",,,
19/01/2014 16.00,"1,8","10,2","12,2","0,7","22,8","0,7","5,7",,,
19/01/2014 17.00,"1,6","11,2","13,8","0,7","22,8","0,7","5,7",,,
19/01/2014 18.00,"1,9","12,9","15,3","0,7","22,8","0,7","5,7",,,
19/01/2014 19.00,"1,6","20,3","23,6","0,8","22,8","0,7","5,7",,,
19/01/2014 20.00,"1,8","17,3","20,2","0,7","22,8","0,9","5,7",,,
19/01/2014 21.00,"1,7","12,1","14,3","0,7","22,8","0,7","5,7",,,
19/01/2014 22.00,"2,0","10,1","11,8","0,7","22,8","0,6","5,7",,,
19/01/2014 23.00,"2,2","8,0","9,8","0,7","22,8","0,5","5,7",,,
20/01/2014 0.00,"2,0","6,0","7,6","0,7","22,8","0,4","5,7",,,
20/01/2014 1.00,"2,2","5,1","6,4","0,7","119,8","0,4","17,7",,,
20/01/2014 2.00,"2,1",,,"0,7","119,8","0,3","17,7",,,
20/01/2014 3.00,,"8,6","9,6","0,7","119,8","0,3","17,7",,,
20/01/2014 4.00,"1,6","9,7","11,3",,"119,8","0,3","17,7",,,
20/01/2014 5.00,"1,4","11,4","13,2","0,7","119,8","0,3","17,7",,,
20/01/2014 6.00,"1,2","24,0","27,6","0,8","119,8","0,4","17,7",,,
20/01/2014 7.00,"1,6","30,5","38,5","0,7","119,8","0,5","17,7",,,
20/01/2014 8.00,"1,5","39,4","55,8","0,8","119,8","0,8","17,7",,,
20/01/2014 9.00,"1,4","27,0","37,2","0,8","119,8","1,2","17,7",,,
20/01/2014 10.00,"1,5","24,3","33,6","0,8","119,8","0,9","17,7",,,
20/01/2014 11.00,"1,6","23,0","30,3","0,8","119,8","1,0","17,7",,,
20/01/2014 12.00,"1,6","18,9","25,1","0,7","119,8","0,9","17,7",,,
20/01/2014 13.00,"1,5","28,5","36,5","0,8","119,8","1,0","17,7",,,
20/01/2014 14.00,"1,7","28,4","33,1","0,8","119,8","1,0","17,7",,,
20/01/2014 15.00,"1,5","29,5","33,1","0,8","119,8","0,8","17,7",,,
20/01/2014 16.00,"1,8","28,4","34,0","0,7","119,8","0,9","17,7",,,
20/01/2014 17.00,"1,7","24,8","30,0","0,7","119,8","0,8","17,7",,,
20/01/2014 18.00,"1,7","28,2","33,4","0,8","119,8","0,9","17,7",,,
20/01/2014 19.00,"1,8","27,2","32,2","0,8","119,8","1,0","17,7",,,
20/01/2014 20.00,"1,9","34,1","39,7","0,8","119,8","1,1","17,7",,,
20/01/2014 21.00,"1,7","28,6","31,8","0,9","119,8","1,3","17,7",,,
20/01/2014 22.00,"1,4","37,3","40,4","0,9","119,8","2,0","17,7",,,
20/01/2014 23.00,"1,7","24,5","26,5","0,8","119,8","1,2","17,7",,,
21/01/2014 0.00,"1,7","17,3","19,5","0,8","119,8","1,0","17,7",,,
21/01/2014 1.00,"1,7","13,3","14,9","0,7","13,1","0,8","2,6",,,
21/01/2014 2.00,"1,7","10,3","11,8","0,8","13,1","0,8","2,6",,,
21/01/2014 3.00,"1,7","10,2","11,4","0,7","13,1","0,7","2,6",,,
21/01/2014 4.00,"1,6","10,4","11,9","0,7","13,1","0,5","2,6",,,
21/01/2014 5.00,"1,5","11,9","13,6","0,7","13,1","0,5","2,6",,,
21/01/2014 6.00,"1,8","16,9","19,5","0,7","13,1","0,5","2,6",,,
21/01/2014 7.00,"2,0","33,1","41,5","0,8","13,1","0,5","2,6",,,
21/01/2014 8.00,"2,0","49,3","71,3","0,9","13,1","0,8","2,6",,,
21/01/2014 9.00,"1,9","29,8","42,0","0,8","13,1","1,3","2,6",,,
21/01/2014 10.00,"2,0","30,4","42,1","0,8","13,1","1,1","2,6",,,
21/01/2014 11.00,"1,8","33,7","46,1","0,8","13,1","1,0","2,6",,,
21/01/2014 12.00,"1,9","36,0","50,6","0,8","13,1","1,2","2,6",,,
21/01/2014 13.00,"2,0","33,4","50,7","0,9","13,1","1,4","2,6",,,
21/01/2014 14.00,"1,6","24,6","32,7","0,8","13,1","1,3","2,6",,,
21/01/2014 15.00,"4,7","25,3","31,7","0,8","13,1","1,2","2,6",,,
21/01/2014 16.00,"19,3","40,7","49,9","0,8","13,1","1,0","2,6",,,
21/01/2014 17.00,"0,6","47,7","58,4","0,9","13,1","1,5","2,6",,,
21/01/2014 18.00,,"39,6","51,4","0,9","13,1","1,6","2,6",,,
21/01/2014 19.00,,"40,6","52,9","0,9","13,1","1,6","2,6",,,
21/01/2014 20.00,,"36,7","45,8","0,8","13,1","1,6","2,6",,,
21/01/2014 21.00,,"22,1","26,7","0,8","13,1","1,3","2,6",,,
21/01/2014 22.00,,"18,8","22,4","0,8","13,1","1,0","2,6",,,
21/01/2014 23.00,,"16,8","19,4","0,8","13,1","1,0","2,6",,,
22/01/2014 0.00,,"11,3","13,4","0,7","13,1","0,9","2,6",,,
22/01/2014 1.00,,"9,2","10,9","0,7","18,2","0,7","5,7",,,
22/01/2014 2.00,,,,"0,7","18,2","0,7","5,7",,,
22/01/2014 3.00,,"15,7","17,8","0,7","18,2","0,6","5,7",,,
22/01/2014 4.00,,"17,5","19,9",,"18,2","0,7","5,7",,,
22/01/2014 5.00,,"27,0","31,0","0,8","18,2","0,8","5,7",,,
22/01/2014 6.00,,"46,4","55,8","0,8","18,2","1,0","5,7",,,
22/01/2014 7.00,,"73,6","120,6","1,1","18,2","1,3","5,7",,,
22/01/2014 8.00,,"90,1","183,6","1,3","18,2","2,2","5,7",,,
22/01/2014 9.00,,"46,7","72,6","0,9","18,2","3,0","5,7",,,
22/01/2014 10.00,,"25,1","34,4","0,8","18,2","1,7","5,7",,,
22/01/2014 11.00,,"24,5","34,7","0,8","18,2","1,3","5,7",,,
22/01/2014 12.00,,"27,0","40,5","0,8","18,2","1,2","5,7",,,
22/01/2014 13.00,,"31,6","46,6","0,8","18,2","1,2","5,7",,,
22/01/2014 14.00,,"20,0","26,0","0,8","18,2","1,2","5,7",,,
22/01/2014 15.00,,"26,2","31,0","0,8","18,2","0,8","5,7",,,
22/01/2014 16.00,,"30,2","36,0","0,8","18,2","0,9","5,7",,,
22/01/2014 17.00,,"35,6","42,8","0,7","18,2","1,2","5,7",,,
22/01/2014 18.00,,"33,5","38,6","0,8","18,2","1,2","5,7",,,
22/01/2014 19.00,,"56,4","69,5","0,9","18,2","1,9","5,7",,,
22/01/2014 20.00,,"66,3","91,1","1,1","18,2","2,3","5,7",,,
22/01/2014 21.00,,"50,5","59,7","0,9","18,2","2,6","5,7",,,
22/01/2014 22.00,,"31,1","34,1","0,8","18,2","2,0","5,7",,,
22/01/2014 23.00,,"27,0","29,6","0,8","18,2","1,7","5,7",,,
23/01/2014 0.00,,"15,7","18,2","0,7","18,2","1,3","5,7",,,
23/01/2014 1.00,,"20,7","22,4","0,7","32,0","0,9","19,0",,,
23/01/2014 2.00,,"17,1","18,9","0,7","32,0","1,0","19,0",,,
23/01/2014 3.00,,"15,3","17,0","0,7","32,0","1,1","19,0",,,
23/01/2014 4.00,,"14,9","16,4","0,7","32,0","1,0","19,0",,,
23/01/2014 5.00,,"31,1","33,7","0,7","32,0","1,0","19,0",,,
23/01/2014 6.00,,"45,5","55,8","0,7","32,0","1,0","19,0",,,
23/01/2014 7.00,,"84,0","181,2","1,2","32,0","1,4","19,0",,,
23/01/2014 8.00,,"97,2","227,3","1,5","32,0","2,7","19,0",,,
23/01/2014 9.00,,"68,8","117,9","1,0","32,0","5,0","19,0",,,
23/01/2014 10.00,,"54,9","79,7","1,0","32,0","2,9","19,0",,,
23/01/2014 11.00,,"42,7","56,8","0,9","32,0","2,5","19,0",,,
23/01/2014 12.00,,"40,3","53,5","0,9","32,0","1,9","19,0",,,
23/01/2014 13.00,,"37,9","53,3","0,8","32,0","1,7","19,0",,,
23/01/2014 14.00,,"33,8","42,1","0,8","32,0","2,2","19,0",,,
23/01/2014 15.00,,"40,1","46,7","0,8","32,0","2,1","19,0",,,
23/01/2014 16.00,,"72,7","86,5","1,0","32,0","1,8","19,0",,,
23/01/2014 17.00,,"74,9","96,4","1,2","32,0","3,1","19,0",,,
23/01/2014 18.00,,"65,4","82,9","1,1","32,0","3,8","19,0",,,
23/01/2014 19.00,,"73,3","95,0","1,2","32,0","3,0","19,0",,,
23/01/2014 20.00,,"76,0","98,3","1,2","32,0","3,8","19,0",,,
23/01/2014 21.00,,"58,5","65,7","1,0","32,0","4,4","19,0",,,
23/01/2014 22.00,,"39,4","43,1","0,9","32,0","3,3","19,0",,,
23/01/2014 23.00,,"30,8","34,1","0,9","32,0","2,2","19,0",,,
24/01/2014 0.00,,"20,0","22,2","0,8","32,0","2,1","19,0",,,
24/01/2014 1.00,,"12,8","14,4","0,7","20,2","1,5","6,2",,,
24/01/2014 2.00,,,,"0,7","20,2","0,9","6,2",,,
24/01/2014 3.00,,"13,7","15,1","0,6","20,2","0,6","6,2",,,
24/01/2014 4.00,,"11,2","12,8",,"20,2","0,5","6,2",,,
24/01/2014 5.00,,"11,2","12,9","0,7","20,2","0,4","6,2",,,
24/01/2014 6.00,,"17,7","20,0","0,7","20,2","0,4","6,2",,,
24/01/2014 7.00,,"34,1","40,9","0,7","20,2","0,5","6,2",,,
24/01/2014 8.00,,"71,8","104,7","1,0","20,2","0,9","6,2",,,
24/01/2014 9.00,,"36,3","47,1","0,7","20,2","2,3","6,2",,,
24/01/2014 10.00,,"26,2","35,3","0,8","20,2","1,3","6,2",,,
24/01/2014 11.00,,"29,4","38,8","0,8","20,2","1,1","6,2",,,
24/01/2014 12.00,,"29,3","37,5","0,7","20,2","1,3","6,2",,,
24/01/2014 13.00,,"35,1","46,9","0,8","20,2","1,0","6,2",,,
24/01/2014 14.00,"2,6","30,8","37,6","0,8","20,2","1,2","6,2",,,
24/01/2014 15.00,"2,6","31,8","37,5","0,8","20,2","1,1","6,2",,,
24/01/2014 16.00,"2,7","37,8","44,2","0,7","20,2","1,1","6,2",,,
24/01/2014 17.00,"2,6","46,1","54,7","0,8","20,2","1,3","6,2",,,
24/01/2014 18.00,"2,4","53,2","65,3","0,9","20,2","1,6","6,2",,,
24/01/2014 19.00,"2,7","89,7","121,0","1,2","20,2","2,4","6,2",,,
24/01/2014 20.00,"3,0","95,3","144,2","1,3","20,2","2,8","6,2",,,
24/01/2014 21.00,"2,7","81,5","117,2","1,2","20,2","3,9","6,2",,,
24/01/2014 22.00,"2,5","39,0","44,1","0,9","20,2","3,0","6,2",,,
24/01/2014 23.00,"2,4","28,1","31,2","0,8","20,2","1,7","6,2",,,
25/01/2014 0.00,"2,5","24,2","26,6","0,7","20,2","1,1","6,2",,,
25/01/2014 1.00,"2,4","27,2","29,1","0,8","8,4","0,9","2,5",,,
25/01/2014 2.00,"2,4","14,6","16,1","0,8","8,4","1,3","2,5",,,
25/01/2014 3.00,"2,6","10,3","12,2","0,7","8,4","0,8","2,5",,,
25/01/2014 4.00,"2,6","11,9","13,3","0,7","8,4","0,7","2,5",,,
25/01/2014 5.00,"2,4","24,2","26,4","0,8","8,4","0,6","2,5",,,
25/01/2014 6.00,"2,4","33,8","43,5","0,8","8,4","0,8","2,5",,,
25/01/2014 7.00,"2,7","68,4","88,9","1,0","8,4","1,0","2,5",,,
25/01/2014 8.00,"3,1","62,8","104,7","1,0","8,4","2,2","2,5",,,
25/01/2014 9.00,"2,8","23,3","32,7","0,9","8,4","2,0","2,5",,,
25/01/2014 10.00,"2,6","11,4","16,2","0,8","8,4","1,7","2,5",,,
25/01/2014 11.00,"3,0","11,9","16,9","0,9","8,4","1,6","2,5",,,
25/01/2014 12.00,"2,6","13,2","18,3","0,8","8,4","1,6","2,5",,,
25/01/2014 13.00,"2,6","10,1","13,4","0,7","8,4","1,6","2,5",,,
25/01/2014 14.00,"2,6","8,8","11,2","0,7","8,4","1,3","2,5",,,
25/01/2014 15.00,"2,6","10,1","12,9","0,8","8,4","1,5","2,5",,,
25/01/2014 16.00,"2,1","13,0","15,9","1,0","8,4","1,3","2,5",,,
25/01/2014 17.00,"2,7","23,5","26,2","0,8","8,4","2,2","2,5",,,
25/01/2014 18.00,"2,3","61,7","76,7","1,1","8,4","2,9","2,5",,,
25/01/2014 19.00,"2,6","51,2","61,5","1,1","8,4","3,6","2,5",,,
25/01/2014 20.00,"2,6","14,7","18,2","0,9","8,4","3,3","2,5",,,
25/01/2014 21.00,"3,0","11,8","14,1","0,8","8,4","2,1","2,5",,,
25/01/2014 22.00,"3,3","11,1","13,0","0,8","8,4","1,8","2,5",,,
25/01/2014 23.00,"3,5","6,0","7,9","0,8","8,4","2,1","2,5",,,
26/01/2014 0.00,"4,1","4,6","6,3","0,8","8,4","2,4","2,5",,,
26/01/2014 1.00,"4,0","4,7","6,1","0,8","9,1","2,0",,,,
26/01/2014 2.00,"4,2",,,"0,7","9,1","1,7",,,,
26/01/2014 3.00,,"9,1","10,6","0,7","9,1","1,7",,,,
26/01/2014 4.00,"2,2","6,1","7,7",,"9,1","1,4",,,,
26/01/2014 5.00,"2,1","7,4","8,7","0,7","9,1","1,1",,,,
26/01/2014 6.00,"2,2","8,7","10,3","0,7","9,1","1,0",,,,
26/01/2014 7.00,"2,1","6,4","8,2","0,7","9,1","0,9",,,,
26/01/2014 8.00,"1,9","5,1","7,1","0,7","9,1","1,0",,,,
26/01/2014 9.00,"1,9","4,7","6,9","0,7","9,1","1,0",,,,
26/01/2014 10.00,"2,0","5,3","7,9","0,7","9,1","0,9",,,,
26/01/2014 11.00,"1,8","5,5","8,3","0,7","9,1","1,0",,,,
26/01/2014 12.00,"2,0","5,0","7,6","0,7","9,1","0,9",,,,
26/01/2014 13.00,"2,1","7,6","11,5","0,7","9,1","0,9",,,,
26/01/2014 14.00,"1,9","5,5","7,6","0,7","9,1","0,9",,,,
26/01/2014 15.00,"1,9","5,1","7,0","0,7","9,1","0,7",,,,
26/01/2014 16.00,"2,0","7,6","9,5","0,7","9,1","0,9",,,,
26/01/2014 17.00,"1,8","9,1","11,1","0,7","9,1","1,1",,,,
26/01/2014 18.00,"1,8","8,5","10,0","0,7","9,1","1,0",,,,
26/01/2014 19.00,"1,6","9,5","12,0","0,7","9,1","1,2",,,,
26/01/2014 20.00,"1,8","5,4","7,5","0,7","9,1","1,2",,,,
26/01/2014 21.00,"1,9","4,2","6,0","0,7","9,1","1,3",,,,
26/01/2014 22.00,"2,5","3,6","5,3","0,7","9,1","1,1",,,,
26/01/2014 23.00,"3,0","5,8","7,5","0,7","9,1","0,8",,,,
27/01/2014 0.00,"3,0","7,2","9,0","0,7","9,1","1,1",,,,
27/01/2014 1.00,"3,7","4,7","6,1","0,7","18,7","1,1","10,0",,,
27/01/2014 2.00,"3,9","6,2","7,9","0,7","18,7","1,0","10,0",,,
27/01/2014 3.00,"2,7","5,0","6,5","0,7","18,7","1,1","10,0",,,
27/01/2014 4.00,"2,3","9,0","10,6","0,7","18,7","1,1","10,0",,,
27/01/2014 5.00,"2,0","23,0","25,8","0,8","18,7","1,0","10,0",,,
27/01/2014 6.00,"2,1","45,0","52,4","0,8","18,7","1,1","10,0",,,
27/01/2014 7.00,"2,3","68,1","108,0","0,9","18,7","1,4","10,0",,,
27/01/2014 8.00,"2,4","59,4","105,6","1,0","18,7","2,1","10,0",,,
27/01/2014 9.00,"2,5","40,5","64,6","0,9","18,7","2,8","10,0",,,
27/01/2014 10.00,"2,4","27,8","39,3","0,8","18,7","2,2","10,0",,,
27/01/2014 11.00,"3,9","16,1","22,3","0,7","18,7","1,9","10,0",,,
27/01/2014 12.00,"3,0","10,9","14,2","0,7","18,7","1,5","10,0",,,
27/01/2014 13.00,"2,9","16,7","21,3","0,7","18,7","1,2","10,0",,,
27/01/2014 14.00,"2,8","9,5","12,4","0,7","18,7","1,2","10,0",,,
27/01/2014 15.00,"2,5","9,2","11,5","0,7","18,7","1,0","10,0",,,
