, Brindisi,,,
,Via Dei Mille,,,
Parm,SO2,NO2,NOX,PM10



19/09/2009 8.00,"0,2",,,"16,1"
19/09/2009 9.00,"0,1",,,
19/09/2009 10.00,"0,1",,,"7,3"
19/09/2009 11.00,"0,1",,,
19/09/2009 12.00,"0,3",,,"7,8"
19/09/2009 13.00,"0,5",,,
19/09/2009 14.00,"1,2",,,"7,8"
19/09/2009 15.00,"0,8",,,
19/09/2009 16.00,"0,3",,,"9,3"
19/09/2009 17.00,"0,6",,,
19/09/2009 18.00,"0,4",,,"21,0"
19/09/2009 19.00,"0,4",,,
19/09/2009 20.00,"0,1",,,"20,0"
19/09/2009 21.00,"0,2",,,
19/09/2009 22.00,"0,1",,,"22,0"
19/09/2009 23.00,"0,2",,,
20/09/2009 0.00,"0,2",,,"14,2"
20/09/2009 1.00,"0,2","3,8","7,6",
20/09/2009 2.00,"0,2","11,1","19,3","13,2"
20/09/2009 3.00,"0,2","7,5","13,2",
20/09/2009 4.00,"0,3","3,4","7,2","15,6"
20/09/2009 5.00,"0,4","0,6","2,9",
20/09/2009 6.00,"0,2",,,"19,0"
20/09/2009 7.00,"0,4",,,
20/09/2009 8.00,"0,4","2,3","6,3","26,9"
20/09/2009 9.00,"0,6",,,
20/09/2009 10.00,"0,6","0,6","2,2","14,7"
20/09/2009 11.00,"0,5","0,9","2,9",
20/09/2009 12.00,"1,4","8,9","17,6","12,7"
20/09/2009 13.00,"1,4","2,7","6,2",
20/09/2009 14.00,"1,5",,,"16,1"
20/09/2009 15.00,"1,7","1,6","4,8",
20/09/2009 16.00,"1,5","3,3","7,1","15,6"
20/09/2009 17.00,"0,9","10,6","18,2",
20/09/2009 18.00,"1,4","12,6","19,1","16,6"
20/09/2009 19.00,"1,4","26,6","38,8",
20/09/2009 20.00,"1,5","31,0","43,5","19,0"
20/09/2009 21.00,"1,8","57,0","78,1",
20/09/2009 22.00,"2,0","68,6","97,0","29,8"
20/09/2009 23.00,"2,0","51,3","73,2",
21/09/2009 0.00,"0,8","25,7","35,1","28,8"
21/09/2009 1.00,,"13,9","19,1",
21/09/2009 2.00,"1,4",,,"21,0"
21/09/2009 3.00,"0,2","1,5","3,5",
21/09/2009 4.00,"0,2",,,"15,6"
21/09/2009 5.00,"0,2","9,5","14,0",
21/09/2009 6.00,"0,8","30,6","41,1","21,0"
21/09/2009 7.00,"1,3","56,8","90,9",
21/09/2009 8.00,"2,8","81,2","163,3","23,9"
21/09/2009 9.00,"1,5","40,8","61,3",
21/09/2009 10.00,"1,2","16,0","26,5","27,8"
21/09/2009 11.00,"1,2","12,9","25,0",
21/09/2009 12.00,"2,3","23,7","41,4","18,6"
21/09/2009 13.00,"2,1","17,9","32,0",
21/09/2009 14.00,"1,6","19,8","29,6","20,0"
21/09/2009 15.00,"0,6","5,2","10,8",
21/09/2009 16.00,"0,7","11,5","19,6","23,0"
21/09/2009 17.00,"0,3","5,6","12,5",
21/09/2009 18.00,"0,3","9,4","14,8","15,6"
21/09/2009 19.00,"0,5","34,6","46,6",
21/09/2009 20.00,"0,8","55,5","71,1","20,5"
21/09/2009 21.00,"1,6","69,0","95,9",
21/09/2009 22.00,"1,5","59,1","83,1","18,6"
21/09/2009 23.00,"1,2","54,9","76,7",
22/09/2009 0.00,"0,6","45,4","59,1","19,5"
22/09/2009 1.00,"0,2","24,0","33,7",
22/09/2009 2.00,"0,1","14,1","20,0","13,7"
22/09/2009 3.00,"0,2","2,0","4,1",
22/09/2009 4.00,"0,2",,,"15,1"
22/09/2009 5.00,"0,1","3,1","4,7",
22/09/2009 6.00,"1,0","38,2","50,3","15,6"
22/09/2009 7.00,"1,5","43,9","78,9",
22/09/2009 8.00,"1,4","54,9","90,3","27,4"
22/09/2009 9.00,"0,2","23,9","32,5",
22/09/2009 10.00,"0,2","15,6","21,9","20,5"
22/09/2009 11.00,"0,4","7,4","13,6",
22/09/2009 12.00,"1,1","12,4","20,1","17,1"
22/09/2009 13.00,"1,1","16,6","24,7",
22/09/2009 14.00,"0,6","14,7","21,0","25,4"
22/09/2009 15.00,"0,6","7,0","12,3",
22/09/2009 16.00,"0,8","7,1","13,2","20,5"
22/09/2009 17.00,"0,4","9,2","14,5",
22/09/2009 18.00,"0,1","9,1","15,4","23,9"
22/09/2009 19.00,"0,4","24,8","34,0",
22/09/2009 20.00,"1,2","53,7","74,5","25,4"
22/09/2009 21.00,"1,7","70,0","101,1",
22/09/2009 22.00,"1,3","66,9","100,1","30,3"
22/09/2009 23.00,"0,3","38,7","53,7",
23/09/2009 0.00,"0,1","25,8","34,7","25,4"
23/09/2009 1.00,,"15,4","22,6",
23/09/2009 2.00,"0,7",,,"19,0"
23/09/2009 3.00,"0,2",,,
23/09/2009 4.00,"0,1",,,"29,3"
23/09/2009 5.00,"0,1",,,
23/09/2009 6.00,"1,1",,,"25,4"
23/09/2009 7.00,"1,0",,,
23/09/2009 8.00,"1,5",,,"33,2"
23/09/2009 9.00,"0,1",,,
23/09/2009 10.00,"0,1",,,"18,6"
23/09/2009 11.00,"0,3",,,
23/09/2009 12.00,"0,5",,,"16,6"
23/09/2009 13.00,"0,8",,,
23/09/2009 14.00,"0,4",,,"15,6"
23/09/2009 15.00,"0,8",,,
23/09/2009 16.00,"1,4",,,"19,5"
23/09/2009 17.00,"1,7",,,
23/09/2009 18.00,"1,7",,,"26,9"
23/09/2009 19.00,"1,6",,,
23/09/2009 20.00,"1,5",,,"31,3"
23/09/2009 21.00,"2,7","75,3","122,3",
23/09/2009 22.00,"3,1","76,8","127,1","36,6"
23/09/2009 23.00,"2,3","71,6","103,9",
24/09/2009 0.00,"2,5","53,4","77,4","29,8"
24/09/2009 1.00,"2,2","17,2","21,4",
24/09/2009 2.00,"1,7","0,9","1,3","21,5"
24/09/2009 3.00,"1,5","4,3","5,3",
24/09/2009 4.00,"1,5","1,1","1,2","17,6"
24/09/2009 5.00,"1,8","9,6","15,3",
24/09/2009 6.00,"2,4","33,7","70,1","27,4"
24/09/2009 7.00,"3,7","45,9","144,2",
24/09/2009 8.00,"4,0","89,5","204,5","46,9"
24/09/2009 9.00,"2,5",,,
24/09/2009 10.00,"2,6","25,2","36,2","37,6"
24/09/2009 11.00,"2,8","38,6","52,3",
24/09/2009 12.00,"3,9","71,0","108,7","30,8"
24/09/2009 13.00,"4,1","85,8","129,6",
24/09/2009 14.00,"3,0","39,8","50,5","30,3"
24/09/2009 15.00,"2,4","11,3","15,2",
24/09/2009 16.00,"2,3","14,8","20,7","30,8"
24/09/2009 17.00,"2,4","28,4","36,8",
24/09/2009 18.00,"2,4","60,3","78,3","25,9"
24/09/2009 19.00,"2,7","64,3","82,6",
24/09/2009 20.00,"2,5","59,2","77,8","24,4"
24/09/2009 21.00,"2,1","15,8","22,4",
24/09/2009 22.00,"2,1","12,4","18,7","14,7"
24/09/2009 23.00,"2,4","12,3","16,5",
25/09/2009 0.00,"2,4","6,4","9,5","20,0"
25/09/2009 1.00,,"9,3","9,8",
25/09/2009 2.00,"1,3",,,"11,7"
25/09/2009 3.00,"0,6",,,
25/09/2009 4.00,"0,5","12,5","17,7","13,2"
25/09/2009 5.00,"0,6",,,
25/09/2009 6.00,"1,3","1,3","1,7","15,1"
25/09/2009 7.00,"1,1","3,3","4,9",
25/09/2009 8.00,"1,3","22,6","33,0","16,6"
25/09/2009 9.00,"1,4","31,7","48,8",
25/09/2009 10.00,"1,4","23,6","34,7","21,0"
25/09/2009 11.00,"1,5","24,7","39,0",
25/09/2009 12.00,"1,3",,,"23,4"
25/09/2009 13.00,"2,9",,,
25/09/2009 14.00,"3,0","15,8","23,6","15,6"
25/09/2009 15.00,"2,0","18,6","27,6",
25/09/2009 16.00,"1,4","19,9","29,6","23,0"
25/09/2009 17.00,"1,5","33,1","42,1",
25/09/2009 18.00,"1,2","54,1","61,7","23,4"
25/09/2009 19.00,"1,5","74,9","98,5",
25/09/2009 20.00,"1,5","62,6","85,1","19,5"
25/09/2009 21.00,"1,3","41,6","49,8",
25/09/2009 22.00,"1,1","48,3","58,2","14,7"
25/09/2009 23.00,"1,9","74,2","113,5",
26/09/2009 0.00,"1,4","63,5","93,2","21,0"
26/09/2009 1.00,"0,6","46,5","66,5",
26/09/2009 2.00,"0,2","24,2","26,3","11,2"
26/09/2009 3.00,"0,3","15,7","15,9",
26/09/2009 4.00,"0,2","10,5","11,6","13,7"
26/09/2009 5.00,"0,2","7,8","9,4",
26/09/2009 6.00,"0,2","22,8","29,3","16,6"
26/09/2009 7.00,"0,2","7,5","9,7",
26/09/2009 8.00,"0,3","25,9","34,1","22,0"
26/09/2009 9.00,"0,6","17,8","23,5",
26/09/2009 10.00,"2,6","26,5","33,7","14,7"
26/09/2009 11.00,"7,3","35,1","43,9",
26/09/2009 12.00,"8,8","26,4","33,9","26,9"
26/09/2009 13.00,"8,6","15,9","19,2",
26/09/2009 14.00,"6,3","7,8","9,2","24,4"
26/09/2009 15.00,"4,6","17,4","22,7",
26/09/2009 16.00,"3,2","24,1","27,9","30,8"
26/09/2009 17.00,"3,0","31,6","37,2",
26/09/2009 18.00,"2,0","39,0","45,4","31,7"
26/09/2009 19.00,"1,5","58,9","71,3",
26/09/2009 20.00,"1,6","49,1","59,9","32,2"
26/09/2009 21.00,"1,5","49,0","57,5",
26/09/2009 22.00,"1,5","44,7","56,5","27,8"
26/09/2009 23.00,"1,5","47,0","67,2",
27/09/2009 0.00,"1,4","38,1","54,4","30,3"
27/09/2009 1.00,,"36,7","48,9",
27/09/2009 2.00,"1,1",,,"25,4"
27/09/2009 3.00,"0,3","15,7","19,0",
27/09/2009 4.00,"0,7","44,6","79,9","26,4"
27/09/2009 5.00,"0,7","26,6","35,8",
27/09/2009 6.00,"0,5","40,3","54,8","27,8"
27/09/2009 7.00,"0,1","35,2","47,1",
27/09/2009 8.00,"0,7","41,7","66,2","33,2"
27/09/2009 9.00,"0,3","32,2","43,8",
27/09/2009 10.00,"0,7","19,8","24,5","24,4"
27/09/2009 11.00,"1,3","10,1","12,8",
27/09/2009 12.00,"2,4","18,1","24,7","25,9"
27/09/2009 13.00,"2,3","12,6","15,8",
27/09/2009 14.00,"3,3","10,6","12,3","25,4"
27/09/2009 15.00,"4,1","19,6","21,5",
27/09/2009 16.00,"3,1","6,9","7,5","22,0"
27/09/2009 17.00,"4,4","26,1","30,9",
27/09/2009 18.00,"2,8","21,2","22,4","32,7"
27/09/2009 19.00,"2,2","47,7","58,8",
27/09/2009 20.00,"3,0","109,4","165,4","36,6"
27/09/2009 21.00,"1,6","81,2","102,5",
27/09/2009 22.00,"1,7","75,3","101,9","36,1"
27/09/2009 23.00,"1,1","46,2","54,4",
28/09/2009 0.00,"1,0","56,2","80,1","38,1"
28/09/2009 1.00,"0,6","23,2","26,8",
28/09/2009 2.00,"0,8","30,7","42,5","33,2"
28/09/2009 3.00,"0,2","7,8","9,6",
28/09/2009 4.00,"0,4","13,7","17,9","36,1"
28/09/2009 5.00,"0,4","20,8","26,3",
28/09/2009 6.00,"1,1","53,8","81,3","38,1"
28/09/2009 7.00,"0,9","53,6","79,9",
28/09/2009 8.00,"1,1","42,3","57,9","42,5"
28/09/2009 9.00,"0,9","21,5","31,0",
28/09/2009 10.00,"1,0","8,8","14,3","40,5"
28/09/2009 11.00,"1,5","5,4","10,1",
28/09/2009 12.00,"1,6","4,1","7,9","29,3"
28/09/2009 13.00,"1,9","16,4","25,3",
28/09/2009 14.00,"2,3","9,9","15,9","28,8"
28/09/2009 15.00,"2,5","4,4","8,5",
28/09/2009 16.00,"1,3","14,5","22,4","27,4"
28/09/2009 17.00,"1,1","3,0","4,8",
28/09/2009 18.00,"0,9","8,4","10,1","38,1"
28/09/2009 19.00,"0,6","7,4","8,5",
28/09/2009 20.00,"1,1","21,9","25,0","35,7"
28/09/2009 21.00,"0,9","39,9","42,6",
28/09/2009 22.00,"1,0","23,3","27,0","38,1"
28/09/2009 23.00,"1,1","34,3","45,4",
29/09/2009 0.00,"1,1","47,8","58,4","39,1"
29/09/2009 1.00,,"4,2","6,6",
29/09/2009 2.00,"0,9",,,"37,1"
29/09/2009 3.00,"0,9",,,
29/09/2009 4.00,"0,7",,,"31,7"
29/09/2009 5.00,"0,8","0,5","1,1",
29/09/2009 6.00,"0,7","18,0","26,1","33,7"
29/09/2009 7.00,"0,9","47,8","60,4",
29/09/2009 8.00,"0,8","51,0","65,1","35,7"
29/09/2009 9.00,"0,8","31,9","41,7",
29/09/2009 10.00,"0,8","27,6","38,7","41,5"
29/09/2009 11.00,"0,8","20,0","27,0",
29/09/2009 12.00,"0,8",,,"34,7"
29/09/2009 13.00,"1,0","23,8","32,9",
29/09/2009 14.00,"0,9","17,7","24,0","33,7"
29/09/2009 15.00,"1,3","14,9","20,4",
29/09/2009 16.00,"1,1","16,0","22,7","33,7"
29/09/2009 17.00,"1,0","22,0","27,8",
29/09/2009 18.00,"1,0","18,4","21,1","44,0"
29/09/2009 19.00,"1,1","36,8","43,3",
29/09/2009 20.00,"2,0","101,6","136,2","46,9"
29/09/2009 21.00,"1,2","51,3","63,3",
29/09/2009 22.00,"0,9","38,6","48,4","52,3"
29/09/2009 23.00,"0,9","37,1","47,0",
30/09/2009 0.00,"0,9","46,0","61,9","51,8"
30/09/2009 1.00,"0,9","37,4","43,7",
30/09/2009 2.00,"0,9","23,6","27,0","56,7"
30/09/2009 3.00,"0,7","17,9","19,7",
30/09/2009 4.00,"0,5","10,8","12,9","65,4"
30/09/2009 5.00,"0,5","20,1","23,5",
30/09/2009 6.00,"0,9","40,4","55,3","59,1"
30/09/2009 7.00,"1,1","60,2","112,1",
30/09/2009 8.00,"2,8","83,7","193,3","62,0"
30/09/2009 9.00,"1,0","58,0","93,9",
30/09/2009 10.00,"0,9","24,8","32,7","53,7"
30/09/2009 11.00,"2,7","47,4","68,8",
30/09/2009 12.00,"5,3","38,1","54,1","42,5"
30/09/2009 13.00,"6,7","33,1","44,7",
30/09/2009 14.00,"5,3","22,6","30,1","31,3"
30/09/2009 15.00,"4,4","24,3","31,5",
30/09/2009 16.00,"3,1","30,7","41,3","34,7"
30/09/2009 17.00,"2,9","48,2","61,1",
30/09/2009 18.00,"2,9","73,6","85,2","45,9"
30/09/2009 19.00,"3,6","106,4","149,1",
30/09/2009 20.00,"6,0","151,2","279,7","57,1"
30/09/2009 21.00,"3,0","126,0","171,6",
30/09/2009 22.00,"3,0","108,8","162,9","51,8"
30/09/2009 23.00,"2,3","73,2","112,1",
01/10/2009 0.00,"1,8","71,0","102,1","59,1"
01/10/2009 1.00,,"28,7","32,7",
01/10/2009 2.00,"0,7",,,"50,8"
01/10/2009 3.00,"0,4","15,2","17,0",
01/10/2009 4.00,"0,3","12,8","14,2","56,2"
01/10/2009 5.00,"0,4","23,6","26,0",
01/10/2009 6.00,"0,6","59,3","78,4","58,6"
01/10/2009 7.00,"1,6","98,4","148,2",
01/10/2009 8.00,"1,6","91,4","145,4","66,4"
01/10/2009 9.00,"0,7","61,4","90,2",
01/10/2009 10.00,"0,5","44,1","61,0","50,8"
01/10/2009 11.00,"0,4","34,6","45,9",
01/10/2009 12.00,"0,3","30,5","41,4","39,6"
01/10/2009 13.00,"1,1","38,9","54,8",
01/10/2009 14.00,"1,0","22,5","30,9","23,0"
01/10/2009 15.00,"4,1","18,3","24,5",
01/10/2009 16.00,"1,9","21,8","28,1","22,5"
01/10/2009 17.00,"1,0","32,7","40,0",
01/10/2009 18.00,"0,7","35,9","44,5","29,3"
01/10/2009 19.00,"0,5","39,8","47,2",
01/10/2009 20.00,"1,1","40,0","50,7","37,6"
01/10/2009 21.00,"0,8","33,8","42,5",
01/10/2009 22.00,"0,4","22,2","27,1","32,7"
01/10/2009 23.00,"0,3","13,6","17,2",
02/10/2009 0.00,"0,3","10,0","12,9","23,9"
02/10/2009 1.00,"0,4","11,9","15,1",
02/10/2009 2.00,"0,3","7,0","9,4","13,7"
02/10/2009 3.00,"0,4","5,9","7,4",
02/10/2009 4.00,"0,4","3,9","5,1","19,0"
02/10/2009 5.00,"0,5","4,7","6,0",
02/10/2009 6.00,"0,4","17,3","21,7","17,6"
02/10/2009 7.00,"0,7","30,3","42,3",
02/10/2009 8.00,"1,5","39,4","58,1","8,8"
02/10/2009 9.00,"1,7","37,4","55,9",
02/10/2009 10.00,"1,2","31,1","46,3","10,7"
02/10/2009 11.00,"1,6","31,2","44,2",
02/10/2009 12.00,"1,6","43,8","66,0","16,1"
02/10/2009 13.00,"2,2","63,2","100,2",
02/10/2009 14.00,"1,8","36,1","50,0","23,0"
02/10/2009 15.00,"1,1","18,9","24,7",
02/10/2009 16.00,"1,7","24,4","34,1","10,7"
02/10/2009 17.00,"1,8","37,0","47,4",
02/10/2009 18.00,"2,1","57,8","75,9","10,3"
02/10/2009 19.00,"2,5","54,8","82,2",
02/10/2009 20.00,"2,2","63,9","84,6","10,7"
02/10/2009 21.00,"1,9","44,9","56,9",
02/10/2009 22.00,"1,7","28,8","35,0","11,7"
02/10/2009 23.00,"1,6","25,2","30,8",
03/10/2009 0.00,"1,9","33,2","46,6","6,8"
03/10/2009 1.00,,"21,4","25,9",
03/10/2009 2.00,"0,4",,,"3,9"
03/10/2009 3.00,"0,0","8,6","12,2",
03/10/2009 4.00,"0,1","9,0","13,3","2,4"
03/10/2009 5.00,"0,3","5,3","7,8",
03/10/2009 6.00,"0,2","12,2","14,7","2,9"
03/10/2009 7.00,"0,3","23,5","34,2",
03/10/2009 8.00,"0,2","23,0","34,2","9,3"
03/10/2009 9.00,"0,0","15,6","26,5",
03/10/2009 10.00,"0,0","7,9","13,9","7,3"
03/10/2009 11.00,"0,0","9,7","16,6",
03/10/2009 12.00,"0,0","12,4","21,5","8,8"
03/10/2009 13.00,"0,1","17,7","33,8",
03/10/2009 14.00,"0,0","7,3","12,4","8,8"
03/10/2009 15.00,"0,0","10,4","17,4",
03/10/2009 16.00,"0,0","10,8","16,4","4,9"
03/10/2009 17.00,"0,0","12,1","18,9",
03/10/2009 18.00,"0,0","30,5","44,7","4,4"
03/10/2009 19.00,"0,1","45,7","72,4",
03/10/2009 20.00,"0,1","56,1","82,5","11,2"
03/10/2009 21.00,"0,0","33,9","48,1",
03/10/2009 22.00,"0,0","27,2","40,9","6,8"
03/10/2009 23.00,"0,0","30,3","43,3",
04/10/2009 0.00,"0,0","36,7","55,9","12,7"
04/10/2009 1.00,"0,0","35,6","55,2",
04/10/2009 2.00,"0,0","23,0","33,4","7,3"
04/10/2009 3.00,"0,0","12,9","17,5",
04/10/2009 4.00,"0,0","6,5","8,7","9,3"
04/10/2009 5.00,"0,0","7,1","8,8",
04/10/2009 6.00,"0,0","18,6","23,1","12,7"
04/10/2009 7.00,"0,0","27,0","34,8",
04/10/2009 8.00,"0,0","16,2","23,5","10,7"
04/10/2009 9.00,"0,0","19,1","30,8",
04/10/2009 10.00,"0,0","27,0","43,9","7,3"
04/10/2009 11.00,"0,0","26,4","45,9",
04/10/2009 12.00,"0,2","25,8","41,5","13,2"
04/10/2009 13.00,"1,0","24,3","37,8",
04/10/2009 14.00,"1,2","17,3","26,0","5,9"
04/10/2009 15.00,"0,7","6,9","10,6",
04/10/2009 16.00,"0,0","12,4","18,4","8,3"
04/10/2009 17.00,"0,0","19,7","27,3",
04/10/2009 18.00,"0,0","22,7","28,2","14,7"
04/10/2009 19.00,"0,3","73,6","112,4",
04/10/2009 20.00,"1,9","103,3","188,4","23,4"
04/10/2009 21.00,"0,5","81,0","133,6",
04/10/2009 22.00,"0,7","78,1","144,9","27,4"
04/10/2009 23.00,"0,3","63,5","98,2",
05/10/2009 0.00,"0,0","53,6","66,7","22,5"
05/10/2009 1.00,,"39,4","53,6",
05/10/2009 2.00,"0,6",,,"11,7"
05/10/2009 3.00,"0,3","12,9","17,4",
05/10/2009 4.00,"0,2","9,1","10,0","12,2"
05/10/2009 5.00,"0,0","13,0","15,8",
05/10/2009 6.00,"0,4","40,0","58,5","10,7"
05/10/2009 7.00,"1,2","56,5","109,7",
05/10/2009 8.00,"1,6","59,1","123,9","19,0"
05/10/2009 9.00,"1,0","38,5","66,4",
05/10/2009 10.00,"1,1","27,0","40,5","19,0"
05/10/2009 11.00,"1,4","18,9","28,9",
05/10/2009 12.00,"2,4","26,4","40,3","13,7"
05/10/2009 13.00,"2,6","21,3","36,3",
05/10/2009 14.00,"1,9","14,6","21,4","6,8"
05/10/2009 15.00,"1,9","11,8","19,4",
05/10/2009 16.00,"1,6","17,0","24,9","5,9"
05/10/2009 17.00,"0,9","13,7","19,2",
05/10/2009 18.00,"1,0","37,7","49,3","15,1"
05/10/2009 19.00,"1,5","73,0","111,6",
05/10/2009 20.00,"3,5","126,9","222,1","23,0"
05/10/2009 21.00,"3,0","113,6","201,7",
05/10/2009 22.00,"1,3","77,2","118,0","27,4"
05/10/2009 23.00,"0,8","38,8","61,1",
06/10/2009 0.00,"0,8","33,2","47,1","25,4"
06/10/2009 1.00,"0,8","37,5","54,9",
06/10/2009 2.00,"0,7","26,3","32,6","25,9"
06/10/2009 3.00,"0,6","15,1","16,1",
06/10/2009 4.00,"0,4","13,0","15,5","21,5"
06/10/2009 5.00,"0,4","20,6","23,2",
06/10/2009 6.00,"0,6","38,7","51,5","14,7"
06/10/2009 7.00,"1,4","61,4","123,7",
06/10/2009 8.00,"3,7","85,0","239,2","29,3"
06/10/2009 9.00,"1,7","62,9","127,3",
06/10/2009 10.00,,,,"27,8"
06/10/2009 11.00,,,,
06/10/2009 12.00,,"20,1","31,7","19,0"
06/10/2009 13.00,,"19,7","31,7",
06/10/2009 14.00,,"18,4","27,5","8,8"
06/10/2009 15.00,,"25,6","38,8",
06/10/2009 16.00,,"19,8","29,0","13,2"
06/10/2009 17.00,,"36,8","46,5",
06/10/2009 18.00,,"48,1","55,0","16,6"
06/10/2009 19.00,,"41,6","49,3",
06/10/2009 20.00,,"76,3","112,6","24,4"
06/10/2009 21.00,,"95,3","131,0",
06/10/2009 22.00,,"65,8","80,8","25,9"
06/10/2009 23.00,,"36,6","47,3",
07/10/2009 0.00,,"36,4","50,9","37,6"
07/10/2009 1.00,,"25,6","33,4",
07/10/2009 2.00,"0,7",,,"31,3"
07/10/2009 3.00,"0,1","16,0","17,7",
07/10/2009 4.00,"0,1","17,8","20,5","35,2"
07/10/2009 5.00,"0,1","23,8","29,4",
07/10/2009 6.00,"0,2","43,6","54,8","30,3"
07/10/2009 7.00,"0,2","56,1","89,7",
07/10/2009 8.00,"0,3","67,2","115,8","37,1"
07/10/2009 9.00,"0,1","30,1","43,0",
07/10/2009 10.00,"0,1","24,3","34,6","29,8"
07/10/2009 11.00,"0,3","24,8","35,9",
07/10/2009 12.00,"0,3","20,8","29,8","20,0"
07/10/2009 13.00,"0,3","22,4","32,4",
07/10/2009 14.00,"0,5","15,9","22,8","20,5"
07/10/2009 15.00,"0,3","12,8","18,1",
07/10/2009 16.00,"0,3","15,1","21,2","13,7"
07/10/2009 17.00,"0,2","12,9","18,9",
07/10/2009 18.00,"0,1","27,3","33,4","23,9"
07/10/2009 19.00,"0,2","23,2","27,1",
07/10/2009 20.00,"0,4","62,9","77,2","25,9"
07/10/2009 21.00,"0,4","71,8","90,8",
07/10/2009 22.00,"0,4","62,0","85,9","30,8"
07/10/2009 23.00,"0,4","51,0","68,4",
08/10/2009 0.00,"0,3","29,8","35,1","31,3"
08/10/2009 1.00,"0,3","24,1","31,3",
08/10/2009 2.00,"0,3","13,7","17,4","24,9"
08/10/2009 3.00,"0,3","10,3","13,0",
08/10/2009 4.00,"0,1","15,6","17,9","26,4"
08/10/2009 5.00,"0,3","22,1","25,4",
08/10/2009 6.00,"0,2","29,3","35,3","27,4"
08/10/2009 7.00,"0,3","57,0","72,2",
08/10/2009 8.00,"0,3","65,2","95,2","28,8"
08/10/2009 9.00,"0,4","40,8","62,5",
08/10/2009 10.00,"0,4","41,9","58,8","27,4"
08/10/2009 11.00,"0,9","27,0","38,4",
08/10/2009 12.00,"0,4","24,4","34,0","28,3"
08/10/2009 13.00,"1,4","25,6","36,8",
08/10/2009 14.00,"1,4","20,3","27,5","17,6"
08/10/2009 15.00,"0,4","18,8","25,3",
08/10/2009 16.00,"0,4","24,5","34,0","20,5"
08/10/2009 17.00,"0,9","30,2","41,5",
08/10/2009 18.00,"0,3","28,0","34,7","30,3"
08/10/2009 19.00,"0,6","50,1","64,5",
08/10/2009 20.00,"2,0","103,5","149,4","35,7"
08/10/2009 21.00,"1,2","82,5","117,5",
08/10/2009 22.00,"0,5","55,8","70,9","37,6"
08/10/2009 23.00,"0,8","58,6","80,2",
09/10/2009 0.00,"0,6","50,7","72,1","46,9"
09/10/2009 1.00,,"34,0","44,0",
09/10/2009 2.00,"0,8",,,"46,4"
09/10/2009 3.00,"0,1","17,7","21,5",
09/10/2009 4.00,"0,1","15,5","17,9","50,3"
09/10/2009 5.00,"0,1","23,5","26,7",
09/10/2009 6.00,"0,1","38,3","62,4","50,3"
09/10/2009 7.00,"1,5","51,4","128,7",
09/10/2009 8.00,"3,4","80,0","194,3","55,2"
09/10/2009 9.00,"0,5","40,0","55,9",
09/10/2009 10.00,"0,2","28,0","41,1","45,4"
09/10/2009 11.00,"0,1","24,3","33,4",
09/10/2009 12.00,"0,3","32,8","48,1","26,9"
09/10/2009 13.00,"1,3","27,8","39,8",
09/10/2009 14.00,"1,3","19,3","26,9","13,2"
09/10/2009 15.00,"1,2","32,6","44,6",
09/10/2009 16.00,"1,5","33,5","44,2","16,1"
09/10/2009 17.00,"1,4","51,2","69,4",
09/10/2009 18.00,"1,4","50,5","65,4","25,9"
09/10/2009 19.00,"1,0","69,7","89,2",
09/10/2009 20.00,"1,8","92,5","131,0","33,7"
09/10/2009 21.00,"1,4","94,3","128,3",
09/10/2009 22.00,"1,0","65,9","83,4","38,1"
09/10/2009 23.00,"1,2","68,9","102,8",
10/10/2009 0.00,"1,3","55,8","94,7","46,9"
10/10/2009 1.00,"1,9","61,6","116,5",
10/10/2009 2.00,"1,2","42,7","62,7","53,7"
10/10/2009 3.00,"0,9","42,7","63,6",
10/10/2009 4.00,"0,1","14,0","15,9","51,3"
10/10/2009 5.00,"0,1","17,6","19,8",
10/10/2009 6.00,"0,1","45,3","55,0","40,0"
10/10/2009 7.00,"0,4","53,1","76,0",
10/10/2009 8.00,"1,3","81,6","131,0","44,9"
10/10/2009 9.00,"0,4","45,1","60,6",
10/10/2009 10.00,"0,3","36,2","48,6","35,7"
10/10/2009 11.00,"0,1","24,6","33,1",
10/10/2009 12.00,"0,2","25,1","33,9","24,4"
10/10/2009 13.00,"0,1","28,1","39,6",
10/10/2009 14.00,"0,2","13,0","18,3","17,6"
10/10/2009 15.00,"0,2","10,7","14,0",
10/10/2009 16.00,"0,2","13,8","18,0","16,6"
10/10/2009 17.00,"0,1","21,1","26,2",
10/10/2009 18.00,"0,2","39,3","48,9","28,8"
10/10/2009 19.00,"0,1","46,0","58,3",
10/10/2009 20.00,"0,6","76,5","108,5","33,7"
10/10/2009 21.00,"1,3","83,7","125,0",
10/10/2009 22.00,"0,6","63,3","90,1","43,0"
10/10/2009 23.00,"1,3","56,1","88,1",
11/10/2009 0.00,"0,8","52,5","76,7","43,0"
11/10/2009 1.00,,"47,8","70,9",
11/10/2009 2.00,"1,3",,,"34,2"
11/10/2009 3.00,"0,2","16,9","20,7",
11/10/2009 4.00,"0,1","12,6","14,9","31,7"
11/10/2009 5.00,"0,1","17,0","19,4",
11/10/2009 6.00,"0,1","19,7","22,7","21,5"
11/10/2009 7.00,"0,1","20,9","24,8",
11/10/2009 8.00,"0,2","30,6","37,4","26,4"
11/10/2009 9.00,"0,1","24,7","31,1",
11/10/2009 10.00,"0,2","19,5","25,4","25,9"
11/10/2009 11.00,"0,2","21,4","28,8",
