, Brindisi,,,,,,
16/07/2009 23.00,"1,8","3,4","4,5","0,3",,,"0,2"
17/07/2009 0.00,"1,8","3,6","5,3","0,3",,"26,9","0,0"
17/07/2009 1.00,,"2,5","4,6","0,4",,,"0,2"
17/07/2009 2.00,"0,9",,,"0,3",,"16,6","0,0"
17/07/2009 3.00,"0,4","18,3","20,5",,,,"0,0"
17/07/2009 4.00,"0,4","11,4","13,2","0,2",,"12,7","0,1"
17/07/2009 5.00,"0,4","9,7","11,6","0,2",,,"0,2"
17/07/2009 6.00,"0,4","15,5","18,6","0,2",,"26,4","0,3"
17/07/2009 7.00,"0,4","13,3","16,8","0,2",,,"0,3"
17/07/2009 8.00,"0,4","11,9","15,4","0,2",,"25,4","0,3"
17/07/2009 9.00,"0,5","10,3","12,8","0,2",,,"0,2"
17/07/2009 10.00,"0,5","8,4","10,8","0,2",,"25,9","0,1"
17/07/2009 11.00,"1,5","7,9","10,5","0,2",,,"0,0"
17/07/2009 12.00,"1,2","10,0","13,3","0,3",,"24,9","0,0"
17/07/2009 13.00,"0,8","12,6","16,2","0,2",,,"0,1"
17/07/2009 14.00,"0,8","9,1","12,2","0,2",,"31,3","0,1"
17/07/2009 15.00,"1,2","6,7","9,0","0,2",,,"0,0"
17/07/2009 16.00,"1,6","14,0","18,7","0,2",,"25,9","0,0"
17/07/2009 17.00,"1,8","12,9","16,0","0,2",,,"0,4"
17/07/2009 18.00,"1,2","11,9","14,4","0,3",,"30,3","1,3"
17/07/2009 19.00,"1,2","8,5","10,4","0,2",,,"0,6"
17/07/2009 20.00,"1,6","11,8","13,4","0,2",,"32,2","0,2"
17/07/2009 21.00,"1,6","27,5","29,8","0,3",,,"0,5"
17/07/2009 22.00,"1,0","11,4","13,1","0,2",,"40,0","0,3"
17/07/2009 23.00,"0,5","7,1","9,1","0,2",,,"0,4"
18/07/2009 0.00,"0,4","8,3","10,2","0,2",,"35,7","0,3"
18/07/2009 1.00,"0,4","10,6","12,6","0,2",,,"0,2"
18/07/2009 2.00,"0,4","14,2","16,4","0,3",,"16,6","0,3"
18/07/2009 3.00,"0,4","19,4","21,6","0,4",,,"0,3"
18/07/2009 4.00,"0,5","25,3","27,9","0,4",,"25,4","0,3"
18/07/2009 5.00,"0,4","15,5","17,8","0,3",,,"0,4"
18/07/2009 6.00,"0,5","15,2","18,5","0,4",,"24,9","0,4"
18/07/2009 7.00,"0,4","9,3","11,6","0,4",,,"0,7"
18/07/2009 8.00,"0,5","8,2","11,1","0,4",,"34,7","0,4"
18/07/2009 9.00,"0,6","5,4","7,7","0,3",,,"0,4"
18/07/2009 10.00,"0,4","3,0","4,7","0,3",,"34,2","0,1"
18/07/2009 11.00,"0,8","2,1","4,0","0,3",,,"0,0"
18/07/2009 12.00,"1,4","1,8","3,6","0,3",,"43,0","0,0"
18/07/2009 13.00,"0,7","1,8","3,9","0,3",,,"0,0"
18/07/2009 14.00,"1,6","1,7","3,7","0,3",,"47,9","0,0"
18/07/2009 15.00,"1,5","4,1","6,1","0,2",,,"0,0"
18/07/2009 16.00,"1,3","6,9","9,2","0,2",,"41,5","0,0"
18/07/2009 17.00,"11,1","15,0","19,3","0,2",,,"0,0"
18/07/2009 18.00,"7,5","15,7","19,6","0,2",,"46,9","0,0"
18/07/2009 19.00,"5,5","11,5","13,7","0,2",,,"0,0"
18/07/2009 20.00,"2,4","11,3","13,1","0,2",,"50,3","0,0"
18/07/2009 21.00,"1,8","9,5","11,5","0,2",,,"0,0"
18/07/2009 22.00,"1,7","2,4","3,5","0,1",,"47,9","0,1"
18/07/2009 23.00,"1,5","1,8","3,4","0,1",,,"0,0"
19/07/2009 0.00,"1,4","3,1","4,9","0,1",,"41,0","0,0"
19/07/2009 1.00,,"3,2","4,6","0,1",,,
19/07/2009 2.00,"1,7",,,"0,0",,"23,9",
19/07/2009 3.00,"0,5","21,9","23,4",,,,
19/07/2009 4.00,"0,4","10,1","12,2","0,1",,"19,5",
19/07/2009 5.00,"0,6","6,8","8,6","0,1",,,
19/07/2009 6.00,"0,5","6,6","8,5","0,2",,"21,0",
19/07/2009 7.00,"1,2","6,4","8,4","0,1",,,
19/07/2009 8.00,"1,4","6,5","8,8","0,2",,"14,7",
19/07/2009 9.00,"0,6","4,7","6,6","0,2",,,
19/07/2009 10.00,"0,8","5,1","6,7","0,2",,"16,1",
19/07/2009 11.00,"0,9","5,2","7,2","0,1",,,
19/07/2009 12.00,"1,5","3,6","5,6","0,1",,"23,9",
19/07/2009 13.00,"1,2","2,3","4,3","0,1",,,
19/07/2009 14.00,"0,3","2,8","4,9","0,1",,"45,4",
19/07/2009 15.00,"0,4","4,0","5,9","0,1",,,
19/07/2009 16.00,"0,4","2,6","3,9","0,1",,"58,6",
19/07/2009 17.00,"0,4","2,2","3,8","0,1",,,
19/07/2009 18.00,"1,3","3,7","5,8","0,1",,"36,6",
19/07/2009 19.00,"0,4","3,1","4,1","0,1",,,
19/07/2009 20.00,"0,4","3,5","5,3","0,1",,"23,4",
19/07/2009 21.00,"0,4","5,1","6,9","0,1",,,
19/07/2009 22.00,"0,4","4,4","6,0","0,1",,"19,5",
19/07/2009 23.00,"0,4","5,2","6,7","0,1",,,
20/07/2009 0.00,"0,4","3,8","5,3","0,1",,"13,7",
20/07/2009 1.00,"0,4","1,8","3,6","0,1",,,
20/07/2009 2.00,"0,4","2,8","4,4","0,1",,"6,8",
20/07/2009 3.00,"0,9","7,2","9,3","0,1",,,
20/07/2009 4.00,"1,3","5,9","7,9","0,1",,"6,3",
20/07/2009 5.00,"1,1","8,9","11,0","0,1",,,
20/07/2009 6.00,"0,4","7,2","9,5","0,1",,"9,8",
20/07/2009 7.00,"0,5","9,1","12,1","0,1",,,
20/07/2009 8.00,,,,,,,
20/07/2009 9.00,,,,,,,
20/07/2009 10.00,,,,,,,
20/07/2009 11.00,,,,,,,
20/07/2009 12.00,,,,,,,
20/07/2009 13.00,,,,,,,
20/07/2009 14.00,,,,,,,
20/07/2009 15.00,,,,,,,
20/07/2009 16.00,,,,,,,
20/07/2009 17.00,,,,,,,
20/07/2009 18.00,,,,,,,
20/07/2009 19.00,,,,,,,
20/07/2009 20.00,,,,,,,
20/07/2009 21.00,,,,,,,
20/07/2009 22.00,,,,,,,
20/07/2009 23.00,,,,,,,
21/07/2009 0.00,,,,,,,
21/07/2009 1.00,,,,,,,
21/07/2009 2.00,,,,,,,
21/07/2009 3.00,,,,,,,
21/07/2009 4.00,,,,,,,
21/07/2009 5.00,,,,,,,
21/07/2009 6.00,,,,,,,
21/07/2009 7.00,,,,,,,
21/07/2009 8.00,,,,,,,
21/07/2009 9.00,,,,,,,
21/07/2009 10.00,"0,5",,,,,"7,8",
21/07/2009 11.00,"0,3","2,9","5,4","0,2",,,
21/07/2009 12.00,"0,4","3,2","5,4","0,2",,"12,7",
21/07/2009 13.00,"0,5","2,3","4,5","0,2",,,
21/07/2009 14.00,"0,9","3,8","6,2","0,2",,"15,6",
21/07/2009 15.00,"1,2","3,9","6,3","0,2",,,
21/07/2009 16.00,"1,0","6,4","9,2","0,2",,"12,7",
21/07/2009 17.00,"0,5","7,3","9,7","0,2",,,
21/07/2009 18.00,"0,6","9,0","11,8","0,2",,"14,2",
21/07/2009 19.00,"0,6","3,5","5,3","0,2",,,
21/07/2009 20.00,"0,3","6,0","7,9","0,2",,"17,6",
21/07/2009 21.00,"0,3","6,2","7,8","0,2",,,
21/07/2009 22.00,"0,3","6,5","8,5","0,2",,"18,1",
21/07/2009 23.00,"0,3","4,1","5,6","0,2",,,
22/07/2009 0.00,"0,3","7,1","8,5","0,2",,"16,1",
22/07/2009 1.00,"0,3","4,2","5,9","0,2",,,"0,0"
22/07/2009 2.00,"0,3","5,5","7,0","0,2",,"7,3","0,0"
22/07/2009 3.00,"0,4","4,8","6,9","0,2",,,"0,0"
22/07/2009 4.00,"0,4","6,7","7,9","0,2",,"5,9","0,0"
22/07/2009 5.00,"0,4","5,2","7,0","0,2",,,"0,0"
22/07/2009 6.00,"0,4","14,5","18,0","0,2",,"11,7","0,0"
22/07/2009 7.00,"0,3","9,5","12,7","0,3",,,"0,1"
22/07/2009 8.00,"0,3","9,1","12,5","0,3",,"16,1","0,2"
22/07/2009 9.00,"0,3","11,3","15,3","0,3",,,"0,2"
22/07/2009 10.00,"0,7","10,3","14,4","0,3",,"14,2","0,2"
22/07/2009 11.00,"0,4","7,8","10,6","0,2",,,"0,1"
22/07/2009 12.00,"0,5","6,5","9,2","0,2",,"20,0","0,0"
22/07/2009 13.00,"1,7","4,9","7,4","0,2",,,"0,0"
22/07/2009 14.00,"1,5","4,1","6,5","0,2",,"23,0","0,0"
22/07/2009 15.00,"0,9","4,6","6,5","0,2",,,"0,0"
22/07/2009 16.00,"0,8","4,6","6,6","0,2",,"11,7","0,0"
22/07/2009 17.00,"1,4","6,6","8,9","0,2",,,"0,0"
22/07/2009 18.00,"1,9","11,5","14,8","0,2",,"14,2","0,0"
22/07/2009 19.00,"1,2","8,4","10,6","0,2",,,"0,0"
22/07/2009 20.00,"0,4","7,0","8,7","0,2",,"23,9","0,0"
22/07/2009 21.00,"0,3","7,2","8,9","0,2",,,"0,0"
22/07/2009 22.00,"0,3","6,8","8,7","0,2",,"18,1","0,0"
22/07/2009 23.00,"0,3","11,9","13,2","0,3",,,"0,2"
23/07/2009 0.00,"0,4","33,1","35,6","0,3",,"13,2","0,5"
23/07/2009 1.00,,"20,1","21,9","0,2",,,"0,7"
23/07/2009 2.00,"0,8",,,"0,2",,"6,8","1,0"
23/07/2009 3.00,"0,9","34,3","36,6",,,,"1,0"
23/07/2009 4.00,"0,9","27,1","29,7","0,2",,"4,9","1,1"
23/07/2009 5.00,"1,2","49,8","66,3","0,2",,,"1,0"
23/07/2009 6.00,"2,1","47,4","91,8","0,3",,"10,7","1,4"
23/07/2009 7.00,"3,1","60,9","131,3","0,4",,,"1,6"
23/07/2009 8.00,"3,8","42,9","59,1","0,2",,"38,6","1,0"
23/07/2009 9.00,"17,7","38,8","53,6","0,2",,,"0,3"
23/07/2009 10.00,"12,1","22,5","30,1","0,1",,"23,9","0,1"
23/07/2009 11.00,"9,7","13,3","18,0","0,1",,,"0,0"
23/07/2009 12.00,"6,6","10,6","14,1","0,1",,"23,0","0,0"
23/07/2009 13.00,"5,5","10,1","13,2","0,1",,,"0,0"
23/07/2009 14.00,"5,6","8,9","12,1","0,1",,"10,3","0,0"
23/07/2009 15.00,"6,2","13,7","17,4","0,2",,,"0,6"
23/07/2009 16.00,"1,7","23,6","27,6","0,3",,"5,9","5,1"
23/07/2009 17.00,"3,9","10,6","13,4","0,3",,,"11,0"
23/07/2009 18.00,"3,7","11,8","14,5","0,2",,"4,4","0,7"
23/07/2009 19.00,"2,6","6,8","8,8","0,2",,,"0,3"
23/07/2009 20.00,"2,6","13,0","15,1","0,2",,"16,6","0,1"
23/07/2009 21.00,"2,6","44,4","47,8","0,3",,,"0,6"
23/07/2009 22.00,"2,4","55,6","66,4","0,4",,"27,4","1,4"
23/07/2009 23.00,"2,4","31,9","36,2","0,3",,,"2,0"
24/07/2009 0.00,"2,2","34,5","46,9","0,5",,"33,7","3,2"
24/07/2009 1.00,"1,9","31,9","39,6","0,4",,,"3,5"
24/07/2009 2.00,"1,3","28,4","32,5","0,3",,"16,1","2,0"
24/07/2009 3.00,"0,8","23,1","26,2","0,3",,,"1,2"
24/07/2009 4.00,"0,8","24,3","27,1","0,3",,"14,7","1,5"
24/07/2009 5.00,"0,8","30,0","33,1","0,4",,,"1,7"
24/07/2009 6.00,"1,3","47,5","65,7","0,4",,"40,5","1,6"
24/07/2009 7.00,"2,0","38,4","60,1","0,5",,,"1,5"
24/07/2009 8.00,"6,3","29,5","41,6","0,4",,"58,1","1,1"
24/07/2009 9.00,"9,9","29,1","40,7","0,4",,,"0,5"
24/07/2009 10.00,"7,6","17,3","22,4","0,3",,"47,9","0,6"
24/07/2009 11.00,"4,9","9,2","11,8","0,3",,,"0,3"
24/07/2009 12.00,"4,5","6,7","8,5","0,4",,"36,1","0,2"
24/07/2009 13.00,"3,3","7,1","9,5","0,4",,,"0,2"
24/07/2009 14.00,"4,7","8,3","10,9","0,4",,"39,6","0,1"
24/07/2009 15.00,"3,7","4,5","6,3","0,4",,,"0,1"
24/07/2009 16.00,"3,3","5,9","8,3","0,3",,"30,3","0,0"
24/07/2009 17.00,"2,7","3,0","4,9","0,3",,,"0,0"
24/07/2009 18.00,"4,2","7,3","8,9","0,3",,"25,9","0,0"
24/07/2009 19.00,"12,6","18,9","21,4","0,4",,,"0,1"
24/07/2009 20.00,"8,6","35,0","37,2","0,4",,"40,0","0,2"
24/07/2009 21.00,"5,3","38,3","41,0","0,4",,,"0,7"
24/07/2009 22.00,"2,8","21,7","24,1","0,4",,"52,7","2,7"
24/07/2009 23.00,"1,1","22,1","24,3","0,4",,,"2,5"
25/07/2009 0.00,"2,3","24,1","26,1","0,5",,"58,1","2,0"
25/07/2009 1.00,,"17,2","19,0","0,4",,,"1,6"
25/07/2009 2.00,"2,9",,,"0,5",,"46,9","1,2"
25/07/2009 3.00,"1,9","38,1","40,3",,,,"1,5"
25/07/2009 4.00,"1,4","28,4","30,6","0,3",,"44,0","1,3"
25/07/2009 5.00,"1,2","32,4","36,2","0,3",,,"1,4"
25/07/2009 6.00,"1,6","36,3","55,4","0,3",,"66,4","1,4"
25/07/2009 7.00,"3,7","34,7","50,4","0,2",,,"1,0"
25/07/2009 8.00,"4,6","43,3","62,2","0,3",,"106,0","1,1"
25/07/2009 9.00,"10,5","33,0","46,5","0,2",,,"1,4"
25/07/2009 10.00,"7,4","15,5","20,7","0,2",,"89,9","0,3"
25/07/2009 11.00,"4,8","14,3","18,7","0,2",,,"0,2"
25/07/2009 12.00,"3,3","7,5","9,8","0,2",,"75,7","0,2"
25/07/2009 13.00,"1,7","6,9","9,4","0,1",,,"0,0"
25/07/2009 14.00,"1,7","6,6","9,2","0,1",,"79,1","0,0"
25/07/2009 15.00,"1,0","3,7","5,7","0,1",,,"0,0"
25/07/2009 16.00,"1,2","7,6","10,2","0,1",,"58,1","0,0"
25/07/2009 17.00,"1,6","9,4","12,6","0,1",,,"0,0"
25/07/2009 18.00,"1,0","12,2","15,0","0,1",,"52,7","0,0"
25/07/2009 19.00,"1,2","17,6","20,7","0,1",,,"0,0"
25/07/2009 20.00,"0,3","4,4","5,7","0,1",,"51,3","0,1"
25/07/2009 21.00,"0,4","5,3","6,7","0,2",,,"0,1"
25/07/2009 22.00,"0,4","4,8","6,5","0,2",,"40,0","0,2"
25/07/2009 23.00,"0,4","4,7","6,1","0,2",,,"0,3"
26/07/2009 0.00,"0,2","3,3","5,2","0,2",,"30,8","0,1"
26/07/2009 1.00,"0,2","3,6","5,6","0,2",,,
26/07/2009 2.00,"0,3","2,9","3,9","0,1",,"21,0",
26/07/2009 3.00,"0,3","1,8","3,2","0,1",,,
26/07/2009 4.00,"0,1","2,2","3,2","0,0",,"24,4",
26/07/2009 5.00,"0,0","1,6","3,8","0,0",,,
26/07/2009 6.00,"0,0","4,0","6,0","0,0",,"26,9",
26/07/2009 7.00,"0,0","6,0","8,3","0,0",,,
26/07/2009 8.00,"0,4","4,3","6,4","0,0",,"29,8",
26/07/2009 9.00,"0,3","6,4","9,4","0,0",,,
26/07/2009 10.00,"1,4","4,8","7,7","0,0",,"20,5",
26/07/2009 11.00,"2,6","4,4","6,9","0,0",,,
26/07/2009 12.00,"1,0","2,5","4,3","0,0",,"28,3",
26/07/2009 13.00,"0,4","2,0","3,8","0,0",,,
26/07/2009 14.00,"0,8","3,4","5,6","0,0",,"19,0",
26/07/2009 15.00,"2,8","3,9","6,5","0,0",,,
26/07/2009 16.00,"2,1","4,4","6,7","0,0",,"19,0",
26/07/2009 17.00,"2,0","6,6","9,4","0,0",,,
26/07/2009 18.00,"2,3","7,0","9,5","0,0",,"26,4",
26/07/2009 19.00,"1,8","10,2","12,2","0,0",,,
26/07/2009 20.00,"1,1","5,9","7,9","0,0",,"29,3",
26/07/2009 21.00,"0,7","8,3","9,9","0,1",,,
26/07/2009 22.00,"0,4","2,8","4,4","0,1",,"22,0",
26/07/2009 23.00,"0,3","3,8","5,2","0,1",,,
27/07/2009 0.00,"0,1","5,0","6,5","0,1",,"24,4",
27/07/2009 1.00,,"1,9","3,5","0,1",,,
27/07/2009 2.00,"1,6",,,"0,0",,"11,2",
27/07/2009 3.00,"2,9","27,8","30,1",,,,
27/07/2009 4.00,"5,7","18,4","20,6","0,1",,"20,5",
27/07/2009 5.00,"5,9","14,1","16,1","0,1",,,
27/07/2009 6.00,"6,3","15,3","17,5","0,1",,"17,6",
27/07/2009 7.00,"7,5","16,2","20,3","0,1",,,
27/07/2009 8.00,"4,9","9,3","12,3","0,1",,"17,6",
27/07/2009 9.00,"2,9","6,0","8,1","0,1",,,
27/07/2009 10.00,"3,3","7,5","10,3","0,1",,"23,4",
27/07/2009 11.00,"4,9","7,2","10,3","0,1",,,
27/07/2009 12.00,"4,0","6,6","9,3","0,1",,"23,9",
27/07/2009 13.00,"3,4","5,5","8,5","0,1",,,
27/07/2009 14.00,"2,2","5,4","7,9","0,1",,"20,0",
27/07/2009 15.00,"2,7","5,5","8,2","0,2",,,
27/07/2009 16.00,"3,5","6,7","9,7","0,3",,"16,1",
27/07/2009 17.00,"5,6","5,6","8,7","0,2",,,
27/07/2009 18.00,"7,8","8,7","11,9","0,2",,"15,1",
27/07/2009 19.00,"7,1","11,0","13,1","0,2",,,
27/07/2009 20.00,"9,3","12,1","14,1","0,2",,"14,7",
27/07/2009 21.00,"4,3","10,9","13,1","0,2",,,
27/07/2009 22.00,"7,0","15,2","17,3","0,3",,"18,1",
27/07/2009 23.00,"8,2","13,5","15,6","0,2",,,
28/07/2009 0.00,"6,9","13,1","14,3","0,2",,"16,6",
28/07/2009 1.00,"4,0","5,2","6,8","0,2",,,"0,0"
28/07/2009 2.00,"2,3","4,3","6,4","0,3",,"7,3","0,0"
28/07/2009 3.00,"1,6","5,2","7,2","0,2",,,"0,0"
28/07/2009 4.00,"1,4","7,6","9,3","0,3",,"4,4","0,0"
28/07/2009 5.00,"0,9","9,9","12,2","0,3",,,"0,1"
28/07/2009 6.00,"1,1","15,8","19,0","0,3",,"9,8","0,3"
28/07/2009 7.00,"1,7","18,1","23,3","0,3",,,"0,2"
28/07/2009 8.00,"1,5","10,7","15,1","0,3",,"14,2","0,1"
28/07/2009 9.00,"1,7","8,5","12,2","0,3",,,"0,0"
28/07/2009 10.00,"1,8","7,4","10,7","0,3",,"14,7","0,0"
28/07/2009 11.00,"1,8","4,0","6,1","0,2",,,"0,0"
28/07/2009 12.00,"1,8","3,6","5,6","0,2",,"11,2","0,0"
28/07/2009 13.00,"1,7","4,2","6,4","0,3",,,"0,0"
28/07/2009 14.00,"7,8","10,1","15,1","0,3",,"10,7","0,0"
28/07/2009 15.00,"5,6","4,7","7,1","0,3",,,"0,0"
28/07/2009 16.00,"3,2","5,4","7,7","0,2",,"8,3","0,0"
28/07/2009 17.00,"8,2","8,1","12,0","0,2",,,"0,0"
28/07/2009 18.00,"3,5","4,2","6,0","0,2",,"7,8","0,1"
28/07/2009 19.00,"2,1","11,4","13,8","0,2",,,"0,1"
28/07/2009 20.00,"2,8","12,5","14,4","0,3",,"13,2","0,0"
28/07/2009 21.00,"1,4","12,1","13,6","0,3",,,"0,0"
28/07/2009 22.00,"1,5","35,1","39,8","0,4",,"11,7","0,5"
28/07/2009 23.00,"0,7","37,2","41,5","0,4",,,"1,1"
29/07/2009 0.00,"0,3","21,8","24,1","0,3",,"11,2","0,7"
29/07/2009 1.00,,"24,9","27,2","0,4",,,"0,9"
29/07/2009 2.00,"1,6",,,"0,4",,"7,3","1,8"
29/07/2009 3.00,"0,8","40,2","42,8",,,,"2,2"
29/07/2009 4.00,"0,4","32,5","34,9","0,3",,"20,0","1,5"
29/07/2009 5.00,"1,4","46,4","65,2","0,3",,,"1,7"
29/07/2009 6.00,"1,2","50,9","69,5","0,3",,"36,1","2,1"
29/07/2009 7.00,"1,0","32,9","42,1","0,3",,,"1,2"
29/07/2009 8.00,"0,4","23,1","31,2","0,3",,"45,4","1,0"
29/07/2009 9.00,"0,5","12,3","16,5","0,2",,,"0,4"
29/07/2009 10.00,"1,3","11,0","15,4","0,2",,"29,8","0,2"
29/07/2009 11.00,"1,6","9,2","12,8","0,2",,,"0,1"
29/07/2009 12.00,"1,0","6,8","9,4","0,2",,"33,2","0,0"
29/07/2009 13.00,"0,4","6,0","8,6","0,2",,,"0,0"
29/07/2009 14.00,"0,3","4,2","6,2","0,2",,"29,3","0,0"
29/07/2009 15.00,"0,3","4,1","6,3","0,2",,,"0,4"
29/07/2009 16.00,"0,4","7,0","9,2","0,2",,"35,7","0,3"
29/07/2009 17.00,"0,3","3,4","5,4","0,2",,,"0,0"
29/07/2009 18.00,"0,4","3,8","5,9","0,2",,"27,8","0,0"
29/07/2009 19.00,"0,3","11,1","13,0","0,2",,,"0,0"
29/07/2009 20.00,"0,3","4,7","5,7","0,2",,"32,2","0,1"
29/07/2009 21.00,"0,3","2,8","4,3","0,2",,,"0,1"
29/07/2009 22.00,"0,3","4,9","6,4","0,2",,"30,3","0,2"
29/07/2009 23.00,"0,3","2,4","3,8","0,2",,,"0,2"
30/07/2009 0.00,"0,2","4,4","6,0","0,2",,"37,6","0,1"
30/07/2009 1.00,"0,3","3,5","4,9","0,2",,,"0,2"
30/07/2009 2.00,"0,3","2,9","4,8","0,2",,"19,0","0,2"
30/07/2009 3.00,"0,2","2,9","4,3","0,2",,,"0,1"
30/07/2009 4.00,"0,3","2,7","4,2","0,2",,"26,9","0,0"
30/07/2009 5.00,"0,3","4,9","6,7","0,2",,,"0,2"
30/07/2009 6.00,"0,3","8,6","10,7","0,2",,"27,4","0,6"
30/07/2009 7.00,"0,3","6,5","8,4","0,2",,,"0,5"
30/07/2009 8.00,"0,3","7,3","10,3","0,2",,"28,8","0,3"
30/07/2009 9.00,"0,3","7,9","10,9","0,2",,,"0,2"
30/07/2009 10.00,"0,2","8,5","11,3","0,2",,"29,3","0,3"
30/07/2009 11.00,"0,5","6,2","8,7","0,2",,,"0,2"
30/07/2009 12.00,"0,2","3,3","5,3","0,2",,"35,2","0,2"
30/07/2009 13.00,"0,2","4,1","6,4","0,2",,,"0,1"
30/07/2009 14.00,"0,3","3,8","5,7","0,2",,"34,2","0,0"
30/07/2009 15.00,"0,3","3,4","5,6","0,2",,,"0,0"
30/07/2009 16.00,"0,3","4,6","6,6","0,2",,"26,4","0,0"
30/07/2009 17.00,"0,3","2,3","4,4","0,2",,,"0,0"
30/07/2009 18.00,"0,2","5,9","8,0","0,2",,"23,4","0,0"
30/07/2009 19.00,"0,3","5,8","7,6","0,2",,,"0,1"
30/07/2009 20.00,"0,3","7,9","9,9","0,2",,"23,4","0,2"
30/07/2009 21.00,"0,3","8,6","10,6","0,2",,,"0,2"
30/07/2009 22.00,"0,2","8,8","10,6","0,2",,"35,2","0,3"
30/07/2009 23.00,"0,3","8,5","10,3","0,2",,,"0,2"
31/07/2009 0.00,"0,3","4,1","5,5","0,2",,"28,8","0,1"
31/07/2009 1.00,,"6,6","8,2","0,2",,,"0,0"
31/07/2009 2.00,"0,4",,,"0,3",,"19,5","0,2"
31/07/2009 3.00,"0,2","12,2","13,8",,,,"0,5"
31/07/2009 4.00,"0,5","17,2","19,1","0,3",,"24,4","0,7"
31/07/2009 5.00,,,,,,,
31/07/2009 6.00,,,,,,,
31/07/2009 7.00,,,,,,,
31/07/2009 8.00,,,,,,,
31/07/2009 9.00,,,,,,,
31/07/2009 10.00,,,,,,,
31/07/2009 11.00,,,,,,,
31/07/2009 12.00,,,,,,,
31/07/2009 13.00,,,,,,,
31/07/2009 14.00,,,,,,,
31/07/2009 15.00,,,,,,,
31/07/2009 16.00,,,,,,,
31/07/2009 17.00,,,,,,,
31/07/2009 18.00,,,,,,,
31/07/2009 19.00,,,,,,,
31/07/2009 20.00,,,,,,,
31/07/2009 21.00,,,,,,,
31/07/2009 22.00,,,,,,,
31/07/2009 23.00,,,,,,,
01/08/2009 0.00,,,,,,,
01/08/2009 1.00,,,,,,,
01/08/2009 2.00,,,,,,,
01/08/2009 3.00,,,,,,,
01/08/2009 4.00,,,,,,,
01/08/2009 5.00,,,,,,,
01/08/2009 6.00,,,,,,,
01/08/2009 7.00,,,,,,,
01/08/2009 8.00,,,,,,,
01/08/2009 9.00,,,,,,,
01/08/2009 10.00,,,,,,,
01/08/2009 11.00,,,,,,,
01/08/2009 12.00,,,,,,,
01/08/2009 13.00,,,,,,,
01/08/2009 14.00,,,,,,,
01/08/2009 15.00,,,,,,,
01/08/2009 16.00,,,,,,,
01/08/2009 17.00,,,,,,,
01/08/2009 18.00,,,,,,,
01/08/2009 19.00,,,,,,,
01/08/2009 20.00,,,,,,,
01/08/2009 21.00,,,,,,,
01/08/2009 22.00,,,,,,,
01/08/2009 23.00,,,,,,,
02/08/2009 0.00,,,,,,,
02/08/2009 1.00,,,,,,,
02/08/2009 2.00,,,,,,,
02/08/2009 3.00,,,,,,,
02/08/2009 4.00,,,,,,,
02/08/2009 5.00,,,,,,,
02/08/2009 6.00,,,,,,,
02/08/2009 7.00,,,,,,,
02/08/2009 8.00,,,,,,,
02/08/2009 9.00,,,,,,,
02/08/2009 10.00,,,,,,,
02/08/2009 11.00,,,,,,,
02/08/2009 12.00,,,,,,,
02/08/2009 13.00,,,,,,,
02/08/2009 14.00,,,,,,,
02/08/2009 15.00,,,,,,,
02/08/2009 16.00,,,,,,,
02/08/2009 17.00,,,,,,,
02/08/2009 18.00,,,,,,,
02/08/2009 19.00,,,,,,,
02/08/2009 20.00,,,,,,,
02/08/2009 21.00,,,,,,,
02/08/2009 22.00,,,,,,,
02/08/2009 23.00,,,,,,,
03/08/2009 0.00,,,,,,,
03/08/2009 1.00,,,,,,,
03/08/2009 2.00,,,,,,,
03/08/2009 3.00,,,,,,,
03/08/2009 4.00,,,,,,,
03/08/2009 5.00,,,,,,,
03/08/2009 6.00,,,,,,,
03/08/2009 7.00,,,,,,,
03/08/2009 8.00,,,,,,,
03/08/2009 9.00,,,,,,,
03/08/2009 10.00,,,,,,,
03/08/2009 11.00,,,,,,,
03/08/2009 12.00,,,,,,,
03/08/2009 13.00,,,,,,,
03/08/2009 14.00,"0,3","2,4","3,9","0,3",,"24,9","0,0"
03/08/2009 15.00,"0,9","1,2","3,1","0,2",,,"0,0"
03/08/2009 16.00,"2,4","1,8","3,6","0,3",,"23,4","0,1"
03/08/2009 17.00,"3,2","1,7","3,4","0,2",,,"0,0"
03/08/2009 18.00,"2,3","2,1","3,9","0,2",,"17,6","0,0"
03/08/2009 19.00,"1,7","3,7","5,0","0,3",,,"0,0"
03/08/2009 20.00,"1,9","6,6","7,9","0,3",,"25,9","0,0"
03/08/2009 21.00,"1,8","5,0","6,9","0,2",,,"0,5"
03/08/2009 22.00,"1,8","3,6","4,9","0,2",,"40,0","0,0"
03/08/2009 23.00,"1,8","2,5","4,2","0,2",,,"0,0"
04/08/2009 0.00,"1,8","2,2","3,7","0,2",,"27,4","0,0"
04/08/2009 1.00,,"2,8","4,6","0,3",,,"0,0"
04/08/2009 2.00,"0,7",,,"0,3",,"14,2","0,2"
04/08/2009 3.00,"0,3","11,3","12,8",,,,"0,4"
04/08/2009 4.00,"0,4","15,3","17,0","0,1",,"16,1","0,3"
04/08/2009 5.00,"0,4","25,3","28,4","0,2",,,"0,4"
04/08/2009 6.00,"0,4","30,8","35,8","0,2",,"33,7","0,6"
04/08/2009 7.00,"0,4","21,0","25,4","0,2",,,"0,5"
04/08/2009 8.00,"0,4","13,3","16,9","0,2",,"32,7","0,3"
