, Brindisi,,,,,,
17/01/2009 5.00,"0,0","6,5","7,0","0,3",,,"0,7"
17/01/2009 6.00,"0,0","7,4","7,7","0,2",,"19,0","0,7"
17/01/2009 7.00,"0,0","8,5","9,3","0,2",,,"0,7"
17/01/2009 8.00,"0,0","9,4","10,6","0,2",,"23,9","0,7"
17/01/2009 9.00,"0,0","10,5","12,9","0,2",,,"0,7"
17/01/2009 10.00,"0,2","8,0","10,7","0,2",,"17,1","0,7"
17/01/2009 11.00,"0,0","7,4","10,1","0,2",,,"0,7"
17/01/2009 12.00,"0,0","6,6","8,7","0,3",,"8,3","0,8"
17/01/2009 13.00,"0,0","6,2","7,7","0,2",,,"0,8"
17/01/2009 14.00,"0,0","4,5","5,6","0,2",,"17,1","0,7"
17/01/2009 15.00,"0,1","3,7","4,2","0,2",,,"0,6"
17/01/2009 16.00,"0,0","3,8","4,6","0,2",,"12,7","0,6"
17/01/2009 17.00,"0,0","8,3","8,5","0,2",,,"0,7"
17/01/2009 18.00,"0,0","19,9","20,5","0,3",,"30,3","0,8"
17/01/2009 19.00,"0,0","33,2","35,9","0,4",,,"1,0"
17/01/2009 20.00,"0,0","41,4","46,4","0,6",,"75,7","2,7"
17/01/2009 21.00,"0,3","48,6","58,6","0,9",,,"4,2"
17/01/2009 22.00,"0,0","37,6","41,1","0,9",,"126,0","5,4"
17/01/2009 23.00,"0,1","37,8","45,3","1,2",,,"5,5"
18/01/2009 0.00,"0,0","21,6","22,5","0,9",,"139,7","5,0"
18/01/2009 1.00,,"16,9","17,7","0,7",,,"3,3"
18/01/2009 2.00,"0,3","15,8","16,7","0,8",,"91,8","3,2"
18/01/2009 3.00,"0,3","14,4","15,4",,,,"3,2"
18/01/2009 4.00,"0,3","11,7","12,5","0,5",,"73,7","3,0"
18/01/2009 5.00,"0,3","7,7","8,5","0,5",,,
18/01/2009 6.00,"0,5","20,0","27,1","0,3",,"54,2","1,3"
18/01/2009 7.00,"0,3","12,7","13,7","0,3",,,"1,2"
18/01/2009 8.00,"0,4","13,7","15,2","0,4",,"43,5","1,3"
18/01/2009 9.00,"0,3","9,9","11,8","0,5",,,"1,6"
18/01/2009 10.00,"0,1","12,6","15,9","0,6",,"39,1","2,1"
18/01/2009 11.00,"0,2","9,4","12,0","0,4",,,"1,3"
18/01/2009 12.00,"0,3","6,0","7,0","0,4",,"23,0","1,0"
18/01/2009 13.00,"0,3","4,4","5,2","0,4",,,"0,9"
18/01/2009 14.00,"0,3","5,2","6,0","0,3",,"16,1","1,1"
18/01/2009 15.00,"0,3","3,1","3,5","0,4",,,"0,6"
18/01/2009 16.00,"0,4","3,6","3,9","0,3",,"16,1","0,6"
18/01/2009 17.00,"0,4","4,9","5,2","0,4",,,"0,4"
18/01/2009 18.00,"0,3","8,6","8,7","0,4",,"25,9","0,8"
18/01/2009 19.00,"0,2","22,6","23,4","0,5",,,"1,6"
18/01/2009 20.00,"0,3","23,7","24,6","0,4",,"41,0","1,6"
18/01/2009 21.00,"0,2","10,2","10,8","0,4",,,"1,1"
18/01/2009 22.00,"0,2","7,8","8,4","0,5",,"44,4","1,1"
18/01/2009 23.00,"0,2","9,2","9,3","0,4",,,"1,3"
19/01/2009 0.00,"0,3","8,4","8,7","0,4",,"49,3","1,0"
19/01/2009 1.00,"0,3","7,7","8,0","0,5",,,"1,5"
19/01/2009 2.00,"0,3","5,7","6,3","0,6",,"36,6","1,4"
19/01/2009 3.00,"0,1","5,0","5,2","0,4",,,"1,1"
19/01/2009 4.00,"0,3","4,8","4,8","0,1",,"26,4","0,9"
19/01/2009 5.00,"0,3","5,0","5,2","0,2",,,"0,7"
19/01/2009 6.00,"0,3","5,4","5,6","0,1",,"19,5","0,5"
19/01/2009 7.00,"0,4","10,1","10,8","0,5",,,"0,6"
19/01/2009 8.00,"0,3","20,2","24,5","0,5",,"22,5","0,7"
19/01/2009 9.00,"0,7","30,9","49,6","0,5",,,"0,8"
19/01/2009 10.00,"0,6","37,8","62,2","0,6",,"20,0","1,2"
19/01/2009 11.00,"0,8","24,2","39,4","0,6",,,"1,5"
19/01/2009 12.00,"0,6","7,0","9,1","0,4",,"9,3","0,8"
19/01/2009 13.00,"0,5","6,0","7,9","0,3",,,"0,6"
19/01/2009 14.00,"0,9","8,3","10,7","0,3",,"7,3","0,3"
19/01/2009 15.00,"0,9","9,4","13,1","0,3",,,"0,4"
19/01/2009 16.00,"0,4","14,0","16,6","0,4",,"11,2","0,5"
19/01/2009 17.00,"0,3","23,0","25,4","0,4",,,"0,7"
19/01/2009 18.00,"0,4","21,6","23,3","0,5",,"35,7","0,7"
19/01/2009 19.00,"0,7","34,8","37,5","0,6",,,"1,5"
19/01/2009 20.00,"0,3","29,1","31,8","0,5",,"50,8","2,0"
19/01/2009 21.00,"0,5","19,0","19,8","0,5",,,"1,5"
19/01/2009 22.00,"0,4","15,2","16,1","0,7",,"44,9","2,1"
19/01/2009 23.00,"0,6","14,5","15,2","0,7",,,"2,3"
20/01/2009 0.00,"0,7","14,5","15,1","0,6",,"67,4","2,1"
20/01/2009 1.00,,"12,6","13,5","0,6",,,"2,1"
20/01/2009 2.00,"1,1","16,8","17,5","0,6",,"47,4","1,9"
20/01/2009 3.00,"0,8","10,0","10,5",,,,"1,1"
20/01/2009 4.00,"0,8","4,1","4,3","0,3",,"30,8","0,4"
20/01/2009 5.00,"0,6","4,5","5,1","0,3",,,"0,4"
20/01/2009 6.00,"0,8","7,1","7,7","0,3",,"26,4","0,3"
20/01/2009 7.00,"0,4","10,8","11,5","0,3",,,"0,3"
20/01/2009 8.00,"0,4","18,6","24,1","0,3",,"41,0","0,4"
20/01/2009 9.00,"0,8","22,5","29,8","0,3",,,"0,4"
20/01/2009 10.00,"1,6","35,1","63,6","0,3",,"19,5","0,9"
20/01/2009 11.00,"1,3","21,7","36,3","0,3",,,"0,9"
20/01/2009 12.00,"1,4","19,5","31,3","0,4",,"11,2","0,6"
20/01/2009 13.00,"1,3","10,2","13,7","0,3",,,"0,5"
20/01/2009 14.00,"1,4","13,3","20,3","0,3",,"21,5","0,4"
20/01/2009 15.00,"1,5","22,6","35,3","0,4",,,"0,7"
20/01/2009 16.00,"1,6","26,4","41,3","0,4",,"48,4","0,7"
20/01/2009 17.00,"1,1","6,1","6,5","0,3",,,"0,6"
20/01/2009 18.00,"0,8","5,8","6,1","0,3",,"89,4","0,4"
20/01/2009 19.00,"0,8","6,2","6,6","0,3",,,"0,4"
20/01/2009 20.00,"0,7","5,6","5,6","0,3",,"50,8","0,4"
20/01/2009 21.00,"0,9","10,3","10,7","0,3",,,"0,5"
20/01/2009 22.00,"0,9","5,6","5,9","0,3",,"33,7","0,4"
20/01/2009 23.00,"1,0","6,2","6,5","0,3",,,"0,3"
21/01/2009 0.00,"1,0","6,0","6,0","0,4",,"25,9","0,2"
21/01/2009 1.00,"1,2","8,0","8,3","0,3",,,"0,3"
21/01/2009 2.00,"0,4","8,0","8,4","0,3",,"12,2","0,2"
21/01/2009 3.00,"0,6","3,0","3,2","0,3",,,"0,1"
21/01/2009 4.00,"0,7","3,1","3,1","0,3",,"5,9","0,0"
21/01/2009 5.00,"0,7","2,5","2,5","0,3",,,
21/01/2009 6.00,"0,6","1,8","1,8","0,3",,"3,9","0,1"
21/01/2009 7.00,"0,8","2,8","3,0","0,3",,,"0,1"
21/01/2009 8.00,"0,8","8,1","10,0","0,3",,"3,4","0,1"
21/01/2009 9.00,"0,9","7,8","9,4","0,3",,,"0,1"
21/01/2009 10.00,,,,,,,
21/01/2009 11.00,"4,1",,,,,,
21/01/2009 12.00,"3,0","14,4","18,2",,,"22,5","0,9"
21/01/2009 13.00,"1,2","16,5","24,0",,,,
21/01/2009 14.00,"0,7","11,2","14,4","0,2",,"23,4",
21/01/2009 15.00,"1,0","10,4","13,2","0,3",,,
21/01/2009 16.00,"0,7","11,3","15,1","0,2",,"15,6",
21/01/2009 17.00,"0,7","6,8","7,6","0,2",,,
21/01/2009 18.00,"0,5","8,2","8,3","0,3",,"96,7",
21/01/2009 19.00,"0,5","6,9","7,0","0,3",,,
21/01/2009 20.00,"0,5","6,0","6,3","0,3",,"163,1",
21/01/2009 21.00,"0,4","8,3","8,4","0,3",,,
21/01/2009 22.00,"0,3","7,8","8,2","0,2",,"179,2",
21/01/2009 23.00,"0,3","6,3","6,4","0,2",,,
22/01/2009 0.00,"0,4","3,6","3,6","0,2",,"180,7",
22/01/2009 1.00,,"3,5","3,6","0,1",,,
22/01/2009 2.00,"0,2",,,"0,3",,"127,5",
22/01/2009 3.00,"0,5","10,8","10,9",,,,
22/01/2009 4.00,"0,5","7,1","7,1","0,1",,"76,2",
22/01/2009 5.00,"0,3","10,0","10,2","0,1",,,
22/01/2009 6.00,"0,2","8,1","8,3","0,1",,"68,4",
22/01/2009 7.00,"0,2","12,9","13,5","0,1",,,
22/01/2009 8.00,"0,2","10,9","11,7","0,2",,"67,9",
22/01/2009 9.00,"0,1","10,0","11,4","0,1",,,
22/01/2009 10.00,"0,1","15,8","21,2","0,1",,"54,2",
22/01/2009 11.00,"0,1","9,1","10,0","0,1",,,
22/01/2009 12.00,"0,4","8,6","9,6","0,1",,"38,6",
22/01/2009 13.00,"0,2","9,8","10,5","0,1",,,
22/01/2009 14.00,"0,0","5,6","6,3","0,1",,"37,1",
22/01/2009 15.00,"0,2","7,6","8,7","0,2",,,
22/01/2009 16.00,"0,2","11,4","12,3","0,2",,"52,7",
22/01/2009 17.00,"0,2","7,0","7,5","0,2",,,
22/01/2009 18.00,"0,4","14,6","14,8","0,2",,"31,7",
22/01/2009 19.00,"0,5","67,9","72,6","0,5",,,
22/01/2009 20.00,"0,5","57,2","58,5","0,5",,"26,9",
22/01/2009 21.00,"0,6","30,0","30,8","0,2",,,
22/01/2009 22.00,"0,5","12,2","12,4","0,1",,"20,5",
22/01/2009 23.00,"0,5","6,8","6,9","0,1",,,
23/01/2009 0.00,"0,4","3,5","3,6","0,1",,"22,0",
23/01/2009 1.00,"0,3","4,8","5,0","0,0",,,
23/01/2009 2.00,"0,6","5,0","5,0","0,2",,"18,1",
23/01/2009 3.00,"0,5","15,3","15,3","0,1",,,
23/01/2009 4.00,"0,5","24,6","25,2","0,1",,"28,8",
23/01/2009 5.00,"1,5","17,6","18,1","0,1",,,
23/01/2009 6.00,"1,1","9,6","10,0","0,2",,"16,1",
23/01/2009 7.00,"0,7","8,6","9,7","0,1",,,
23/01/2009 8.00,"0,7","15,1","16,4","0,2",,"10,3",
23/01/2009 9.00,"0,6","25,1","28,4","0,2",,,
23/01/2009 10.00,"0,7","22,3","27,8","0,2",,"6,3",
23/01/2009 11.00,"0,6","18,2","27,9","0,2",,,
23/01/2009 12.00,"0,6","18,3","26,8","0,2",,"7,3",
23/01/2009 13.00,"0,6","18,4","26,8","0,2",,,
23/01/2009 14.00,"0,7","25,8","33,8","0,3",,"15,6",
23/01/2009 15.00,"0,7","20,2","24,0","0,2",,,
23/01/2009 16.00,"0,6","18,2","21,1","0,1",,"18,6",
23/01/2009 17.00,,,,,,,
23/01/2009 18.00,,,,,,"14,2",
23/01/2009 19.00,"0,9","63,5","63,4","0,6",,,
23/01/2009 20.00,"0,2","50,5","50,8","0,6",,"12,7",
23/01/2009 21.00,"0,6","48,8","50,8","0,7",,,
23/01/2009 22.00,"0,7","35,7","38,8","0,7",,"15,1",
23/01/2009 23.00,"0,6","25,7","26,2","0,6",,,
24/01/2009 0.00,"0,6","26,0","26,7","0,6",,"14,7",
24/01/2009 1.00,,"19,1","19,7","0,6",,,
24/01/2009 2.00,"0,1","6,6","6,6","0,4",,"13,7",
24/01/2009 3.00,"0,1","5,9","5,9",,,,
24/01/2009 4.00,"0,1","6,1","6,1","0,1",,"15,6",
24/01/2009 5.00,"0,1","5,8","5,9","0,1",,,
24/01/2009 6.00,"0,1","7,9","8,3","0,1",,"6,8",
24/01/2009 7.00,"0,2","9,0","9,2","0,1",,,
24/01/2009 8.00,"0,1","10,4","11,0","0,1",,"34,2",
24/01/2009 9.00,"0,1","17,5","23,3","0,2",,,
24/01/2009 10.00,"0,1","17,4","23,3","0,2",,"15,1",
24/01/2009 11.00,"0,1","22,9","30,2","0,2",,,
24/01/2009 12.00,"0,1","19,4","23,4","0,2",,"6,3",
24/01/2009 13.00,"0,1","26,5","32,5","0,1",,,
24/01/2009 14.00,"0,5","11,3","12,2","0,2",,"3,4",
24/01/2009 15.00,"0,3","11,6","12,3","0,2",,,
24/01/2009 16.00,"0,2","19,2","20,2","0,1",,"47,9",
24/01/2009 17.00,"0,1","10,2","11,0","0,2",,,
24/01/2009 18.00,"0,1","4,3","4,4","0,1",,"59,1",
24/01/2009 19.00,"0,1","8,2","8,2","0,1",,,
24/01/2009 20.00,"0,1","16,6","17,0","0,2",,"52,7",
24/01/2009 21.00,"0,1","12,0","12,4","0,2",,,
24/01/2009 22.00,"0,1","9,2","9,4","0,1",,"25,4",
24/01/2009 23.00,"0,1","4,8","4,8","0,1",,,
25/01/2009 0.00,"0,1","4,8","4,9","0,1",,"13,7",
25/01/2009 1.00,"0,1","4,0","4,1","0,0",,,
25/01/2009 2.00,"0,1","3,7","3,8","0,0",,"7,8",
25/01/2009 3.00,"0,1","3,2","3,1","0,1",,,
25/01/2009 4.00,"0,1","3,4","3,5","0,0",,"3,9",
25/01/2009 5.00,"0,2","3,2","3,2","0,0",,,
25/01/2009 6.00,"0,2","5,2","5,3","0,1",,"4,4",
25/01/2009 7.00,"0,2","4,5","4,5","0,1",,,
25/01/2009 8.00,"0,1","6,7","6,9","0,0",,"4,9",
25/01/2009 9.00,"0,0","5,8","6,0","0,0",,,
25/01/2009 10.00,"0,1","3,7","4,5","0,1",,"4,9",
25/01/2009 11.00,"0,1","3,5","4,0","0,1",,,
25/01/2009 12.00,"0,2","3,6","4,2","0,1",,"4,4",
25/01/2009 13.00,"0,1","3,7","4,2","0,1",,,
25/01/2009 14.00,"0,1","3,8","4,4","0,1",,"4,4",
25/01/2009 15.00,"0,0","3,6","3,6","0,0",,,
25/01/2009 16.00,"0,1","4,2","4,6","0,0",,"5,9",
25/01/2009 17.00,"0,1","13,8","14,3","0,1",,,
25/01/2009 18.00,"0,3","15,1","15,6","0,2",,"25,4",
25/01/2009 19.00,"2,4","25,7","26,4","0,2",,,
25/01/2009 20.00,"1,6","58,5","72,7","0,3",,"31,3",
25/01/2009 21.00,"1,3","88,7","116,6","0,5",,,
25/01/2009 22.00,"0,4","64,9","85,2","0,5",,"29,8",
25/01/2009 23.00,"0,1","29,0","32,8","0,3",,,
26/01/2009 0.00,"0,0","7,0","7,2","0,1",,"20,0",
26/01/2009 1.00,,"12,3","12,4","0,0",,,
26/01/2009 2.00,"0,9","11,6","12,1","0,1",,"8,8",
26/01/2009 3.00,"0,5","10,4","10,7",,,,
26/01/2009 4.00,"0,6","11,0","11,1","0,2",,"4,9",
26/01/2009 5.00,"0,4","15,8","17,0","0,2",,,
26/01/2009 6.00,"1,9","43,1","71,2","0,4",,"6,8",
26/01/2009 7.00,"1,3","33,0","41,7","0,4",,,
26/01/2009 8.00,"1,6","38,8","62,7","0,4",,"3,9",
26/01/2009 9.00,"3,0","59,5","147,8","0,5",,,
26/01/2009 10.00,"1,6","35,7","62,3","0,5",,"5,4",
26/01/2009 11.00,"1,6","14,9","23,3","0,5",,,
26/01/2009 12.00,"1,0","6,9","9,4","0,4",,"4,4",
26/01/2009 13.00,"0,8","7,2","11,2","0,3",,,
26/01/2009 14.00,"0,9","8,4","11,9","0,3",,"11,7",
26/01/2009 15.00,"0,9","7,2","11,0","0,3",,,
26/01/2009 16.00,"1,0","19,8","31,2","0,3",,"11,7",
26/01/2009 17.00,"0,7","14,9","17,3","0,3",,,
26/01/2009 18.00,"0,6","21,5","22,0","0,4",,"17,6",
26/01/2009 19.00,"1,1","23,5","24,0","0,4",,,
26/01/2009 20.00,"0,4","22,5","23,0","0,4",,"53,2",
26/01/2009 21.00,"0,6","19,8","19,9","0,4",,,
26/01/2009 22.00,"1,1","14,7","15,2","0,4",,"61,5",
26/01/2009 23.00,"1,4","10,9","11,2","0,3",,,
27/01/2009 0.00,"1,1","8,4","8,4","0,3",,"40,0",
27/01/2009 1.00,"1,0","10,4","10,5","0,3",,,
27/01/2009 2.00,"0,8","7,7","8,0","0,4",,"45,9",
27/01/2009 3.00,"1,0","3,0","3,0","0,4",,,
27/01/2009 4.00,"0,5","5,0","5,0","0,3",,"47,9",
27/01/2009 5.00,"0,4","5,9","6,0","0,3",,,
27/01/2009 6.00,"0,4","13,8","14,2","0,4",,"24,4",
27/01/2009 7.00,"0,6","26,7","27,5","0,5",,,
27/01/2009 8.00,"1,1","29,2","32,1","0,5",,"10,7",
27/01/2009 9.00,"1,4","41,2","52,6","0,5",,,
27/01/2009 10.00,"0,5","31,8","42,6","0,5",,"7,8",
27/01/2009 11.00,"0,4",,,"0,2",,,
27/01/2009 12.00,"1,4",,,"0,4",,"4,4",
27/01/2009 13.00,"0,6","20,4","30,5","0,3",,,
27/01/2009 14.00,"1,2","19,5","30,0","0,1",,"2,4",
27/01/2009 15.00,"1,7",,,,,,
27/01/2009 16.00,"1,9",,,"0,4",,"1,0",
27/01/2009 17.00,"1,1",,,"0,4",,,
27/01/2009 18.00,"0,7","30,6","35,7","0,5",,"0,5",
27/01/2009 19.00,"1,1","22,8","24,4","0,7",,,
27/01/2009 20.00,"1,2","22,4","24,1","0,6",,"12,2",
27/01/2009 21.00,"1,2","26,8","28,2","0,6",,,
27/01/2009 22.00,"1,2","35,9","37,9","0,8",,"16,6",
27/01/2009 23.00,"0,9","27,6","29,4","0,7",,,
28/01/2009 0.00,"1,2","27,4","28,8","0,9",,"43,5",
28/01/2009 1.00,,"18,2","19,4","0,8",,,
28/01/2009 2.00,"0,1",,,"0,7",,"20,0",
28/01/2009 3.00,"0,1","24,2","25,3",,,,
28/01/2009 4.00,"0,1","19,8","20,7","0,2",,"16,6",
28/01/2009 5.00,"0,1","15,5","16,6","0,2",,,
28/01/2009 6.00,"0,1","20,6","22,0","0,2",,"19,5",
28/01/2009 7.00,"0,1","31,7","34,6","0,1",,,
28/01/2009 8.00,"0,5","46,8","85,1","0,1",,"9,3",
28/01/2009 9.00,"1,9","68,0","174,7","0,2",,,
28/01/2009 10.00,"0,1","41,3","58,7","0,1",,"13,2",
28/01/2009 11.00,"0,1","26,0","36,7","0,0",,,
28/01/2009 12.00,"0,1","24,0","35,6","0,0",,"6,3",
28/01/2009 13.00,"0,1","19,1","28,8","0,1",,,
28/01/2009 14.00,"0,1","8,5","10,9","0,0",,"3,9",
28/01/2009 15.00,"0,3","13,0","15,8","0,1",,,
28/01/2009 16.00,"0,8","31,7","47,6","0,2",,"2,9",
28/01/2009 17.00,"1,3","35,0","39,1","0,2",,,
28/01/2009 18.00,"0,5","29,0","31,6","0,2",,"8,8",
28/01/2009 19.00,"0,2","22,7","23,7","0,2",,,
28/01/2009 20.00,"0,1","37,8","39,5","0,2",,"17,1",
28/01/2009 21.00,"0,1","43,2","45,2","0,3",,,
28/01/2009 22.00,"0,1","41,3","43,2","0,2",,"12,7",
28/01/2009 23.00,"0,2","31,7","33,3","0,2",,,
29/01/2009 0.00,"0,2","34,7","36,8","0,2",,"23,4",
29/01/2009 1.00,"0,1","20,7","21,7","0,1",,,
29/01/2009 2.00,"0,1","12,9","13,8","0,1",,"10,7",
29/01/2009 3.00,"0,2","11,6","12,5","0,1",,,
29/01/2009 4.00,"0,1","11,0","11,8","0,1",,"11,2",
29/01/2009 5.00,"0,1","8,9","9,9","0,0",,,
29/01/2009 6.00,"0,0","10,2","11,1","0,1",,"5,9",
29/01/2009 7.00,"0,1","12,9","14,0","0,1",,,
29/01/2009 8.00,"0,1","21,1","25,2","0,1",,"6,3",
29/01/2009 9.00,"0,0","22,1","27,9","0,1",,,
29/01/2009 10.00,"0,1","27,6","36,3","0,2",,"8,8",
29/01/2009 11.00,"0,1","22,7","32,2","0,1",,,
29/01/2009 12.00,"0,1","16,8","23,0","0,2",,"7,3",
29/01/2009 13.00,"0,2","13,0","18,8","0,1",,,
29/01/2009 14.00,"0,2","10,1","14,6","0,2",,"9,8",
29/01/2009 15.00,"0,9","11,2","15,7","0,1",,,
29/01/2009 16.00,"0,9","10,8","14,3","0,2",,"6,3",
29/01/2009 17.00,"0,4","16,3","20,7","0,2",,,
29/01/2009 18.00,"0,4","18,6","21,3","0,2",,"11,7",
29/01/2009 19.00,"0,2","11,3","12,2","0,2",,,
29/01/2009 20.00,"0,2","27,9","30,4","0,3",,"14,7",
29/01/2009 21.00,"0,2","23,6","25,6","0,3",,,
29/01/2009 22.00,"0,2","22,8","24,8","0,2",,"9,8",
29/01/2009 23.00,"0,2","20,2","22,0","0,3",,,
30/01/2009 0.00,"0,2","16,4","17,4","0,2",,"23,9",
30/01/2009 1.00,,"11,3","12,2","0,2",,,
30/01/2009 2.00,"0,9",,,"0,2",,"11,2",
30/01/2009 3.00,"0,9","22,1","23,1",,,,
30/01/2009 4.00,"1,5","15,2","16,3","0,2",,"6,8",
30/01/2009 5.00,"1,2","12,6","13,7","0,2",,,
30/01/2009 6.00,"0,9","13,9","14,9","0,3",,"8,3",
30/01/2009 7.00,"0,8","14,3","16,7","0,3",,,
30/01/2009 8.00,"0,8","22,7","28,0","0,3",,"6,8",
30/01/2009 9.00,"1,2","22,8","32,8","0,3",,,
30/01/2009 10.00,"1,4","29,7","45,3","0,3",,"9,3",
30/01/2009 11.00,"1,1","22,3","31,8","0,3",,,
30/01/2009 12.00,"1,5","15,0","23,3","0,4",,"8,8",
30/01/2009 13.00,"1,6","15,7","22,2","0,3",,,
30/01/2009 14.00,"1,6","15,1","18,3","0,2",,"6,3",
30/01/2009 15.00,"1,6","14,2","16,6","0,2",,,
30/01/2009 16.00,"2,3","42,6","54,0","0,2",,"7,8",
30/01/2009 17.00,"1,7","31,0","35,4","0,3",,,
30/01/2009 18.00,"2,3","24,7","29,1","0,3",,"23,4",
30/01/2009 19.00,"2,2","25,6","27,6","0,3",,,
30/01/2009 20.00,"1,9","15,3","16,8","0,3",,"10,3",
30/01/2009 21.00,"2,6","18,9","20,4","0,3",,,
30/01/2009 22.00,"2,1","10,0","10,8","0,2",,"5,4",
30/01/2009 23.00,"1,2","19,6","21,2","0,3",,,
31/01/2009 0.00,"1,6","13,5","14,7","0,2",,"5,9",
31/01/2009 1.00,"1,9","13,5","14,6","0,2",,,
31/01/2009 2.00,"1,5","14,4","15,3","0,2",,"3,4",
31/01/2009 3.00,"1,5","9,1","10,1","0,2",,,
31/01/2009 4.00,"1,4","10,3","11,3","0,2",,"4,9",
31/01/2009 5.00,"2,6","8,5","9,5","0,2",,,
31/01/2009 6.00,"3,7","20,3","22,0","0,2",,"5,4",
31/01/2009 7.00,"4,2","22,4","24,8","0,3",,,
31/01/2009 8.00,"1,7","17,6","20,3","0,3",,"8,8",
31/01/2009 9.00,"1,7","26,1","31,4","0,4",,,
31/01/2009 10.00,"1,7","29,5","38,3","0,4",,"11,7",
31/01/2009 11.00,"1,7","24,0","33,9","0,3",,,
31/01/2009 12.00,"1,7","10,9","15,2","0,4",,"10,7",
31/01/2009 13.00,"1,6","12,1","17,7","0,3",,,
31/01/2009 14.00,"1,6","7,9","10,2","0,3",,"9,8",
31/01/2009 15.00,"1,6","15,6","19,3","0,3",,,
31/01/2009 16.00,"1,6","10,9","13,2","0,3",,"8,3",
31/01/2009 17.00,"1,2","12,2","13,3","0,3",,,
31/01/2009 18.00,"2,3","24,3","26,4","0,4",,"7,8",
31/01/2009 19.00,"2,0","21,0","22,0","0,3",,,
31/01/2009 20.00,"1,7","32,7","42,9","0,5",,"11,7",
31/01/2009 21.00,"1,4","49,4","59,6","0,6",,,
31/01/2009 22.00,"1,2","42,1","48,0","0,6",,"24,9",
31/01/2009 23.00,"1,5","57,2","76,1","1,1",,,
01/02/2009 0.00,"1,3","51,0","69,4","1,5",,"54,2",
01/02/2009 1.00,,"32,0","39,9","1,2",,,
01/02/2009 2.00,"0,1",,,"0,7",,"42,5",
01/02/2009 3.00,"0,0","28,9","32,8",,,,
01/02/2009 4.00,"0,0","13,5","14,5","0,3",,"31,7",
01/02/2009 5.00,"0,0","14,2","15,2","0,4",,,
01/02/2009 6.00,"0,0","25,5","32,1","0,5",,"35,7",
01/02/2009 7.00,"0,0","25,0","27,1","0,4",,,
01/02/2009 8.00,"0,0","19,8","21,7","0,2",,"28,8",
01/02/2009 9.00,"0,1","12,2","14,4","0,2",,,
01/02/2009 10.00,"0,1","7,0","8,4","0,3",,"25,4",
01/02/2009 11.00,"0,1","6,1","7,3","0,2",,,
01/02/2009 12.00,"0,3","7,5","8,5","0,2",,"11,2",
01/02/2009 13.00,"0,4","6,1","7,1","0,1",,,
01/02/2009 14.00,"1,6","8,2","9,4","0,3",,"6,8",
01/02/2009 15.00,"0,5","4,4","5,4","0,3",,,
01/02/2009 16.00,"0,1","3,6","4,5","0,3",,"29,8",
01/02/2009 17.00,"0,1","3,5","4,4","0,3",,,
01/02/2009 18.00,"0,1","3,1","4,1","0,3",,"13,7",
01/02/2009 19.00,"0,1","3,4","4,3","0,3",,,
01/02/2009 20.00,"0,1","4,0","4,9","0,2",,"20,5",
01/02/2009 21.00,"0,1","10,4","11,3","0,2",,,
01/02/2009 22.00,"0,0","10,7","11,7","0,2",,"26,9",
01/02/2009 23.00,"0,0","5,0","5,9","0,1",,,
02/02/2009 0.00,"0,0","2,6","3,4","0,0",,"15,6",
02/02/2009 1.00,"0,1","3,7","4,5","0,1",,,
02/02/2009 2.00,"0,0","2,7","3,6","0,1",,"7,3",
02/02/2009 3.00,"0,1","2,5","3,5","0,1",,,
02/02/2009 4.00,"0,0","2,4","2,8","0,1",,"16,6",
02/02/2009 5.00,"0,0","2,2","3,1","0,1",,,
02/02/2009 6.00,"0,0","3,0","3,8","0,1",,"18,6",
02/02/2009 7.00,"0,0","3,2","4,2","0,2",,,
02/02/2009 8.00,"0,0","14,1","22,2","0,1",,"33,7",
02/02/2009 9.00,"0,0","15,0","23,5","0,1",,,
02/02/2009 10.00,"0,1","22,3","40,5","0,2",,"16,1",
02/02/2009 11.00,"0,1","12,4","20,5","0,2",,,
02/02/2009 12.00,"0,1","18,0","31,3","0,2",,"6,8",
02/02/2009 13.00,"0,1","17,8","33,1","0,2",,,
02/02/2009 14.00,"0,0","6,1","8,2","0,2",,"3,4",
02/02/2009 15.00,"0,0","8,3","13,1","0,2",,,
02/02/2009 16.00,"0,1","17,7","28,7","0,2",,"5,4",
02/02/2009 17.00,"0,0","13,0","16,8","0,2",,,
02/02/2009 18.00,"0,0","10,7","11,7","0,2",,"47,4",
02/02/2009 19.00,"0,0","7,5","8,5","0,2",,,
02/02/2009 20.00,"0,0","6,3","7,2","0,2",,"40,5",
02/02/2009 21.00,"0,0","4,2","5,1","0,1",,,
02/02/2009 22.00,"0,1","4,3","5,2","0,2",,"28,3",
02/02/2009 23.00,"0,0","3,2","4,0","0,1",,,
03/02/2009 0.00,"0,0","2,3","3,0","0,2",,"25,9",
03/02/2009 1.00,,"2,4","3,4","0,1",,,
03/02/2009 2.00,"0,6",,,"0,1",,"23,9",
03/02/2009 3.00,"0,5","11,2","12,1",,,,
03/02/2009 4.00,"1,2","7,9","8,9","0,2",,"41,0",
03/02/2009 5.00,"0,9","7,8","8,8","0,2",,,
03/02/2009 6.00,"1,5","5,3","6,2","0,2",,"54,7",
03/02/2009 7.00,"1,7","6,6","7,5","0,2",,,
03/02/2009 8.00,"1,7","8,9","10,6","0,2",,"47,9",
03/02/2009 9.00,"2,1","14,0","20,4","0,2",,,
03/02/2009 10.00,"3,1","20,4","34,2","0,2",,"37,1",
03/02/2009 11.00,"2,1","15,0","25,4","0,2",,,
