NetC,SIMAGE Brindisi,,
23/06/2006 1.00,,"13,329138","70,688492"
23/06/2006 2.00,"0,068432",,"70,688492"
23/06/2006 3.00,"0,011406","13,318762","70,688492"
23/06/2006 4.00,"0,066803","13,217522","70,688492"
23/06/2006 5.00,"0,045621","16,335007","70,688492"
23/06/2006 6.00,"0,109165","24,157277","70,688492"
23/06/2006 7.00,"0,104276","28,588204","70,688492"
23/06/2006 8.00,"0,258232","18,399932","70,688492"
23/06/2006 9.00,"0,679119","17,187714","70,688492"
23/06/2006 10.00,"0,016293","19,142313","70,688492"
23/06/2006 11.00,"0,057026","15,789909","70,688492"
23/06/2006 12.00,"0,04888","12,73082","70,688492"
23/06/2006 13.00,"0,035845","13,70812","70,688492"
23/06/2006 14.00,"0,02281","10,430998","70,688492"
23/06/2006 15.00,"0,104276","8,537403","70,688492"
23/06/2006 16.00,"0,061914","9,181148","70,688492"
23/06/2006 17.00,"0,02281","10,681479","70,688492"
23/06/2006 18.00,"0,079837","12,541329","70,688492"
23/06/2006 19.00,"0,065172","11,752228","70,688492"
23/06/2006 20.00,"0,060285","17,443393","70,688492"
23/06/2006 21.00,"0,061914","24,95548","70,688492"
23/06/2006 22.00,"0,019552","18,171503","70,688492"
23/06/2006 23.00,"0,083095","14,652973","70,688492"
24/06/2006 0.00,"0,169665","11,943011","70,688492"
24/06/2006 1.00,"0,013035","11,67306","51,315411"
24/06/2006 2.00,"0,058871","9,321317","51,315411"
24/06/2006 3.00,"0,104276","8,689254","51,315411"
24/06/2006 4.00,"0,10317","8,647722","51,315411"
24/06/2006 5.00,"0,042578","8,881339","51,315411"
24/06/2006 6.00,"0,057026","12,481631","51,315411"
24/06/2006 7.00,"0,032587","13,113699","51,315411"
24/06/2006 8.00,"0,030957","14,068926","51,315411"
24/06/2006 9.00,"0,027698","13,717204","51,315411"
24/06/2006 10.00,"0,016293","11,894991","51,315411"
24/06/2006 11.00,"0,013035","9,762593","51,315411"
24/06/2006 12.00,"0,008146","8,900807","51,315411"
24/06/2006 13.00,"0,016293","8,066276","51,315411"
24/06/2006 14.00,"0,011406","8,555572","51,315411"
24/06/2006 15.00,"0,089613","8,778806","51,315411"
24/06/2006 16.00,"0,026069","10,19608","51,315411"
24/06/2006 17.00,"0,109165","10,08187","51,315411"
24/06/2006 18.00,"0,039104","9,322615","51,315411"
24/06/2006 19.00,"0,078207","9,256424","51,315411"
24/06/2006 20.00,"0,04725","8,889127","51,315411"
24/06/2006 21.00,"0,109165","11,527696","51,315411"
24/06/2006 22.00,"0,04888","10,05851","51,315411"
24/06/2006 23.00,"0,016293","9,543254","51,315411"
25/06/2006 0.00,"0,055397","8,903402","51,315411"
25/06/2006 1.00,,"8,497169","48,175282"
25/06/2006 2.00,"0,411594",,"48,175282"
25/06/2006 3.00,"0,366325","8,044212","48,175282"
25/06/2006 4.00,"0,318235","8,153233","48,175282"
25/06/2006 5.00,"0,313695","8,158424","48,175282"
25/06/2006 6.00,"0,305475","10,471226","48,175282"
25/06/2006 7.00,"0,402884","9,399191","48,175282"
25/06/2006 8.00,"0,332097","10,102636","48,175282"
25/06/2006 9.00,"0,264745","9,722361","48,175282"
25/06/2006 10.00,"0,229781","10,097446","48,175282"
25/06/2006 11.00,"0,261188","8,668488","48,175282"
25/06/2006 12.00,"0,286828","8,353106","48,175282"
25/06/2006 13.00,"0,338844","10,059806","48,175282"
25/06/2006 14.00,"0,373318","8,027339","48,175282"
25/06/2006 15.00,"0,399449","10,220735","48,175282"
25/06/2006 16.00,"0,353811","9,743125","48,175282"
25/06/2006 17.00,"0,43699","10,745084","48,175282"
25/06/2006 18.00,"0,413067","11,937824","48,175282"
25/06/2006 19.00,"0,432695","9,213593","48,175282"
25/06/2006 20.00,"0,543107","11,452422","48,175282"
25/06/2006 21.00,"0,353321","11,299266","48,175282"
25/06/2006 22.00,"0,414906","15,252591","48,175282"
25/06/2006 23.00,"0,485694","19,584883","48,175282"
26/06/2006 0.00,"0,522007","16,537479","48,175282"
26/06/2006 1.00,"0,354548","13,296699","57,002701"
26/06/2006 2.00,"0,397977","11,997523","57,002701"
26/06/2006 3.00,"0,426684","13,086438","57,002701"
26/06/2006 4.00,"0,33038","12,900843","57,002701"
26/06/2006 5.00,"0,4073","17,856116","57,002701"
26/06/2006 6.00,"0,405706","22,232544","57,002701"
26/06/2006 7.00,"0,430732","24,737436","57,002701"
26/06/2006 8.00,"0,357247","20,959325","57,002701"
26/06/2006 9.00,"0,334796","19,425232","57,002701"
26/06/2006 10.00,"0,294557","10,05202","57,002701"
26/06/2006 11.00,"0,302776","7,927404","57,002701"
26/06/2006 12.00,"0,292962","11,31485","57,002701"
26/06/2006 13.00,"0,4192","11,676947","57,002701"
26/06/2006 14.00,"0,46496","10,717823","57,002701"
26/06/2006 15.00,"0,523601","11,323932","57,002701"
26/06/2006 16.00,"0,436375","10,059806","57,002701"
26/06/2006 17.00,"2,070358","10,123403","57,002701"
26/06/2006 18.00,"1,289374","7,954658","57,002701"
26/06/2006 19.00,"0,52716","9,143508","57,002701"
26/06/2006 20.00,"0,445086","16,569928","57,002701"
26/06/2006 21.00,"0,497839","25,860087","57,002701"
26/06/2006 22.00,"0,4311","20,070283","57,002701"
26/06/2006 23.00,"0,449503","15,41872","57,002701"
27/06/2006 0.00,"0,398958","18,78929","57,002701"
27/06/2006 1.00,,"15,878161","57,407261"
27/06/2006 2.00,"0,48945",,"57,407261"
27/06/2006 3.00,"0,380341","13,44465","57,407261"
27/06/2006 4.00,"0,470956","13,693839","57,407261"
27/06/2006 5.00,"0,420409","16,362271","57,407261"
27/06/2006 6.00,"0,446299","23,436951","57,407261"
27/06/2006 7.00,"0,477738","26,005456","57,407261"
27/06/2006 8.00,"0,546779","33,478602","57,407261"
27/06/2006 9.00,"0,368013","16,854158","57,407261"
27/06/2006 10.00,"0,391437","9,547149","57,407261"
27/06/2006 11.00,"0,3113","9,634105","57,407261"
27/06/2006 12.00,"0,423491","10,589332","57,407261"
27/06/2006 13.00,"0,464792","16,864543","57,407261"
27/06/2006 14.00,"0,617052","25,495391","57,407261"
27/06/2006 15.00,"1,18294","33,376063","57,407261"
27/06/2006 16.00,"2,287592","33,758939","57,407261"
27/06/2006 17.00,"3,208545","39,504614","57,407261"
27/06/2006 18.00,"3,848405","32,222247","57,407261"
27/06/2006 19.00,"2,435536","17,055337","57,407261"
27/06/2006 20.00,"1,137323","14,799631","57,407261"
27/06/2006 21.00,"0,573285","15,078674","57,407261"
27/06/2006 22.00,"0,542464","13,508243","57,407261"
27/06/2006 23.00,"0,553559","14,606253","57,407261"
28/06/2006 0.00,"0,310067","13,628954","57,407261"
28/06/2006 1.00,"0,380341","11,090317","54,368191"
28/06/2006 2.00,"0,343971","10,703542","54,368191"
28/06/2006 3.00,"0,438903","11,281098","54,368191"
28/06/2006 4.00,"0,445683","13,048801","54,368191"
28/06/2006 5.00,"0,359382","13,173397","54,368191"
28/06/2006 6.00,"0,376026","14,820401","54,368191"
28/06/2006 7.00,"0,419176","16,8282","54,368191"
28/06/2006 8.00,"0,443834","19,626412","54,368191"
28/06/2006 9.00,"0,372328","12,603632","54,368191"
28/06/2006 10.00,"0,425957","9,623723","54,368191"
28/06/2006 11.00,"0,411163","8,547787","54,368191"
28/06/2006 12.00,"0,408697","8,185681","54,368191"
28/06/2006 13.00,"0,470957","8,75804","54,368191"
28/06/2006 14.00,"0,493148","9,980636","54,368191"
28/06/2006 15.00,"0,6226","8,855382","54,368191"
28/06/2006 16.00,"0,515957","8,369979","54,368191"
28/06/2006 17.00,"0,604723","7,647063","54,368191"
28/06/2006 18.00,"0,677462","7,891062","54,368191"
28/06/2006 19.00,"0,612121","8,055893","54,368191"
28/06/2006 20.00,"0,510409","10,928074","54,368191"
28/06/2006 21.00,"0,387122","11,848272","54,368191"
28/06/2006 22.00,"0,517189","19,623812","54,368191"
28/06/2006 23.00,"0,468491","17,991097","54,368191"
29/06/2006 0.00,"0,400684","15,806785","54,368191"
29/06/2006 1.00,,"20,306491","199,348206"
29/06/2006 2.00,"0,546941",,"199,348206"
29/06/2006 3.00,"0,516001","13,885925","199,348206"
29/06/2006 4.00,"0,617779","10,778825","199,348206"
29/06/2006 5.00,"0,630155","13,866466","199,348206"
29/06/2006 6.00,"0,540383","21,465488","199,348206"
29/06/2006 7.00,"0,644378","19,155275","199,348206"
29/06/2006 8.00,"0,757977","19,202004","199,348206"
29/06/2006 9.00,"1,03542","9,802827","199,348206"
29/06/2006 10.00,"0,797507","43,389147","199,348206"
29/06/2006 11.00,"0,810621","12,087075","199,348206"
29/06/2006 12.00,"0,745047","13,264251","199,348206"
29/06/2006 13.00,"1,064605","13,756142","199,348206"
29/06/2006 14.00,"1,15964","19,248715","199,348206"
29/06/2006 15.00,"2,119696","25,77703","199,348206"
29/06/2006 16.00,"3,646274","47,442418","199,348206"
29/06/2006 17.00,"4,217043","27,986","199,348206"
29/06/2006 18.00,"2,67652","18,070263","199,348206"
29/06/2006 19.00,"1,832373","16,806138","199,348206"
29/06/2006 20.00,"1,304088","13,94304","199,348206"
29/06/2006 21.00,"0,965689","14,951486","199,348206"
29/06/2006 22.00,"0,889956","16,006652","199,348206"
29/06/2006 23.00,"0,862064","12,100056","199,348206"
30/06/2006 0.00,"0,631817","10,732094","199,348206"
30/06/2006 1.00,"0,648719","12,632184","82,43792"
30/06/2006 2.00,"0,671162","15,409635","82,43792"
30/06/2006 3.00,"0,727222","15,261675","82,43792"
30/06/2006 4.00,"0,675041","13,044906","82,43792"
30/06/2006 5.00,"0,770446","13,74835","82,43792"
30/06/2006 6.00,"0,897899","22,839947","82,43792"
30/06/2006 7.00,"0,731009","19,845755","82,43792"
30/06/2006 8.00,"0,760102","15,481012","82,43792"
30/06/2006 9.00,"0,804434","12,789227","82,43792"
30/06/2006 10.00,"0,635881","10,965721","82,43792"
30/06/2006 11.00,"0,728238","9,3927","82,43792"
30/06/2006 12.00,"0,617224","9,689912","82,43792"
30/06/2006 13.00,"0,547587","9,034489","82,43792"
30/06/2006 14.00,"0,658416","9,087702","82,43792"
30/06/2006 15.00,"0,623044","10,946253","82,43792"
30/06/2006 16.00,"0,765736","17,501799","82,43792"
30/06/2006 17.00,"0,806466","15,370698","82,43792"
30/06/2006 18.00,"0,757515","10,702252","82,43792"
30/06/2006 19.00,"0,563657","8,476403","82,43792"
30/06/2006 20.00,"0,625999","10,315487","82,43792"
30/06/2006 21.00,"0,703671","9,05136","82,43792"
30/06/2006 22.00,"0,69305","7,859915","82,43792"
30/06/2006 23.00,"0,714662","8,643829","82,43792"
01/07/2006 0.00,"0,732209","8,556871","82,43792"
01/07/2006 1.00,,"8,460829","29,895531"
01/07/2006 2.00,"0,178406",,"29,895531"
01/07/2006 3.00,"0,094853","7,321296","29,895531"
01/07/2006 4.00,"0,063524","8,029935","29,895531"
01/07/2006 5.00,"0,085376","8,725593","29,895531"
01/07/2006 6.00,"0,095655","11,403099","29,895531"
01/07/2006 7.00,"0,153621","9,918339","29,895531"
01/07/2006 8.00,"0,099236","8,412807","29,895531"
01/07/2006 9.00,"0,02883","7,518573","29,895531"
01/07/2006 10.00,"0,067566","7,998785","29,895531"
01/07/2006 11.00,"0,074944","7,933894","29,895531"
01/07/2006 12.00,"0,051701","7,234338","29,895531"
01/07/2006 13.00,"0,043523","6,621743","29,895531"
01/07/2006 14.00,"0,097692","6,359574","29,895531"
01/07/2006 15.00,"0,153035","6,55685","29,895531"
01/07/2006 16.00,"0,193129","5,993573","29,895531"
01/07/2006 17.00,"0,111088","5,431594","29,895531"
01/07/2006 18.00,"0,039479","5,586042","29,895531"
01/07/2006 19.00,"0,066301","6,097404","29,895531"
01/07/2006 20.00,"0,038305","6,29468","29,895531"
01/07/2006 21.00,"0,034139","8,294699","29,895531"
01/07/2006 22.00,"0,022688","7,665233","29,895531"
01/07/2006 23.00,"0,065653","7,96504","29,895531"
02/07/2006 0.00,"0,068925","8,641234","29,895531"
02/07/2006 1.00,"0,075191","9,497829","17,42178"
02/07/2006 2.00,"0,053245","9,57051","17,42178"
02/07/2006 3.00,"0,056671","9,143508","17,42178"
02/07/2006 4.00,"0,07303","7,936488","17,42178"
02/07/2006 5.00,"0,031422","6,506234","17,42178"
02/07/2006 6.00,"0,030065","6,620445","17,42178"
02/07/2006 7.00,"0,069419","6,700914","17,42178"
02/07/2006 8.00,"0,064481","7,092872","17,42178"
02/07/2006 9.00,"0,06124","7,480935","17,42178"
02/07/2006 10.00,"0,029139","7,836552","17,42178"
02/07/2006 11.00,"0,05343","6,826809","17,42178"
02/07/2006 12.00,"0,047164","6,18436","17,42178"
02/07/2006 13.00,"0,077537","5,875467","17,42178"
02/07/2006 14.00,"0,075191","5,32517","17,42178"
02/07/2006 15.00,"0,071765","5,195382","17,42178"
02/07/2006 16.00,"0,09476","5,052617","17,42178"
02/07/2006 17.00,"0,068462","5,155148","17,42178"
02/07/2006 18.00,"0,138188","5,641849","17,42178"
02/07/2006 19.00,"0,096149","5,548404","17,42178"
02/07/2006 20.00,"0,033121","7,114936","17,42178"
02/07/2006 21.00,"0,056794","7,541935","17,42178"
02/07/2006 22.00,"0,120625","6,737255","17,42178"
02/07/2006 23.00,"0,049016","7,109743","17,42178"
03/07/2006 0.00,"0,063153","9,038382","17,42178"
03/07/2006 1.00,,"8,48419","15,03432"
03/07/2006 2.00,"0,825316",,"15,03432"
03/07/2006 3.00,"0,775201","7,49651","15,03432"
03/07/2006 4.00,"0,772058","7,257702","15,03432"
03/07/2006 5.00,"0,868403","7,022786","15,03432"
03/07/2006 6.00,"0,780009","7,615914","15,03432"
03/07/2006 7.00,"0,721574","8,258359","15,03432"
03/07/2006 8.00,"0,848431","8,809957","15,03432"
03/07/2006 9.00,"0,800536","9,461487","15,03432"
03/07/2006 10.00,"0,727676","7,841745","15,03432"
03/07/2006 11.00,"0,796838","7,467956","15,03432"
03/07/2006 12.00,"0,812741","7,321296","15,03432"
03/07/2006 13.00,"0,801276","6,193446","15,03432"
03/07/2006 14.00,"0,839555","5,469234","15,03432"
03/07/2006 15.00,"0,872471","5,615892","15,03432"
03/07/2006 16.00,"0,77779","5,483509","15,03432"
03/07/2006 17.00,"0,772982","5,759957","15,03432"
03/07/2006 18.00,"0,774277","6,264828","15,03432"
03/07/2006 19.00,"0,915189","6,835893","15,03432"
03/07/2006 20.00,"0,896696","7,732722","15,03432"
03/07/2006 21.00,"0,824206","8,894318","15,03432"
03/07/2006 22.00,"0,942743","7,810595","15,03432"
03/07/2006 23.00,"0,795543","7,539339","15,03432"
04/07/2006 0.00,"0,845103","7,884574","15,03432"
04/07/2006 1.00,"0,80368","7,683404","16,10866"
04/07/2006 2.00,"0,947366","7,840447","16,10866"
04/07/2006 3.00,"0,954763","7,195403","16,10866"
04/07/2006 4.00,"0,677931","5,658723","16,10866"
04/07/2006 5.00,"0,930723","7,28236","16,10866"
04/07/2006 6.00,"0,768729","9,406977","16,10866"
04/07/2006 7.00,"0,802385","10,093553","16,10866"
04/07/2006 8.00,"0,737847","10,115616","16,10866"
04/07/2006 9.00,"0,770578","10,555594","16,10866"
04/07/2006 10.00,"0,875985","8,712617","16,10866"
04/07/2006 11.00,"0,74136","7,970233","16,10866"
04/07/2006 12.00,"0,73156","6,713892","16,10866"
04/07/2006 13.00,"0,713622","6,758019","16,10866"
04/07/2006 14.00,"0,715841","6,271318","16,10866"
04/07/2006 15.00,"0,885786","6,237573","16,10866"
04/07/2006 16.00,"0,839925","6,340104","16,10866"
04/07/2006 17.00,"0,847507","6,651595","16,10866"
04/07/2006 18.00,"0,812186","8,305084","16,10866"
04/07/2006 19.00,"0,883752","10,319372","16,10866"
04/07/2006 20.00,"0,778161","8,344021","16,10866"
04/07/2006 21.00,"0,793139","8,806062","16,10866"
04/07/2006 22.00,"0,978432","8,210338","16,10866"
04/07/2006 23.00,"0,953098","7,771658","16,10866"
05/07/2006 0.00,"0,816625","8,55168","16,10866"
05/07/2006 1.00,,"8,379063",
05/07/2006 2.00,"0,253356",,
05/07/2006 3.00,"0,238854","6,794361",
05/07/2006 4.00,"0,192992","6,716489",
05/07/2006 5.00,"0,243936","8,602296",
05/07/2006 6.00,"0,189026","7,635383",
05/07/2006 7.00,"0,327107","10,857991",
05/07/2006 8.00,"0,174523","9,684721",
05/07/2006 9.00,"0,198817","12,277868",
05/07/2006 10.00,"0,335783","11,549757",
05/07/2006 11.00,"0,28422","8,529615",
05/07/2006 12.00,"0,154567","8,650318",
05/07/2006 13.00,,,
05/07/2006 14.00,,,
05/07/2006 15.00,,,
05/07/2006 16.00,,,
05/07/2006 17.00,,,
05/07/2006 18.00,,,
05/07/2006 19.00,,,
05/07/2006 20.00,,,
05/07/2006 21.00,,,
05/07/2006 22.00,,,
05/07/2006 23.00,,,
06/07/2006 0.00,,,
06/07/2006 1.00,,,
06/07/2006 2.00,,,
06/07/2006 3.00,,,
06/07/2006 4.00,,,
06/07/2006 5.00,,,
06/07/2006 6.00,,,
06/07/2006 7.00,,,
06/07/2006 8.00,,,
06/07/2006 9.00,,,
06/07/2006 10.00,,,
06/07/2006 11.00,,,
06/07/2006 12.00,,,
06/07/2006 13.00,,,
06/07/2006 14.00,,,
06/07/2006 15.00,,,
06/07/2006 16.00,,,
06/07/2006 17.00,,,
06/07/2006 18.00,,,
06/07/2006 19.00,,,
06/07/2006 20.00,,,
06/07/2006 21.00,,,
06/07/2006 22.00,,,
06/07/2006 23.00,,,
07/07/2006 0.00,,,
07/07/2006 1.00,,,
07/07/2006 2.00,,,
07/07/2006 3.00,,,
07/07/2006 4.00,,,
07/07/2006 5.00,,,
07/07/2006 6.00,,,
07/07/2006 7.00,,,
07/07/2006 8.00,,,
07/07/2006 9.00,,,
07/07/2006 10.00,,,
07/07/2006 11.00,,,
07/07/2006 12.00,,,
07/07/2006 13.00,,,
07/07/2006 14.00,,,
07/07/2006 15.00,,,
07/07/2006 16.00,,,
07/07/2006 17.00,,,
07/07/2006 18.00,,,
07/07/2006 19.00,,,
07/07/2006 20.00,,,
07/07/2006 21.00,,,
07/07/2006 22.00,,,
07/07/2006 23.00,,,
08/07/2006 0.00,,,
08/07/2006 1.00,,,
08/07/2006 2.00,,,
08/07/2006 3.00,,,
08/07/2006 4.00,,,
08/07/2006 5.00,,,
08/07/2006 6.00,,,
08/07/2006 7.00,,,
08/07/2006 8.00,,,
08/07/2006 9.00,,,
08/07/2006 10.00,,,
08/07/2006 11.00,,,
08/07/2006 12.00,,,
08/07/2006 13.00,,,
08/07/2006 14.00,,,
08/07/2006 15.00,,,
08/07/2006 16.00,,,
08/07/2006 17.00,,,
08/07/2006 18.00,,,
08/07/2006 19.00,,,
08/07/2006 20.00,,,
08/07/2006 21.00,,,
08/07/2006 22.00,,,
08/07/2006 23.00,,,
09/07/2006 0.00,,,
09/07/2006 1.00,,,
09/07/2006 2.00,,,
09/07/2006 3.00,,,
09/07/2006 4.00,,,
09/07/2006 5.00,,,
09/07/2006 6.00,,,
09/07/2006 7.00,,,
09/07/2006 8.00,,,
09/07/2006 9.00,,,
09/07/2006 10.00,,,
09/07/2006 11.00,,,
09/07/2006 12.00,,,
09/07/2006 13.00,,,
09/07/2006 14.00,,,
09/07/2006 15.00,,,
09/07/2006 16.00,,,
09/07/2006 17.00,,,
09/07/2006 18.00,,,
09/07/2006 19.00,,,
09/07/2006 20.00,,,
09/07/2006 21.00,,,
09/07/2006 22.00,,,
09/07/2006 23.00,,,
10/07/2006 0.00,,,
10/07/2006 1.00,,,
10/07/2006 2.00,,,
10/07/2006 3.00,,,
10/07/2006 4.00,,,
10/07/2006 5.00,,,
10/07/2006 6.00,,,
10/07/2006 7.00,,,
10/07/2006 8.00,,,
10/07/2006 9.00,,,
10/07/2006 10.00,,,
10/07/2006 11.00,,"8,175297",
10/07/2006 12.00,,"7,641872",
10/07/2006 13.00,,"7,883275",
10/07/2006 14.00,,"7,016298",
10/07/2006 15.00,,"6,373849",
10/07/2006 16.00,,"6,581509",
10/07/2006 17.00,,"6,111679",
10/07/2006 18.00,,"6,349478",
10/07/2006 19.00,,"8,090933",
10/07/2006 20.00,,"8,301191",
10/07/2006 21.00,,"9,674339",
10/07/2006 22.00,,"8,432275",
10/07/2006 23.00,,"8,035127",
11/07/2006 0.00,,"7,574382",
11/07/2006 1.00,,"7,416042","27,09659"
11/07/2006 2.00,"0,25614",,"27,09659"
11/07/2006 3.00,"0,261708","7,46536","27,09659"
11/07/2006 4.00,"0,116934","9,980636","27,09659"
11/07/2006 5.00,"0,167048","9,74702","27,09659"
11/07/2006 6.00,"0,180041","10,576354","27,09659"
11/07/2006 7.00,"0,181897","12,131212","27,09659"
11/07/2006 8.00,"0,152199","13,662693","27,09659"
11/07/2006 9.00,"0,178185","15,661419","27,09659"
11/07/2006 10.00,"0,168904","14,619222","27,09659"
11/07/2006 11.00,"0,180041","12,809998","27,09659"
11/07/2006 12.00,"0,248715","7,444595","27,09659"
11/07/2006 13.00,"0,150343","7,156467","27,09659"
11/07/2006 14.00,"0,141063","6,057168","27,09659"
11/07/2006 15.00,"0,293261","5,469234","27,09659"
11/07/2006 16.00,"0,226442","5,949446","27,09659"
11/07/2006 17.00,"0,146631","6,118168","27,09659"
11/07/2006 18.00,"0,219018","6,436147","27,09659"
11/07/2006 19.00,"0,269132","6,686637","27,09659"
11/07/2006 20.00,"0,267276","7,142192","27,09659"
11/07/2006 21.00,"0,172616","7,863808","27,09659"
11/07/2006 22.00,"0,16148","9,452404","27,09659"
11/07/2006 23.00,"0,152199","8,359594","27,09659"
12/07/2006 0.00,"0,22273","6,686637","27,09659"
12/07/2006 1.00,"0,219018","7,55232","25,44363"
12/07/2006 2.00,"0,302541","7,031871","25,44363"
12/07/2006 3.00,"0,25614","7,763871","25,44363"
12/07/2006 4.00,"0,133639","7,25251","25,44363"
12/07/2006 5.00,"0,189321","8,545191","25,44363"
12/07/2006 6.00,"0,235722","9,505617","25,44363"
12/07/2006 7.00,"0,22273","11,059161","25,44363"
12/07/2006 8.00,"0,23201","11,139629","25,44363"
12/07/2006 9.00,"0,219018","11,427758","25,44363"
12/07/2006 10.00,"0,309965","9,556233","25,44363"
12/07/2006 11.00,"0,167048","11,573123","25,44363"
12/07/2006 12.00,"0,181897","9,814508","25,44363"
12/07/2006 13.00,"0,055684","9,13702","25,44363"
12/07/2006 14.00,"0,194889","6,938424","25,44363"
12/07/2006 15.00,"0,087237","7,460169","25,44363"
12/07/2006 16.00,"0,163336","6,734658","25,44363"
12/07/2006 17.00,"0,276556","6,384233","25,44363"
12/07/2006 18.00,"0,282124","6,577616","25,44363"
12/07/2006 19.00,"0,200457","6,713892","25,44363"
12/07/2006 20.00,"0,306253","7,127913","25,44363"
12/07/2006 21.00,"0,239434","8,94234","25,44363"
12/07/2006 22.00,"0,211594","7,676915","25,44363"
12/07/2006 23.00,"0,321101","7,774255","25,44363"
13/07/2006 0.00,"0,220874","7,287551","25,44363"
13/07/2006 1.00,,"7,519871","42,102291"
13/07/2006 2.00,"0,332245",,"42,102291"
13/07/2006 3.00,"0,159837","6,825511","42,102291"
13/07/2006 4.00,"0,188571","6,956594","42,102291"
13/07/2006 5.00,"0,364571","8,410211","42,102291"
13/07/2006 6.00,"0,210122","10,440081","42,102291"
13/07/2006 7.00,"0,188571","10,12989","42,102291"
13/07/2006 8.00,"0,246041","9,734041","42,102291"
13/07/2006 9.00,"0,220897","9,84436","42,102291"
13/07/2006 10.00,"0,323265","8,122084","42,102291"
13/07/2006 11.00,"0,165286","7,474446","42,102291"
13/07/2006 12.00,"0,150857","7,296637","42,102291"
13/07/2006 13.00,"0,197551","6,473785","42,102291"
13/07/2006 14.00,"0,134694","6,623041","42,102291"
13/07/2006 15.00,"0,240653","5,671701","42,102291"
13/07/2006 16.00,"0,39151","5,588638","42,102291"
13/07/2006 17.00,"0,368163","6,192147","42,102291"
13/07/2006 18.00,"0,352","6,336211","42,102291"
13/07/2006 19.00,"0,272979","7,702872","42,102291"
13/07/2006 20.00,"0,395101","8,314169","42,102291"
13/07/2006 21.00,"0,276571","8,039021","42,102291"
13/07/2006 22.00,"0,490348","7,660042","42,102291"
13/07/2006 23.00,"0,307101","8,066276","42,102291"
14/07/2006 0.00,"0,240653","7,478341","42,102291"
14/07/2006 1.00,"0,334041","7,461467","29,64197"
14/07/2006 2.00,"0,371755","6,813829","29,64197"
14/07/2006 3.00,"0,368163","6,371254","29,64197"
14/07/2006 4.00,"0,475918","6,764509","29,64197"
14/07/2006 5.00,"0,445573","8,695745","29,64197"
14/07/2006 6.00,"0,540633","11,578311","29,64197"
14/07/2006 7.00,"0,413061","10,955335","29,64197"
14/07/2006 8.00,"0,384326","8,371275","29,64197"
14/07/2006 9.00,"0,307101","8,952722","29,64197"
14/07/2006 10.00,"0,332245","8,180488","29,64197"
14/07/2006 11.00,"0,289142","7,96504","29,64197"
14/07/2006 12.00,"0,095184","5,89234","29,64197"
14/07/2006 13.00,"0,161633","5,819659","29,64197"
14/07/2006 14.00,"0,082612","5,327765","29,64197"
14/07/2006 15.00,"0,007184","5,310891","29,64197"
14/07/2006 16.00,"0,03053","5,135682","29,64197"
14/07/2006 17.00,"0,028734","5,397851","29,64197"
14/07/2006 18.00,"0,019755","5,314786","29,64197"
14/07/2006 19.00,"0,03951","5,347233","29,64197"
14/07/2006 20.00,"0,13649","6,456914","29,64197"
14/07/2006 21.00,"0,154449","7,823573","29,64197"
14/07/2006 22.00,"0,247837","8,834616","29,64197"
14/07/2006 23.00,"0,116734","8,089637","29,64197"
15/07/2006 0.00,"0,120326","7,639275","29,64197"
15/07/2006 1.00,,"7,467956","30,283541"
15/07/2006 2.00,"0,130277",,"30,283541"
15/07/2006 3.00,"0,102754","7,669128","30,283541"
15/07/2006 4.00,"0,16147","8,655509","30,283541"
15/07/2006 5.00,"0,08257","9,19802","30,283541"
15/07/2006 6.00,"0,139451","10,347935","30,283541"
15/07/2006 7.00,"0,100919","7,970233","30,283541"
15/07/2006 8.00,"0,091745","8,844998","30,283541"
15/07/2006 9.00,"0,075231","8,95402","30,283541"
15/07/2006 10.00,"0,027523","9,238254","30,283541"
15/07/2006 11.00,"0,020183","6,603574","30,283541"
15/07/2006 12.00,"0,022019","6,058466","30,283541"
15/07/2006 13.00,"0,106423","5,933871","30,283541"
15/07/2006 14.00,"0,025688","5,789807","30,283541"
15/07/2006 15.00,"0,144956","5,480914","30,283541"
15/07/2006 16.00,"0,130277","5,179809","30,283541"
15/07/2006 17.00,"0,075231","4,937107","30,283541"
15/07/2006 18.00,"0,152296","5,143467","30,283541"
15/07/2006 19.00,"0,117433","5,515955","30,283541"
15/07/2006 20.00,"0,060551","5,225234","30,283541"
15/07/2006 21.00,"0,040368","5,916999","30,283541"
15/07/2006 22.00,"0,166975","6,501041","30,283541"
15/07/2006 23.00,"0,24404","6,011743","30,283541"
16/07/2006 0.00,"0,170644","6,376445","30,283541"
16/07/2006 1.00,"0,155965","6,554256","23,43956"
16/07/2006 2.00,"0,053211","5,931276","23,43956"
16/07/2006 3.00,"0,047707","5,806681","23,43956"
16/07/2006 4.00,"0,045872","8,530913","23,43956"
16/07/2006 5.00,"0,044037","8,347914","23,43956"
16/07/2006 6.00,"0,067891","8,516637","23,43956"
16/07/2006 7.00,"0,077065","8,005276","23,43956"
16/07/2006 8.00,"0,135782","7,574382","23,43956"
16/07/2006 9.00,"0,036697","7,907936","23,43956"
16/07/2006 10.00,"0,139451","7,108447","23,43956"
16/07/2006 11.00,"0,119268","6,135042","23,43956"
16/07/2006 12.00,"0,1578","6,011743","23,43956"
16/07/2006 13.00,"0,141287","5,40953","23,43956"
16/07/2006 14.00,"0,192664","4,637298","23,43956"
16/07/2006 15.00,"0,155965","4,43483","23,43956"
