,Provincia di TARANTO,,,,,,,,,
,TA V. Machiavelli,,,,,,,,,
Parm,SO2,NOX,NO2,CO,O3,CH4,NMHC,PM10,BENZENE,PM2.5
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug-C/m3,ug-C/m3,ug/m3,ug/m3 293K,ug/m3
,,,,,,,,,,
,,,,,,,,,,
,,,,,,
,,,,,,,
16/03/2009 16.00,"1,092672","16,076001","16,353185",,"115,90952","825,058092","32,381142","27,221951",,"14,72554"
16/03/2009 17.00,"0,733264","27,664459","26,972372",,"103,44077","827,981942","200,044657","27,221951",,"14,72554"
16/03/2009 18.00,"0,774803","51,958101","50,090057",,"76,315234","831,430545","56,715187","27,221951",,"14,72554"
16/03/2009 19.00,"0,610451","65,001747","59,4023",,"60,956845","841,753383","63,174135","27,221951",,"14,72554"
16/03/2009 20.00,"0,998756","68,228648","61,846201",,"56,618258","963,589924","43,149381","27,221951",,"14,72554"
16/03/2009 21.00,"0,6845","34,541024","33,361778",,"73,631363","958,63944","28,839343","27,221951","0,755122","14,72554"
16/03/2009 22.00,"0,857882","29,869321","29,132034",,"73,149287","926,597375","26,314235","27,221951","0,67783","14,72554"
16/03/2009 23.00,"0,99695","71,036592","62,502918",,"45,988462","889,886553","28,686521","27,221951","0,605623","14,72554"
17/03/2009 0.00,"0,828985","47,307123","43,838202",,"55,350797","884,840067","30,361067","27,221951","3,557466","14,72554"
17/03/2009 1.00,"0,825373","46,820768","44,475471",,"52,801005","887,335108","26,982067","46,12318","3,611367","17,00909"
17/03/2009 2.00,"0,949992",,,,"50,465161","882,284734","31,128564","46,12318","3,972402","17,00909"
17/03/2009 3.00,"0,827179","47,25137","43,733078",,"48,994585","883,131946","26,437166","46,12318","3,503565","17,00909"
17/03/2009 4.00,"1,038489","47,745526","45,538426",,"41,588928","911,333384","29,656683","46,12318","3,408984","17,00909"
17/03/2009 5.00,"0,903034","34,950842","33,476001",,"48,198363","955,83175","27,786117","46,12318","4,838377","17,00909"
17/03/2009 6.00,"0,84524","48,858329","41,679839",,"36,978162","916,390158","27,437257","46,12318","2,767765","17,00909"
17/03/2009 7.00,"1,016817","76,111651","52,114751",,"34,141293","912,200694","32,97255","46,12318","2,947266","17,00909"
17/03/2009 8.00,"1,443049","110,184467","65,645059",,"30,594861","904,22982","25,875686","46,12318","2,774376","17,00909"
17/03/2009 9.00,"4,925149","57,580472","40,287235",,"53,017663","859,488907","22,815635","46,12318","4,112748","17,00909"
17/03/2009 10.00,"12,234307","47,884299","34,919239",,"62,840426","851,422031","45,787464","46,12318","1,410579","17,00909"
17/03/2009 11.00,"11,636494","65,51405","45,444968",,"60,769974","857,027183","36,733634","46,12318","1,55601","17,00909"
17/03/2009 12.00,"12,55759","55,243337","38,341717",,"69,164135","848,341945","32,889486","46,12318","2,30859","17,00909"
17/03/2009 13.00,"9,920734","44,820835","32,803704",,"75,727527","844,943288","22,500016","46,12318","1,788903","17,00909"
17/03/2009 14.00,"12,599125","62,510277","42,724633",,"71,543312","842,922995","21,290619","46,12318","0,786649","17,00909"
17/03/2009 15.00,"13,859767","57,607718","41,119184",,"73,661142","848,953428","12,044079","46,12318","2,061459","17,00909"
17/03/2009 16.00,"10,964633","56,09026","40,763554",,"76,572486","845,853724","12,642132","46,12318","1,828566","17,00909"
17/03/2009 17.00,"8,474073","43,10365","34,97765",,"80,87317","846,671028","13,851528","46,12318","1,906875","17,00909"
17/03/2009 18.00,"7,213437","47,576906","41,460514",,"76,316574","865,227326","12,389623","46,12318","1,44414","17,00909"
17/03/2009 19.00,"6,671616","91,832268","73,658138",,"53,71368","886,022898","21,579679","46,12318","1,927723","17,00909"
17/03/2009 20.00,"7,374177","76,713454","62,364046",,"54,214702","880,248291","28,327684","46,12318","4,743289","17,00909"
17/03/2009 21.00,"9,456574","66,355808","55,557995",,"56,608783","891,807375","26,895689","46,12318","3,639843","17,00909"
17/03/2009 22.00,"8,838899","56,808769","51,056975",,"54,81051","915,423437","24,453627","46,12318","4,026811","17,00909"
17/03/2009 23.00,"3,464039","51,309589","46,898585",,"49,277598","941,192999","27,839271","46,12318","3,479665","17,00909"
18/03/2009 0.00,"1,972226","36,507231","35,220337",,"52,069779","933,291749","27,9888","46,12318","3,058627","17,00909"
18/03/2009 1.00,"1,630879","29,99513","30,070386",,"51,919475","884,720498","16,363343","51,85334","1,361763","20,508881"
18/03/2009 2.00,"1,515291","30,962639","31,156707",,"59,490321","915,858527","19,107733","51,85334","1,674999","20,508881"
18/03/2009 3.00,"1,294951","25,08607","25,817258",,"57,548548","882,274924","14,6157","51,85334","2,258757","20,508881"
18/03/2009 4.00,"1,143241","21,831962","21,059265",,"59,46327","876,610017","16,253703","51,85334","1,082291","20,508881"
18/03/2009 5.00,"1,117957","37,930006","34,96985",,"45,834087","927,653818","25,031749","51,85334","1,043798","20,508881"
18/03/2009 6.00,"1,323848","64,403846","55,372399",,"38,634251","943,246071","28,630033","51,85334","2,736747","20,508881"
18/03/2009 7.00,"1,222709","68,342758","50,267873",,"43,658022","906,964537","32,607068","51,85334","4,240381","20,508881"
18/03/2009 8.00,"1,417764","74,487847","50,572878",,"45,808353","902,166939","21,994982","51,85334","3,309318","20,508881"
18/03/2009 9.00,"1,731625","81,872814","52,463864",,"49,207175","882,377805","40,325256","51,85334","3,341862","20,508881"
18/03/2009 10.00,,"80,731467","56,27184",,"59,945319","864,456079","28,962275","51,85334","3,978504","20,508881"
18/03/2009 11.00,"17,439394","81,03754","57,709873",,"64,832333","852,282521","24,17123","51,85334","3,272706","20,508881"
18/03/2009 12.00,"18,463431","79,70428","57,72414",,"68,270417","840,544054","20,24735","51,85334","2,934553","20,508881"
18/03/2009 13.00,"19,182247","85,615861","59,754013",,"70,055144","850,156357","16,240411","51,85334","2,645725","20,508881"
18/03/2009 14.00,"17,367135","65,955034","48,444361",,"77,314553","844,982945","20,074576","51,85334","2,947774","20,508881"
18/03/2009 15.00,"14,667072","49,569057","37,23593",,"77,319979","841,710257","22,018248","51,85334","1,793479","20,508881"
18/03/2009 16.00,"4,099775","18,280857","15,640649",,"89,119721","825,07478","20,403503","51,85334","1,188466","20,508881"
18/03/2009 17.00,"7,863622","41,184116","32,651853",,"81,447315","841,298674","12,585654","51,85334","0,857077","20,508881"
18/03/2009 18.00,"20,236988","68,384267","55,612508",,"66,944737","858,279578","21,582992","51,85334","1,688728","20,508881"
18/03/2009 19.00,"17,202788","57,371661","50,54561","0,547577","66,877028","852,438817","25,769355","51,85334","1,61703","20,508881"
18/03/2009 20.00,"7,580069","43,768967","39,779772","0,462418","73,035551","850,823767","28,39746","51,85334","1,23718","20,508881"
18/03/2009 21.00,"14,089131","80,595293","65,746296","0,646587","53,239748","886,132179","36,537596","51,85334","1,701441","20,508881"
18/03/2009 22.00,"10,870722","39,736674","37,36962","0,42035","70,493887","870,852038","32,13859","51,85334","2,886246","20,508881"
18/03/2009 23.00,"3,77107","41,819645","38,959504","0,425126","60,99882","902,16353","37,992855","51,85334","1,278369","20,508881"
19/03/2009 0.00,"3,913751","59,116095","55,731913","1,685944","47,808379","949,31963","43,445085","51,85334","2,629453","20,508881"
19/03/2009 1.00,"3,897496","42,050502","41,330708","0,786285","51,992591","967,105159","41,943316","27,40712","7,645806","10,5158"
19/03/2009 2.00,"9,182052",,,"1,192193","43,079809","902,435984","36,128936","27,40712","3,6612","10,5158"
19/03/2009 3.00,"14,452159","50,004841","49,547547","0,556023","53,652752","907,57261","25,972019","27,40712","4,506327","10,5158"
19/03/2009 4.00,"10,27472","33,560513","33,983468","0,631632","63,116654","919,899054","28,33766","27,40712","3,904263","10,5158"
19/03/2009 5.00,"7,86904","33,96903","34,755703","0,543079","61,957538","924,839727","36,720325","27,40712","4,313605","10,5158"
19/03/2009 6.00,"5,197865","47,999726","47,223052","0,501998","55,269561","925,437513","35,680391","27,40712","3,592044","10,5158"
19/03/2009 7.00,"4,470019","153,48784","90,612222","1,005142","28,800659","969,719828","81,481164","27,40712","3,343387","10,5158"
19/03/2009 8.00,"4,18466","78,343721","64,301764","0,503735","47,505059","1063,075118","44,827259","27,40712","3,533566","10,5158"
19/03/2009 9.00,"4,580189","39,501918","32,218367","0,460997","67,535138","848,680974","49,714675","27,40712","1,293624","10,5158"
19/03/2009 10.00,"4,809561","23,865622","20,459643","0,399516","73,154714","833,145066","40,122594","27,40712","1,262097","10,5158"
19/03/2009 11.00,"4,746348","22,383172","19,381103","0,378285","71,263016","829,499973","41,537968","27,40712","1,024628","10,5158"
19/03/2009 12.00,"7,164673","40,308667","32,610327","0,422087","72,066004","836,381028","48,222862","27,40712","1,010288","10,5158"
19/03/2009 13.00,"8,938233",,,"0,427889","74,526436",,,"27,40712","1,064799","10,5158"
19/03/2009 14.00,"4,856518",,,"0,421694","88,462988",,,"27,40712","0,5324","10,5158"
19/03/2009 15.00,"2,873455",,,,,,,"27,40712",,"10,5158"
19/03/2009 16.00,,,,"0,443974","84,877431","821,439916","24,802506","27,40712",,"10,5158"
19/03/2009 17.00,"1,73929","21,175705","21,918459","0,460366","80,856914","814,967513","12,715231","27,40712","0,633082","10,5158"
19/03/2009 18.00,"1,237157","23,800767","24,124831","0,512141","74,327373","817,426366","23,064829","27,40712","0,73346","10,5158"
19/03/2009 19.00,"1,128793","44,366908","44,457306","0,555194","56,275657","817,343044","47,325787","27,40712","0,401003","10,5158"
19/03/2009 20.00,"1,087253","45,783203","44,858347","0,588223","49,016251","818,223573","46,860621","27,40712","1,518839","10,5158"
19/03/2009 21.00,"0,984308","35,734208","35,792696","0,543315","61,78962","817,087278","29,108471","27,40712","1,122259","10,5158"
19/03/2009 22.00,"0,888585","20,160165","21,073528","0,491501","73,478342","840,314726","25,008504","27,40712","1,293115","10,5158"
19/03/2009 23.00,"0,917482","14,63117","15,737992","0,459734","76,790506","832,829485","23,244248","27,40712","1,121242","10,5158"
20/03/2009 0.00,"0,673664","22,650355","23,251354","0,593433","66,699654","844,365062","22,539864","27,40712","1,039679","10,5158"
20/03/2009 1.00,"0,762161","7,208584","9,159084","0,430809","77,737032","812,39603","20,539723","10,85293","2,510464","6,831909"
20/03/2009 2.00,"0,706172","6,781881","8,393339","0,433571","74,503415","808,980206","21,948473","10,85293","1,066579","6,831909"
20/03/2009 3.00,"0,655603","9,785673","10,824252","0,47185","69,363198","819,818525","25,344074","10,85293","0,859162","6,831909"
20/03/2009 4.00,"0,69353","7,119095","8,920275","0,424534","67,15463","819,486316","24,167898","10,85293","0,880722","6,831909"
20/03/2009 5.00,"0,680888","8,451085","9,848253","0,437043","61,506607","817,532656","25,131434","10,85293","0,878281","6,831909"
20/03/2009 6.00,"0,702561","30,089813","28,275419","0,532385","52,971621","949,10059","28,287818","10,85293","1,028187","6,831909"
20/03/2009 7.00,"0,747713","50,151415","42,620811","1,450157","54,122613","889,670982","27,649878","10,85293","2,054848","6,831909"
20/03/2009 8.00,"0,722427","56,845096","47,624115","0,996894","56,152446","855,259726","23,789147","10,85293","4,021218","6,831909"
20/03/2009 9.00,"0,780221","70,372537","55,073897","1,024716","38,727699","857,745017","26,616585","10,85293","2,437749","6,831909"
20/03/2009 10.00,"0,77661","75,426831","56,576844","0,675079","35,248956","844,481221","45,402049","10,85293","3,8407","6,831909"
20/03/2009 11.00,"0,792864","100,573893","62,105776","0,600062","30,261757","835,733238","53,415941","10,85293","1,62364","6,831909"
20/03/2009 12.00,"0,966247","106,311709","63,171313","0,68163","32,871138","834,776266","84,37175","10,85293","1,544823","6,831909"
20/03/2009 13.00,"0,789252","79,487672","51,689044","0,637038","44,069668","834,596943","55,625409","10,85293","1,661778","6,831909"
20/03/2009 14.00,"0,749519","30,740867","24,749119","0,591893","64,770027","817,406268","30,809594","10,85293","1,915011","6,831909"
20/03/2009 15.00,"0,69353","17,455982","16,560844","0,485267","73,207544","807,594963","20,483236","10,85293","1,087529","6,831909"
20/03/2009 16.00,"0,536402","16,756911","16,066351","0,44979","72,097145","807,355885","22,287357","10,85293","0,920232","6,831909"
20/03/2009 17.00,"0,606839","18,977333","18,268848","0,491067","68,979981","809,315885","21,337128","10,85293","0,887129","6,831909"
20/03/2009 18.00,"0,554463","16,999447","17,17863","0,515732","70,641473","808,302568","19,572889","10,85293","1,061239","6,831909"
20/03/2009 19.00,"0,408172","17,67517","17,786031","0,5327","69,665161","809,48199","35,726901","10,85293","1,141074","6,831909"
20/03/2009 20.00,"0,493057","20,89814","21,085211","0,529978","66,703703","808,28588","17,273708","10,85293","1,050358","6,831909"
20/03/2009 21.00,"0,534596","17,667388","18,110504","0,488699","71,458008","808,574963","15,848356","10,85293","0,705798","6,831909"
20/03/2009 22.00,"0,527372","15,563695","16,464801","0,481044","71,188541","807,106459","15,572588","10,85293","0,979981","6,831909"
20/03/2009 23.00,"0,59239","8,45887","9,493934","0,449909","78,059322","806,674778","11,811513","10,85293","0,908232","6,831909"
21/03/2009 0.00,"0,500281","6,602897","7,617213","0,423705","80,045806","801,690978","9,575466","10,85293","0,815736","6,831909"
21/03/2009 1.00,,"4,622419","6,67236","0,420667","78,533255","805,644773","10,489151","31,12413","0,786649","14,33536"
21/03/2009 2.00,"0,561687",,,"0,646391","65,768029","817,213666","11,542381","31,12413","0,950793","14,33536"
21/03/2009 3.00,"0,530984","46,74945","43,321655",,"47,632341","830,762657","10,449278","31,12413","1,368373","14,33536"
21/03/2009 4.00,"0,8037","31,790135","31,767995","0,826181",,"852,272712","14,489452","31,12413","1,510753","14,33536"
21/03/2009 5.00,"1,105314","32,760245","31,479876","1,017967","54,759061","851,099631","12,469372","31,12413","2,804886","14,33536"
21/03/2009 6.00,"1,471946","28,711127","27,701762","0,967336","56,820035","834,567035","12,409564","31,12413","2,626911","14,33536"
21/03/2009 7.00,"1,12518","42,273572","36,978958","1,067926","47,201742","841,963093","18,127595","31,12413","1,869754","14,33536"
21/03/2009 8.00,"1,735631","51,367964","40,17303","0,682065","45,675644","848,916702","16,110833","31,12413","2,443851","14,33536"
21/03/2009 9.00,"3,814416","61,990193","42,481942","0,75361","50,02237","844,893283","18,137561","31,12413","2,360457","14,33536"
21/03/2009 10.00,"5,362217","51,701282","37,753797","1,278457","55,800369","841,311893","20,4467","31,12413","2,738273","14,33536"
21/03/2009 11.00,"4,881803","56,540285","39,099671","1,457141","54,940506","846,305502","25,546757","31,12413","4,079695","14,33536"
21/03/2009 12.00,"5,203283","53,264151","36,071753","0,862052","57,929056","837,32819","19,998155","31,12413","4,273942","14,33536"
21/03/2009 13.00,"8,710667","63,512833","41,341109","0,866274","57,249279","841,720066","25,32081","31,12413","3,298639","14,33536"
21/03/2009 14.00,"9,263325","61,130291","40,820663","1,198862","60,342068","842,557469","14,476157","31,12413","3,829513","14,33536"
21/03/2009 15.00,"8,903917","37,413823","27,461654","0,661228","68,985407","833,796266","11,276588","31,12413","3,790867","14,33536"
21/03/2009 16.00,"13,830864","45,242335","33,980868","0,692008","61,985966","842,753481","7,44906","31,12413","2,437241","14,33536"
21/03/2009 17.00,"8,302496","34,542326","27,547331","1,213424","64,512753","842,288483","12,206886","31,12413","3,117105","14,33536"
21/03/2009 18.00,"8,414473","37,588905","31,460409","1,443961","58,11455","855,140157","13,419601","31,12413","4,801765","14,33536"
21/03/2009 19.00,"3,460427","30,747369","24,965862","1,354579","62,775427","841,674009","16,449728","31,12413","4,345641","14,33536"
21/03/2009 20.00,"2,091427","31,454217","25,558984","1,022308","58,40163","844,225455","14,748608","31,12413","2,373678","14,33536"
21/03/2009 21.00,"1,704928","31,509988","24,980127","1,160465","55,939859","854,525205","20,021419","31,12413","3,707473","14,33536"
21/03/2009 22.00,"1,381642","22,824155","19,808109","0,598918","58,79704","837,819685","16,436442","31,12413","1,712628","14,33536"
21/03/2009 23.00,"0,861495","21,459733","19,965161","0,524531","56,852512","832,736414","13,150477","31,12413","1,639912","14,33536"
22/03/2009 0.00,"1,024041","18,576568","17,850928","0,592288","59,673144","846,165836","13,947877","31,12413","0,692068","14,33536"
22/03/2009 1.00,"0,847046","19,573927","19,792546","0,672041","57,799041","849,292517","15,934746","31,2248","1,516347","15,01573"
22/03/2009 2.00,"0,921095","18,78149","19,487544","0,522638","58,220185","853,751026","13,359794","31,2248","2,389441","15,01573"
22/03/2009 3.00,"0,783833","16,472873","17,67052","0,696508","60,924349","856,439148","14,040911","31,2248","1,559569","15,01573"
22/03/2009 4.00,"0,639348","14,618201","16,274017","0,525676","60,069889","854,398817","12,495949","31,2248","1,691271","15,01573"
22/03/2009 5.00,"0,819955","18,317174","19,774363","1,118714","56,989288","887,384634","15,443011","31,2248","2,381814","15,01573"
22/03/2009 6.00,"0,897616","28,59828","28,223508","1,52549","51,379191","864,562369","18,024598","31,2248","3,236094","15,01573"
22/03/2009 7.00,"0,886779","29,52172","26,946409","1,71471","50,838904","876,018572","18,589422","31,2248","5,475019","15,01573"
22/03/2009 8.00,"0,908452","39,833975","33,765423","1,240612","45,287019","862,542614","20,503169","31,2248","6,628297","15,01573"
22/03/2009 9.00,"0,75313","25,183353","21,627721","0,658031","57,375204","850,591507","19,632693","31,2248","6,529648","15,01573"
22/03/2009 10.00,"1,074611","12,780387","12,6231","0,597694","73,24138","815,176744","16,798587","31,2248","1,914502","15,01573"
