NetC,Regione Puglia,,,,,,
Stat,c,,,,,,
Parm,SO2,NO2,NOX,CO,O3,PM10,BENZENE
PtId,1,4,2,,,5,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,,,ug/m3,
Field,Aver,Aver,Aver,,,Aver,
14/08/2007 18.00,"2,82017112","3,13589222","5,57658386","0,4524859","125,61412662",,"0,71270001"
14/08/2007 19.00,"1,96062601","4,05265588","6,05548811","0,38741545","129,13650522",,"0,87255001"
14/08/2007 20.00,"2,04748106","4,68724133","6,37701797","0,5694271","129,61858824",,"0,37509999"
14/08/2007 21.00,"1,57557905","7,05703423","7,66653109","0,537579","124,99213338",,"0,3335"
14/08/2007 22.00,"3,81824493","14,43710387","11,58594036","0,3624478","99,4605489",,"0,53934997"
14/08/2007 23.00,"1,281183","26,06772564","17,69841003","0,22995745","70,5143781",,"0,65834999"
15/08/2007 0.00,"0,818385","22,55644413","15,67018986","0,2691","70,86196602",,"1,01514995"
15/08/2007 1.00,"1,13422501","20,09088576","14,43698025","0,15757185","73,48676886",,"1,83449996"
15/08/2007 2.00,"4,61881113","21,34474155","14,95930004","0,2647944","68,05734588",,"0,616"
15/08/2007 3.00,"4,80543613","15,16489663","11,64360046","0,2745786","81,0202995",,"0,62629998"
15/08/2007 4.00,"5,0942378","10,34486422","9,05779457","0,5368982","88,1782641",,"1,12320006"
15/08/2007 5.00,"4,90541887","10,68067727","9,45394135","0,34151205","80,26520418",,"1,24020004"
15/08/2007 6.00,"4,68340397","11,67915533","10,07258034","0,7125032","78,02126478",,"0,98720002"
15/08/2007 7.00,"4,81247902","13,66590139","11,40482998","0,88328395","67,67381412",,"0,60455"
15/08/2007 8.00,"4,54128504","11,82598808","10,87098026","0,9437084","78,68710872",,"0,95445001"
15/08/2007 9.00,"4,55785179","4,93877617","6,85049486","0,824159","109,45101366",,"0,75555003"
15/08/2007 10.00,"5,1469388","6,05089485","7,51187086","0,66319695","113,61798774",,"0,58904999"
15/08/2007 11.00,"1,58733702","4,59147774","6,52557278","0,3688418","118,71714726",,"1,65649998"
15/08/2007 12.00,"0,99996603","4,2441793","6,29154778","0,45144515","122,95467486",,"1,22819996"
15/08/2007 13.00,"2,12074089","3,60065911","5,93949318","0,37342685","126,00295578",,"0,79879999"
15/08/2007 14.00,"2,13857293","3,75643224","5,99511623","0,38994545","128,78228574",,"1,23475003"
15/08/2007 15.00,"2,13893104","3,07205108","5,58743811","0,3434406","125,23457772",,"0,56835002"
15/08/2007 16.00,"1,76261902","3,13078531","5,60303879","0,34288055","126,58221666",,"1,63349998"
15/08/2007 17.00,"1,98752296","5,41503221","6,87220192","0,27888305","123,58457496",,"0,32165"
15/08/2007 18.00,"2,82790804","7,52818523","8,12372875","0,42382905","124,89497514",,"1,12960005"
15/08/2007 19.00,"2,80742192","17,4185058","13,60398006","0,2343148","120,97974528",,"0,77495003"
15/08/2007 20.00,"2,50384998","22,13254197","15,9544096","0,49775565","115,60892724",,"1,71500003"
15/08/2007 21.00,"2,02567792","14,60947307","11,75212955","0,3742468","113,36763654",,"1,26995003"
15/08/2007 22.00,"3,06025195","14,85845539","11,77723026","0,29464725","92,89518678",,"0,30379999"
15/08/2007 23.00,"4,75019312","18,08500805","13,46424961","0,17581085","67,15045062",,"0,3897"
16/08/2007 0.00,"4,58833122","17,88326516","13,32044029","0,26802475","59,28000534",,"0,99245"
16/08/2007 1.00,,"20,98212237","15,03798008","0,17382135","51,09128442",,"1,53015006"
16/08/2007 2.00,"1,43675995",,,"46,3704955","35,41564998",,
16/08/2007 3.00,"1,263044","17,58193836","12,6834898",,"48,52640106",,
16/08/2007 4.00,"0,99390203","18,78853215","13,92008972",,"49,89940866",,
16/08/2007 5.00,"1,31528699","11,5208278","9,82159805",,"62,00071074",,
16/08/2007 6.00,"1,26958203","7,68268304","7,93583012",,"83,14571448",,
16/08/2007 7.00,"1,43727303","9,60686328","9,03405285",,"83,64777066",,
16/08/2007 8.00,"1,00950003","11,818323","10,6294899",,"85,5361368",,
16/08/2007 9.00,"1,01796103","12,58697484","11,02223969",,"91,57015008",,
16/08/2007 10.00,"0,99240601","6,7199515","7,44539499",,"113,03201682",,
16/08/2007 11.00,"1,40791404","5,71125773","6,80775976",,"119,58539112",,
16/08/2007 12.00,"1,76177704","4,53146631","5,97408819",,"125,30383632",,
16/08/2007 13.00,"2,54050493","6,98297926","7,513906",,"123,64451406",,
16/08/2007 14.00,"4,39043617","4,79576939","6,18030119",,"128,15099262",,
16/08/2007 15.00,"4,0112958","4,40506123","5,99647284",,"133,5577545",,
16/08/2007 16.00,"3,27688503","3,97476932","5,76923084",,"139,68765072",,
16/08/2007 17.00,"3,47585607","4,07563982","5,86284113",,"125,86708728",,
16/08/2007 18.00,"2,77575898","4,16757182","5,99172401",,"122,89473576",,
16/08/2007 19.00,"2,81937003","3,46531363","5,70343304",,"125,57278728",,
16/08/2007 20.00,"2,15489197","4,99112628","6,56627321",,"120,98906478",,
16/08/2007 21.00,"1,900365","13,15900011","10,97951031",,"89,36083998",,
16/08/2007 22.00,"1,27065003","59,09419197","36,63003159",,"27,98333892",,
16/08/2007 23.00,"1,59607399","48,66250455","30,80381966",,"28,92352932",,
17/08/2007 0.00,"1,51964295","51,00675723","38,04571152",,"16,70505071",,
17/08/2007 1.00,"1,14736199","43,40324736","30,74139977",,"16,40807455",,
17/08/2007 2.00,"1,31770098","36,58753791","25,90286064",,"18,20189779",,
17/08/2007 3.00,"1,14631402","37,57707558","28,85429001",,"15,73555981",,
17/08/2007 4.00,"1,26494503","35,28771048","31,63207054",,"12,6486373",,
17/08/2007 5.00,"1,20838594","31,77772686","22,28800964",,"14,2626766",,"2,38849998"
17/08/2007 6.00,"1,51096904","22,10829588","22,12725067",,"12,42757091",,"1,89569998"
17/08/2007 7.00,"1,54267704","18,57275323","17,41485977",,"13,1520296",,"1,49950004"
17/08/2007 8.00,"1,62974894","26,05879089","22,68959045",,"21,2928012",,"1,20150006"
17/08/2007 9.00,"1,37733805","16,74944162","13,86174965",,"63,91305252",,"2,91549993"
17/08/2007 10.00,"1,362252","7,01617703","7,71130085",,"93,22546986",,"0,82784998"
17/08/2007 11.00,"2,17046809","4,60041437","6,29154778",,"113,16790494",,"0,66039997"
17/08/2007 12.00,"3,00060606","4,85961241","6,50386715",,"121,2554259",,"1,37479997"
17/08/2007 13.00,"5,30253696","7,66735853","8,10541344",,"118,15650576",,"0,99215001"
17/08/2007 14.00,"4,2825532","6,2564637","7,1930542",,"125,42500944",,"1,07465005"
17/08/2007 15.00,"5,70449686","7,17577988","7,56478119",,"120,75470388",,
17/08/2007 16.00,"2,73904991","3,20356496","5,11395979",,"116,47316862",,"1,12135005"
17/08/2007 17.00,"3,59709311","2,18210108","4,83584404",,"110,38058964",,"2,16950011"
17/08/2007 18.00,"3,20900106","2,87158915","5,69936323",,"112,33160244",,"2,03999996"
17/08/2007 19.00,"3,866256","6,96510411","7,83611488",,"111,03709446",,"0,61760002"
17/08/2007 20.00,"2,64272594","10,22739201","9,39153481",,"95,2177239",,"0,74589998"
17/08/2007 21.00,"1,61133003","16,78391659","13,80138016",,"75,39911064",,"0,97359997"
17/08/2007 22.00,"0,029316","51,59026224","35,6186409",,"23,04934056",,"2,83649993"
17/08/2007 23.00,"0,037906","27,02280339","19,1914196",,"39,29893848",,"1,9425"
18/08/2007 0.00,"0,28296801","15,72542522","13,41065979",,"40,6053558",,"0,92455"
18/08/2007 1.00,,"26,84659131","21,25354958",,"23,63662602",,"1,41349995"
18/08/2007 2.00,"2,54660201",,,,"25,98843618",,"1,40419996"
18/08/2007 3.00,"1,29424703","28,97123724","19,02387047",,"24,38238222",,"1,78550005"
18/08/2007 4.00,"1,36093402","40,81000671","27,82526016",,"14,03495707",,"1,222"
18/08/2007 5.00,"1,55770397","34,91359839","23,44524956",,"18,17126705",,"1,31900001"
18/08/2007 6.00,"1,27065396","24,48063189","17,12248993",,"29,2564611",,"1,28750002"
18/08/2007 7.00,"1,13937998","24,35167053","17,35515976",,"36,27327942",,"1,97800004"
18/08/2007 8.00,"0,70146298","19,08219951","14,43223",,"53,98244838",,"2,75349998"
18/08/2007 9.00,"0,54452801","14,41029398","12,12115002",,"68,67525816",,"0,90689999"
18/08/2007 10.00,"0,88782299","13,92637099","11,87897968",,"80,78990184",,"1,32809997"
18/08/2007 11.00,"1,21663404","12,50909015","10,77939987",,"100,31684418",,"0,87779999"
18/08/2007 12.00,"2,08098102","9,72305453","9,06593418",,"114,26790024",,"2,38150001"
18/08/2007 13.00,"2,84694695","10,29890199","9,42952156",,"117,79027884",,"0,86124998"
18/08/2007 14.00,"2,56709099","6,04834045","6,81997013",,"124,40628018",,"2,23900008"
18/08/2007 15.00,"4,11857605","5,49419597","6,43399811",,"124,93890432",,"1,82650006"
18/08/2007 16.00,"4,92326593","3,47552934","5,35409117",,"130,97954916",,"2,00699997"
18/08/2007 17.00,"3,62219596","3,43849998","5,48704386",,"125,59009212",,"1,20474994"
18/08/2007 18.00,"1,96173","3,87134629","5,67562103",,"126,13615596",,"0,36815"
18/08/2007 19.00,"1,54566395","6,89998577","7,43657589",,"123,0971553",,"0,32984999"
18/08/2007 20.00,"0,95596701","8,21128919","8,15764523",,"115,87929084",,"0,86580002"
18/08/2007 21.00,"0,594661","9,33617609","8,74169064",,"98,55765612",,"1,01795006"
18/08/2007 22.00,"0,85816199","34,19473662","22,74250031",,"47,20134474",,"1,75654995"
18/08/2007 23.00,"1,16919696","29,92119867","21,36005974",,"35,44095978",,"0,80035001"
19/08/2007 0.00,"0,78636497","36,65647656","26,19861031",,"20,09692296",,"0,94594997"
19/08/2007 1.00,"0,74988598","35,00937891","35,71767044",,"14,01498391",,"1,81850004"
19/08/2007 2.00,"0,57743299","39,14629983","36,31595993",,"13,41171011",,"2,03250003"
19/08/2007 3.00,"0,30756599","25,48805787","18,00773048",,"40,42958022",,"1,62049997"
19/08/2007 4.00,"0,37068","14,89037784","11,32207012",,"55,49395356",,"2,02970004"
19/08/2007 5.00,"0,63059002","12,65209882","10,07732964",,"69,92709264",,"0,80019999"
19/08/2007 6.00,"0,26511499","13,32243267","10,48499966",,"59,87927862",,"0,74180001"
19/08/2007 7.00,"0,34441999","12,68657379","10,14855003",,"62,70251814",,"1,04795003"
19/08/2007 8.00,"0,59289402","13,01196798","10,84000015",,"62,57080908",,"1,41544998"
19/08/2007 9.00,"0,42965299","12,26522227","10,78483009",,"69,92840718",,"2,12674999"
19/08/2007 10.00,"0,55134702","10,11758675","9,58214664",,"90,71783766",,"0,60734999"
19/08/2007 11.00,"0,785676","9,63750665","9,32844925",,"100,50327342",,"1,87150002"
19/08/2007 12.00,"0,67724299","7,5179714","8,01044655",,"110,45783358",,"2,16750002"
19/08/2007 13.00,"0,50485098","4,23268827","6,23253298",,"115,73810532",,"2,21700001"
19/08/2007 14.00,"0,88371599","4,78555556","6,45434809",,"117,86752278",,"0,43805"
19/08/2007 15.00,"0,73809898","3,42317923","5,70071888",,"122,62437216",,"0,32304999"
19/08/2007 16.00,"0,738491","3,30571078","5,65391397",,"123,34350402",,"1,73249996"
19/08/2007 17.00,"0,95962","5,16988148","6,84574699",,"119,81043252",,"0,32460001"
19/08/2007 18.00,"1,06697094","5,16222016","6,81386518",,"118,25105454",,"1,05305004"
19/08/2007 19.00,"1,340698","4,25567221","6,30850601",,"118,29229578",,"3,14050007"
19/08/2007 20.00,"0,91608799","6,37265495","7,45285606",,"114,6273975",,"0,43715"
19/08/2007 21.00,"0,73452401","15,56709581","12,40944004",,"98,09688042",,"0,51225001"
19/08/2007 22.00,"0,56672603","18,86769027","14,10188007",,"70,27332678",,"0,85930002"
19/08/2007 23.00,"0,28140199","33,58952487","21,97191048",,"41,71867308",,"0,69230002"
20/08/2007 0.00,"0,318351","35,09364771","24,68321037",,"23,76046746",,"1,63929999"
20/08/2007 1.00,,"35,51243355","27,20524979",,"14,31194634",,"2,98799992"
20/08/2007 2.00,"1,44569802",,,,"12,38362211",,"1,33299994"
20/08/2007 3.00,"0,89917397","25,16501493","21,17486954",,"12,02939282",,"1,59574997"
20/08/2007 4.00,"1,24442601","18,77959552","16,88780022",,"18,838453",,"0,86954999"
20/08/2007 5.00,"1,64204097","13,98511085","10,64645004",,"41,31516816",,"0,98549998"
20/08/2007 6.00,"1,68110502","9,12422125","8,31705379",,"51,08329908",,"1,25569999"
20/08/2007 7.00,"1,67258298","12,27160638","10,10785007",,"36,6594795",,"0,50475001"
20/08/2007 8.00,"1,42690206","18,56381848","15,34459019",,"25,26131898",,"1,24409997"
20/08/2007 9.00,"1,77381206","17,51426186","14,17175007",,"54,68425578",,"1,15664995"
20/08/2007 10.00,"1,79402602","6,08792234","6,72093296",,"97,95306582",,"1,39880002"
20/08/2007 11.00,"1,92309403","5,39971146","6,66734505",,"108,9477018",,"1,61300004"
20/08/2007 12.00,"2,251966","5,92448789","6,93392992",,"119,85175224",,"0,89385003"
20/08/2007 13.00,"2,95951009","3,53043385","5,71089411",,"114,94300482",,"0,95915002"
20/08/2007 14.00,"3,48122001","2,79242538","5,28490114",,"116,0323857",,"0,41190001"
20/08/2007 15.00,"2,60469604","2,74262967","5,23266888",,"116,18818812",,"1,85185003"
20/08/2007 16.00,"2,98398805","3,16142868","5,48772192",,"120,8452698",,"1,074"
20/08/2007 17.00,"3,26096511","3,20867187","5,44702196",,"119,6852373",,"0,23649999"
20/08/2007 18.00,"3,38501","3,15504456","5,54198885",,"117,96067854",,"1,65149999"
20/08/2007 19.00,"3,14832902","4,23524267","6,14231396",,"111,55910418",,"0,3299"
20/08/2007 20.00,"2,57486701","6,93062915","7,57970381",,"99,46988802",,"1,48555005"
20/08/2007 21.00,"1,69829094","11,23353891","9,92334843",,"82,86338268",,"2,24300003"
20/08/2007 22.00,"2,76884699","8,41430552","8,3652153",,"76,62694986",,"0,81244999"
20/08/2007 23.00,"1,89047396","9,1982781","8,64604568",,"68,00276304",,"0,73885"
21/08/2007 0.00,"1,98923898","6,80422406","7,27852392",,"66,92805792",,"1,99450004"
21/08/2007 1.00,"2,32478189","5,95130154","6,76095486",,"74,20988358",,"1,74450004"
21/08/2007 2.00,"2,02403903","5,84021721","6,77723503",,"73,13252976",,"1,71150005"
21/08/2007 3.00,"1,801983","6,2526321","6,99023199",,"66,10904064",,"0,99479997"
21/08/2007 4.00,"1,93554497","6,03046531","6,97598696",,"64,75602582",,"0,91025001"
21/08/2007 5.00,"2,1336441","4,76895761","6,48012495",,"60,48255438",,"1,56194997"
21/08/2007 6.00,"1,83787203","11,47230365","10,43480968",,"31,3565859",,"1,36819994"
21/08/2007 7.00,"1,39617395","14,18173743","14,70221043",,"17,52005374",,"0,68650001"
21/08/2007 8.00,"1,46757102","19,18689597","21,87557983",,"19,6254936",,"1,95150006"
21/08/2007 9.00,"1,61965001","8,51645134","8,64808083",,"60,45724458",,"1,64419997"
21/08/2007 10.00,"0,83691198","5,96023817","7,18559217",,"88,12897866",,"3,64050007"
21/08/2007 11.00,"0,44071001","5,72402596","7,23850298",,"99,94530024",,"0,67439997"
21/08/2007 12.00,"1,13595402","4,90940812","7,02754021",,"111,79886058",,"1,25014997"
21/08/2007 13.00,"1,69923902","3,59682751","6,18979788",,"107,74915524",,"1,11070001"
21/08/2007 14.00,"2,58746004","3,37849043","5,53859806",,"108,19662858",,"0,3937"
21/08/2007 15.00,"3,56667805","3,64151819","5,6423831",,"112,73644152",,"0,56674999"
21/08/2007 16.00,"4,19032288","3,30443358","5,38122416",,"107,7477426",,"0,48025"
21/08/2007 17.00,"4,0129652","2,56004288","5,0427351",,"101,56061484",,"0,36414999"
21/08/2007 18.00,"2,68039989","2,81923904","5,11870909",,"92,98175022",,"0,86049998"
21/08/2007 19.00,"2,2321229","3,25974479","5,5745492",,"88,68163482",,"0,62849998"
21/08/2007 20.00,"2,42837691","4,94260589","6,54999399",,"82,59837534",,"0,625"
21/08/2007 21.00,"2,08871102","4,95537412","6,55135012",,"104,85396918",,"0,86430001"
21/08/2007 22.00,"2,22961497","6,85018818","7,58987999",,"95,04724572",,"0,43564999"
21/08/2007 23.00,"1,51633894","8,71052916","8,60331059",,"79,95491388",,"1,89400005"
22/08/2007 0.00,"1,66680598","5,15711325","6,74128294",,"71,5357953",,"0,92619997"
22/08/2007 1.00,,"3,48957477","5,94627619",,"72,34814178",,"0,41139999"
22/08/2007 2.00,"3,614712",,,,"71,00044398",,"0,37415001"
22/08/2007 3.00,"3,6068089","2,92649178","4,55704784",,"70,63821954",,"1,11300004"
22/08/2007 4.00,"1,97839296","2,8000867","4,80938816",,"67,63787028",,"1,03075004"
22/08/2007 5.00,"4,04379606","2,79114818","4,91181707",,"66,34608948",,"0,41275001"
22/08/2007 6.00,"4,19342804","2,60983859","4,99864292",,"62,30833272",,"1,04334998"
22/08/2007 7.00,"3,629529","3,2188857","5,35816002",,"57,8017953",,"0,21950001"
22/08/2007 8.00,"3,11395192","4,33739038","6,13214016",,"57,65931486",,"1,45325005"
22/08/2007 9.00,"3,09133506","4,85322829","6,51878977",,"61,05384954",,"1,24454999"
22/08/2007 10.00,"3,23544598","5,126468","6,76434708",,"63,12334752",,"0,95179999"
22/08/2007 11.00,"3,0952611","5,48908906","6,88576794",,"67,9508289",,"1,82550001"
22/08/2007 12.00,"3,93598294","5,67167585","6,96106386",,"73,31497614",,"0,33215001"
22/08/2007 13.00,"3,34632611","5,47249111","6,78469706",,"80,4023676",,"1,78915"
22/08/2007 14.00,"3,59734011","5,00516983","6,23931599",,"85,68795636",,"0,56545001"
22/08/2007 15.00,"3,80588007","4,40123152","5,76787376",,"85,11797574",,"2,3605001"
22/08/2007 16.00,"3,82330298","3,23676273","5,45448399",,"81,76338738",,"2,4230001"
22/08/2007 17.00,"4,13639307","2,96735086","5,42463684",,"77,6537037",,
22/08/2007 18.00,"4,47019911","3,53553889","5,80246878",,"76,29935472",,"0,89639997"
22/08/2007 19.00,"4,06071806","3,32103341","5,50264502",,"71,86872708",,"0,43450001"
22/08/2007 20.00,"3,6917069","4,40506123","5,90218401",,"68,31171918",,"1,7076"
22/08/2007 21.00,"3,65847611","5,17243587","6,46316719",,"71,2321758",,"0,44499999"
22/08/2007 22.00,"3,97075796","12,09284366","10,42123985",,"65,03702346",,"1,78600001"
22/08/2007 23.00,"3,84151411","13,67100266","11,30714989",,"60,57843732",,"1,14785004"
23/08/2007 0.00,"3,77077699","7,84611561","8,08981133",,"61,1177715",,"1,278"
23/08/2007 1.00,"4,15450096","7,76312213","8,08642006",,"63,46826712",,"0,57410002"
23/08/2007 2.00,"3,59457898","6,51055294","7,38909197",,"64,0169208",,"0,67720002"
23/08/2007 3.00,"3,27452588","5,65890762","6,96241999",,"61,91281314",,"0,64045"
23/08/2007 4.00,"3,71353698","6,64334402","7,46777916",,"56,88293184",,"1,14849997"
23/08/2007 5.00,"4,00512409","4,92089915","6,58255291",,"58,38643206",,"3,35800004"
23/08/2007 6.00,"3,62241197","4,53785043","6,34581518",,"61,13509596",,"0,59799999"
23/08/2007 7.00,"3,02054691","4,7178847","6,46384478",,"64,03689396",,"0,29124999"
23/08/2007 8.00,"2,672508","14,18173743","12,67195034",,"47,05352766",,"0,3459"
23/08/2007 9.00,"2,55384707","24,52152483","27,85239029",,"50,04455742",,
23/08/2007 10.00,"2,742764","7,5179714","8,46086025",,"59,96584206",,
23/08/2007 11.00,"2,43207693","7,12981388","7,90326977",,"70,71412932",,
23/08/2007 12.00,"2,97470808","6,60376213","7,42572308",,"86,4696564",,
23/08/2007 13.00,"3,34080505","6,19006816","7,02007914",,"97,33646808",,
23/08/2007 14.00,"3,3085649","5,51845711","6,83760691",,"103,94438598",,
23/08/2007 15.00,"4,75828886","5,2260613","7,20526409",,"93,45053088",,
23/08/2007 16.00,"5,70545292","4,01690372","7,12589884",,"89,66312532",,
23/08/2007 17.00,"5,71644497","4,08202205","7,65907001",,"103,10808348",,
23/08/2007 18.00,"5,81845999","5,1826497","8,65689945",,"96,674607",,
23/08/2007 19.00,"5,36792612","4,86471932","8,18206501",,"80,8564725",,
23/08/2007 20.00,"5,25162601","6,77613321","8,35910988",,"73,79172252",,
23/08/2007 21.00,"5,4892149","15,06530708","12,18558979",,"86,31118566",,
23/08/2007 22.00,"4,15275288","9,86861383","9,23958778",,"78,9388137",,
23/08/2007 23.00,"4,45125198","11,57955827","10,14177036",,"53,13680676",,
24/08/2007 0.00,"4,34105682","16,56940735","13,10743999",,"47,84056434",,
24/08/2007 1.00,,"23,62261374","17,0098896",,"42,56698302",,
24/08/2007 2.00,"1,46245205",,,,"27,0817803",,
24/08/2007 3.00,"1,05739903","21,69970506","16,91222",,"17,95685576",,
24/08/2007 4.00,"1,07404399","14,66565101","11,23659992",,"46,40632272",,
24/08/2007 5.00,"1,40429199","15,42281747","11,7066803",,"45,08923212",,
24/08/2007 6.00,"0,310381","8,25342359","7,96499777",,"57,79514412",,
