,TARANTO,,,
,TA V.Archimede,,,
Parm,SO2,NO2,CO,PM10



09/10/2010 11.00,"3,054062","6,482871","0,306007",
09/10/2010 12.00,"3,030583","20,990471","0,365854","24,908421"
09/10/2010 13.00,"3,20216","17,135795","0,347223",
09/10/2010 14.00,"3,091989","11,209714","0,251522","27,35042"
09/10/2010 15.00,"2,468895","7,360232","0,246434",
09/10/2010 16.00,"1,444855","4,770979","0,175549","37,118431"
09/10/2010 17.00,"1,95236","5,970212","0,1568",
09/10/2010 18.00,"1,686868","9,673041","0,190266","34,18803"
09/10/2010 19.00,"1,795232","9,759997","0,198603",
09/10/2010 20.00,"1,885535","21,337002","0,290273","35,164822"
09/10/2010 21.00,"1,854832","17,475842","0,412511",
09/10/2010 22.00,"2,483344","28,480482","0,232538","27,35042"
09/10/2010 23.00,"2,980012","24,725754","0,23199",
10/10/2010 0.00,"2,459865","12,323297","0,170109","34,18803"
10/10/2010 1.00,"2,629635","10,741187","0,234103",
10/10/2010 2.00,"2,712714","7,843041","0,191636","25,39682"
10/10/2010 3.00,"2,86623","3,282319","0,158092",
10/10/2010 4.00,"2,887903","0,886447","0,153982","24,42001"
10/10/2010 5.00,"2,322604","3,168106","0,182593",
10/10/2010 6.00,"2,123936","5,042233","0,174179","27,35042"
10/10/2010 7.00,"2,095039","9,761295","0,145996",
10/10/2010 8.00,"2,156446","10,170127","0,191949","23,44322"
10/10/2010 9.00,"1,816905","15,08906","0,318766",
10/10/2010 10.00,"2,263004","21,103394","0,233282","13,18681"
10/10/2010 11.00,"2,488762","8,638638","0,201382",
10/10/2010 12.00,"2,875261","8,541296","0,198367","8,791209"
10/10/2010 13.00,"3,16965","6,638615","0,234926",
10/10/2010 14.00,"2,727163","7,656147","0,265534","22,46641"
10/10/2010 15.00,"3,142559","7,177233","0,233987",
10/10/2010 16.00,"2,821079","5,946849","0,239036","25,39682"
10/10/2010 17.00,"3,036001","5,273254","0,234769",
10/10/2010 18.00,"2,893321","9,172062","0,162045","22,954821"
10/10/2010 19.00,"3,025165","15,55499","0,190619",
10/10/2010 20.00,"3,070316","16,982648","0,213164","20,02442"
10/10/2010 21.00,"2,658533","16,759419","0,207566",
10/10/2010 22.00,"2,70549","18,202649","0,227059","19,0476"
10/10/2010 23.00,"2,725357","24,767282","0,227529",
11/10/2010 0.00,"2,719939","19,392784","0,187095","29,30402"
11/10/2010 1.00,"2,710909","5,968914","0,167995",
11/10/2010 2.00,"2,642278",,"0,167603","25,39682"
11/10/2010 3.00,,"2,362127",,
11/10/2010 4.00,"2,848169","1,709297","0,211904","15,14041"
11/10/2010 5.00,"2,55378","6,041595","0,204565",
11/10/2010 6.00,"2,855394","12,873591","0,200014","18,07081"
11/10/2010 7.00,"2,701878","30,625878","0,229993",
11/10/2010 8.00,"3,023359","30,206655","0,238509","10,74481"
11/10/2010 9.00,"2,34247","13,429076","0,216651",
11/10/2010 10.00,"2,960146","12,990395","0,215003","23,44322"
11/10/2010 11.00,"2,936667","18,184482","0,188162",
11/10/2010 12.00,"2,385817","17,517373","0,224342","19,53602"
11/10/2010 13.00,"2,178119","14,655565","0,239647",
11/10/2010 14.00,"2,243137","10,240205","0,158889","17,582411"
11/10/2010 15.00,"2,48515","10,846315","0,151158",
11/10/2010 16.00,"2,463477","6,956594","0,12357","13,67521"
11/10/2010 17.00,"2,299125","4,900766","0,141504",
11/10/2010 18.00,"2,757866","5,209659","0,155631","10,25641"
11/10/2010 19.00,"2,89874","4,35436","0,181334",
11/10/2010 20.00,"2,400264","3,274531","0,175684","6,349206"
11/10/2010 21.00,"1,974033","3,370573","0,198757",
11/10/2010 22.00,"2,508629","4,002638","0,223362","5,860806"
11/10/2010 23.00,"2,405683","3,404318","0,234703",
12/10/2010 0.00,"2,606157","2,735915","0,246397","4,395605"
12/10/2010 1.00,"1,909015","1,987042","0,231368",
12/10/2010 2.00,"2,302737","1,739149","0,234428","3,418803"
12/10/2010 3.00,"2,745224","2,064914","0,24361",
12/10/2010 4.00,"2,290095","3,192767","0,261975","4,884005"
12/10/2010 5.00,"2,510435","6,86185","0,253145",
12/10/2010 6.00,"2,665757","16,90867","0,380131","3,907204"
12/10/2010 7.00,"2,667562","33,788788","0,386724",
12/10/2010 8.00,"2,725357","31,475992","0,416155","7,814408"
12/10/2010 9.00,"2,20521","28,509048","0,400302",
12/10/2010 10.00,"2,427356","20,599811","0,49095","8,791209"
12/10/2010 11.00,"2,600738","13,491379","0,36157",
12/10/2010 12.00,"2,367756","8,599702","0,279085","17,094"
12/10/2010 13.00,"2,550168","8,015658","0,297057",
12/10/2010 14.00,"2,116713","7,326487","0,266254","10,25641"
12/10/2010 15.00,"2,663951","8,185679","0,299647",
12/10/2010 16.00,"2,557393","11,779477","0,308869","9,27961"
12/10/2010 17.00,"2,199791","12,464756","0,277868",
12/10/2010 18.00,"2,136579","13,573141","0,324292","7,814408"
12/10/2010 19.00,"2,539332","15,922286","0,32951",
12/10/2010 20.00,"2,588096","14,320719","0,36416","9,27961"
12/10/2010 21.00,"2,716327","10,192183","0,361609",
12/10/2010 22.00,"2,781345","6,989042","0,325546","13,67521"
12/10/2010 23.00,"2,037245","18,59461","0,361139",
13/10/2010 0.00,"2,326217","13,985863","0,359373","14,16361"
13/10/2010 1.00,"2,078784","7,657445","0,365181",
13/10/2010 2.00,"1,974033",,"0,37193","22,954821"
13/10/2010 3.00,,"5,926085",,
13/10/2010 4.00,"2,219658","5,866381","0,231129","13,18681"
13/10/2010 5.00,"2,044469","8,358296","0,213908",
13/10/2010 6.00,"1,807874","14,50891","0,21685","15,62881"
13/10/2010 7.00,"2,237718","23,204643","0,346694",
13/10/2010 8.00,"2,781345","39,443624","0,613755","15,62881"
13/10/2010 9.00,"2,454447","32,53115","0,434955",
13/10/2010 10.00,"2,499599","32,401362","0,401141","33,211231"
13/10/2010 11.00,"2,136579","29,469464","0,531102",
13/10/2010 12.00,"2,7976","16,785377","0,28444","44,444431"
13/10/2010 13.00,"2,194373","10,86319","0,174758",
13/10/2010 14.00,"2,999879","5,584744","0,142239","40,04884"
13/10/2010 15.00,"2,501405","7,83785","0,132433",
13/10/2010 16.00,"1,527934","8,833317","0,132365","21,97802"
13/10/2010 17.00,"1,679644","9,243445","0,129883",
13/10/2010 18.00,"1,652553","8,048105","0,159696","26,86202"
13/10/2010 19.00,"1,668807","24,435034","0,537104",
13/10/2010 20.00,"2,080591","8,722999","0,124913","23,44322"
13/10/2010 21.00,"2,22327","26,859449","0,837665",
13/10/2010 22.00,"2,40207","13,954716","0,201826","24,42001"
13/10/2010 23.00,"1,771753","16,884013","0,274985",
14/10/2010 0.00,"2,490568","19,278581","0,425149","35,164822"
14/10/2010 1.00,"1,986675","17,201995","0,335844",
14/10/2010 2.00,"2,00293","14,489439","0,268238","27,83882"
14/10/2010 3.00,"1,939717","5,191489","0,143377",
14/10/2010 4.00,"1,349133","5,878063","0,240544","28,81562"
14/10/2010 5.00,"1,697704","14,501118","0,50325",
14/10/2010 6.00,"2,125742","25,631659","0,516471","24,42001"
14/10/2010 7.00,"1,67242","30,846524","0,376428",
14/10/2010 8.00,"1,417764","29,244938","0,448607","31,746031"
14/10/2010 9.00,"1,594759","18,145546","0,263373",
14/10/2010 10.00,"1,560443","16,912566","0,375447","34,67643"
14/10/2010 11.00,"1,10712","20,192287","0,392197",
14/10/2010 12.00,"1,592952","14,982632","0,410203","27,35042"
14/10/2010 13.00,"1,683256","17,496613","0,307662",
14/10/2010 14.00,"1,67242","9,377127","0,249409","33,699631"
14/10/2010 15.00,"1,777171","15,0021","0,375094",
14/10/2010 16.00,"2,015572","15,156549","0,38647","24,42001"
14/10/2010 17.00,"1,791619","8,957913","0,22548",
14/10/2010 18.00,"1,712153","12,64257","0,259412","16,11721"
14/10/2010 19.00,"1,760917","10,895628","0,299031",
14/10/2010 20.00,"2,192566","12,392077","0,28334","23,93162"
14/10/2010 21.00,"2,313573","13,985863","0,315271",
14/10/2010 22.00,"2,279259","17,270776","0,342456","33,211231"
14/10/2010 23.00,"1,948748","13,157826","0,299071",
15/10/2010 0.00,"2,140191","20,971006","0,417224","27,35042"
15/10/2010 1.00,"2,073366","16,650396","0,533534",
15/10/2010 2.00,"1,686868",,"0,576998","42,97924"
15/10/2010 3.00,,"11,971563",,
15/10/2010 4.00,"1,937912","9,756105","0,369348","55,67765"
15/10/2010 5.00,"1,793426","16,092308","0,320053",
15/10/2010 6.00,"1,84219","33,437075","0,416213","55,189251"
15/10/2010 7.00,"2,158252","32,514287","0,416175",
15/10/2010 8.00,"2,160058","31,748528","0,37786","48,35165"
15/10/2010 9.00,"2,120324","21,690033","0,346759",
15/10/2010 10.00,"2,59532","17,002118","0,42292","42,002441"
15/10/2010 11.00,"2,618799","25,962607","0,49951",
15/10/2010 12.00,"2,582677","16,823012","0,318954","50,305241"
15/10/2010 13.00,"2,703684","10,456945","0,318328",
15/10/2010 14.00,"2,210627","5,879362","0,173968","39,56044"
15/10/2010 15.00,"2,042663","5,069488","0,210715",
15/10/2010 16.00,"2,129355","8,636041","0,217617","37,118431"
15/10/2010 17.00,"2,385817","11,020232","0,268677",
15/10/2010 18.00,"2,235913","9,501722","0,275071","40,537231"
15/10/2010 19.00,"2,098652","9,937807","0,265541",
15/10/2010 20.00,"1,829547","10,682781","0,236873","33,211231"
15/10/2010 21.00,"1,880118","11,19414","0,211263",
15/10/2010 22.00,"2,411102","12,32589","0,231187","41,025631"
15/10/2010 23.00,"2,1131","13,98976","0,200792",
16/10/2010 0.00,"2,555587","9,539359","0,21942","25,88522"
16/10/2010 1.00,"2,828303","5,835232","0,203774",
16/10/2010 2.00,"2,656726","6,276509","0,206832","38,09523"
16/10/2010 3.00,"2,584484","4,928021","0,178517",
16/10/2010 4.00,"2,709103","7,396574","0,211107","21,001221"
16/10/2010 5.00,"2,548362","22,203979","0,272012",
16/10/2010 6.00,"2,626023","26,436344","0,373114","24,908421"
16/10/2010 7.00,"3,144366","30,601215","0,412135",
16/10/2010 8.00,"1,760917","27,760174","0,52912","23,44322"
16/10/2010 9.00,"1,477364","31,745928","0,496138",
16/10/2010 10.00,"2,093233","33,469521","0,737128","23,44322"
16/10/2010 11.00,"2,044469","27,013901","0,615163",
16/10/2010 12.00,"1,9939","22,450588","0,405155","22,46641"
16/10/2010 13.00,"2,514047","16,431062","0,338131",
16/10/2010 14.00,"2,308156","8,550382","0,170831","27,83882"
16/10/2010 15.00,"2,335246","4,175255","0,127966",
16/10/2010 16.00,"1,874699","3,02534","0,137732","24,908421"
16/10/2010 17.00,"1,939717","4,865722","0,188283",
16/10/2010 18.00,"2,136579","13,922267","0,244127","25,39682"
16/10/2010 19.00,"2,192566","14,712671","0,235697",
16/10/2010 20.00,"1,955972","6,303764","0,192322","21,001221"
16/10/2010 21.00,"1,764529","8,860573","0,172674",
16/10/2010 22.00,"1,925268","20,022254","0,254873","14,65201"
16/10/2010 23.00,"2,230494","30,161244","0,301777",
17/10/2010 0.00,"2,302737","18,775009","0,227538","24,42001"
17/10/2010 1.00,"2,671175","18,442756","0,247344",
17/10/2010 2.00,"2,389428",,"0,281306","16,60561"
17/10/2010 3.00,,"12,850226",,
17/10/2010 4.00,,"12,347658","0,24404","21,001221"
17/10/2010 5.00,,"15,64844","0,219631",
17/10/2010 6.00,,"7,366722","0,143861","22,46641"
17/10/2010 7.00,,"10,878762","0,144762",
17/10/2010 8.00,,"20,485606","0,219513","20,51281"
17/10/2010 9.00,,"19,32401","0,256576",
17/10/2010 10.00,,"9,582191","0,246741","13,18681"
17/10/2010 11.00,,"6,099999","0,174027",
17/10/2010 12.00,,"4,654169","0,152088","21,48962"
17/10/2010 13.00,,"4,107765","0,146068",
17/10/2010 14.00,,"3,014956","0,089818","13,67521"
17/10/2010 15.00,,"3,295298","0,129169",
17/10/2010 16.00,,"2,297234","0,129404","18,55921"
17/10/2010 17.00,,"2,847532","0,11342",
17/10/2010 18.00,,"5,84302","0,154908","17,582411"
17/10/2010 19.00,,"9,695105","0,173675",
17/10/2010 20.00,,"20,598511","0,15675","15,62881"
17/10/2010 21.00,,"13,888529","0,162079",
17/10/2010 22.00,,"16,431062","0,245683","11,72161"
17/10/2010 23.00,,"10,790502","0,284274",
18/10/2010 0.00,,"12,790528","0,323216","23,44322"
18/10/2010 1.00,,"6,293382","0,15679",
18/10/2010 2.00,,"4,075319","0,153304","20,51281"
18/10/2010 3.00,,"5,595127","0,138415",
18/10/2010 4.00,,"3,653511","0,131715","14,16361"
18/10/2010 5.00,,"6,712594","0,125016",
18/10/2010 6.00,,"16,980055","0,132577","10,25641"
18/10/2010 7.00,,"28,22481","0,158866",
18/10/2010 8.00,,"29,242338","0,218298","22,46641"
18/10/2010 9.00,,"17,608229","0,153538",
18/10/2010 10.00,,"13,891123","0,162666","14,16361"
18/10/2010 11.00,,"10,260977","0,150756",
18/10/2010 12.00,,"7,46536","0,154281","9,76801"
18/10/2010 13.00,,"12,511485","0,176026",
18/10/2010 14.00,,"10,024763","0,155497","18,07081"
18/10/2010 15.00,,,,
18/10/2010 16.00,,"7,366418","0,145439","20,51281"
18/10/2010 17.00,"2,250361","6,863149","0,120903",
18/10/2010 18.00,"2,246749","6,199935","0,111696","17,094"
18/10/2010 19.00,"2,335246","4,956573","0,12623",
18/10/2010 20.00,"2,766897","5,32517","0,096688","19,0476"
18/10/2010 21.00,"1,995706","2,824169","0,096378",
18/10/2010 22.00,"2,104069","2,558107","0,07464","17,582411"
18/10/2010 23.00,"1,432213","2,022085","0,091638",
19/10/2010 0.00,"1,927075","1,509425","0,076599","16,11721"
19/10/2010 1.00,"1,701317","0,970808","0,058036",
19/10/2010 2.00,"1,751886",,"0,052129","9,27961"
19/10/2010 3.00,"1,614625","1,358872",,
19/10/2010 4.00,"1,289533","1,998723","0,202605","6,349206"
19/10/2010 5.00,"1,30037","2,761872","0,195806",
19/10/2010 6.00,"1,141435","4,704785","0,21585","9,76801"
19/10/2010 7.00,"1,383448","9,554935","0,174858",
19/10/2010 8.00,"1,258829","16,974869","0,219466","10,25641"
19/10/2010 9.00,"0,957217","3,728786","0,243322",
19/10/2010 10.00,"1,638104","15,649742","0,41201","6,349206"
19/10/2010 11.00,"1,768141","26,013238","0,45764",
19/10/2010 12.00,"1,562249","15,530337","0,428909","5,860806"
19/10/2010 13.00,"1,515291","18,859374","0,615558",
19/10/2010 14.00,"1,278696","13,331743","0,273389","14,16361"
19/10/2010 15.00,"2,194373","8,354404","0,355178",
19/10/2010 16.00,"2,542944","13,500464","0,488217","14,65201"
19/10/2010 17.00,"1,527934","28,156016","0,737396",
19/10/2010 18.00,"1,887341","29,701792","0,968968","20,02442"
19/10/2010 19.00,"3,292463","21,508316","0,939452",
19/10/2010 20.00,"2,931249","22,349347","1,470823","66,42247"
19/10/2010 21.00,"2,80663","23,787383","1,102439",
19/10/2010 22.00,"2,591709","24,577785","1,057241","63,003651"
19/10/2010 23.00,"2,89874","24,104068","1,751915",
20/10/2010 0.00,"1,986675","21,555045","0,878689","52,74725"
20/10/2010 1.00,"2,111294","20,285726","1,680502",
20/10/2010 2.00,"1,829547","18,554371","1,27093","53,724041"
20/10/2010 3.00,"1,527934","18,707519","1,320765",
20/10/2010 4.00,"1,865668","15,247394","0,993611","56,16605"
20/10/2010 5.00,"1,748274","22,660832","1,152",
20/10/2010 6.00,"1,665195","20,946342","0,988972","55,189251"
20/10/2010 7.00,"2,326217","29,167062","0,849212",
20/10/2010 8.00,"2,161863","28,267639","0,601999","49,328442"
20/10/2010 9.00,"1,607401","23,253972","0,623929",
20/10/2010 10.00,"1,296757","26,477872","0,548508","50,305241"
20/10/2010 11.00,"1,905402","20,84122","0,402341",
20/10/2010 12.00,"1,500843","16,638719","0,421403","50,305241"
20/10/2010 13.00,"1,685062","10,549102","0,403952",
20/10/2010 14.00,"1,49723","6,94751","0,342877","35,164822"
20/10/2010 15.00,"1,611013","13,068271","0,316897",
20/10/2010 16.00,"1,677837","17,702968","0,285928","25,39682"
20/10/2010 17.00,"1,641717","11,544569","0,26494",
20/10/2010 18.00,"1,500843","17,147484","0,28125","22,46641"
20/10/2010 19.00,"1,824129","18,545289","0,318116",
20/10/2010 20.00,"2,080591","16,262333","0,317054","31,746031"
20/10/2010 21.00,"2,371367","15,808078","0,483697",
20/10/2010 22.00,"2,086009","21,465488","0,408787","30,76923"
20/10/2010 23.00,"2,196179","29,385107","0,941966",
21/10/2010 0.00,"3,24731","30,488292","1,238112","43,46764"
21/10/2010 1.00,"2,582677","17,971626","0,510383",
21/10/2010 2.00,"2,320798",,"0,535067","57,631241"
21/10/2010 3.00,"2,331634","5,705446",,
21/10/2010 4.00,"1,822323","4,089596","0,204099","66,42247"
21/10/2010 5.00,"2,035439","9,643189","0,303251",
21/10/2010 6.00,"2,001123","11,469288","0,212907","42,97924"
21/10/2010 7.00,"2,691042","21,513517","0,233771",
21/10/2010 8.00,"2,18173","30,615496","0,345645","36,141621"
21/10/2010 9.00,"1,679644","20,943742","0,244848",
21/10/2010 10.00,"2,040858","20,324654","0,349364","44,444431"
21/10/2010 11.00,"2,828303","18,987865","0,334881",
21/10/2010 12.00,"3,061286","17,458976","0,298124","45,909641"
21/10/2010 13.00,"2,505016","17,906741","0,325407",
21/10/2010 14.00,"2,138385","11,902783","0,198853","39,072041"
21/10/2010 15.00,"2,089621","10,934565","0,163662",
21/10/2010 16.00,"2,082397","16,420675","0,160258","33,211231"
21/10/2010 17.00,"1,957778","10,061104","0,163115",
21/10/2010 18.00,"1,975839","12,663331","0,156539","20,02442"
21/10/2010 19.00,"1,414152","9,688614","0,159435",
21/10/2010 20.00,"2,035439","11,632822","0,181904","17,094"
21/10/2010 21.00,"2,196179","6,445233","0,165307",
21/10/2010 22.00,"2,452641","3,852085","0,161979","23,93162"
21/10/2010 23.00,"2,689236","3,495168","0,152702",
22/10/2010 0.00,"2,89874","3,253765","0,117463","17,582411"
22/10/2010 1.00,"2,896934","5,453659","0,22829",
22/10/2010 2.00,"2,362337","12,911229","0,445189","13,67521"
22/10/2010 3.00,"2,694654","18,175398","0,475292",
22/10/2010 4.00,"2,656726","21,985953","0,320827","17,582411"
22/10/2010 5.00,"2,766897","31,927625","0,258079",
22/10/2010 6.00,"3,104631","38,65582","0,247627","18,55921"
22/10/2010 7.00,"2,761478","47,687708","0,354805",
22/10/2010 8.00,"4,078102","49,533285","0,758658","31,746031"
22/10/2010 9.00,"4,072684","45,185415","0,524182",
22/10/2010 10.00,"3,603107","32,361134","0,50007","47,37484"
22/10/2010 11.00,"3,27079","24,712771","0,313546",
22/10/2010 12.00,"3,18771","14,447907","0,199128","71,794861"
22/10/2010 13.00,"3,241893","6,64251","0,123696",
22/10/2010 14.00,,"5,329063","0,114849","46,398041"
22/10/2010 15.00,,"3,605489","0,122014",
22/10/2010 16.00,"1,963196","0,288127","0,143659",
22/10/2010 17.00,"2,190761","5,425107","0,15462",
22/10/2010 18.00,"1,722989","12,337568","0,178851",
22/10/2010 19.00,"2,0535","14,205207","0,227468",
22/10/2010 20.00,"1,61282","1,706701","0,198618","33,211231"
22/10/2010 21.00,"0,960828","3,626255","0,23013",
22/10/2010 22.00,"1,15769","30,22872","0,31292","24,908421"
22/10/2010 23.00,"1,177557","9,635401","0,282504",
23/10/2010 0.00,"1,247993","1,451021","0,161002","17,094"
23/10/2010 1.00,"1,517097",,"0,198853",
23/10/2010 2.00,"1,040295",,"0,182609","19,53602"
23/10/2010 3.00,,"3,532808",,
23/10/2010 4.00,"1,493619","2,201192","0,217972","10,25641"
23/10/2010 5.00,"1,320236","20,167623","0,20906",
23/10/2010 6.00,"1,68145","31,64731","0,265753","25,88522"
23/10/2010 7.00,"2,037245","33,664201","0,278707",
23/10/2010 8.00,"2,685623","32,895846","0,421143","20,51281"
23/10/2010 9.00,"2,360531","30,075587","0,512462",
23/10/2010 10.00,"2,241331","22,820466","0,462209","43,46764"
23/10/2010 11.00,"2,237718","27,581057","0,669033",
23/10/2010 12.00,"1,957778","9,207106","0,386437","28,81562"
23/10/2010 13.00,"2,019184","3,832616","0,273446",
23/10/2010 14.00,"1,876505","0,207658","0,169172","41,025631"
23/10/2010 15.00,"1,670614",,"0,147736",
23/10/2010 16.00,"1,992093","0,001298","0,144753","26,86202"
23/10/2010 17.00,"1,838577","0,46983","0,161005",
23/10/2010 18.00,"1,722989","0,362106","0,198147","101,0989"
23/10/2010 19.00,"1,798844","22,508981","0,223901",
23/10/2010 20.00,"1,936105","40,918005","0,332533","58,608051"
23/10/2010 21.00,"1,68145","21,57321","0,27435",
23/10/2010 22.00,"1,757305","10,342736","0,214242","86,93528"
23/10/2010 23.00,"1,573085","7,432913","0,232184",
24/10/2010 0.00,"1,457497","0,061","0,202229","48,35165"
24/10/2010 1.00,"1,59837","2,852723","0,119544",
24/10/2010 2.00,"1,446661","1,361468","0,009805","27,83882"
24/10/2010 3.00,"1,654359",,"0,139258",
24/10/2010 4.00,"1,547801",,"0,973485","20,02442"
24/10/2010 5.00,"1,399703","0,154448","1,191958",
24/10/2010 6.00,"1,706734","3,292701","0,999868","10,74481"
24/10/2010 7.00,"1,222709","13,580931","1,012728",
24/10/2010 8.00,"0,637542","14,451804","1,079428","10,25641"
24/10/2010 9.00,"0,520148","2,450383","0,848127",
24/10/2010 10.00,"0,731458","8,16102","0,844646","6,349206"
24/10/2010 11.00,"1,024041","5,308297","0,380614",
24/10/2010 12.00,"1,181169","0,054511","0,221483","7,326007"
24/10/2010 13.00,"1,215484",,"0,176985",
24/10/2010 14.00,"0,92832","0,005191","0,182223","49,328442"
24/10/2010 15.00,"0,73507","0,012979","0,14166",
24/10/2010 16.00,"0,485832","1,171978","0,167801","28,81562"
24/10/2010 17.00,"0,749519","1,527596","0,202857",
24/10/2010 18.00,"1,257023","0,639851","0,189855",
24/10/2010 19.00,"1,130599","9,673041","0,201829",
24/10/2010 20.00,"1,007786","21,307156","0,10791",
24/10/2010 21.00,"1,511679","11,709395","0,133783",
24/10/2010 22.00,"1,83316","10,219442","0,12385",
24/10/2010 23.00,"1,69048","13,435566","0,086189",
25/10/2010 0.00,"1,376224","2,132404","0,153386","61,05006"
25/10/2010 1.00,"1,59837","0,887743","0,15656",
25/10/2010 2.00,"1,538771",,"0,168976",
25/10/2010 3.00,,"1,746937",,
25/10/2010 4.00,"0,520148",,"0,237779","56,16605"
25/10/2010 5.00,"0,516535",,"0,216678",
25/10/2010 6.00,"0,819955",,"0,226974","47,37484"
25/10/2010 7.00,"0,825373","0,141469","0,223751",
25/10/2010 8.00,"1,015011","0,700851","0,277391","30,76923"
25/10/2010 9.00,"1,282309","5,957234","0,289454",
25/10/2010 10.00,"0,948186","6,13634","0,334644","73,260071"
25/10/2010 11.00,"0,601421","2,590553","0,267015",
25/10/2010 12.00,"0,704367","2,751488","0,299318","43,956032"
25/10/2010 13.00,"0,514729","4,280383","0,304465",
25/10/2010 14.00,"0,959022","3,706724","0,254442","23,44322"
25/10/2010 15.00,"0,682694","7,364127","0,260806",
25/10/2010 16.00,"0,688112",,"0,238409","12,21001"
25/10/2010 17.00,"1,06558",,"0,308472",
25/10/2010 18.00,"0,807313","21,211116","0,425693","0,976801"
25/10/2010 19.00,"1,152272","37,055535","0,576746",
25/10/2010 20.00,"0,96444","27,083977","0,4521","16,11721"
25/10/2010 21.00,"0,980695","27,620006","0,481885",
25/10/2010 22.00,"1,087253","18,608882","0,350323","13,67521"
25/10/2010 23.00,"1,025847","18,438859","0,410642",
26/10/2010 0.00,"1,621849","15,621178","0,396613","18,07081"
26/10/2010 1.00,"1,363581","14,924224","0,386593",
26/10/2010 2.00,"1,367194","10,504967","0,384746","14,65201"
26/10/2010 3.00,"1,443049","8,481595","0,340971",
26/10/2010 4.00,"1,195618","10,403737","0,339752","11,72161"
26/10/2010 5.00,"1,031265","17,910625","0,3572",
26/10/2010 6.00,"1,128793","22,198798","0,425535","23,44322"
26/10/2010 7.00,"1,05655","23,835412","0,494225",
26/10/2010 8.00,"1,694092","30,484411","0,639384","14,65201"
26/10/2010 9.00,"1,576698","32,274178","0,609794",
26/10/2010 10.00,"1,444855","30,550604","0,422902","17,094"
26/10/2010 11.00,"0,819955","26,989237","0,400897",
26/10/2010 12.00,"1,220902","22,223444","0,365374","33,699631"
26/10/2010 13.00,"1,412345","16,81393","0,319437",
26/10/2010 14.00,"1,343715","8,164913","0,222769","25,39682"
26/10/2010 15.00,"1,168526","5,279743","0,25338",
26/10/2010 16.00,"1,060162","12,267483","0,38679","22,46641"
26/10/2010 17.00,"0,843434","15,144864","0,324073",
26/10/2010 18.00,"1,43763","22,271473","0,75908","15,14041"
26/10/2010 19.00,"1,858444","11,13314","0,404826",
26/10/2010 20.00,"1,228126","10,050722","0,398265","20,51281"
26/10/2010 21.00,"0,93735","8,22202","0,300888",
26/10/2010 22.00,"1,076417","13,564056","0,416811","12,21001"
26/10/2010 23.00,"1,618237","10,580251","0,455205",
27/10/2010 0.00,"1,562249","5,77553","0,335586","20,51281"
27/10/2010 1.00,"1,573085","10,556884","0,420192",
27/10/2010 2.00,"1,412345",,"1,071364","18,55921"
27/10/2010 3.00,,"5,661319",,
27/10/2010 4.00,"1,679644","6,999425","0,26273","22,954821"
27/10/2010 5.00,"1,686868","19,596566","1,28603",
27/10/2010 6.00,"2,132966","21,365548","0,577755","24,42001"
27/10/2010 7.00,"1,807874","21,709497","0,681989",
27/10/2010 8.00,"1,795232","24,001526","0,430615","33,699631"
27/10/2010 9.00,"1,423182","23,04761","0,571272",
27/10/2010 10.00,"1,298564","16,388228","1,07744","36,630032"
27/10/2010 11.00,"1,177557","15,889849","0,727567",
27/10/2010 12.00,"1,706734","19,427832","0,569072","30,76923"
27/10/2010 13.00,"1,878312","16,848971","0,594138",
27/10/2010 14.00,"2,109488","13,975477","0,607066","24,908421"
27/10/2010 15.00,"2,049887","15,941755","0,590327",
27/10/2010 16.00,"1,881923","14,972247","0,325712","19,53602"
27/10/2010 17.00,"1,567668","23,425289","0,667688",
27/10/2010 18.00,"1,643522","12,532246","0,316596","31,25762"
27/10/2010 19.00,"1,415958","4,285574","0,169967",
27/10/2010 20.00,"1,406927","4,724254","0,151776","31,746031"
27/10/2010 21.00,"0,774803","6,978658","0,225366",
27/10/2010 22.00,"1,251606","27,612205","0,635315","34,67643"
27/10/2010 23.00,"0,713397","28,660899","0,496189",
28/10/2010 0.00,"1,369","29,777067","0,464405","25,39682"
28/10/2010 1.00,"0,547239","25,213753","0,460121",
28/10/2010 2.00,"0,75313","31,461711","0,546166","54,700851"
28/10/2010 3.00,"0,651991","19,784744","0,446802",
28/10/2010 4.00,"0,888585","5,55619","0,259783","59,096451"
28/10/2010 5.00,"0,939156","21,5265","0,378203",
28/10/2010 6.00,"1,206454","31,747248","0,650519","53,235641"
28/10/2010 7.00,"1,204648","26,385714","0,556812",
28/10/2010 8.00,"1,43763","34,169063","0,674446","48,35165"
28/10/2010 9.00,"1,490007","38,98547","1,290744",
28/10/2010 10.00,"2,033633","31,183956","0,717076","47,863232"
28/10/2010 11.00,"1,815099","25,848404","0,693423",
28/10/2010 12.00,"1,121569","18,881437","0,511237","64,468849"
28/10/2010 13.00,"0,962634","15,066997","0,422796",
28/10/2010 14.00,"1,078222","10,132487","0,230473","64,95726"
28/10/2010 15.00,"0,908452","7,867702","0,174329",
28/10/2010 16.00,"1,21729","10,643844","0,307048","59,096451"
28/10/2010 17.00,"1,034877","10,006593","0,289329",
28/10/2010 18.00,"0,968053","20,653022","0,63225","55,67765"
28/10/2010 19.00,"1,117957","26,319539","0,640736",
28/10/2010 20.00,"1,128793","22,898341","0,499057","36,141621"
28/10/2010 21.00,"1,266054","24,864622","1,05866",
28/10/2010 22.00,"0,986114","22,798419","0,647494","42,97924"
