,SIMAGE Brindisi,,,,,
,S. Pancrazio S.,,,,,
Parm,SO2,NOX,NO,NO2,PTS,PM10



24/10/2005 8.00,"0,445669","20,109592","4,518251","13,18248",,"21,7908"
24/10/2005 9.00,"0,305644","25,607453","4,780155","18,281816",,"21,7908"
24/10/2005 10.00,"0,351045","19,938373","4,734534","12,678904",,"21,7908"
24/10/2005 11.00,"0,382432","18,76852","4,759879","11,469288",,"21,7908"
24/10/2005 12.00,"0,407796","21,176987","4,740448","13,909289",,"21,7908"
24/10/2005 13.00,"0,398183","24,213204","4,905193","16,694523",,"21,7908"
24/10/2005 14.00,"0,338769","18,554521","4,665255","11,400506",,"21,7908"
24/10/2005 15.00,"0,25897","19,424772","4,489527","12,541329",,"21,7908"
24/10/2005 16.00,"0,237891","25,136661","3,961496","19,068334",,"21,7908"
24/10/2005 17.00,"0,393203","25,85129","4,55458","18,872353",,"21,7908"
24/10/2005 18.00,"0,388454","18,941017","4,15919","12,564695",,"21,7908"
24/10/2005 19.00,"0,424589","18,013682","4,809725","10,637354",,"21,7908"
24/10/2005 20.00,"0,534964","19,031806","4,818172","11,643206",,"21,7908"
24/10/2005 21.00,"0,409534","21,32356","4,813104","13,94433",,"21,7908"
24/10/2005 22.00,"0,502535","20,116075","4,671168","12,954061",,"21,7908"
24/10/2005 23.00,"0,411271","18,973442","4,685532","11,788574",,"21,7908"
25/10/2005 0.00,"0,392972","16,985181","4,586684","9,950788",,"21,7908"
25/10/2005 1.00,,"15,82309","4,604425","8,760637",,"18,98209"
25/10/2005 2.00,"0,764312",,,,,"18,98209"
25/10/2005 3.00,"0,451124","13,843907","4,518251","6,912467",,"18,98209"
25/10/2005 4.00,"0,565829","13,445736","4,454043","6,612659",,"18,98209"
25/10/2005 5.00,"0,464047","13,566355","4,489527","6,678851",,"18,98209"
25/10/2005 6.00,"0,575122","15,922957","4,406732","9,164275",,"18,98209"
25/10/2005 7.00,"0,531418","23,815029","4,476855","16,954098",,"18,98209"
25/10/2005 8.00,"0,669208","30,516513","4,520786","23,592703",,"18,98209"
25/10/2005 9.00,"0,785366","24,396088","4,546977","17,427821",,"18,98209"
25/10/2005 10.00,"0,575412","17,33666","4,579925","10,312882",,"18,98209"
25/10/2005 11.00,"0,471743","14,057907","4,370403","7,353745",,"18,98209"
25/10/2005 12.00,"0,43704","12,824485","4,116104","6,510126",,"18,98209"
25/10/2005 13.00,"0,337581","14,427546","4,153277","8,057189",,"18,98209"
25/10/2005 14.00,"0,400742","11,846566","4,001204","5,708043",,"18,98209"
25/10/2005 15.00,"0,525029","12,122821","4,000359","5,985785",,"18,98209"
25/10/2005 16.00,"0,372138","11,452285","3,707196","5,765148",,"18,98209"
25/10/2005 17.00,"0,575993","14,177229","4,409266","7,413445",,"18,98209"
25/10/2005 18.00,"0,767652","14,284878","4,666099","7,126615",,"18,98209"
25/10/2005 19.00,"0,511381","16,896985","4,535149","9,9417",,"18,98209"
25/10/2005 20.00,"0,536209","17,798383","4,599356","10,745084",,"18,98209"
25/10/2005 21.00,"0,454755","21,345605","4,697359","14,144207",,"18,98209"
25/10/2005 22.00,"0,559731","18,832071","4,541908","11,867739",,"18,98209"
25/10/2005 23.00,"0,622021","16,845107","4,491216","9,957275",,"18,98209"
26/10/2005 0.00,"0,401758","17,253654","4,530925","10,305102",,"18,98209"
26/10/2005 1.00,"0,747324","15,70766","4,565564","8,704827",,"47,25573"
26/10/2005 2.00,"0,384189","14,458674","4,50051","7,554912",,"47,25573"
26/10/2005 3.00,"0,659045","13,828343","4,410111","7,063019",,"47,25573"
26/10/2005 4.00,"0,576428","13,317336","4,454889","6,482871",,"47,25573"
26/10/2005 5.00,"0,497732","13,871143","4,470094","7,013701",,"47,25573"
26/10/2005 6.00,"0,691569","17,869719","4,403352","11,117567",,"47,25573"
26/10/2005 7.00,"0,567862","16,408026","4,350127","9,736636",,"47,25573"
26/10/2005 8.00,"0,711606","34,695362","4,597668","27,656334",,"47,25573"
26/10/2005 9.00,"0,646268","34,037788","4,670324","26,886715",,"47,25573"
26/10/2005 10.00,"0,645687","23,868222","4,573167","16,859355",,"47,25573"
26/10/2005 11.00,"0,5924","27,300013","5,309876","19,214987",,"47,25573"
26/10/2005 12.00,"0,601838","41,32937","4,915331","33,806949",,"47,25573"
26/10/2005 13.00,"0,58848","36,542259","4,674549","29,386407",,"47,25573"
26/10/2005 14.00,"0,708557","34,066332","4,657651","26,934726",,"47,25573"
26/10/2005 15.00,"0,468983","23,839675","4,369559","17,143587",,"47,25573"
26/10/2005 16.00,"0,561619","17,667388","4,527545","10,724314",,"47,25573"
26/10/2005 17.00,"0,423537","16,667421","4,473475","9,806722",,"47,25573"
26/10/2005 18.00,"0,362991","18,297719","4,478544","11,430351",,"47,25573"
26/10/2005 19.00,"0,684454","20,68155","4,486147","13,804163",,"47,25573"
26/10/2005 20.00,"0,503685","22,489536","4,430388","15,699055",,"47,25573"
26/10/2005 21.00,"0,391885","21,428605","4,214951","14,96835",,"47,25573"
26/10/2005 22.00,"0,559005","18,58435","4,377162","11,872927",,"47,25573"
26/10/2005 23.00,"0,681114","15,982618","4,401663","9,231765",,"47,25573"
27/10/2005 0.00,"0,52895","13,798512","4,416025","7,024083",,"47,25573"
27/10/2005 1.00,,"13,192824","4,437147","6,385531",,"25,22439"
27/10/2005 2.00,"0,476446",,,,,"25,22439"
27/10/2005 3.00,"0,507859","13,572838","4,323091","6,94102",,"25,22439"
27/10/2005 4.00,"0,565452","13,063128","4,355196","6,381638",,"25,22439"
27/10/2005 5.00,"0,652713","12,954182","4,301972","6,354383",,"25,22439"
27/10/2005 6.00,"0,769643","15,064361","4,356886","8,381657",,"25,22439"
27/10/2005 7.00,"0,51135","18,721829","4,38899","11,992333",,"25,22439"
27/10/2005 8.00,"0,717286","23,009619","4,399973","16,266226",,"25,22439"
27/10/2005 9.00,"0,823745","25,995246","4,50051","19,09948",,"25,22439"
27/10/2005 10.00,"0,685872","19,091466","4,3873","12,364827",,"25,22439"
27/10/2005 11.00,"0,579413","16,142147","4,309575","9,532871",,"25,22439"
27/10/2005 12.00,"0,581158","15,213512","4,176934","8,80736",,"25,22439"
27/10/2005 13.00,"0,363006","17,061701","4,319713","10,437488",,"25,22439"
27/10/2005 14.00,"0,541019","13,808888","4,248746","7,291446",,"25,22439"
27/10/2005 15.00,"0,178013","12,943806","4,16088","6,560745",,"25,22439"
27/10/2005 16.00,"0,069809","12,86988","4,034999","6,680149",,"25,22439"
27/10/2005 17.00,"0,293197","13,803701","3,859269","7,884574",,"25,22439"
27/10/2005 18.00,"0,401401","19,778856","4,574012","12,765863",,"25,22439"
27/10/2005 19.00,"0,490408","19,527236","4,648358","12,399869",,"25,22439"
27/10/2005 20.00,"0,464229","16,979993","4,347592","10,312882",,"25,22439"
27/10/2005 21.00,"0,35777","16,088971","4,44475","9,271999",,"25,22439"
27/10/2005 22.00,"0,294943","16,701142","4,452352","9,872914",,"25,22439"
27/10/2005 23.00,"0,352535","15,17979","4,464181","8,332339",,"25,22439"
28/10/2005 0.00,"0,322866","14,085143","4,431233","7,287551",,"25,22439"
28/10/2005 1.00,"0,205936","13,847797","4,401663","7,095466",,"21,48365"
28/10/2005 2.00,"0,223389","13,719397","4,398282","6,972169",,"21,48365"
28/10/2005 3.00,"0,146599","13,408124","4,403352","6,652894",,"21,48365"
28/10/2005 4.00,"0,157071","13,67141","4,413491","6,900787",,"21,48365"
28/10/2005 5.00,"0,272255","13,041081","4,360265","6,351786",,"21,48365"
28/10/2005 6.00,"0,322866","13,349759","4,33323","6,702212",,"21,48365"
28/10/2005 7.00,"0,375223","14,688238","4,377162","7,974126",,"21,48365"
28/10/2005 8.00,"0,39093","20,142002","4,375472","13,434274",,"21,48365"
28/10/2005 9.00,"0,417108","18,343113","4,368714","11,644508",,"21,48365"
28/10/2005 10.00,"0,500879","18,707563","4,396594","11,966376",,"21,48365"
28/10/2005 11.00,"0,458993","15,527381","4,296056","8,938445",,"21,48365"
28/10/2005 12.00,"0,359516","16,762101","4,312953","10,148062",,"21,48365"
28/10/2005 13.00,"0,389185","16,428777","4,288453","9,852148",,"21,48365"
28/10/2005 14.00,"0,713796","14,216138","4,299435","7,621106",,"21,48365"
28/10/2005 15.00,"0,450268","13,631204","4,163416","7,244723",,"21,48365"
28/10/2005 16.00,"0,67191","14,03586","4,284229","7,464062",,"21,48365"
28/10/2005 17.00,"0,720776","14,494988","4,33323","7,848232",,"21,48365"
28/10/2005 18.00,"0,649222","15,216107","4,304506","8,613978",,"21,48365"
28/10/2005 19.00,"0,731248","15,894426","4,290987","9,313532",,"21,48365"
28/10/2005 20.00,"0,729503","15,557211","4,33323","8,911191",,"21,48365"
28/10/2005 21.00,"0,556726","14,657111","4,30535","8,053298",,"21,48365"
28/10/2005 22.00,"0,528802","14,009919","4,323936","7,377106",,"21,48365"
28/10/2005 23.00,"0,523567","13,646768","4,329005","7,005914",,"21,48365"
29/10/2005 0.00,"0,86563","12,911381","4,38899","6,17787",,"21,48365"
29/10/2005 1.00,,"13,126679","4,359421","6,438742",,"33,655941"
29/10/2005 2.00,"0,883439",,,,,"33,655941"
29/10/2005 3.00,"0,651611","14,959306","4,354351","8,280425",,"33,655941"
29/10/2005 4.00,"0,738231","14,572806","4,326472","7,936488",,"33,655941"
29/10/2005 5.00,"0,747807","14,165556","4,300281","7,569191",,"33,655941"
29/10/2005 6.00,"0,770268","14,039751","4,351817","7,364127",,"33,655941"
29/10/2005 7.00,"0,884397","15,609089","4,322247","8,979977",,"33,655941"
29/10/2005 8.00,"0,91182","21,051176","4,315489","14,436233",,"33,655941"
29/10/2005 9.00,"0,853318","20,406585","4,356886","13,727589",,"33,655941"
29/10/2005 10.00,"0,948644","17,902141","4,269865","11,355079",,"33,655941"
29/10/2005 11.00,"0,812228","16,657046","4,273246","10,103935",,"33,655941"
29/10/2005 12.00,"0,730744","17,053922","4,30366","10,454353",,"33,655941"
29/10/2005 13.00,"0,611652","20,112174","4,309575","13,505648",,"33,655941"
29/10/2005 14.00,"0,641338","16,343178","4,241986","9,837871",,"33,655941"
29/10/2005 15.00,"0,447204","16,673905","4,339143","10,019574",,"33,655941"
29/10/2005 16.00,"0,666932","16,903471","4,349282","10,233716",,"33,655941"
29/10/2005 17.00,"0,447292","17,70111","4,368714","11,002055",,"33,655941"
29/10/2005 18.00,"0,543836","18,655682","4,306194","12,053336",,"33,655941"
29/10/2005 19.00,"0,607909","19,516873","4,335764","12,869696",,"33,655941"
29/10/2005 20.00,"0,662232","18,638823","4,320557","12,014398",,"33,655941"
29/10/2005 21.00,"0,594154","16,742645","4,351817","10,068892",,"33,655941"
29/10/2005 22.00,"0,732224","15,271876","4,304506","8,669786",,"33,655941"
29/10/2005 23.00,"0,475411","15,099379","4,319713","8,473808",,"33,655941"
30/10/2005 0.00,"0,442155","14,098114","4,31042","7,486126",,"33,655941"
30/10/2005 1.00,"0,516675","13,716802","4,27578","7,157765",,"38,800701"
30/10/2005 2.00,"0,744237","14,017701","4,335764","7,366722",,"38,800701"
30/10/2005 3.00,"1,016112","13,934696","4,326472","7,297935",,"38,800701"
30/10/2005 4.00,"0,695661","14,274502","4,319713","7,648361",,"38,800701"
30/10/2005 5.00,"0,58188","14,354915","4,312953","7,739212",,"38,800701"
30/10/2005 6.00,"0,496304","14,657111","4,323091","8,026042",,"38,800701"
30/10/2005 7.00,"0,607387","15,325052","4,320557","8,69834",,"38,800701"
30/10/2005 8.00,"0,51119","17,245872","4,299435","10,652928",,"38,800701"
30/10/2005 9.00,"0,64778","16,404135","4,309575","9,79504",,"38,800701"
30/10/2005 10.00,"0,639859","15,310786","4,267331","8,76583",,"38,800701"
30/10/2005 11.00,"0,583272","15,037122","4,259728","8,503658",,"38,800701"
30/10/2005 12.00,"0,463658","14,945038","4,1989","8,504956",,"38,800701"
30/10/2005 13.00,"0,49909","15,585744","4,199744","9,144807",,"38,800701"
30/10/2005 14.00,"0,436932","14,103302","4,163416","7,71715",,"38,800701"
30/10/2005 15.00,"0,528862","13,867254","4,141449","7,51468",,"38,800701"
30/10/2005 16.00,"0,559854","14,362697","4,142293","8,009169",,"38,800701"
30/10/2005 17.00,"0,467662","14,863329","4,260572","8,328445",,"38,800701"
30/10/2005 18.00,"0,475933","17,353522","4,296056","10,765844",,"38,800701"
30/10/2005 19.00,"0,417344","14,919098","4,290987","8,33753",,"38,800701"
30/10/2005 20.00,"0,555502","17,060404","4,268177","10,515353",,"38,800701"
30/10/2005 21.00,"0,695661","20,263931","4,327316","13,630244",,"38,800701"
30/10/2005 22.00,"0,63568","20,043438","4,348437","13,377158",,"38,800701"
30/10/2005 23.00,"0,418476","15,759538","4,285918","9,18634",,"38,800701"
31/10/2005 0.00,"0,543314","15,463829","4,372093","8,75804",,"38,800701"
31/10/2005 1.00,,"16,580524","4,329005","9,9417",,"39,714821"
31/10/2005 2.00,"0,439712",,,,,"39,714821"
31/10/2005 3.00,"0,45575","16,685579","4,388145","9,955977",,"39,714821"
31/10/2005 4.00,"0,258903","15,388604","4,343368","8,726891",,"39,714821"
31/10/2005 5.00,"0,495304","14,30563","4,383921","7,580871",,"39,714821"
31/10/2005 6.00,"0,505777","15,279658","4,388145","8,549084",,"39,714821"
31/10/2005 7.00,"0,343817","20,258728","4,339143","13,606891",,"39,714821"
31/10/2005 8.00,"0,460149","19,607654","4,35604","12,929395",,"39,714821"
31/10/2005 9.00,"0,625968","30,813523","4,495441","23,928851",,"39,714821"
31/10/2005 10.00,"0,383132","19,122581","4,254659","12,599735",,"39,714821"
31/10/2005 11.00,"0,317338","15,047499","4,178622","8,638638",,"39,714821"
31/10/2005 12.00,"0,421341","15,84903","3,875322","9,906657",,"39,714821"
31/10/2005 13.00,"0,355277","16,580524","4,039222","10,386861",,"39,714821"
31/10/2005 14.00,"0,252948","17,413182","3,881235","11,4628",,"39,714821"
31/10/2005 15.00,"0,319911","15,358773","4,062878","9,127934",,"39,714821"
31/10/2005 16.00,"0,383163","14,020296","3,960651","7,945572",,"39,714821"
31/10/2005 17.00,"0,559125","14,191496","4,144828","7,833957",,"39,714821"
31/10/2005 18.00,"0,552154","19,012352","4,207348","12,562102",,"39,714821"
31/10/2005 19.00,"0,620643","15,903503","4,244521","9,393998",,"39,714821"
31/10/2005 20.00,"0,644758","21,187368","4,263108","14,652973",,"39,714821"
31/10/2005 21.00,"0,650652","23,796885","4,314644","17,185121",,"39,714821"
31/10/2005 22.00,"0,616842","22,045971","4,288453","15,473229",,"39,714821"
31/10/2005 23.00,"0,52735","19,081089","4,284229","12,512776",,"39,714821"
01/11/2005 0.00,"0,397434","17,065592","4,299435","10,47253",,"39,714821"
01/11/2005 1.00,"0,452758","16,546802","4,339143","9,892382",,"34,635311"
01/11/2005 2.00,"0,550239","15,801043","4,347592","9,133127",,"34,635311"
01/11/2005 3.00,"0,468137","14,662298","4,354351","7,983212",,"34,635311"
01/11/2005 4.00,"0,31267","14,509254","4,408421","7,746999",,"34,635311"
01/11/2005 5.00,"0,409612","14,623388","4,365334","7,927404",,"34,635311"
01/11/2005 6.00,"0,278591","14,657111","4,371247","7,952063",,"34,635311"
01/11/2005 7.00,"0,258424","16,326317","4,38054","9,608147",,"34,635311"
01/11/2005 8.00,"0,425561","17,498781","4,397438","10,755458",,"34,635311"
01/11/2005 9.00,"0,534501","17,37946","4,347592","10,712635",,"34,635311"
01/11/2005 10.00,"0,417152","15,491064","4,315489","8,872253",,"34,635311"
01/11/2005 11.00,"0,424304","14,190198","4,224245","7,710658",,"34,635311"
01/11/2005 12.00,"0,535967","14,76476","4,187916","8,341425",,"34,635311"
01/11/2005 13.00,"0,737362","14,561134","4,086534","8,293403",,"34,635311"
01/11/2005 14.00,"0,16953","13,300476","3,878701","7,351148",,"34,635311"
01/11/2005 15.00,"0,196279","13,996949","4,092448","7,719743",,"34,635311"
01/11/2005 16.00,"0,158101","14,251157","4,132156","7,913128",,"34,635311"
01/11/2005 17.00,"0,197505","14,524819","4,243677","8,015658",,"34,635311"
01/11/2005 18.00,"0,266772","17,566224","4,261418","11,031909",,"34,635311"
01/11/2005 19.00,"0,206722","20,567422","4,280849","14,005333",,"34,635311"
01/11/2005 20.00,"0,324998","22,914938","4,338299","16,266226",,"34,635311"
01/11/2005 21.00,"0,263451","19,938373","4,329851","13,300585",,"34,635311"
01/11/2005 22.00,"0,101191","21,257406","4,362799","14,569908",,"34,635311"
01/11/2005 23.00,"0,153433","22,183443","4,406732","15,429093",,"34,635311"
02/11/2005 0.00,"0,197505","24,764414","4,399973","18,022252",,"34,635311"
02/11/2005 1.00,,"20,921485","4,350972","14,251927",,"47,16605"
02/11/2005 2.00,"0,889285",,,,,"47,16605"
02/11/2005 3.00,"1,702577","21,922763","4,547822","14,951486",,"47,16605"
02/11/2005 4.00,"1,884088","18,799647","4,464181","11,9547",,"47,16605"
02/11/2005 5.00,"1,557368","18,3483","4,432921","11,551059",,"47,16605"
02/11/2005 6.00,"1,297595","18,265296","4,348437","11,597779",,"47,16605"
02/11/2005 7.00,"0,742049","21,228878","4,378008","14,517991",,"47,16605"
02/11/2005 8.00,"0,736725","38,776946","4,542752","31,825105",,"47,16605"
02/11/2005 9.00,"0,510986","47,189115","4,631461","40,106836",,"47,16605"
02/11/2005 10.00,"0,841487","25,493326","4,398282","18,754248",,"47,16605"
02/11/2005 11.00,"0,954478","24,750151","4,382231","18,03522",,"47,16605"
02/11/2005 12.00,"1,254244","23,712586","4,427008","16,928138",,"47,16605"
02/11/2005 13.00,"1,18527","23,543966","4,540218","16,585499",,"47,16605"
02/11/2005 14.00,"2,085566","26,350628","4,57739","19,336992",,"47,16605"
02/11/2005 15.00,"2,248927","19,67121","4,458268","12,835945",,"47,16605"
02/11/2005 16.00,"1,433849","25,658046","4,55627","18,676373",,"47,16605"
02/11/2005 17.00,"0,743985","31,889979","4,718481","24,663442",,"47,16605"
02/11/2005 18.00,"1,339555","40,377385","4,727775","33,142453",,"47,16605"
02/11/2005 19.00,"1,577334","24,779997","4,590064","17,745802",,"47,16605"
02/11/2005 20.00,"1,659015","21,891635","4,482768","15,020268",,"47,16605"
02/11/2005 21.00,"1,795147","20,776231","4,436302","13,975477",,"47,16605"
02/11/2005 22.00,"1,902239","17,125252","4,412647","10,358309",,"47,16605"
02/11/2005 23.00,"1,735249","16,015044","4,33492","9,366742",,"47,16605"
03/11/2005 0.00,"1,751585","15,528678","4,36449","8,834616",,"47,16605"
03/11/2005 1.00,"1,551923","14,911317","4,390678","8,176595",,"25,5238"
03/11/2005 2.00,"1,421234","14,961899","4,395748","8,219424",,"25,5238"
03/11/2005 3.00,"1,446646","13,782948","4,409266","7,018893",,"25,5238"
03/11/2005 4.00,"1,235821","13,552087","4,395748","6,808637",,"25,5238"
03/11/2005 5.00,"1,553738","13,19931","4,365334","6,502339",,"25,5238"
03/11/2005 6.00,"1,466613","13,460004","4,367024","6,760616",,"25,5238"
03/11/2005 7.00,"1,548292","18,330143","4,361109","11,643206",,"25,5238"
03/11/2005 8.00,"1,397608","17,082453","4,322247","10,454353",,"25,5238"
03/11/2005 9.00,"1,662644","27,240339","4,426164","20,459643",,"25,5238"
03/11/2005 10.00,"1,510175","20,38972","4,343368","13,731484",,"25,5238"
03/11/2005 11.00,"1,408529","17,073374","4,336608","10,423206",,"25,5238"
03/11/2005 12.00,"1,27058","16,343178","4,35604","9,662657",,"25,5238"
03/11/2005 13.00,"1,462982","16,755615","4,349282","10,085763",,"25,5238"
03/11/2005 14.00,"1,27784","17,925486","4,25297","11,404401",,"25,5238"
03/11/2005 15.00,"1,268764","16,856779","4,405887","10,10004",,"25,5238"
03/11/2005 16.00,"1,51556","16,642778","4,234383","10,14936",,"25,5238"
03/11/2005 17.00,"1,44117","15,427514","4,290987","8,846296",,"25,5238"
03/11/2005 18.00,"1,551923","19,043479","4,273246","12,492017",,"25,5238"
03/11/2005 19.00,"1,67172","22,254781","4,33323","15,613398",,"25,5238"
03/11/2005 20.00,"1,718913","21,91368","4,367869","15,218843",,"25,5238"
03/11/2005 21.00,"1,35952","18,474108","4,283384","11,906678",,"25,5238"
03/11/2005 22.00,"1,375856","17,97088","4,284229","11,401799",,"25,5238"
03/11/2005 23.00,"1,644493","19,627099","4,404197","12,874886",,"25,5238"
04/11/2005 0.00,"1,127156","18,062965","4,454043","11,233078",,"25,5238"
04/11/2005 1.00,,"16,066922","4,382231","9,345976",,"26,978291"
04/11/2005 2.00,"0,467657",,,,,"26,978291"
04/11/2005 3.00,"0,52912","15,439186","4,584995","8,406318",,"26,978291"
04/11/2005 4.00,"0,711507","14,854251","4,503889","7,945572",,"26,978291"
04/11/2005 5.00,"0,725708","14,711584","4,600202","7,654849",,"26,978291"
04/11/2005 6.00,"0,666607","15,673939","4,576546","8,65421",,"26,978291"
04/11/2005 7.00,"0,990358","21,414342","4,736223","14,153291",,"26,978291"
04/11/2005 8.00,"0,952967","36,599292","4,843519","29,183945",,"26,978291"
04/11/2005 9.00,"1,003559","47,818123","4,825777","40,437784",,"26,978291"
04/11/2005 10.00,"0,765189","24,948598","4,504734","18,045606",,"26,978291"
04/11/2005 11.00,"0,776421","19,065526","4,307885","12,460869",,"26,978291"
04/11/2005 12.00,"0,913818","19,003273","4,251279","12,485526",,"26,978291"
04/11/2005 13.00,"0,671784","18,835963","4,070482","12,59584",,"26,978291"
04/11/2005 14.00,"0,76419","20,287276","4,100051","14,002738",,"26,978291"
04/11/2005 15.00,"0,773939","18,012383","3,968256","11,92874",,"26,978291"
04/11/2005 16.00,"0,794558","18,073342","4,040067","11,879417",,"26,978291"
04/11/2005 17.00,"1,28253","21,772306","4,234383","15,282436",,"26,978291"
04/11/2005 18.00,"0,856625","21,879952","4,248746","15,368094",,"26,978291"
04/11/2005 19.00,"0,742148","24,900606","4,269865","18,3584",,"26,978291"
04/11/2005 20.00,"0,989662","33,691505","4,396594","26,96069",,"26,978291"
04/11/2005 21.00,"1,110224","30,570986","4,456577","23,745854",,"26,978291"
04/11/2005 22.00,"1,355739","52,862075","4,726929","45,637066",,"26,978291"
04/11/2005 23.00,"1,187552","52,007374","4,768327","44,71818",,"26,978291"
