Stat,Italgreen,,,,
,,,,,,,,,
Parm,NO2,NOX,PM10,BENZENE,PM2.5
Unit,ug/m3 293K,ug/m3 293K,ug/m3,ug/m3,ug/m3 293K
Field,Aver,Aver,Aver,,Aver
,,,,,,,
,,,,,,
,,,,,,,
18/01/2014 12.00,"13,6","27,0","19,1","0,4","6,8"
18/01/2014 13.00,"14,8","27,9","19,1","0,4","6,8"
18/01/2014 14.00,"14,5","27,7","19,1","0,5","6,8"
18/01/2014 15.00,"11,6","24,2","19,1","0,4","6,8"
18/01/2014 16.00,"11,5","24,6","19,1","0,4","6,8"
18/01/2014 17.00,"11,8","23,9","19,1","0,3","6,8"
18/01/2014 18.00,"14,3","27,3","19,1","0,3","6,8"
18/01/2014 19.00,"11,3","23,4","19,1","0,3","6,8"
18/01/2014 20.00,"9,4","19,2","19,1","0,2","6,8"
18/01/2014 21.00,"7,6","17,4","19,1","0,2","6,8"
18/01/2014 22.00,"6,6","15,8","19,1","0,2","6,8"
18/01/2014 23.00,"5,9","14,7","19,1","0,2","6,8"
19/01/2014 0.00,"5,8","14,8","19,1","0,2","6,8"
19/01/2014 1.00,"6,6","16,3","24,2","0,2","8,7"
19/01/2014 2.00,"6,2","15,8","24,2","0,1","8,7"
19/01/2014 3.00,"4,9","14,0","24,2","0,1","8,7"
19/01/2014 4.00,"5,6","14,9","24,2","0,1","8,7"
19/01/2014 5.00,"6,6","15,7","24,2","0,1","8,7"
19/01/2014 6.00,"5,0","14,3","24,2","0,1","8,7"
19/01/2014 7.00,"5,6","15,1","24,2","0,1","8,7"
19/01/2014 8.00,"6,0","15,1","24,2","0,1","8,7"
19/01/2014 9.00,"6,5","15,7","24,2","0,1","8,7"
19/01/2014 10.00,"7,5","16,6","24,2","0,2","8,7"
19/01/2014 11.00,"8,1","18,2","24,2","0,1","8,7"
19/01/2014 12.00,"10,0","21,0","24,2","0,3","8,7"
19/01/2014 13.00,"10,0","21,0","24,2","0,3","8,7"
19/01/2014 14.00,"9,0","19,3","24,2","0,3","8,7"
19/01/2014 15.00,"8,6","18,8","24,2","0,4","8,7"
19/01/2014 16.00,"9,8","20,8","24,2","0,4","8,7"
19/01/2014 17.00,"8,4","19,6","24,2","0,2","8,7"
19/01/2014 18.00,"9,5","19,9","24,2","0,3","8,7"
19/01/2014 19.00,"9,2","20,1","24,2","0,3","8,7"
19/01/2014 20.00,"8,1","17,7","24,2","0,2","8,7"
19/01/2014 21.00,"8,0","17,7","24,2","0,2","8,7"
19/01/2014 22.00,"7,9","17,7","24,2","0,1","8,7"
19/01/2014 23.00,"7,6","17,4","24,2","0,2","8,7"
20/01/2014 0.00,"8,0","18,9","24,2","0,2","8,7"
20/01/2014 1.00,"7,0","18,4","49,8","0,2","12,7"
20/01/2014 2.00,,,"49,8","0,1","12,7"
20/01/2014 3.00,"8,3","21,2","49,8","0,1","12,7"
20/01/2014 4.00,"9,2","23,3","49,8","0,1","12,7"
20/01/2014 5.00,"9,5","24,6","49,8","0,2","12,7"
20/01/2014 6.00,"9,9","24,5","49,8","0,3","12,7"
20/01/2014 7.00,"15,5","31,1","49,8","0,3","12,7"
20/01/2014 8.00,"19,0","35,1","49,8","0,4","12,7"
20/01/2014 9.00,"19,1","35,5","49,8","0,5","12,7"
20/01/2014 10.00,"17,4","32,2","49,8","0,4","12,7"
20/01/2014 11.00,"13,6","27,0","49,8","0,4","12,7"
20/01/2014 12.00,"15,2","28,6","49,8","0,4","12,7"
20/01/2014 13.00,"13,5","27,8","49,8","0,3","12,7"
20/01/2014 14.00,"16,0","32,2","49,8","0,3","12,7"
20/01/2014 15.00,"12,5","26,7","49,8","0,5","12,7"
20/01/2014 16.00,"14,6","28,4","49,8","0,4","12,7"
20/01/2014 17.00,"18,2","32,2","49,8","0,4","12,7"
20/01/2014 18.00,"34,7","56,8","49,8","0,6","12,7"
20/01/2014 19.00,"34,2","55,7","49,8","1,2","12,7"
20/01/2014 20.00,"21,5","41,1","49,8","0,9","12,7"
20/01/2014 21.00,"16,5","31,8","49,8","0,6","12,7"
20/01/2014 22.00,"12,5","23,8","49,8","0,5","12,7"
20/01/2014 23.00,"12,3","25,4","49,8","0,6","12,7"
21/01/2014 0.00,"9,7","21,9","49,8","0,5","12,7"
21/01/2014 1.00,"8,5","21,0","7,4","0,4","3,7"
21/01/2014 2.00,"7,5","19,0","7,4","0,3","3,7"
21/01/2014 3.00,"6,3","16,2","7,4","0,3","3,7"
21/01/2014 4.00,"6,4","15,8","7,4","0,2","3,7"
21/01/2014 5.00,"6,1","14,9","7,4","0,3","3,7"
21/01/2014 6.00,"5,8","14,6","7,4","0,2","3,7"
21/01/2014 7.00,"7,1","16,0","7,4","0,3","3,7"
21/01/2014 8.00,"9,4","19,2","7,4","0,3","3,7"
21/01/2014 9.00,"9,6","19,4","7,4","0,3","3,7"
21/01/2014 10.00,"10,0","20,0","7,4","0,3","3,7"
21/01/2014 11.00,"10,3","20,5","7,4","0,3","3,7"
21/01/2014 12.00,"15,8","27,8","7,4","0,4","3,7"
21/01/2014 13.00,"14,5","26,4","7,4","0,4","3,7"
21/01/2014 14.00,"14,6","27,2","7,4","0,5","3,7"
21/01/2014 15.00,"12,0","23,2","7,4","0,4","3,7"
21/01/2014 16.00,"11,3","21,8","7,4","0,7","3,7"
21/01/2014 17.00,"12,1","23,1","7,4","0,5","3,7"
21/01/2014 18.00,"13,6","25,6","7,4","2,1","3,7"
21/01/2014 19.00,"14,7","29,2","7,4","1,6","3,7"
21/01/2014 20.00,"15,2","29,1","7,4","1,1","3,7"
21/01/2014 21.00,"16,0","30,0","7,4","1,2","3,7"
21/01/2014 22.00,"19,5","33,3","7,4","1,1","3,7"
21/01/2014 23.00,"18,5","31,4","7,4","1,0","3,7"
22/01/2014 0.00,"15,2","27,2","7,4","0,8","3,7"
22/01/2014 1.00,"13,8","25,7","11,2","0,7","7,0"
22/01/2014 2.00,,,"11,2","0,5","7,0"
22/01/2014 3.00,"9,0","19,2","11,2","0,5","7,0"
22/01/2014 4.00,"10,8","21,1","11,2","0,4","7,0"
22/01/2014 5.00,"11,3","22,3","11,2","0,4","7,0"
22/01/2014 6.00,"19,0","32,2","11,2","0,4","7,0"
22/01/2014 7.00,"21,6","36,1","11,2","0,4","7,0"
22/01/2014 8.00,"23,6","39,7","11,2","0,5","7,0"
22/01/2014 9.00,"26,7","45,5","11,2","0,5","7,0"
22/01/2014 10.00,"18,8","34,9","11,2","0,5","7,0"
22/01/2014 11.00,"13,0","26,3","11,2","0,5","7,0"
22/01/2014 12.00,"10,6","21,8","11,2","0,5","7,0"
22/01/2014 13.00,"10,7","23,1","11,2","0,7","7,0"
22/01/2014 14.00,"8,4","19,0","11,2","0,6","7,0"
22/01/2014 15.00,"10,9","22,6","11,2","0,5","7,0"
22/01/2014 16.00,"16,5","29,6","11,2","0,5","7,0"
22/01/2014 17.00,"35,2","54,1","11,2","0,8","7,0"
22/01/2014 18.00,"53,5","125,8","11,2","1,4","7,0"
22/01/2014 19.00,"41,0","85,9","11,2","2,7","7,0"
22/01/2014 20.00,"25,1","48,9","11,2","1,1","7,0"
22/01/2014 21.00,"22,0","40,7","11,2","1,3","7,0"
22/01/2014 22.00,"17,5","34,2","11,2","1,3","7,0"
22/01/2014 23.00,"16,5","32,8","11,2","1,5","7,0"
23/01/2014 0.00,"12,7","27,7","11,2","1,1","7,0"
23/01/2014 1.00,"10,7","24,4","25,9","0,8","17,2"
23/01/2014 2.00,"11,0","25,0","25,9","0,8","17,2"
23/01/2014 3.00,"8,1","21,5","25,9","0,7","17,2"
23/01/2014 4.00,"8,5","21,5","25,9","0,4","17,2"
23/01/2014 5.00,"15,5","29,6","25,9","0,5","17,2"
23/01/2014 6.00,"16,0","30,9","25,9","0,5","17,2"
23/01/2014 7.00,"33,3","53,5","25,9","0,5","17,2"
23/01/2014 8.00,"40,5","68,7","25,9","0,7","17,2"
23/01/2014 9.00,"35,2","65,0","25,9","0,8","17,2"
23/01/2014 10.00,"31,3","56,2","25,9","0,9","17,2"
23/01/2014 11.00,"36,4","65,8","25,9","1,4","17,2"
23/01/2014 12.00,"26,3","45,6","25,9","1,1","17,2"
23/01/2014 13.00,"27,3","45,7","25,9","1,3","17,2"
23/01/2014 14.00,"27,7","46,2","25,9","1,8","17,2"
23/01/2014 15.00,"29,4","48,4","25,9","1,7","17,2"
23/01/2014 16.00,"28,7","46,8","25,9","1,3","17,2"
23/01/2014 17.00,"48,7","82,4","25,9","1,6","17,2"
23/01/2014 18.00,"61,8","115,3","25,9","2,6","17,2"
23/01/2014 19.00,"57,0","95,4","25,9","2,5","17,2"
23/01/2014 20.00,"46,5","78,3","25,9","2,6","17,2"
23/01/2014 21.00,"58,2","117,1","25,9","2,6","17,2"
23/01/2014 22.00,"43,9","75,7","25,9","2,9","17,2"
23/01/2014 23.00,"36,1","61,4","25,9","2,5","17,2"
24/01/2014 0.00,"33,1","58,1","25,9","1,8","17,2"
24/01/2014 1.00,"18,4","38,8","16,3","1,5","9,6"
24/01/2014 2.00,,,"16,3","0,8","9,6"
24/01/2014 3.00,"11,7","27,5","16,3","0,5","9,6"
24/01/2014 4.00,"12,2","27,6","16,3","0,5","9,6"
24/01/2014 5.00,"19,4","35,1","16,3","0,5","9,6"
24/01/2014 6.00,"16,7","32,4","16,3","0,5","9,6"
24/01/2014 7.00,"26,2","43,1","16,3","0,7","9,6"
24/01/2014 8.00,"27,2","45,2","16,3","0,9","9,6"
24/01/2014 9.00,"42,2","67,7","16,3","1,3","9,6"
24/01/2014 10.00,"35,9","57,8","16,3","1,3","9,6"
24/01/2014 11.00,"38,3","65,4","16,3","1,4","9,6"
24/01/2014 12.00,"19,6","37,1","16,3","0,8","9,6"
24/01/2014 13.00,"14,5","28,6","16,3","0,5","9,6"
24/01/2014 14.00,"15,0","27,1","16,3","1,9","9,6"
24/01/2014 15.00,"14,8","25,9","16,3","0,7","9,6"
24/01/2014 16.00,"19,9","33,2","16,3","0,8","9,6"
24/01/2014 17.00,"15,8","30,7","16,3","1,1","9,6"
24/01/2014 18.00,"14,5","28,0","16,3","1,5","9,6"
24/01/2014 19.00,"17,7","34,1","16,3","2,0","9,6"
24/01/2014 20.00,"14,2","28,9","16,3","1,4","9,6"
24/01/2014 21.00,"15,2","30,2","16,3","1,0","9,6"
24/01/2014 22.00,"14,1","31,6","16,3","1,0","9,6"
24/01/2014 23.00,"9,4","22,0","16,3","0,9","9,6"
25/01/2014 0.00,"9,4","21,1","16,3","0,8","9,6"
25/01/2014 1.00,"12,2","23,6","10,5","0,6","5,7"
25/01/2014 2.00,"9,3","21,4","10,5","0,5","5,7"
25/01/2014 3.00,"13,4","26,9","10,5","0,5","5,7"
25/01/2014 4.00,"8,9","21,3","10,5","0,5","5,7"
25/01/2014 5.00,"7,9","20,4","10,5","0,5","5,7"
25/01/2014 6.00,"10,2","23,7","10,5","0,9","5,7"
25/01/2014 7.00,"12,8","29,4","10,5","1,4","5,7"
25/01/2014 8.00,"11,5","26,6","10,5","1,4","5,7"
25/01/2014 9.00,"11,3","25,9","10,5","1,6","5,7"
25/01/2014 10.00,"11,6","26,4","10,5","2,6","5,7"
25/01/2014 11.00,"12,2","25,8","10,5","3,5","5,7"
25/01/2014 12.00,"11,4","24,4","10,5","3,5","5,7"
25/01/2014 13.00,"12,5","26,8","10,5","3,6","5,7"
25/01/2014 14.00,"7,6","17,7","10,5","3,5","5,7"
25/01/2014 15.00,"4,1","12,7","10,5","3,6","5,7"
25/01/2014 16.00,"4,9","13,5","10,5","3,6","5,7"
25/01/2014 17.00,"4,9","14,1","10,5","3,7","5,7"
25/01/2014 18.00,"5,1","13,8","10,5",,"5,7"
25/01/2014 19.00,"4,9","13,4","10,5",,"5,7"
25/01/2014 20.00,"4,8","13,1","10,5",,"5,7"
25/01/2014 21.00,"5,5","14,5","10,5",,"5,7"
25/01/2014 22.00,"5,3","14,8","10,5",,"5,7"
25/01/2014 23.00,"4,6","12,8","10,5",,"5,7"
26/01/2014 0.00,"3,9","11,9","10,5",,"5,7"
26/01/2014 1.00,"4,1","12,3","14,2",,"4,9"
26/01/2014 2.00,,,"14,2",,"4,9"
26/01/2014 3.00,"3,6","11,5","14,2",,"4,9"
26/01/2014 4.00,"4,0","12,6","14,2",,"4,9"
26/01/2014 5.00,"3,6","11,1","14,2",,"4,9"
26/01/2014 6.00,"3,5","11,1","14,2",,"4,9"
26/01/2014 7.00,"3,8","11,6","14,2",,"4,9"
26/01/2014 8.00,"4,0","12,0","14,2",,"4,9"
26/01/2014 9.00,"4,3","12,5","14,2",,"4,9"
26/01/2014 10.00,"4,3","12,6","14,2",,"4,9"
26/01/2014 11.00,"3,5","11,7","14,2",,"4,9"
26/01/2014 12.00,"4,1","12,3","14,2",,"4,9"
26/01/2014 13.00,"3,6","11,6","14,2",,"4,9"
26/01/2014 14.00,"3,3","11,0","14,2",,"4,9"
26/01/2014 15.00,"3,7","11,5","14,2",,"4,9"
26/01/2014 16.00,"4,4","12,1","14,2",,"4,9"
26/01/2014 17.00,"7,0","15,2","14,2",,"4,9"
26/01/2014 18.00,"8,7","17,6","14,2",,"4,9"
26/01/2014 19.00,"5,1","13,3","14,2",,"4,9"
26/01/2014 20.00,"4,3","12,2","14,2",,"4,9"
26/01/2014 21.00,"4,3","12,4","14,2",,"4,9"
26/01/2014 22.00,"4,2","12,4","14,2",,"4,9"
26/01/2014 23.00,"3,8","11,8","14,2",,"4,9"
27/01/2014 0.00,"4,2","12,0","14,2",,"4,9"
27/01/2014 1.00,"4,0","12,1","23,9",,"16,0"
27/01/2014 2.00,"4,1","12,1","23,9",,"16,0"
27/01/2014 3.00,"4,0","12,3","23,9",,"16,0"
27/01/2014 4.00,"4,1","12,3","23,9",,"16,0"
27/01/2014 5.00,"4,1","12,3","23,9",,"16,0"
27/01/2014 6.00,"4,6","12,9","23,9",,"16,0"
27/01/2014 7.00,"11,0","20,8","23,9",,"16,0"
27/01/2014 8.00,"17,5","29,7","23,9",,"16,0"
27/01/2014 9.00,"21,7","36,2","23,9",,"16,0"
27/01/2014 10.00,"18,6","32,5","23,9",,"16,0"
27/01/2014 11.00,"13,9","26,4","23,9",,"16,0"
27/01/2014 12.00,"11,5","22,8","23,9",,"16,0"
27/01/2014 13.00,"8,6","19,0","23,9",,"16,0"
27/01/2014 14.00,"8,2","18,2","23,9",,"16,0"
27/01/2014 15.00,"6,7","15,1","23,9",,"16,0"
27/01/2014 16.00,"9,1","18,0","23,9",,"16,0"
27/01/2014 17.00,"33,8","46,7","23,9",,"16,0"
27/01/2014 18.00,"59,4","125,4","23,9",,"16,0"
27/01/2014 19.00,"52,5","122,4","23,9","4,8","16,0"
27/01/2014 20.00,"46,9","102,9","23,9","4,1","16,0"
27/01/2014 21.00,"43,7","98,8","23,9","4,5","16,0"
27/01/2014 22.00,"35,1","66,2","23,9","3,5","16,0"
27/01/2014 23.00,"26,1","49,8","23,9","2,7","16,0"
28/01/2014 0.00,"28,7","51,5","23,9","2,2","16,0"
28/01/2014 1.00,"27,0","52,1","13,5","2,2","9,3"
28/01/2014 2.00,,,"13,5","1,7","9,3"
28/01/2014 3.00,"11,0","26,2","13,5","0,9","9,3"
28/01/2014 4.00,"10,6","24,3","13,5","0,8","9,3"
28/01/2014 5.00,"13,6","27,9","13,5","0,5","9,3"
28/01/2014 6.00,"12,9","28,5","13,5","0,5","9,3"
28/01/2014 7.00,"21,0","38,1","13,5","0,5","9,3"
28/01/2014 8.00,"38,6","59,9","13,5","0,7","9,3"
28/01/2014 9.00,"29,0","51,3","13,5","1,1","9,3"
28/01/2014 10.00,"24,4","45,9","13,5","1,0","9,3"
28/01/2014 11.00,"18,5","38,1","13,5","0,7","9,3"
28/01/2014 12.00,"18,3","36,0","13,5","0,9","9,3"
28/01/2014 13.00,"14,5","28,9","13,5","0,8","9,3"
28/01/2014 14.00,"18,1","31,6","13,5","0,7","9,3"
28/01/2014 15.00,"14,8","27,4","13,5","0,5","9,3"
28/01/2014 16.00,"10,3","21,5","13,5","0,6","9,3"
28/01/2014 17.00,"17,4","29,3","13,5","0,5","9,3"
28/01/2014 18.00,"28,2","44,7","13,5","0,9","9,3"
28/01/2014 19.00,"30,2","47,7","13,5","1,8","9,3"
28/01/2014 20.00,"28,4","46,8","13,5","1,7","9,3"
28/01/2014 21.00,"23,7","41,2","13,5","1,6","9,3"
28/01/2014 22.00,"18,5","32,3","13,5","1,2","9,3"
28/01/2014 23.00,"19,7","33,9","13,5","0,9","9,3"
29/01/2014 0.00,"16,0","28,7","13,5","0,9","9,3"
29/01/2014 1.00,"16,2","28,4","17,7","0,9","12,3"
29/01/2014 2.00,"13,7","26,3","17,7","0,8","12,3"
29/01/2014 3.00,"10,4","23,6","17,7","0,7","12,3"
29/01/2014 4.00,"13,3","27,8","17,7","0,7","12,3"
29/01/2014 5.00,"14,8","30,6","17,7","0,8","12,3"
29/01/2014 6.00,"18,3","35,0","17,7","0,8","12,3"
29/01/2014 7.00,"28,1","49,6","17,7","0,9","12,3"
29/01/2014 8.00,"36,4","65,5","17,7","1,2","12,3"
29/01/2014 9.00,"28,2","51,4","17,7","1,0","12,3"
29/01/2014 10.00,"21,7","39,9","17,7","0,9","12,3"
29/01/2014 11.00,"12,2","23,8","17,7","0,7","12,3"
29/01/2014 12.00,"9,5","19,5","17,7","0,6","12,3"
29/01/2014 13.00,"10,6","21,5","17,7","0,7","12,3"
29/01/2014 14.00,"12,6","24,9","17,7","0,8","12,3"
29/01/2014 15.00,"10,4","20,9","17,7","0,9","12,3"
29/01/2014 16.00,"15,6","27,5","17,7","0,9","12,3"
29/01/2014 17.00,"23,6","36,9","17,7","0,9","12,3"
29/01/2014 18.00,"45,7","67,7","17,7","1,0","12,3"
29/01/2014 19.00,"60,4","98,3","17,7","3,1","12,3"
29/01/2014 20.00,"57,1","99,9","17,7","2,7","12,3"
29/01/2014 21.00,"58,4","102,8","17,7","3,0","12,3"
29/01/2014 22.00,"35,1","57,6","17,7","3,3","12,3"
29/01/2014 23.00,"21,7","39,7","17,7","2,2","12,3"
30/01/2014 0.00,"30,6","48,5","17,7","1,4","12,3"
30/01/2014 1.00,"27,5","44,6","17,2","1,2","5,1"
30/01/2014 2.00,,,"17,2","0,8","5,1"
30/01/2014 3.00,"7,4","18,9","17,2","0,5","5,1"
30/01/2014 4.00,"6,2","16,8","17,2","0,6","5,1"
30/01/2014 5.00,"6,2","16,4","17,2","0,6","5,1"
30/01/2014 6.00,"6,8","16,8","17,2","0,4","5,1"
30/01/2014 7.00,"13,3","25,1","17,2","0,3","5,1"
30/01/2014 8.00,"14,8","26,5","17,2","0,4","5,1"
30/01/2014 9.00,"15,8","28,5","17,2","0,5","5,1"
30/01/2014 10.00,"12,2","23,5","17,2","0,4","5,1"
30/01/2014 11.00,"12,8","25,1","17,2","0,5","5,1"
30/01/2014 12.00,"11,5","23,8","17,2","0,4","5,1"
30/01/2014 13.00,"11,2","22,4","17,2","0,3","5,1"
30/01/2014 14.00,"11,7","22,5","17,2","0,3","5,1"
30/01/2014 15.00,"11,2","22,0","17,2","0,4","5,1"
30/01/2014 16.00,"13,5","24,2","17,2","0,4","5,1"
30/01/2014 17.00,"13,5","24,1","17,2","0,4","5,1"
30/01/2014 18.00,"14,0","24,4","17,2","0,4","5,1"
30/01/2014 19.00,"15,7","27,8","17,2","0,6","5,1"
30/01/2014 20.00,"15,2","27,1","17,2","0,6","5,1"
30/01/2014 21.00,"12,3","23,6","17,2","0,6","5,1"
30/01/2014 22.00,"10,0","20,3","17,2","0,8","5,1"
30/01/2014 23.00,"8,0","17,5","17,2","0,4","5,1"
31/01/2014 0.00,"8,2","17,9","17,2","0,4","5,1"
31/01/2014 1.00,"6,2","16,0","20,1","0,3",
31/01/2014 2.00,"6,1","16,0","20,1","0,3",
31/01/2014 3.00,"4,6","14,0","20,1","0,2",
31/01/2014 4.00,"4,5","13,9","20,1","0,2",
31/01/2014 5.00,"4,4","13,3","20,1","0,2",
31/01/2014 6.00,"5,1","14,6","20,1","0,3",
31/01/2014 7.00,"6,5","16,0","20,1","0,3",
31/01/2014 8.00,"11,5","22,7","20,1","0,3",
31/01/2014 9.00,"18,3","31,0","20,1","0,5",
31/01/2014 10.00,"15,7","27,7","20,1","0,5",
31/01/2014 11.00,"11,8","22,8","20,1","0,5",
31/01/2014 12.00,"11,2","21,7","20,1","0,5",
31/01/2014 13.00,"11,2","21,4","20,1","0,4",
31/01/2014 14.00,"12,0","22,5","20,1","0,4",
31/01/2014 15.00,"10,2","19,8","20,1","0,4",
31/01/2014 16.00,"11,6","21,4","20,1","0,4",
31/01/2014 17.00,"12,3","22,0","20,1","0,4",
31/01/2014 18.00,"12,7","22,8","20,1","0,6",
31/01/2014 19.00,"14,9","26,0","20,1","0,8",
31/01/2014 20.00,"13,5","24,4","20,1","0,8",
31/01/2014 21.00,"14,8","27,2","20,1","1,1",
31/01/2014 22.00,"13,2","26,5","20,1","1,1",
31/01/2014 23.00,"9,7","21,4","20,1","1,0",
01/02/2014 0.00,"9,0","19,9","20,1","0,6",
01/02/2014 1.00,"8,8","19,4","17,0","0,7",
01/02/2014 2.00,,,"17,0",,
01/02/2014 3.00,"5,4","14,6","17,0",,
01/02/2014 4.00,"4,9","14,3","17,0",,
01/02/2014 5.00,"6,0","16,6","17,0",,
01/02/2014 6.00,"6,4","17,4","17,0",,
01/02/2014 7.00,"7,2","18,1","17,0",,
01/02/2014 8.00,"10,0","21,6","17,0",,
01/02/2014 9.00,"11,2","23,3","17,0",,
01/02/2014 10.00,"11,5","23,8","17,0",,
01/02/2014 11.00,"12,2","24,7","17,0",,
01/02/2014 12.00,"12,4","24,9","17,0",,
01/02/2014 13.00,"12,1","24,5","17,0",,
01/02/2014 14.00,"10,7","22,1","17,0",,
01/02/2014 15.00,"7,4","17,9","17,0",,
01/02/2014 16.00,"8,3","18,3","17,0",,
01/02/2014 17.00,"11,2","22,9","17,0",,
01/02/2014 18.00,"14,6","26,9","17,0",,
01/02/2014 19.00,"14,3","26,6","17,0",,
01/02/2014 20.00,"16,9","30,4","17,0",,
01/02/2014 21.00,"17,6","32,2","17,0",,
01/02/2014 22.00,"15,2","30,8","17,0",,
01/02/2014 23.00,"12,5","27,7","17,0",,
02/02/2014 0.00,"13,1","30,1","17,0",,
02/02/2014 1.00,"14,5","33,9","13,9",,
02/02/2014 2.00,"17,3","37,6","13,9",,
02/02/2014 3.00,"17,5","37,6","13,9",,
02/02/2014 4.00,"9,4","26,8","13,9",,
02/02/2014 5.00,"8,2","25,0","13,9",,
02/02/2014 6.00,"9,2","27,0","13,9",,
02/02/2014 7.00,"9,1","26,0","13,9",,
02/02/2014 8.00,"10,0","25,6","13,9",,
02/02/2014 9.00,"9,7","24,6","13,9",,
02/02/2014 10.00,"9,8","22,7","13,9",,
02/02/2014 11.00,"10,4","23,2","13,9",,
02/02/2014 12.00,"11,6","24,4","13,9",,
02/02/2014 13.00,"10,4","22,0","13,9",,
02/02/2014 14.00,"9,2","20,6","13,9",,
02/02/2014 15.00,"7,5","18,1","13,9",,
02/02/2014 16.00,"8,8","20,5","13,9",,
02/02/2014 17.00,"9,4","21,1","13,9",,
02/02/2014 18.00,"9,7","21,1","13,9",,
02/02/2014 19.00,"11,6","23,1","13,9",,
02/02/2014 20.00,"12,7","24,7","13,9",,
02/02/2014 21.00,"14,9","28,0","13,9",,
02/02/2014 22.00,"14,6","28,6","13,9",,
02/02/2014 23.00,"11,6","25,3","13,9",,
03/02/2014 0.00,"10,0","22,9","13,9",,
03/02/2014 1.00,"7,9","20,2","11,8",,
03/02/2014 2.00,,,"11,8",,
03/02/2014 3.00,"7,2","20,4","11,8",,
03/02/2014 4.00,"7,2","20,1","11,8",,
03/02/2014 5.00,"8,3","21,7","11,8",,
03/02/2014 6.00,"9,2","22,8","11,8",,
03/02/2014 7.00,"9,6","22,8","11,8",,
03/02/2014 8.00,"25,6","44,1","11,8",,
03/02/2014 9.00,"32,9","57,6","11,8",,
03/02/2014 10.00,"19,9","38,5","11,8",,
03/02/2014 11.00,"20,0","38,6","11,8",,
03/02/2014 12.00,"18,3","35,8","11,8",,
03/02/2014 13.00,"16,3","32,5","11,8",,
03/02/2014 14.00,"15,7","31,7","11,8",,
03/02/2014 15.00,"14,4","30,0","11,8",,
03/02/2014 16.00,"13,6","28,1","11,8",,
03/02/2014 17.00,"16,3","31,5","11,8",,
03/02/2014 18.00,"20,8","36,8","11,8",,
03/02/2014 19.00,"34,9","59,0","11,8",,
03/02/2014 20.00,"30,8","51,7","11,8",,
03/02/2014 21.00,"25,7","45,4","11,8",,
03/02/2014 22.00,"16,1","31,3","11,8",,
03/02/2014 23.00,"15,8","32,9","11,8",,
04/02/2014 0.00,"13,8","30,8","11,8",,
04/02/2014 1.00,"10,8","26,5","14,7",,
04/02/2014 2.00,"8,3","23,1","14,7",,
04/02/2014 3.00,"6,1","18,5","14,7",,
04/02/2014 4.00,"7,1","19,8","14,7",,
04/02/2014 5.00,"7,7","20,4","14,7",,
04/02/2014 6.00,"8,4","21,1","14,7",,
04/02/2014 7.00,"12,7","25,7","14,7",,
04/02/2014 8.00,"17,5","31,5","14,7",,
04/02/2014 9.00,"15,4","28,4","14,7",,
04/02/2014 10.00,"11,8","23,3","14,7",,
04/02/2014 11.00,"14,8","27,1","14,7",,
04/02/2014 12.00,"13,6","25,4","14,7",,
04/02/2014 13.00,"23,3","39,5","14,7",,
04/02/2014 14.00,"25,2","44,9","14,7",,
04/02/2014 15.00,"22,6","37,2","14,7",,
04/02/2014 16.00,"20,1","34,4","14,7",,
04/02/2014 17.00,"23,2","39,9","14,7",,
04/02/2014 18.00,"40,3","67,0","14,7",,
04/02/2014 19.00,"52,6","91,5","14,7",,
04/02/2014 20.00,"37,8","64,3","14,7",,
04/02/2014 21.00,"32,9","60,5","14,7",,
04/02/2014 22.00,"32,6","56,6","14,7",,
04/02/2014 23.00,"19,2","40,5","14,7",,
05/02/2014 0.00,"15,4","35,5","14,7",,
05/02/2014 1.00,"11,4","27,7","12,0",,"5,6"
05/02/2014 2.00,,,"12,0",,"5,6"
05/02/2014 3.00,"9,0","22,1","12,0",,"5,6"
05/02/2014 4.00,"10,4","23,4","12,0",,"5,6"
05/02/2014 5.00,"12,7","26,4","12,0",,"5,6"
05/02/2014 6.00,"15,1","28,9","12,0",,"5,6"
05/02/2014 7.00,"23,9","39,7","12,0",,"5,6"
05/02/2014 8.00,"28,4","48,6","12,0",,"5,6"
05/02/2014 9.00,"19,1","36,9","12,0",,"5,6"
05/02/2014 10.00,"18,7","36,1","12,0",,"5,6"
05/02/2014 11.00,"14,3","29,1","12,0",,"5,6"
05/02/2014 12.00,"11,7","25,7","12,0",,"5,6"
05/02/2014 13.00,"12,4","24,7","12,0",,"5,6"
05/02/2014 14.00,"14,5","26,7","12,0",,"5,6"
05/02/2014 15.00,"13,4","25,1","12,0",,"5,6"
05/02/2014 16.00,"14,7","26,5","12,0",,"5,6"
05/02/2014 17.00,"13,8","23,6","12,0",,"5,6"
05/02/2014 18.00,"18,3","29,6","12,0",,"5,6"
05/02/2014 19.00,"19,2","33,3","12,0","1,1","5,6"
05/02/2014 20.00,"17,2","29,1","12,0","1,0","5,6"
05/02/2014 21.00,"19,8","33,7","12,0","1,3","5,6"
05/02/2014 22.00,"18,2","29,9","12,0","1,1","5,6"
05/02/2014 23.00,"16,8","29,8","12,0","1,2","5,6"
06/02/2014 0.00,"15,2","28,0","12,0","1,1","5,6"
06/02/2014 1.00,"11,5","24,3","11,5","1,0","5,8"
06/02/2014 2.00,"9,8","22,0","11,5","0,9","5,8"
06/02/2014 3.00,"7,9","19,2","11,5","0,8","5,8"
