TARANTO -  v.Alto Adige,,,,,
,,,,,,
,SO2,NO2,PM10,PM2.5,BENZENE
16/01/2011 15.00,"0,188699","17,13191","20,6","13,8","1,209709"
16/01/2011 16.00,"0,253043","12,177931","20,6","13,8","1,039282"
16/01/2011 17.00,"0,301299","14,245438","20,6","13,8","1,016424"
16/01/2011 18.00,"0,312437","16,925545","20,6","13,8","1,09423"
16/01/2011 19.00,"0,353269","24,285765","20,6","13,8","1,223424"
16/01/2011 20.00,"0,447928","24,695888","20,6","13,8","1,429334"
16/01/2011 21.00,"0,321717","28,502547","20,6","13,8","1,499017"
16/01/2011 22.00,"0,361313","34,284566","20,6","13,8","2,17466"
16/01/2011 23.00,"0,391009","36,16001","20,6","13,8","1,548352"
17/01/2011 0.00,"0,392865","36,344308","20,6","13,8","1,548729"
17/01/2011 1.00,"0,337803","32,031466","37,299992","24,9","1,861842"
17/01/2011 2.00,"0,425037","23,622549","37,299992","24,9","1,472056"
17/01/2011 3.00,"0,554342","23,455135","37,299992","24,9","1,321279"
17/01/2011 4.00,"0,401527","14,154593","37,299992","24,9","1,095092"
17/01/2011 5.00,"0,323573","10,425801","37,299992","24,9","0,93445"
17/01/2011 6.00,"0,578472","14,120842","37,299992","24,9","1,757626"
17/01/2011 7.00,"0,509178","27,408463","37,299992","24,9","1,535468"
17/01/2011 8.00,"0,500517","53,129681","37,299992","24,9","2,943738"
17/01/2011 9.00,"1,39328","84,265622","37,299992","24,9","4,817313"
17/01/2011 10.00,"1,778722","97,965964","37,299992","24,9","8,52515"
17/01/2011 11.00,"0,964531","66,517232","37,299992","24,9","6,420696"
17/01/2011 12.00,"0,561766","53,895417","37,299992","24,9","3,035256"
17/01/2011 13.00,"0,509178","54,260132","37,299992","24,9","2,844668"
17/01/2011 14.00,"0,561148","42,41965","37,299992","24,9","2,375627"
17/01/2011 15.00,"0,56981","40,785617","37,299992","24,9","2,185599"
17/01/2011 16.00,"0,507322","51,639716","37,299992","24,9","2,293506"
17/01/2011 17.00,"0,623636","73,817768","37,299992","24,9","2,553033"
17/01/2011 18.00,"1,114872","110,613672","37,299992","24,9","7,142738"
17/01/2011 19.00,"1,085794","88,60571","37,299992","24,9","5,080854"
17/01/2011 20.00,"1,031349","96,799184","37,299992","24,9","4,070782"
17/01/2011 21.00,"0,851311","84,037213","37,299992","24,9","4,199144"
17/01/2011 22.00,"0,877915","79,44922","37,299992","24,9","5,081917"
17/01/2011 23.00,"1,265212","84,551163","37,299992","24,9","4,845024"
18/01/2011 0.00,"0,773357","58,338043","37,299992","24,9","4,234014"
18/01/2011 1.00,,"53,467128","46,5","38,099991","3,482942"
18/01/2011 2.00,"0,750499",,"46,5","38,099991","3,619443"
18/01/2011 3.00,"0,821616","61,302907","46,5","38,099991","3,475341"
18/01/2011 4.00,"0,610694","47,594247","46,5","38,099991",
18/01/2011 5.00,"0,472471","41,708405","46,5","38,099991","2,381124"
18/01/2011 6.00,"0,562106","34,623319","46,5","38,099991","2,073613"
18/01/2011 7.00,"0,55224","52,78575","46,5","38,099991","1,703252"
18/01/2011 8.00,"0,698467","60,682002","46,5","38,099991","1,617693"
18/01/2011 9.00,"1,80965","63,982496","46,5","38,099991","3,365429"
18/01/2011 10.00,"1,686692","70,955945","46,5","38,099991","7,129932"
18/01/2011 11.00,"1,929722","91,359811","46,5","38,099991","5,221462"
18/01/2011 12.00,"1,459764","88,918515","46,5","38,099991","5,73339"
18/01/2011 13.00,"1,32331","70,676925","46,5","38,099991","4,689723"
18/01/2011 14.00,"1,073112","55,564497","46,5","38,099991","3,304911"
18/01/2011 15.00,"0,753198","42,348256","46,5","38,099991","3,045191"
18/01/2011 16.00,"0,578489","28,262457","46,5","38,099991","2,03366"
18/01/2011 17.00,"0,417647","44,622122","46,5","38,099991","2,125361"
18/01/2011 18.00,"0,590961","60,885766","46,5","38,099991","2,706265"
18/01/2011 19.00,"0,36059","53,17511","46,5","38,099991","2,306572"
18/01/2011 20.00,"0,356866","62,940307","46,5","38,099991","2,598619"
18/01/2011 21.00,"0,300088","65,900732","46,5","38,099991","3,044474"
18/01/2011 22.00,"0,490529","75,261001","46,5","38,099991","2,867777"
18/01/2011 23.00,"0,618419","85,432425","46,5","38,099991","3,283124"
19/01/2011 0.00,"0,76986","80,692577","46,5","38,099991","3,498297"
19/01/2011 1.00,"0,513147","67,302436",46,"38,799992","3,275187"
19/01/2011 2.00,"0,481872","48,72988",46,"38,799992","2,535689"
19/01/2011 3.00,"0,372318","31,90298",46,"38,799992","2,411725"
19/01/2011 4.00,"0,360124","32,773859",46,"38,799992","2,299173"
19/01/2011 5.00,"0,345976","22,537527",46,"38,799992","2,194797"
19/01/2011 6.00,"0,380602","22,403859",46,"38,799992","1,792162"
19/01/2011 7.00,"0,409549","37,875781",46,"38,799992","1,801824"
19/01/2011 8.00,"0,343556","56,155017",46,"38,799992","1,96718"
19/01/2011 9.00,"0,553636","72,966352",46,"38,799992","2,583556"
19/01/2011 10.00,"0,699492","73,728208",46,"38,799992","3,205552"
19/01/2011 11.00,"0,598873","71,298589",46,"38,799992","2,79586"
19/01/2011 12.00,"0,548844","64,648885",46,"38,799992","2,815616"
19/01/2011 13.00,"0,640479","60,173219",46,"38,799992","2,674577"
19/01/2011 14.00,"0,488388","61,645018",46,"38,799992","2,312064"
19/01/2011 15.00,"0,498998","47,531955",46,"38,799992","2,773864"
19/01/2011 16.00,"0,390096","39,452704",46,"38,799992","1,995591"
19/01/2011 17.00,"0,305114","42,385903",46,"38,799992","2,246105"
19/01/2011 18.00,"0,386373","70,961146",46,"38,799992","1,961968"
19/01/2011 19.00,"0,494066","80,910637",46,"38,799992","2,575918"
19/01/2011 20.00,"0,482524","80,458967",46,"38,799992","3,093888"
19/01/2011 21.00,"0,430213","84,581009",46,"38,799992","2,871939"
19/01/2011 22.00,"0,517708","93,185906",46,"38,799992","3,310918"
19/01/2011 23.00,"0,564527","65,639873",46,"38,799992","3,102046"
20/01/2011 0.00,"0,452924","57,977231",46,"38,799992","2,326447"
20/01/2011 1.00,,"56,068061","37,199982","31,19998","2,350207"
20/01/2011 2.00,"0,480668",,"37,199982","31,19998","2,003434"
20/01/2011 3.00,"0,580934","42,620869","37,199982","31,19998","1,985666"
20/01/2011 4.00,"0,536875","24,16896","37,199982","31,19998",
20/01/2011 5.00,"0,510315","14,721756","37,199982","31,19998","1,557451"
20/01/2011 6.00,"0,450649","16,119568","37,199982","31,19998","1,25667"
20/01/2011 7.00,"0,431872","38,606493","37,199982","31,19998","1,214326"
20/01/2011 8.00,"0,636443","64,126547","37,199982","31,19998","1,618645"
20/01/2011 9.00,"1,445462","102,664282","37,199982","31,19998","5,664107"
20/01/2011 10.00,"0,932799","97,524695","37,199982","31,19998","4,844565"
20/01/2011 11.00,"0,93737","97,432554","37,199982","31,19998","3,338493"
20/01/2011 12.00,"0,660161","64,868936","37,199982","31,19998","3,031207"
20/01/2011 13.00,"0,462878","44,280791","37,199982","31,19998","2,339574"
20/01/2011 14.00,"0,357875","42,519571","37,199982","31,19998","2,001745"
20/01/2011 15.00,"0,281656","37,380002","37,199982","31,19998","1,929884"
20/01/2011 16.00,"0,26152","30,577851","37,199982","31,19998","1,259256"
20/01/2011 17.00,"0,32131","42,22237","37,199982","31,19998","1,391854"
20/01/2011 18.00,"0,336258","54,231566","37,199982","31,19998","1,711252"
20/01/2011 19.00,"0,464361","66,73918","37,199982","31,19998","2,106021"
20/01/2011 20.00,"0,472638","78,808089","37,199982","31,19998","2,432182"
20/01/2011 21.00,"0,529463","80,226655","37,199982","31,19998","2,762066"
20/01/2011 22.00,"0,605312","94,260545","37,199982","31,19998","2,808285"
20/01/2011 23.00,"0,585671","82,030686","37,199982","31,19998","2,57632"
21/01/2011 0.00,"0,458802","68,518544","37,199982","31,19998","2,041646"
21/01/2011 1.00,"0,436442","69,14411","22,1","13,3","1,949108"
21/01/2011 2.00,"0,404077","56,332834","22,1","13,3","1,672348"
21/01/2011 3.00,"0,410871","49,948588","22,1","13,3","1,744302"
21/01/2011 4.00,"0,335516","27,626488","22,1","13,3","1,205208"
21/01/2011 5.00,"0,427795","27,019083","22,1","13,3","1,270578"
21/01/2011 6.00,"0,172947","11,388818","22,1","13,3","0,70717"
21/01/2011 7.00,"0,246696","13,377158","22,1","13,3","0,451866"
21/01/2011 8.00,"0,263867","49,180251","22,1","13,3","0,964259"
21/01/2011 9.00,"0,813096","81,837309","22,1","13,3","2,495676"
21/01/2011 10.00,"1,051515","84,817238","22,1","13,3","3,813787"
21/01/2011 11.00,"0,510192","68,38876","22,1","13,3","2,583397"
21/01/2011 12.00,"0,360346","50,960935","22,1","13,3","1,880974"
21/01/2011 13.00,"0,334775","42,746696","22,1","13,3","1,478842"
21/01/2011 14.00,"0,317727","52,270483","22,1","13,3","1,451155"
21/01/2011 15.00,"0,368623","41,307365","22,1","13,3","1,94585"
21/01/2011 16.00,"0,166523","22,865895","22,1","13,3","1,138559"
21/01/2011 17.00,"0,310068","29,431836","22,1","13,3","1,12424"
21/01/2011 18.00,"0,340828","59,526887","22,1","13,3","1,227936"
21/01/2011 19.00,"0,631749","59,384117","22,1","13,3","2,226745"
21/01/2011 20.00,"0,538728","61,726773","22,1","13,3","2,684863"
21/01/2011 21.00,"0,563064","50,54561","22,1","13,3","2,68358"
21/01/2011 22.00,"0,66152","52,774066","22,1","13,3","2,204609"
21/01/2011 23.00,"0,414824","34,576606","22,1","13,3","1,885021"
22/01/2011 0.00,"0,426313","27,579757","22,1","13,3","1,467014"
22/01/2011 1.00,,"24,80361","12,6","6,9","1,593024"
22/01/2011 2.00,"1,34227",,"12,6","6,9","1,861199"
22/01/2011 3.00,"1,184486","31,094892","12,6","6,9","2,058553"
22/01/2011 4.00,"1,723301","17,817188","12,6","6,9",
22/01/2011 5.00,"1,818744","13,927466","12,6","6,9","1,306637"
22/01/2011 6.00,"1,844908","14,154593","12,6","6,9","1,226286"
22/01/2011 7.00,"1,741542","26,828303","12,6","6,9","1,245663"
22/01/2011 8.00,"1,974988","56,701428","12,6","6,9","1,68748"
22/01/2011 9.00,"2,084434","56,543078","12,6","6,9","1,66312"
22/01/2011 10.00,"2,080196","52,619614","12,6","6,9","2,467583"
22/01/2011 11.00,"2,159424","46,892104","12,6","6,9","2,009948"
22/01/2011 12.00,"2,138604","62,713159","12,6","6,9","2,430836"
22/01/2011 13.00,"2,347913","66,588609","12,6","6,9","2,743612"
22/01/2011 14.00,"2,045557","60,348435","12,6","6,9","2,333266"
22/01/2011 15.00,"2,043714","43,036136","12,6","6,9","1,813698"
22/01/2011 16.00,"1,810084","14,412865","12,6","6,9","0,966296"
22/01/2011 17.00,"1,482301","19,658858","12,6","6,9","0,796432"
22/01/2011 18.00,"1,680003","48,115994","12,6","6,9","1,123618"
22/01/2011 19.00,"1,240564","33,690148","12,6","6,9","1,517994"
22/01/2011 20.00,"1,367144","31,99774","12,6","6,9","1,002503"
22/01/2011 21.00,"1,28331","30,367607","12,6","6,9","1,057476"
22/01/2011 22.00,"1,481379","37,897848","12,6","6,9","1,088984"
22/01/2011 23.00,"1,519152","25,304593","12,6","6,9","0,923262"
23/01/2011 0.00,"1,66342","17,857418","12,6","6,9","0,757557"
23/01/2011 1.00,"1,638363","17,074796","11,7",7,"0,730692"
23/01/2011 2.00,"1,480275","23,764017","11,7",7,"1,050336"
23/01/2011 3.00,"1,466824","17,198102","11,7",7,"1,283939"
23/01/2011 4.00,"1,671711","23,996345","11,7",7,"1,820499"
23/01/2011 5.00,"1,679081","29,956163","11,7",7,"1,910771"
23/01/2011 6.00,"1,834036","19,974243","11,7",7,"1,605802"
23/01/2011 7.00,"1,690873","24,048256","11,7",7,"1,548733"
23/01/2011 8.00,"1,955827","23,67966","11,7",7,"1,643217"
23/01/2011 9.00,"1,898709","12,010501","11,7",7,"1,401566"
23/01/2011 10.00,"2,039662","13,586119","11,7",7,"1,59"
23/01/2011 11.00,"2,05219","16,615353","11,7",7,"1,852039"
23/01/2011 12.00,"2,169927","16,937223","11,7",7,"1,947089"
23/01/2011 13.00,"2,58394","19,235752","11,7",7,"1,84498"
23/01/2011 14.00,"2,880031","19,176041","11,7",7,"1,86079"
23/01/2011 15.00,"2,94931","18,624465","11,7",7,"1,767269"
23/01/2011 16.00,"2,616","15,015081","11,7",7,"1,825767"
23/01/2011 17.00,"2,258736","16,860648","11,7",7,"1,607852"
23/01/2011 18.00,"2,286743","24,196206","11,7",7,"1,82532"
23/01/2011 19.00,"2,392871","34,907554","11,7",7,"2,090328"
23/01/2011 20.00,"2,556486","53,159527","11,7",7,"2,656586"
23/01/2011 21.00,"2,353073","42,349554","11,7",7,"2,460176"
23/01/2011 22.00,"2,706651","45,677295","11,7",7,"2,965815"
23/01/2011 23.00,"2,521295","33,742076","11,7",7,"2,258585"
24/01/2011 0.00,"2,555749","32,098962","11,7",7,"2,549897"
24/01/2011 1.00,,"32,727128","22,700001","14,9","2,451642"
24/01/2011 2.00,"0,680377",,"22,700001","14,9","2,587169"
24/01/2011 3.00,"0,5571","40,090622","22,700001","14,9","2,773793"
24/01/2011 4.00,"0,709378","28,292302","22,700001","14,9",
24/01/2011 5.00,"0,62974","33,989948","22,700001","14,9","2,767036"
24/01/2011 6.00,"0,700079","24,355857","22,700001","14,9","3,690692"
24/01/2011 7.00,"0,741141","35,146365","22,700001","14,9","3,14575"
24/01/2011 8.00,"0,996075","46,807745","22,700001","14,9","2,966307"
24/01/2011 9.00,"0,957223","58,183592","22,700001","14,9","2,539559"
24/01/2011 10.00,"1,409825","73,384259","22,700001","14,9","5,937514"
24/01/2011 11.00,"1,173397","58,876654","22,700001","14,9","3,560752"
24/01/2011 12.00,"1,159863","52,022592","22,700001","14,9","3,665262"
24/01/2011 13.00,"1,171003","47,262001","22,700001","14,9","2,082675"
24/01/2011 14.00,"1,124418","56,745559","22,700001","14,9","2,35382"
24/01/2011 15.00,"1,39445","51,255557","22,700001","14,9","2,771683"
24/01/2011 16.00,"1,40734","42,498805","22,700001","14,9","1,632612"
24/01/2011 17.00,"1,378983","34,014612","22,700001","14,9","1,323386"
24/01/2011 18.00,"1,023051","54,666354","22,700001","14,9","1,472234"
24/01/2011 19.00,"0,853371","57,970729","22,700001","14,9","1,592436"
24/01/2011 20.00,"1,00252","60,364018","22,700001","14,9","2,434653"
24/01/2011 21.00,"0,886975","47,827875","22,700001","14,9","1,783709"
24/01/2011 22.00,"0,70634","49,012817","22,700001","14,9","1,762687"
24/01/2011 23.00,"0,764158","33,603189","22,700001","14,9","1,745096"
25/01/2011 0.00,"0,771063","26,149506","22,700001","14,9","1,263589"
25/01/2011 1.00,"0,839285","25,29163","21,29999","12,5","1,151149"
25/01/2011 2.00,"0,740036","37,795324","21,29999","12,5","1,83613"
25/01/2011 3.00,"0,722819","16,198737","21,29999","12,5","1,168946"
25/01/2011 4.00,"0,66316","16,197435","21,29999","12,5","1,084235"
25/01/2011 5.00,"0,842416","13,113699","21,29999","12,5","1,066942"
25/01/2011 6.00,"0,68185","22,94507","21,29999","12,5","1,298226"
25/01/2011 7.00,"0,860921","37,526671","21,29999","12,5","1,656899"
25/01/2011 8.00,"1,429988","42,627313","21,29999","12,5","1,788939"
25/01/2011 9.00,"2,082008","56,556061","21,29999","12,5","2,418171"
25/01/2011 10.00,"3,538238","65,263482","21,29999","12,5","1,946819"
25/01/2011 11.00,"5,862844","56,613171","21,29999","12,5","2,510758"
25/01/2011 12.00,"4,17433","39,461785","21,29999","12,5","1,904683"
25/01/2011 13.00,"3,270229","39,561727","21,29999","12,5","1,809909"
25/01/2011 14.00,"3,01244","39,738242","21,29999","12,5","1,661274"
25/01/2011 15.00,"2,501836","41,704525","21,29999","12,5","1,844686"
25/01/2011 16.00,"1,966004","35,613599","21,29999","12,5","1,253188"
25/01/2011 17.00,"1,48974","36,25605","21,29999","12,5","1,159622"
25/01/2011 18.00,"1,434592","52,366541","21,29999","12,5","1,462665"
25/01/2011 19.00,"1,340223","67,481555","21,29999","12,5","1,548392"
25/01/2011 20.00,"1,496092","82,512202","21,29999","12,5","1,76689"
25/01/2011 21.00,"1,725985","85,939884","21,29999","12,5","2,24645"
25/01/2011 22.00,"2,228765","98,181427","21,29999","12,5","3,743647"
25/01/2011 23.00,"1,850735","87,397384","21,29999","12,5","3,67343"
26/01/2011 0.00,"2,069856","73,110424","21,29999","12,5","3,25478"
26/01/2011 1.00,,"80,468047","28,29999","20,5","2,75615"
26/01/2011 2.00,"0,669373",,"28,29999","20,5","2,521931"
26/01/2011 3.00,"0,664321","51,925597","28,29999","20,5","1,661425"
26/01/2011 4.00,"0,597128","39,341081","28,29999","20,5",
26/01/2011 5.00,"0,412606","25,482408","28,29999","20,5","1,440344"
26/01/2011 6.00,"0,356161","25,043719","28,29999","20,5","1,163475"
26/01/2011 7.00,"0,370886","39,984834","28,29999","20,5","1,070589"
26/01/2011 8.00,"0,584244","69,02213","28,29999","20,5","1,503199"
26/01/2011 9.00,"0,980745","86,237102","28,29999","20,5","2,980774"
26/01/2011 10.00,"1,074464","98,102247","28,29999","20,5","5,450633"
26/01/2011 11.00,"0,949915","84,987254","28,29999","20,5","4,625788"
26/01/2011 12.00,"0,68934","53,594545","28,29999","20,5","2,86772"
26/01/2011 13.00,"0,941938","56,20693","28,29999","20,5","2,601367"
26/01/2011 14.00,"0,664925","46,771401","28,29999","20,5","2,055599"
26/01/2011 15.00,"0,74085","38,718112","28,29999","20,5","2,143664"
26/01/2011 16.00,"0,4554","25,669307","28,29999","20,5","1,470568"
26/01/2011 17.00,"0,289898","38,50007","28,29999","20,5","1,209223"
26/01/2011 18.00,"0,349412","74,652298","28,29999","20,5","1,559803"
26/01/2011 19.00,"0,124304","46,234511","28,29999","20,5","2,353293"
26/01/2011 20.00,,"2,224553","28,29999","20,5","2,643109"
26/01/2011 21.00,,,"28,29999","20,5","4,457553"
26/01/2011 22.00,"0,53016","123,303034","28,29999","20,5","5,487676"
26/01/2011 23.00,"0,149669","35,490314","28,29999","20,5","4,13689"
27/01/2011 0.00,"0,029307","25,616096","28,29999","20,5","3,588681"
27/01/2011 1.00,"0,029307","14,035187","15,2","10,6","3,407614"
27/01/2011 2.00,,"2,233638","15,2","10,6","2,215817"
27/01/2011 3.00,,,"15,2","10,6","1,5903"
27/01/2011 4.00,,,"15,2","10,6","1,243829"
27/01/2011 5.00,,,"15,2","10,6","1,068004"
27/01/2011 6.00,,,"15,2","10,6","0,838327"
27/01/2011 7.00,,,"15,2","10,6","0,686652"
27/01/2011 8.00,,"4,607445","15,2","10,6","0,882014"
27/01/2011 9.00,,"30,422118","15,2","10,6","2,101483"
27/01/2011 10.00,,"37,163255","15,2","10,6","3,11581"
27/01/2011 11.00,,"22,389576","15,2","10,6","2,380499"
27/01/2011 12.00,,"3,783297","15,2","10,6","1,466915"
27/01/2011 13.00,,"3,493872","15,2","10,6","1,639861"
27/01/2011 14.00,,"13,435566","15,2","10,6","1,446266"
27/01/2011 15.00,,"15,775628","15,2","10,6","1,922229"
27/01/2011 16.00,,"2,501001","15,2","10,6","1,249358"
27/01/2011 17.00,,,"15,2","10,6","0,875798"
27/01/2011 18.00,,,"15,2","10,6","1,00845"
27/01/2011 19.00,,"0,791702","15,2","10,6","1,370616"
27/01/2011 20.00,,"3,931253","15,2","10,6","1,605702"
27/01/2011 21.00,,"1,941617","15,2","10,6","1,644881"
27/01/2011 22.00,,"3,77551","15,2","10,6","1,72081"
27/01/2011 23.00,,,"15,2","10,6","1,392549"
28/01/2011 0.00,,,"15,2","10,6","1,02191"
28/01/2011 1.00,,,"11,4","6,9","0,872818"
28/01/2011 2.00,,,"11,4","6,9","0,820435"
28/01/2011 3.00,,,"11,4","6,9","0,735945"
28/01/2011 4.00,,,"11,4","6,9",
28/01/2011 5.00,,,"11,4","6,9","0,546371"
28/01/2011 6.00,,,"11,4","6,9","0,501182"
28/01/2011 7.00,,,"11,4","6,9","0,475833"
28/01/2011 8.00,,,"11,4","6,9","0,568568"
28/01/2011 9.00,,,"11,4","6,9","0,775717"
28/01/2011 10.00,,"0,831936","11,4","6,9","1,176708"
28/01/2011 11.00,,"0,452957","11,4","6,9","1,207443"
28/01/2011 12.00,,"1,71319","11,4","6,9","1,413242"
28/01/2011 13.00,,"1,862447","11,4","6,9","1,304744"
28/01/2011 14.00,,"1,377042","11,4","6,9","1,423995"
28/01/2011 15.00,,"2,119425","11,4","6,9","1,799491"
28/01/2011 16.00,,,"11,4","6,9","1,388467"
28/01/2011 17.00,,"1,53668","11,4","6,9","1,366202"
28/01/2011 18.00,,"4,874807","11,4","6,9","1,7507"
28/01/2011 19.00,"1,158511","65,65934","11,4","6,9","1,820131"
28/01/2011 20.00,"1,326919","82,425246","11,4","6,9","2,191266"
28/01/2011 21.00,"1,255001","86,527822","11,4","6,9","2,589787"
28/01/2011 22.00,"1,247766","63,639846","11,4","6,9","2,227"
28/01/2011 23.00,"1,229495","57,886392","11,4","6,9","2,046577"
29/01/2011 0.00,"1,05492","38,174301","11,4","6,9","1,74247"
29/01/2011 1.00,"1,201922","36,906265",21,"13,4","1,438374"
29/01/2011 2.00,"1,22136","47,934297",21,"13,4","2,358232"
29/01/2011 3.00,"1,354325","18,82174",21,"13,4","1,608345"
29/01/2011 4.00,"1,276239","13,913186",21,"13,4","1,337968"
29/01/2011 5.00,"1,457449","16,776293",21,"13,4","1,263255"
29/01/2011 6.00,"1,179316","11,375839",21,"13,4","1,320382"
29/01/2011 7.00,"1,271738","11,353777",21,"13,4","1,331622"
29/01/2011 8.00,"1,412938","28,612888",21,"13,4","1,483185"
29/01/2011 9.00,"1,37853","57,265986",21,"13,4","2,20041"
29/01/2011 10.00,"1,398369","65,410151",21,"13,4","3,053398"
29/01/2011 11.00,"1,17905","53,018058",21,"13,4","2,651568"
29/01/2011 12.00,"1,30648","49,416461",21,"13,4","2,680999"
29/01/2011 13.00,"1,263303","49,630604",21,"13,4","2,320302"
29/01/2011 14.00,"1,225061","60,763761",21,"13,4","1,86418"
29/01/2011 15.00,"1,233895","45,420323",21,"13,4","2,228621"
